,Report_Date,Suriname_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,1,62.98649434041254,5.612469456123989,True,57,2.8154563583070757,11.145012222969873
57,2020-03-19,1,62.98649434041254,5.612469456123989,True,58,3.218222513819665,11.145012222969873
58,2020-03-20,4,62.98649434041254,5.612469456123989,True,59,3.653573942502221,11.145012222969873
59,2020-03-21,4,62.98649434041254,5.612469456123989,True,60,4.117532084187575,11.145012222969873
60,2020-03-22,5,62.98649434041254,5.612469456123989,True,61,4.6045764078096,11.145012222969873
61,2020-03-23,5,62.98649434041254,5.612469456123989,True,62,5.107828648061388,11.145012222969873
62,2020-03-24,7,62.98649434041254,5.612469456123989,True,63,5.619396976774184,11.145012222969873
63,2020-03-25,8,62.98649434041254,5.612469456123989,True,64,6.130850222773347,11.145012222969873
64,2020-03-26,8,62.98649434041254,5.612469456123989,True,65,6.633764767842587,11.145012222969873
65,2020-03-27,8,62.98649434041254,5.612469456123989,True,66,7.120270408805679,11.145012222969873
66,2020-03-28,8,62.98649434041254,5.612469456123989,True,67,7.583521712687064,11.145012222969873
67,2020-03-29,8,62.98649434041254,5.612469456123989,True,68,8.01803812294466,11.145012222969873
68,2020-03-30,8,62.98649434041254,5.612469456123989,True,69,8.419883750245107,11.145012222969873
69,2020-03-31,9,62.98649434041254,5.612469456123989,True,70,8.78668789426061,11.145012222969873
70,2020-04-01,10,62.98649434041254,5.612469456123989,True,71,9.117531949141542,11.145012222969873
71,2020-04-02,10,62.98649434041254,5.612469456123989,True,72,9.412742738959986,11.145012222969873
72,2020-04-03,10,62.98649434041254,5.612469456123989,True,73,9.673635824895443,11.145012222969873
73,2020-04-04,10,62.98649434041254,5.612469456123989,True,74,9.902247314057126,11.145012222969873
74,2020-04-05,10,62.98649434041254,5.612469456123989,True,75,10.10108292045279,11.145012222969873
75,2020-04-06,10,62.98649434041254,5.612469456123989,True,76,10.272902019820046,11.145012222969873
76,2020-04-07,10,62.98649434041254,5.612469456123989,True,77,10.420544667411615,11.145012222969873
77,2020-04-08,10,62.98649434041254,5.612469456123989,True,78,10.546802225002343,11.145012222969873
78,2020-04-09,10,62.98649434041254,5.612469456123989,True,79,10.654327586956784,11.145012222969873
79,2020-04-10,10,62.98649434041254,5.612469456123989,True,80,10.745578626430119,11.145012222969873
