,Report_Date,Tanzania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,3,67.07823884574128,14.721347206508273,True,57,4.434565442353007,28.877783640859217
57,2020-03-19,6,67.07823884574128,14.721347206508273,True,58,5.120500732879525,28.877783640859217
58,2020-03-20,6,67.07823884574128,14.721347206508273,True,59,5.887557322742612,28.877783640859217
59,2020-03-21,6,67.07823884574128,14.721347206508273,True,60,6.737688803595229,28.877783640859217
60,2020-03-22,12,67.07823884574128,14.721347206508273,True,61,7.670600387942134,28.877783640859217
61,2020-03-23,12,67.07823884574128,14.721347206508273,True,62,8.683283839086885,28.877783640859217
62,2020-03-24,12,67.07823884574128,14.721347206508273,True,63,9.76967056956221,28.877783640859217
63,2020-03-25,12,67.07823884574128,14.721347206508273,True,64,10.920476884999115,28.877783640859217
64,2020-03-26,13,67.07823884574128,14.721347206508273,True,65,12.123304862261849,28.877783640859217
65,2020-03-27,13,67.07823884574128,14.721347206508273,True,66,13.363035131433096,28.877783640859217
66,2020-03-28,14,67.07823884574128,14.721347206508273,True,67,14.622506120129957,28.877783640859217
67,2020-03-29,14,67.07823884574128,14.721347206508273,True,68,15.883425772448147,28.877783640859217
68,2020-03-30,19,67.07823884574128,14.721347206508273,True,69,17.127418029541854,28.877783640859217
69,2020-03-31,19,67.07823884574128,14.721347206508273,True,70,18.337079491371664,28.877783640859217
70,2020-04-01,20,67.07823884574128,14.721347206508273,True,71,19.496919607353302,28.877783640859217
71,2020-04-02,20,67.07823884574128,14.721347206508273,True,72,20.594081094521982,28.877783640859217
72,2020-04-03,20,67.07823884574128,14.721347206508273,True,73,21.61877911082217,28.877783640859217
73,2020-04-04,20,67.07823884574128,14.721347206508273,True,74,22.564446333252977,28.877783640859217
74,2020-04-05,22,67.07823884574128,14.721347206508273,True,75,23.427614507522488,28.877783640859217
75,2020-04-06,24,67.07823884574128,14.721347206508273,True,76,24.207592808611935,28.877783640859217
76,2020-04-07,24,67.07823884574128,14.721347206508273,True,77,24.9060163975071,28.877783640859217
77,2020-04-08,25,67.07823884574128,14.721347206508273,True,78,25.526336654894298,28.877783640859217
78,2020-04-09,25,67.07823884574128,14.721347206508273,True,79,26.073312414899842,28.877783640859217
79,2020-04-10,32,67.07823884574128,14.721347206508273,True,80,26.552544526999192,28.877783640859217
