,Report_Date,China_liaoning_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,126,11.887210995936213,64.19631482222158,True,59,128.39018146178762,128.39262772436484
59,2020-03-21,126,11.887210995936213,64.19631482222158,True,60,128.39068577526314,128.39262772436484
60,2020-03-22,127,11.887210995936213,64.19631482222158,True,61,128.3910862039147,128.39262772436484
61,2020-03-23,127,11.887210995936213,64.19631482222158,True,62,128.39140414678167,128.39262772436484
62,2020-03-24,127,11.887210995936213,64.19631482222158,True,63,128.39165659512605,128.39262772436484
63,2020-03-25,127,11.887210995936213,64.19631482222158,True,64,128.3918570402842,128.39262772436484
64,2020-03-26,128,11.887210995936213,64.19631482222158,True,65,128.39201619455534,128.39262772436484
65,2020-03-27,128,11.887210995936213,64.19631482222158,True,66,128.3921425636212,128.39262772436484
66,2020-03-28,132,11.887210995936213,64.19631482222158,True,67,128.3922429010698,128.39262772436484
67,2020-03-29,134,11.887210995936213,64.19631482222158,True,68,128.39232256930077,128.39262772436484
68,2020-03-30,136,11.887210995936213,64.19631482222158,True,69,128.39238582609352,128.39262772436484
69,2020-03-31,139,11.887210995936213,64.19631482222158,True,70,128.39243605214804,128.39262772436484
70,2020-04-01,140,11.887210995936213,64.19631482222158,True,71,128.392475931756,128.39262772436484
71,2020-04-02,141,11.887210995936213,64.19631482222158,True,72,128.39250759625588,128.39262772436484
72,2020-04-03,141,11.887210995936213,64.19631482222158,True,73,128.39253273793835,128.39262772436484
73,2020-04-04,141,11.887210995936213,64.19631482222158,True,74,128.3925527004876,128.39262772436484
74,2020-04-05,142,11.887210995936213,64.19631482222158,True,75,128.392568550793,128.39262772436484
75,2020-04-06,142,11.887210995936213,64.19631482222158,True,76,128.39258113596748,128.39262772436484
76,2020-04-07,144,11.887210995936213,64.19631482222158,True,77,128.39259112862098,128.39262772436484
77,2020-04-08,144,11.887210995936213,64.19631482222158,True,78,128.39259906280742,128.39262772436484
78,2020-04-09,144,11.887210995936213,64.19631482222158,True,79,128.39260536256677,128.39262772436484
79,2020-04-10,144,11.887210995936213,64.19631482222158,True,80,128.39261036458777,128.39262772436484
