,Report_Date,France_saint barthelemy_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,62.83863904689279,3.790176667347182,True,1,0.010831541721258641,7.176188308327564
1,2020-01-23,0,62.83863904689279,3.790176667347182,True,2,0.012039757214191328,7.176188308327564
2,2020-01-24,0,62.83863904689279,3.790176667347182,True,3,0.013382506081441582,7.176188308327564
3,2020-01-25,0,62.83863904689279,3.790176667347182,True,4,0.01487471236170694,7.176188308327564
4,2020-01-26,0,62.83863904689279,3.790176667347182,True,5,0.01653294244468901,7.176188308327564
5,2020-01-27,0,62.83863904689279,3.790176667347182,True,6,0.01837558270012966,7.176188308327564
6,2020-01-28,0,62.83863904689279,3.790176667347182,True,7,0.02042303558505005,7.176188308327564
7,2020-01-29,0,62.83863904689279,3.790176667347182,True,8,0.022697935976827163,7.176188308327564
8,2020-01-30,0,62.83863904689279,3.790176667347182,True,9,0.02522538960236893,7.176188308327564
9,2020-01-31,0,62.83863904689279,3.790176667347182,True,10,0.028033235553621555,7.176188308327564
10,2020-02-01,0,62.83863904689279,3.790176667347182,True,11,0.0311523349930928,7.176188308327564
11,2020-02-02,0,62.83863904689279,3.790176667347182,True,12,0.034616888254960954,7.176188308327564
12,2020-02-03,0,62.83863904689279,3.790176667347182,True,13,0.038464782631180874,7.176188308327564
13,2020-02-04,0,62.83863904689279,3.790176667347182,True,14,0.0427379731895559,7.176188308327564
14,2020-02-05,0,62.83863904689279,3.790176667347182,True,15,0.04748289899164825,7.176188308327564
15,2020-02-06,0,62.83863904689279,3.790176667347182,True,16,0.052750937049716756,7.176188308327564
16,2020-02-07,0,62.83863904689279,3.790176667347182,True,17,0.05859889626760268,7.176188308327564
17,2020-02-08,0,62.83863904689279,3.790176667347182,True,18,0.06508955343101666,7.176188308327564
18,2020-02-09,0,62.83863904689279,3.790176667347182,True,19,0.0722922330241484,7.176188308327564
19,2020-02-10,0,62.83863904689279,3.790176667347182,True,20,0.08028343222314974,7.176188308327564
20,2020-02-11,0,62.83863904689279,3.790176667347182,True,21,0.08914749181843608,7.176188308327564
21,2020-02-12,0,62.83863904689279,3.790176667347182,True,22,0.09897731300620177,7.176188308327564
22,2020-02-13,0,62.83863904689279,3.790176667347182,True,23,0.10987511891739282,7.176188308327564
23,2020-02-14,0,62.83863904689279,3.790176667347182,True,24,0.12195325836451508,7.176188308327564
24,2020-02-15,0,62.83863904689279,3.790176667347182,True,25,0.13533504752027453,7.176188308327564
25,2020-02-16,0,62.83863904689279,3.790176667347182,True,26,0.15015564302681816,7.176188308327564
26,2020-02-17,0,62.83863904689279,3.790176667347182,True,27,0.16656293729320623,7.176188308327564
27,2020-02-18,0,62.83863904689279,3.790176667347182,True,28,0.18471846338962514,7.176188308327564
28,2020-02-19,0,62.83863904689279,3.790176667347182,True,29,0.20479829290559862,7.176188308327564
29,2020-02-20,0,62.83863904689279,3.790176667347182,True,30,0.22699390532460476,7.176188308327564
30,2020-02-21,0,62.83863904689279,3.790176667347182,True,31,0.2515130018071522,7.176188308327564
31,2020-02-22,0,62.83863904689279,3.790176667347182,True,32,0.2785802297160277,7.176188308327564
32,2020-02-23,0,62.83863904689279,3.790176667347182,True,33,0.30843777674135014,7.176188308327564
33,2020-02-24,0,62.83863904689279,3.790176667347182,True,34,0.341345785119754,7.176188308327564
34,2020-02-25,0,62.83863904689279,3.790176667347182,True,35,0.3775825272944652,7.176188308327564
35,2020-02-26,0,62.83863904689279,3.790176667347182,True,36,0.4174442746338783,7.176188308327564
36,2020-02-27,0,62.83863904689279,3.790176667347182,True,37,0.4612447808497454,7.176188308327564
37,2020-02-28,0,62.83863904689279,3.790176667347182,True,38,0.5093142920336898,7.176188308327564
38,2020-02-29,0,62.83863904689279,3.790176667347182,True,39,0.5619979864680397,7.176188308327564
39,2020-03-01,0,62.83863904689279,3.790176667347182,True,40,0.6196537405080266,7.176188308327564
40,2020-03-02,0,62.83863904689279,3.790176667347182,True,41,0.6826491130854122,7.176188308327564
41,2020-03-03,0,62.83863904689279,3.790176667347182,True,42,0.7513574422289268,7.176188308327564
42,2020-03-04,3,62.83863904689279,3.790176667347182,True,43,0.8261529541662013,7.176188308327564
43,2020-03-05,3,62.83863904689279,3.790176667347182,True,44,0.9074048009841948,7.176188308327564
44,2020-03-06,3,62.83863904689279,3.790176667347182,True,45,0.9954699684651284,7.176188308327564
45,2020-03-07,3,62.83863904689279,3.790176667347182,True,46,1.09068503343847,7.176188308327564
46,2020-03-08,3,62.83863904689279,3.790176667347182,True,47,1.1933568012472846,7.176188308327564
47,2020-03-09,1,62.83863904689279,3.790176667347182,True,48,1.303751919406743,7.176188308327564
48,2020-03-10,1,62.83863904689279,3.790176667347182,True,49,1.422085642733687,7.176188308327564
49,2020-03-11,1,62.83863904689279,3.790176667347182,True,50,1.548510016011159,7.176188308327564
50,2020-03-12,1,62.83863904689279,3.790176667347182,True,51,1.6831018384338081,7.176188308327564
51,2020-03-13,1,62.83863904689279,3.790176667347182,True,52,1.825850873147665,7.176188308327564
52,2020-03-14,1,62.83863904689279,3.790176667347182,True,53,1.9766488562896325,7.176188308327564
53,2020-03-15,1,62.83863904689279,3.790176667347182,True,54,2.135279932184796,7.176188308327564
54,2020-03-16,3,62.83863904689279,3.790176667347182,True,55,2.3014131827249575,7.176188308327564
55,2020-03-17,3,62.83863904689279,3.790176667347182,True,56,2.4745979175180977,7.176188308327564
56,2020-03-18,3,62.83863904689279,3.790176667347182,True,57,2.6542623371546608,7.176188308327564
57,2020-03-19,3,62.83863904689279,3.790176667347182,True,58,2.8397160687816245,7.176188308327564
58,2020-03-20,3,62.83863904689279,3.790176667347182,True,59,3.0301569008509195,7.176188308327564
59,2020-03-21,3,62.83863904689279,3.790176667347182,True,60,3.2246818194337656,7.176188308327564
60,2020-03-22,3,62.83863904689279,3.790176667347182,True,61,3.4223021866633037,7.176188308327564
61,2020-03-23,3,62.83863904689279,3.790176667347182,True,62,3.6219626244910144,7.176188308327564
62,2020-03-24,3,62.83863904689279,3.790176667347182,True,63,3.822562900678732,7.176188308327564
63,2020-03-25,3,62.83863904689279,3.790176667347182,True,64,4.022981886959153,7.176188308327564
64,2020-03-26,3,62.83863904689279,3.790176667347182,True,65,4.2221024971999865,7.176188308327564
65,2020-03-27,5,62.83863904689279,3.790176667347182,True,66,4.418836435275909,7.176188308327564
66,2020-03-28,5,62.83863904689279,3.790176667347182,True,67,4.612147597595726,7.176188308327564
67,2020-03-29,5,62.83863904689279,3.790176667347182,True,68,4.801073082003829,7.176188308327564
68,2020-03-30,6,62.83863904689279,3.790176667347182,True,69,4.984740940289033,7.176188308327564
69,2020-03-31,6,62.83863904689279,3.790176667347182,True,70,5.162384054204485,7.176188308327564
70,2020-04-01,6,62.83863904689279,3.790176667347182,True,71,5.333349787835832,7.176188308327564
71,2020-04-02,6,62.83863904689279,3.790176667347182,True,72,5.497105344251974,7.176188308327564
72,2020-04-03,6,62.83863904689279,3.790176667347182,True,73,5.653239006222896,7.176188308327564
73,2020-04-04,6,62.83863904689279,3.790176667347182,True,74,5.8014576496787855,7.176188308327564
74,2020-04-05,6,62.83863904689279,3.790176667347182,True,75,5.941581072209605,7.176188308327564
75,2020-04-06,6,62.83863904689279,3.790176667347182,True,76,6.073533772701947,7.176188308327564
76,2020-04-07,6,62.83863904689279,3.790176667347182,True,77,6.197334854514354,7.176188308327564
77,2020-04-08,6,62.83863904689279,3.790176667347182,True,78,6.313086710988637,7.176188308327564
78,2020-04-09,6,62.83863904689279,3.790176667347182,True,79,6.420963099421106,7.176188308327564
79,2020-04-10,6,62.83863904689279,3.790176667347182,True,80,6.521197130003355,7.176188308327564
