,Report_Date,France_guadeloupe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.28861909923884,79.61123214605804,True,1,0.0018992502253042803,157.20872005262066
1,2020-01-23,0,65.28861909923884,79.61123214605804,True,2,0.002265500766148787,157.20872005262066
2,2020-01-24,0,65.28861909923884,79.61123214605804,True,3,0.002702377694287699,157.20872005262066
3,2020-01-25,0,65.28861909923884,79.61123214605804,True,4,0.0032234998317408844,157.20872005262066
4,2020-01-26,0,65.28861909923884,79.61123214605804,True,5,0.0038451118912435143,157.20872005262066
5,2020-01-27,0,65.28861909923884,79.61123214605804,True,6,0.004586590692396653,157.20872005262066
6,2020-01-28,0,65.28861909923884,79.61123214605804,True,7,0.005471048927249242,157.20872005262066
7,2020-01-29,0,65.28861909923884,79.61123214605804,True,8,0.006526055257182515,157.20872005262066
8,2020-01-30,0,65.28861909923884,79.61123214605804,True,9,0.007784493132316169,157.20872005262066
9,2020-01-31,0,65.28861909923884,79.61123214605804,True,10,0.009285585024717677,157.20872005262066
10,2020-02-01,0,65.28861909923884,79.61123214605804,True,11,0.01107611388842261,157.20872005262066
11,2020-02-02,0,65.28861909923884,79.61123214605804,True,12,0.013211879757919086,157.20872005262066
12,2020-02-03,0,65.28861909923884,79.61123214605804,True,13,0.015759436656157737,157.20872005262066
13,2020-02-04,0,65.28861909923884,79.61123214605804,True,14,0.018798163620698808,157.20872005262066
14,2020-02-05,0,65.28861909923884,79.61123214605804,True,15,0.022422733928871397,157.20872005262066
15,2020-02-06,0,65.28861909923884,79.61123214605804,True,16,0.026746058811970678,157.20872005262066
16,2020-02-07,0,65.28861909923884,79.61123214605804,True,17,0.031902796449498255,157.20872005262066
17,2020-02-08,0,65.28861909923884,79.61123214605804,True,18,0.038053534242826724,157.20872005262066
18,2020-02-09,0,65.28861909923884,79.61123214605804,True,19,0.045389772768048585,157.20872005262066
19,2020-02-10,0,65.28861909923884,79.61123214605804,True,20,0.0541398639624555,157.20872005262066
20,2020-02-11,0,65.28861909923884,79.61123214605804,True,21,0.06457608465647523,157.20872005262066
21,2020-02-12,0,65.28861909923884,79.61123214605804,True,22,0.0770230602647179,157.20872005262066
22,2020-02-13,0,65.28861909923884,79.61123214605804,True,23,0.09186779313595332,157.20872005262066
23,2020-02-14,0,65.28861909923884,79.61123214605804,True,24,0.1095715966707097,157.20872005262066
24,2020-02-15,0,65.28861909923884,79.61123214605804,True,25,0.1306842908762487,157.20872005262066
25,2020-02-16,0,65.28861909923884,79.61123214605804,True,26,0.15586107864312523,157.20872005262066
26,2020-02-17,0,65.28861909923884,79.61123214605804,True,27,0.18588259583012315,157.20872005262066
27,2020-02-18,0,65.28861909923884,79.61123214605804,True,28,0.22167871333693526,157.20872005262066
28,2020-02-19,0,65.28861909923884,79.61123214605804,True,29,0.26435676668743824,157.20872005262066
29,2020-02-20,0,65.28861909923884,79.61123214605804,True,30,0.3152349988919122,157.20872005262066
30,2020-02-21,0,65.28861909923884,79.61123214605804,True,31,0.3758821255895742,157.20872005262066
31,2020-02-22,0,65.28861909923884,79.61123214605804,True,32,0.4481640668339832,157.20872005262066
32,2020-02-23,0,65.28861909923884,79.61123214605804,True,33,0.5342990350177459,157.20872005262066
33,2020-02-24,0,65.28861909923884,79.61123214605804,True,34,0.6369223186990594,157.20872005262066
34,2020-02-25,0,65.28861909923884,79.61123214605804,True,35,0.7591622494551683,157.20872005262066
35,2020-02-26,0,65.28861909923884,79.61123214605804,True,36,0.9047289703769933,157.20872005262066
36,2020-02-27,0,65.28861909923884,79.61123214605804,True,37,1.078017720436393,157.20872005262066
37,2020-02-28,0,65.28861909923884,79.61123214605804,True,38,1.284228378880198,157.20872005262066
38,2020-02-29,0,65.28861909923884,79.61123214605804,True,39,1.5295029347480122,157.20872005262066
39,2020-03-01,0,65.28861909923884,79.61123214605804,True,40,1.821082297238416,157.20872005262066
40,2020-03-02,0,65.28861909923884,79.61123214605804,True,41,2.167483358041755,157.20872005262066
41,2020-03-03,0,65.28861909923884,79.61123214605804,True,42,2.5786963421747315,157.20872005262066
42,2020-03-04,0,65.28861909923884,79.61123214605804,True,43,3.0664010884599273,157.20872005262066
43,2020-03-05,0,65.28861909923884,79.61123214605804,True,44,3.6441987928301125,157.20872005262066
44,2020-03-06,0,65.28861909923884,79.61123214605804,True,45,4.327852693701486,157.20872005262066
45,2020-03-07,0,65.28861909923884,79.61123214605804,True,46,5.1355269117266715,157.20872005262066
46,2020-03-08,0,65.28861909923884,79.61123214605804,True,47,6.088006899639183,157.20872005262066
47,2020-03-09,0,65.28861909923884,79.61123214605804,True,48,7.208877475803864,157.20872005262066
48,2020-03-10,0,65.28861909923884,79.61123214605804,True,49,8.524625103365732,157.20872005262066
49,2020-03-11,0,65.28861909923884,79.61123214605804,True,50,10.064620110103425,157.20872005262066
50,2020-03-12,0,65.28861909923884,79.61123214605804,True,51,11.860922591435882,157.20872005262066
51,2020-03-13,1,65.28861909923884,79.61123214605804,True,52,13.94784424897535,157.20872005262066
52,2020-03-14,1,65.28861909923884,79.61123214605804,True,53,16.361189939297603,157.20872005262066
53,2020-03-15,3,65.28861909923884,79.61123214605804,True,54,19.137101163745157,157.20872005262066
54,2020-03-16,6,65.28861909923884,79.61123214605804,True,55,22.310434457386723,157.20872005262066
55,2020-03-17,18,65.28861909923884,79.61123214605804,True,56,25.912636928342128,157.20872005262066
56,2020-03-18,27,65.28861909923884,79.61123214605804,True,57,29.969135007718993,157.20872005262066
57,2020-03-19,33,65.28861909923884,79.61123214605804,True,58,34.496333984863625,157.20872005262066
58,2020-03-20,45,65.28861909923884,79.61123214605804,True,59,39.49843209077747,157.20872005262066
59,2020-03-21,53,65.28861909923884,79.61123214605804,True,60,44.96437077997403,157.20872005262066
60,2020-03-22,58,65.28861909923884,79.61123214605804,True,61,50.865347319583194,157.20872005262066
61,2020-03-23,62,65.28861909923884,79.61123214605804,True,62,57.15337139335597,157.20872005262066
62,2020-03-24,62,65.28861909923884,79.61123214605804,True,63,63.76131657771393,157.20872005262066
63,2020-03-25,73,65.28861909923884,79.61123214605804,True,64,70.60477486665852,157.20872005262066
64,2020-03-26,73,65.28861909923884,79.61123214605804,True,65,77.58577109781507,157.20872005262066
65,2020-03-27,73,65.28861909923884,79.61123214605804,True,66,84.59807599764136,157.20872005262066
66,2020-03-28,102,65.28861909923884,79.61123214605804,True,67,91.53354728294076,157.20872005262066
67,2020-03-29,106,65.28861909923884,79.61123214605804,True,68,98.28871478713599,157.20872005262066
68,2020-03-30,106,65.28861909923884,79.61123214605804,True,69,104.77077339103448,157.20872005262066
69,2020-03-31,114,65.28861909923884,79.61123214605804,True,70,110.90227320134593,157.20872005262066
70,2020-04-01,125,65.28861909923884,79.61123214605804,True,71,116.62406039538016,157.20872005262066
71,2020-04-02,128,65.28861909923884,79.61123214605804,True,72,121.89634582748803,157.20872005262066
72,2020-04-03,130,65.28861909923884,79.61123214605804,True,73,126.69807598495011,157.20872005262066
73,2020-04-04,134,65.28861909923884,79.61123214605804,True,74,131.02498905450184,157.20872005262066
74,2020-04-05,135,65.28861909923884,79.61123214605804,True,75,134.88683265394303,157.20872005262066
75,2020-04-06,135,65.28861909923884,79.61123214605804,True,76,138.3042098999803,157.20872005262066
76,2020-04-07,139,65.28861909923884,79.61123214605804,True,77,141.30543949886294,157.20872005262066
77,2020-04-08,141,65.28861909923884,79.61123214605804,True,78,143.9237015747685,157.20872005262066
78,2020-04-09,141,65.28861909923884,79.61123214605804,True,79,146.19462566242814,157.20872005262066
79,2020-04-10,143,65.28861909923884,79.61123214605804,True,80,148.15438060374905,157.20872005262066
