,Report_Date,UK_cayman islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.12774916401142,54.85940690212499,False,1,0.0012644663955021075,9.919508828798905
1,2020-01-23,0,81.12774916401142,54.85940690212499,False,2,0.0014572622752301056,9.919508828798905
2,2020-01-24,0,81.12774916401142,54.85940690212499,False,3,0.0016794537026807194,9.919508828798905
3,2020-01-25,0,81.12774916401142,54.85940690212499,False,4,0.0019355224632327617,9.919508828798905
4,2020-01-26,0,81.12774916401142,54.85940690212499,False,5,0.002230633608170235,9.919508828798905
5,2020-01-27,0,81.12774916401142,54.85940690212499,False,6,0.0025707396053660046,9.919508828798905
6,2020-01-28,0,81.12774916401142,54.85940690212499,False,7,0.002962700360504403,9.919508828798905
7,2020-01-29,0,81.12774916401142,54.85940690212499,False,8,0.0034144215254909597,9.919508828798905
8,2020-01-30,0,81.12774916401142,54.85940690212499,False,9,0.00393501387812426,9.919508828798905
9,2020-01-31,0,81.12774916401142,54.85940690212499,False,10,0.0045349769802106145,9.919508828798905
10,2020-02-01,0,81.12774916401142,54.85940690212499,False,11,0.005226410808463264,9.919508828798905
11,2020-02-02,0,81.12774916401142,54.85940690212499,False,12,0.006023259613361271,9.919508828798905
12,2020-02-03,0,81.12774916401142,54.85940690212499,False,13,0.00694159290668303,9.919508828798905
13,2020-02-04,0,81.12774916401142,54.85940690212499,False,14,0.00799992922132664,9.919508828798905
14,2020-02-05,0,81.12774916401142,54.85940690212499,False,15,0.009219609141777985,9.919508828798905
15,2020-02-06,0,81.12774916401142,54.85940690212499,False,16,0.010625225086775611,9.919508828798905
16,2020-02-07,0,81.12774916401142,54.85940690212499,False,17,0.012245116456315073,9.919508828798905
17,2020-02-08,0,81.12774916401142,54.85940690212499,False,18,0.014111940054788644,9.919508828798905
18,2020-02-09,0,81.12774916401142,54.85940690212499,False,19,0.016263327195457575,9.919508828798905
19,2020-02-10,0,81.12774916401142,54.85940690212499,False,20,0.01874264060669927,9.919508828798905
20,2020-02-11,0,81.12774916401142,54.85940690212499,False,21,0.021599846229468193,9.919508828798905
21,2020-02-12,0,81.12774916401142,54.85940690212499,False,22,0.02489251725430368,9.919508828798905
22,2020-02-13,0,81.12774916401142,54.85940690212499,False,23,0.028686990335836767,9.919508828798905
23,2020-02-14,0,81.12774916401142,54.85940690212499,False,24,0.03305969688904373,9.919508828798905
24,2020-02-15,0,81.12774916401142,54.85940690212499,False,25,0.038098695765966015,9.919508828798905
25,2020-02-16,0,81.12774916401142,54.85940690212499,False,26,0.04390543749168694,9.919508828798905
26,2020-02-17,0,81.12774916401142,54.85940690212499,False,27,0.050596794667645856,9.919508828798905
27,2020-02-18,0,81.12774916401142,54.85940690212499,False,28,0.05830739819882271,9.919508828798905
28,2020-02-19,0,81.12774916401142,54.85940690212499,False,29,0.06719232474507324,9.919508828798905
29,2020-02-20,0,81.12774916401142,54.85940690212499,False,30,0.07743018731777657,9.919508828798905
30,2020-02-21,0,81.12774916401142,54.85940690212499,False,31,0.08922668832748942,9.919508828798905
31,2020-02-22,0,81.12774916401142,54.85940690212499,False,32,0.10281870272591384,9.919508828798905
32,2020-02-23,0,81.12774916401142,54.85940690212499,False,33,0.11847896826568574,9.919508828798905
33,2020-02-24,0,81.12774916401142,54.85940690212499,False,34,0.136521470409628,9.919508828798905
34,2020-02-25,0,81.12774916401142,54.85940690212499,False,35,0.15730762113210253,9.919508828798905
35,2020-02-26,0,81.12774916401142,54.85940690212499,False,36,0.1812533438245946,9.919508828798905
36,2020-02-27,0,81.12774916401142,54.85940690212499,False,37,0.20883719076960053,9.919508828798905
37,2020-02-28,0,81.12774916401142,54.85940690212499,False,38,0.24060963515635556,9.919508828798905
38,2020-02-29,0,81.12774916401142,54.85940690212499,False,39,0.2772036962819242,9.919508828798905
39,2020-03-01,0,81.12774916401142,54.85940690212499,False,40,0.31934707421116376,9.919508828798905
40,2020-03-02,0,81.12774916401142,54.85940690212499,False,41,0.3678759884133821,9.919508828798905
41,2020-03-03,0,81.12774916401142,54.85940690212499,False,42,0.42375093320629376,9.919508828798905
42,2020-03-04,0,81.12774916401142,54.85940690212499,False,43,0.4880745804013453,9.919508828798905
43,2020-03-05,0,81.12774916401142,54.85940690212499,False,44,0.5621120751764233,9.919508828798905
44,2020-03-06,0,81.12774916401142,54.85940690212499,False,45,0.6473139832376791,9.919508828798905
45,2020-03-07,0,81.12774916401142,54.85940690212499,False,46,0.7453421534760477,9.919508828798905
46,2020-03-08,0,81.12774916401142,54.85940690212499,False,47,0.8580987574657144,9.919508828798905
47,2020-03-09,0,81.12774916401142,54.85940690212499,False,48,0.9877587511432943,9.919508828798905
48,2020-03-10,0,81.12774916401142,54.85940690212499,False,49,1.1368059693983479,9.919508828798905
49,2020-03-11,0,81.12774916401142,54.85940690212499,False,50,1.308073004045557,9.919508828798905
50,2020-03-12,0,81.12774916401142,54.85940690212499,False,51,1.5047849207524548,9.919508828798905
51,2020-03-13,1,81.12774916401142,54.85940690212499,False,52,1.730606729718271,9.919508828798905
52,2020-03-14,1,81.12774916401142,54.85940690212499,False,53,1.9896943244440966,9.919508828798905
53,2020-03-15,1,81.12774916401142,54.85940690212499,False,54,2.2867483262893114,9.919508828798905
54,2020-03-16,1,81.12774916401142,54.85940690212499,False,55,2.62706990051493,9.919508828798905
55,2020-03-17,1,81.12774916401142,54.85940690212499,False,56,3.0166171208569086,9.919508828798905
56,2020-03-18,1,81.12774916401142,54.85940690212499,False,57,3.462059832051693,9.919508828798905
57,2020-03-19,3,81.12774916401142,54.85940690212499,False,58,3.970830172065571,9.919508828798905
58,2020-03-20,3,81.12774916401142,54.85940690212499,False,59,4.551164951859332,9.919508828798905
59,2020-03-21,3,81.12774916401142,54.85940690212499,False,60,5.21213494471814,9.919508828798905
60,2020-03-22,3,81.12774916401142,54.85940690212499,False,61,5.963654822658167,9.919508828798905
61,2020-03-23,5,81.12774916401142,54.85940690212499,False,62,6.816466037358524,9.919508828798905
62,2020-03-24,6,81.12774916401142,54.85940690212499,False,63,7.782083464898763,9.919508828798905
63,2020-03-25,8,81.12774916401142,54.85940690212499,False,64,8.872695265644882,9.919508828798905
64,2020-03-26,8,81.12774916401142,54.85940690212499,False,65,10.101004379155444,9.919508828798905
65,2020-03-27,8,81.12774916401142,54.85940690212499,False,66,11.479999696513074,9.919508828798905
66,2020-03-28,8,81.12774916401142,54.85940690212499,False,67,13.02264564103873,9.919508828798905
67,2020-03-29,8,81.12774916401142,54.85940690212499,False,68,14.741481132774148,9.919508828798905
68,2020-03-30,12,81.12774916401142,54.85940690212499,False,69,16.648123231790567,9.919508828798905
69,2020-03-31,14,81.12774916401142,54.85940690212499,False,70,18.752677607267792,9.919508828798905
70,2020-04-01,22,81.12774916401142,54.85940690212499,False,71,21.063067615420554,9.919508828798905
71,2020-04-02,28,81.12774916401142,54.85940690212499,False,72,23.584306049046997,9.919508828798905
72,2020-04-03,28,81.12774916401142,54.85940690212499,False,73,26.317747805308535,9.919508828798905
73,2020-04-04,35,81.12774916401142,54.85940690212499,False,74,29.260376299826625,9.919508828798905
74,2020-04-05,35,81.12774916401142,54.85940690212499,False,75,32.40418911449021,9.919508828798905
75,2020-04-06,39,81.12774916401142,54.85940690212499,False,76,35.73575614275473,9.919508828798905
76,2020-04-07,45,81.12774916401142,54.85940690212499,False,77,39.236023251448174,9.919508828798905
77,2020-04-08,45,81.12774916401142,54.85940690212499,False,78,42.88042364742908,9.919508828798905
78,2020-04-09,45,81.12774916401142,54.85940690212499,False,79,46.63933664023707,9.919508828798905
79,2020-04-10,45,81.12774916401142,54.85940690212499,False,80,50.47890053867685,9.919508828798905
