,Report_Date,Iceland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.43081350039918,907.2691552139922,True,1,0.02157879822020467,1805.5065954190593
1,2020-01-23,0,66.43081350039918,907.2691552139922,True,2,0.025662121304353882,1805.5065954190593
2,2020-01-24,0,66.43081350039918,907.2691552139922,True,3,0.03051811239390313,1805.5065954190593
3,2020-01-25,0,66.43081350039918,907.2691552139922,True,4,0.036292974434679014,1805.5065954190593
4,2020-01-26,0,66.43081350039918,907.2691552139922,True,5,0.0431605724188453,1805.5065954190593
5,2020-01-27,0,66.43081350039918,907.2691552139922,True,6,0.05132766620514485,1805.5065954190593
6,2020-01-28,0,66.43081350039918,907.2691552139922,True,7,0.06104013284730393,1805.5065954190593
7,2020-01-29,0,66.43081350039918,907.2691552139922,True,8,0.0725903653845997,1805.5065954190593
8,2020-01-30,0,66.43081350039918,907.2691552139922,True,9,0.08632607030528094,1805.5065954190593
9,2020-01-31,0,66.43081350039918,907.2691552139922,True,10,0.10266072777185847,1805.5065954190593
10,2020-02-01,0,66.43081350039918,907.2691552139922,True,11,0.12208602842955363,1805.5065954190593
11,2020-02-02,0,66.43081350039918,907.2691552139922,True,12,0.14518665966235395,1805.5065954190593
12,2020-02-03,0,66.43081350039918,907.2691552139922,True,13,0.17265788423570563,1805.5065954190593
13,2020-02-04,0,66.43081350039918,907.2691552139922,True,14,0.20532643739987858,1805.5065954190593
14,2020-02-05,0,66.43081350039918,907.2691552139922,True,15,0.24417536711226048,1805.5065954190593
15,2020-02-06,0,66.43081350039918,907.2691552139922,True,16,0.29037355887696603,1805.5065954190593
16,2020-02-07,0,66.43081350039918,907.2691552139922,True,17,0.3453108250857618,1805.5065954190593
17,2020-02-08,0,66.43081350039918,907.2691552139922,True,18,0.4106396025194473,1805.5065954190593
18,2020-02-09,0,66.43081350039918,907.2691552139922,True,19,0.48832449530884803,1805.5065954190593
19,2020-02-10,0,66.43081350039918,907.2691552139922,True,20,0.5807011293461838,1805.5065954190593
20,2020-02-11,0,66.43081350039918,907.2691552139922,True,21,0.6905460538578887,1805.5065954190593
