,Report_Date,Denmark_faroe islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
68,2020-03-30,168,61.461725406589125,99.47442308297725,True,69,159.97288258001797,198.00468600079424
69,2020-03-31,169,61.461725406589125,99.47442308297725,True,70,165.5117932625294,198.00468600079424
70,2020-04-01,173,61.461725406589125,99.47442308297725,True,71,170.4040177786813,198.00468600079424
71,2020-04-02,177,61.461725406589125,99.47442308297725,True,72,174.6853858591658,198.00468600079424
72,2020-04-03,179,61.461725406589125,99.47442308297725,True,73,178.40203092379025,198.00468600079424
73,2020-04-04,181,61.461725406589125,99.47442308297725,True,74,181.60588697717435,198.00468600079424
74,2020-04-05,181,61.461725406589125,99.47442308297725,True,75,184.3510450870412,198.00468600079424
75,2020-04-06,183,61.461725406589125,99.47442308297725,True,76,186.6910103176657,198.00468600079424
76,2020-04-07,184,61.461725406589125,99.47442308297725,True,77,188.67678895655152,198.00468600079424
77,2020-04-08,184,61.461725406589125,99.47442308297725,True,78,190.3556773262958,198.00468600079424
78,2020-04-09,184,61.461725406589125,99.47442308297725,True,79,191.77060401386544,198.00468600079424
79,2020-04-10,184,61.461725406589125,99.47442308297725,True,80,192.95988284493168,198.00468600079424
