,Report_Date,Denmark_faroe islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,61.461725406589125,99.47442308297725,True,1,0.0023993169897304576,198.00468600079424
1,2020-01-23,0,61.461725406589125,99.47442308297725,True,2,0.002893596646681692,198.00468600079424
2,2020-01-24,0,61.461725406589125,99.47442308297725,True,3,0.003489700320576822,198.00468600079424
3,2020-01-25,0,61.461725406589125,99.47442308297725,True,4,0.004208603443180569,198.00468600079424
4,2020-01-26,0,61.461725406589125,99.47442308297725,True,5,0.005075601951283829,198.00468600079424
5,2020-01-27,0,61.461725406589125,99.47442308297725,True,6,0.006121202053725036,198.00468600079424
6,2020-01-28,0,61.461725406589125,99.47442308297725,True,7,0.007382193161305378,198.00468600079424
7,2020-01-29,0,61.461725406589125,99.47442308297725,True,8,0.008902941649951441,198.00468600079424
8,2020-01-30,0,61.461725406589125,99.47442308297725,True,9,0.010736950859244634,198.00468600079424
9,2020-01-31,0,61.461725406589125,99.47442308297725,True,10,0.01294874203997292,198.00468600079424
10,2020-02-01,0,61.461725406589125,99.47442308297725,True,11,0.015616122175187309,198.00468600079424
11,2020-02-02,0,61.461725406589125,99.47442308297725,True,12,0.018832918092018258,198.00468600079424
12,2020-02-03,0,61.461725406589125,99.47442308297725,True,13,0.022712272513801434,198.00468600079424
13,2020-02-04,0,61.461725406589125,99.47442308297725,True,14,0.027390617220039562,198.00468600079424
14,2020-02-05,0,61.461725406589125,99.47442308297725,True,15,0.03303246193581147,198.00468600079424
15,2020-02-06,0,61.461725406589125,99.47442308297725,True,16,0.03983616573486551,198.00468600079424
16,2020-02-07,0,61.461725406589125,99.47442308297725,True,17,0.04804089152596951,198.00468600079424
17,2020-02-08,0,61.461725406589125,99.47442308297725,True,18,0.05793498467737827,198.00468600079424
18,2020-02-09,0,61.461725406589125,99.47442308297725,True,19,0.06986606528206793,198.00468600079424
19,2020-02-10,0,61.461725406589125,99.47442308297725,True,20,0.0842531814462214,198.00468600079424
20,2020-02-11,0,61.461725406589125,99.47442308297725,True,21,0.10160143999068853,198.00468600079424
21,2020-02-12,0,61.461725406589125,99.47442308297725,True,22,0.1225196130230635,198.00468600079424
22,2020-02-13,0,61.461725406589125,99.47442308297725,True,23,0.1477413161371168,198.00468600079424
23,2020-02-14,0,61.461725406589125,99.47442308297725,True,24,0.17815046891164169,198.00468600079424
24,2020-02-15,0,61.461725406589125,99.47442308297725,True,25,0.21481188345323363,198.00468600079424
25,2020-02-16,0,61.461725406589125,99.47442308297725,True,26,0.2590079845384634,198.00468600079424
26,2020-02-17,0,61.461725406589125,99.47442308297725,True,27,0.31228284787961386,198.00468600079424
27,2020-02-18,0,61.461725406589125,99.47442308297725,True,28,0.3764949530880682,198.00468600079424
28,2020-02-19,0,61.461725406589125,99.47442308297725,True,29,0.453880285940488,198.00468600079424
29,2020-02-20,0,61.461725406589125,99.47442308297725,True,30,0.5471276896307786,198.00468600079424
30,2020-02-21,0,61.461725406589125,99.47442308297725,True,31,0.659468652830282,198.00468600079424
31,2020-02-22,0,61.461725406589125,99.47442308297725,True,32,0.7947840247523963,198.00468600079424
32,2020-02-23,0,61.461725406589125,99.47442308297725,True,33,0.9577304477674955,198.00468600079424
33,2020-02-24,0,61.461725406589125,99.47442308297725,True,34,1.1538895690736577,198.00468600079424
34,2020-02-25,0,61.461725406589125,99.47442308297725,True,35,1.38994329090451,198.00468600079424
35,2020-02-26,0,61.461725406589125,99.47442308297725,True,36,1.6738783769521233,198.00468600079424
36,2020-02-27,0,61.461725406589125,99.47442308297725,True,37,2.015223551861055,198.00468600079424
37,2020-02-28,0,61.461725406589125,99.47442308297725,True,38,2.4253216673104565,198.00468600079424
38,2020-02-29,0,61.461725406589125,99.47442308297725,True,39,2.9176383602307827,198.00468600079424
39,2020-03-01,0,61.461725406589125,99.47442308297725,True,40,3.5081066192667563,198.00468600079424
40,2020-03-02,0,61.461725406589125,99.47442308297725,True,41,4.215503437557332,198.00468600079424
41,2020-03-03,0,61.461725406589125,99.47442308297725,True,42,5.061849795608252,198.00468600079424
42,2020-03-04,1,61.461725406589125,99.47442308297725,True,43,6.072818023678125,198.00468600079424
43,2020-03-05,1,61.461725406589125,99.47442308297725,True,44,7.278120513268006,198.00468600079424
44,2020-03-06,1,61.461725406589125,99.47442308297725,True,45,8.711840184240412,198.00468600079424
45,2020-03-07,1,61.461725406589125,99.47442308297725,True,46,10.412645676623248,198.00468600079424
46,2020-03-08,2,61.461725406589125,99.47442308297725,True,47,12.423813051712331,198.00468600079424
47,2020-03-09,2,61.461725406589125,99.47442308297725,True,48,14.792951988948742,198.00468600079424
48,2020-03-10,2,61.461725406589125,99.47442308297725,True,49,17.57131087034219,198.00468600079424
49,2020-03-11,2,61.461725406589125,99.47442308297725,True,50,20.812517062689082,198.00468600079424
50,2020-03-12,2,61.461725406589125,99.47442308297725,True,51,24.57060466827279,198.00468600079424
51,2020-03-13,3,61.461725406589125,99.47442308297725,True,52,28.897203950122037,198.00468600079424
52,2020-03-14,9,61.461725406589125,99.47442308297725,True,53,33.83782876986752,198.00468600079424
53,2020-03-15,11,61.461725406589125,99.47442308297725,True,54,39.4273138381468,198.00468600079424
54,2020-03-16,18,61.461725406589125,99.47442308297725,True,55,45.68462804028975,198.00468600079424
55,2020-03-17,47,61.461725406589125,99.47442308297725,True,56,52.60751276787689,198.00468600079424
56,2020-03-18,58,61.461725406589125,99.47442308297725,True,57,60.167628801497706,198.00468600079424
57,2020-03-19,72,61.461725406589125,99.47442308297725,True,58,68.30707673522174,198.00468600079424
58,2020-03-20,80,61.461725406589125,99.47442308297725,True,59,76.93719975234613,198.00468600079424
59,2020-03-21,92,61.461725406589125,99.47442308297725,True,60,85.9404070735741,198.00468600079424
60,2020-03-22,115,61.461725406589125,99.47442308297725,True,61,95.17534293907788,198.00468600079424
61,2020-03-23,118,61.461725406589125,99.47442308297725,True,62,104.4851247007447,198.00468600079424
62,2020-03-24,122,61.461725406589125,99.47442308297725,True,63,113.70772942283303,198.00468600079424
63,2020-03-25,132,61.461725406589125,99.47442308297725,True,64,122.68711547282108,198.00468600079424
64,2020-03-26,140,61.461725406589125,99.47442308297725,True,65,131.28348997341618,198.00468600079424
65,2020-03-27,144,61.461725406589125,99.47442308297725,True,66,139.38133674292234,198.00468600079424
66,2020-03-28,155,61.461725406589125,99.47442308297725,True,67,146.89433059876026,198.00468600079424
67,2020-03-29,159,61.461725406589125,99.47442308297725,True,68,153.76691144505577,198.00468600079424
