,Report_Date,DRC_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.2256287528658,153.96773390517347,True,1,0.003588569500618055,285.98677348257803
1,2020-01-23,0,75.2256287528658,153.96773390517347,True,2,0.0041820308679077845,285.98677348257803
2,2020-01-24,0,75.2256287528658,153.96773390517347,True,3,0.004873634634333461,285.98677348257803
3,2020-01-25,0,75.2256287528658,153.96773390517347,True,4,0.005679610332146187,285.98677348257803
4,2020-01-26,0,75.2256287528658,153.96773390517347,True,5,0.0066188711264676715,285.98677348257803
5,2020-01-27,0,75.2256287528658,153.96773390517347,True,6,0.007713457495838041,285.98677348257803
6,2020-01-28,0,75.2256287528658,153.96773390517347,True,7,0.008989054240186043,285.98677348257803
7,2020-01-29,0,75.2256287528658,153.96773390517347,True,8,0.010475592925953164,285.98677348257803
8,2020-01-30,0,75.2256287528658,153.96773390517347,True,9,0.012207953874700285,285.98677348257803
9,2020-01-31,0,75.2256287528658,153.96773390517347,True,10,0.014226784126138555,285.98677348257803
10,2020-02-01,0,75.2256287528658,153.96773390517347,True,11,0.016579450512621757,285.98677348257803
11,2020-02-02,0,75.2256287528658,153.96773390517347,True,12,0.019321150131747553,285.98677348257803
12,2020-02-03,0,75.2256287528658,153.96773390517347,True,13,0.022516204168750494,285.98677348257803
13,2020-02-04,0,75.2256287528658,153.96773390517347,True,14,0.02623956528412182,285.98677348257803
14,2020-02-05,0,75.2256287528658,153.96773390517347,True,15,0.030578573740727946,285.98677348257803
15,2020-02-06,0,75.2256287528658,153.96773390517347,True,16,0.03563500320998218,285.98677348257803
16,2020-02-07,0,75.2256287528658,153.96773390517347,True,17,0.04152744389684724,285.98677348257803
17,2020-02-08,0,75.2256287528658,153.96773390517347,True,18,0.04839407840661435,285.98677348257803
18,2020-02-09,0,75.2256287528658,153.96773390517347,True,19,0.05639591481264134,285.98677348257803
19,2020-02-10,0,75.2256287528658,153.96773390517347,True,20,0.06572055186859427,285.98677348257803
20,2020-02-11,0,75.2256287528658,153.96773390517347,True,21,0.07658656346420448,285.98677348257803
21,2020-02-12,0,75.2256287528658,153.96773390517347,True,22,0.0892486035041034,285.98677348257803
22,2020-02-13,0,75.2256287528658,153.96773390517347,True,23,0.10400334868294962,285.98677348257803
23,2020-02-14,0,75.2256287528658,153.96773390517347,True,24,0.1211964154616855,285.98677348257803
24,2020-02-15,0,75.2256287528658,153.96773390517347,True,25,0.14123040928336206,285.98677348257803
25,2020-02-16,0,75.2256287528658,153.96773390517347,True,26,0.1645742891070143,285.98677348257803
26,2020-02-17,0,75.2256287528658,153.96773390517347,True,27,0.19177425912923735,285.98677348257803
27,2020-02-18,0,75.2256287528658,153.96773390517347,True,28,0.22346643258758833,285.98677348257803
28,2020-02-19,0,75.2256287528658,153.96773390517347,True,29,0.26039155031102895,285.98677348257803
29,2020-02-20,0,75.2256287528658,153.96773390517347,True,30,0.30341207973297735,285.98677348257803
30,2020-02-21,0,75.2256287528658,153.96773390517347,True,31,0.35353206894467204,285.98677348257803
31,2020-02-22,0,75.2256287528658,153.96773390517347,True,32,0.41192018554242266,285.98677348257803
32,2020-02-23,0,75.2256287528658,153.96773390517347,True,33,0.47993643193781765,285.98677348257803
33,2020-02-24,0,75.2256287528658,153.96773390517347,True,34,0.5591630977382323,285.98677348257803
34,2020-02-25,0,75.2256287528658,153.96773390517347,True,35,0.6514405858115072,285.98677348257803
35,2020-02-26,0,75.2256287528658,153.96773390517347,True,36,0.7589088313973674,285.98677348257803
36,2020-02-27,0,75.2256287528658,153.96773390517347,True,37,0.8840551222360389,285.98677348257803
37,2020-02-28,0,75.2256287528658,153.96773390517347,True,38,1.0297692204580726,285.98677348257803
38,2020-02-29,0,75.2256287528658,153.96773390517347,True,39,1.1994067810708775,285.98677348257803
39,2020-03-01,0,75.2256287528658,153.96773390517347,True,40,1.3968621528265726,285.98677348257803
40,2020-03-02,0,75.2256287528658,153.96773390517347,True,41,1.6266517283831539,285.98677348257803
41,2020-03-03,0,75.2256287528658,153.96773390517347,True,42,1.8940090722893477,285.98677348257803
42,2020-03-04,0,75.2256287528658,153.96773390517347,True,43,2.204993083725512,285.98677348257803
43,2020-03-05,0,75.2256287528658,153.96773390517347,True,44,2.5666104271168613,285.98677348257803
44,2020-03-06,0,75.2256287528658,153.96773390517347,True,45,2.9869533618382382,285.98677348257803
45,2020-03-07,0,75.2256287528658,153.96773390517347,True,46,3.4753538876585592,285.98677348257803
46,2020-03-08,0,75.2256287528658,153.96773390517347,True,47,4.042554749866992,285.98677348257803
47,2020-03-09,0,75.2256287528658,153.96773390517347,True,48,4.700897258561502,285.98677348257803
48,2020-03-10,0,75.2256287528658,153.96773390517347,True,49,5.464524996384585,285.98677348257803
49,2020-03-11,1,75.2256287528658,153.96773390517347,True,50,6.3496012270698,285.98677348257803
50,2020-03-12,1,75.2256287528658,153.96773390517347,True,51,7.374536065186178,285.98677348257803
51,2020-03-13,2,75.2256287528658,153.96773390517347,True,52,8.560217101983207,285.98677348257803
52,2020-03-14,2,75.2256287528658,153.96773390517347,True,53,9.930234071278093,285.98677348257803
53,2020-03-15,2,75.2256287528658,153.96773390517347,True,54,11.511084155991806,285.98677348257803
54,2020-03-16,2,75.2256287528658,153.96773390517347,True,55,13.332339582402764,285.98677348257803
55,2020-03-17,3,75.2256287528658,153.96773390517347,True,56,15.426753195254586,285.98677348257803
56,2020-03-18,4,75.2256287528658,153.96773390517347,True,57,17.830270847418337,285.98677348257803
57,2020-03-19,14,75.2256287528658,153.96773390517347,True,58,20.581911972486985,285.98677348257803
58,2020-03-20,18,75.2256287528658,153.96773390517347,True,59,23.723472243524323,285.98677348257803
59,2020-03-21,23,75.2256287528658,153.96773390517347,True,60,27.29899578517945,285.98677348257803
60,2020-03-22,30,75.2256287528658,153.96773390517347,True,61,31.35396056277371,285.98677348257803
61,2020-03-23,36,75.2256287528658,153.96773390517347,True,62,35.93412148565861,285.98677348257803
62,2020-03-24,45,75.2256287528658,153.96773390517347,True,63,41.083964160043806,285.98677348257803
63,2020-03-25,48,75.2256287528658,153.96773390517347,True,64,46.84474116439037,285.98677348257803
64,2020-03-26,51,75.2256287528658,153.96773390517347,True,65,53.252095059585116,285.98677348257803
65,2020-03-27,51,75.2256287528658,153.96773390517347,True,66,60.33331986703988,285.98677348257803
66,2020-03-28,65,75.2256287528658,153.96773390517347,True,67,68.1043749154703,285.98677348257803
67,2020-03-29,65,75.2256287528658,153.96773390517347,True,68,76.56683751764771,285.98677348257803
68,2020-03-30,81,75.2256287528658,153.96773390517347,True,69,85.70505476852703,285.98677348257803
69,2020-03-31,98,75.2256287528658,153.96773390517347,True,70,95.4838156229433,285.98677348257803
70,2020-04-01,109,75.2256287528658,153.96773390517347,True,71,105.84689439469139,285.98677348257803
71,2020-04-02,134,75.2256287528658,153.96773390517347,True,72,116.71679790019725,285.98677348257803
72,2020-04-03,134,75.2256287528658,153.96773390517347,True,73,127.99596806420135,285.98677348257803
73,2020-04-04,154,75.2256287528658,153.96773390517347,True,74,139.56954891807948,285.98677348257803
74,2020-04-05,154,75.2256287528658,153.96773390517347,True,75,151.30963657192945,285.98677348257803
75,2020-04-06,161,75.2256287528658,153.96773390517347,True,76,163.080724020929,285.98677348257803
76,2020-04-07,180,75.2256287528658,153.96773390517347,True,77,174.7458708917001,285.98677348257803
77,2020-04-08,180,75.2256287528658,153.96773390517347,True,78,186.1730121593696,285.98677348257803
78,2020-04-09,180,75.2256287528658,153.96773390517347,True,79,197.24079714785498,285.98677348257803
79,2020-04-10,215,75.2256287528658,153.96773390517347,True,80,207.84342631637358,285.98677348257803
80,2020-04-11,223,75.2256287528658,153.96773390517347,True,81,217.89410998550187,285.98677348257803
81,2020-04-12,223,75.2256287528658,153.96773390517347,True,82,227.32697398332894,285.98677348257803
