,Report_Date,Cyprus_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.0465021507635,517.2416603977683,True,1,0.7130064710257636,1034.4804532312148
1,2020-01-23,0,80.0465021507635,517.2416603977683,True,2,0.7817320174165471,1034.4804532312148
2,2020-01-24,0,80.0465021507635,517.2416603977683,True,3,0.8570764165327953,1034.4804532312148
3,2020-01-25,0,80.0465021507635,517.2416603977683,True,4,0.9396760104390351,1034.4804532312148
4,2020-01-26,0,80.0465021507635,517.2416603977683,True,5,1.0302280955343512,1034.4804532312148
5,2020-01-27,0,80.0465021507635,517.2416603977683,True,6,1.1294967160041922,1034.4804532312148
6,2020-01-28,0,80.0465021507635,517.2416603977683,True,7,1.2383189987561734,1034.4804532312148
7,2020-01-29,0,80.0465021507635,517.2416603977683,True,8,1.3576120785896204,1034.4804532312148
8,2020-01-30,0,80.0465021507635,517.2416603977683,True,9,1.488380666355697,1034.4804532312148
9,2020-01-31,0,80.0465021507635,517.2416603977683,True,10,1.631725317120808,1034.4804532312148
10,2020-02-01,0,80.0465021507635,517.2416603977683,True,11,1.7888514598475247,1034.4804532312148
11,2020-02-02,0,80.0465021507635,517.2416603977683,True,12,1.9610792548461655,1034.4804532312148
12,2020-02-03,0,80.0465021507635,517.2416603977683,True,13,2.149854350210852,1034.4804532312148
13,2020-02-04,0,80.0465021507635,517.2416603977683,True,14,2.356759613612346,1034.4804532312148
14,2020-02-05,0,80.0465021507635,517.2416603977683,True,15,2.5835279211410187,1034.4804532312148
15,2020-02-06,0,80.0465021507635,517.2416603977683,True,16,2.8320560903284626,1034.4804532312148
16,2020-02-07,0,80.0465021507635,517.2416603977683,True,17,3.1044200499601913,1034.4804532312148
17,2020-02-08,0,80.0465021507635,517.2416603977683,True,18,3.4028913447392903,1034.4804532312148
18,2020-02-09,0,80.0465021507635,517.2416603977683,True,19,3.7299550781614115,1034.4804532312148
19,2020-02-10,0,80.0465021507635,517.2416603977683,True,20,4.088329401975485,1034.4804532312148
20,2020-02-11,0,80.0465021507635,517.2416603977683,True,21,4.480986665156166,1034.4804532312148
21,2020-02-12,0,80.0465021507635,517.2416603977683,True,22,4.91117633918485,1034.4804532312148
22,2020-02-13,0,80.0465021507635,517.2416603977683,True,23,5.382449839356899,1034.4804532312148
23,2020-02-14,0,80.0465021507635,517.2416603977683,True,24,5.898687363473819,1034.4804532312148
24,2020-02-15,0,80.0465021507635,517.2416603977683,True,25,6.464126869240204,1034.4804532312148
25,2020-02-16,0,80.0465021507635,517.2416603977683,True,26,7.083395309483049,1034.4804532312148
26,2020-02-17,0,80.0465021507635,517.2416603977683,True,27,7.761542239365627,1034.4804532312148
27,2020-02-18,0,80.0465021507635,517.2416603977683,True,28,8.504075901388868,1034.4804532312148
28,2020-02-19,0,80.0465021507635,517.2416603977683,True,29,9.31700188134138,1034.4804532312148
29,2020-02-20,0,80.0465021507635,517.2416603977683,True,30,10.20686441051154,1034.4804532312148
30,2020-02-21,0,80.0465021507635,517.2416603977683,True,31,11.180790365285771,1034.4804532312148
31,2020-02-22,0,80.0465021507635,517.2416603977683,True,32,12.246535983419008,1034.4804532312148
32,2020-02-23,0,80.0465021507635,517.2416603977683,True,33,13.41253627527231,1034.4804532312148
33,2020-02-24,0,80.0465021507635,517.2416603977683,True,34,14.687957056450735,1034.4804532312148
34,2020-02-25,0,80.0465021507635,517.2416603977683,True,35,16.082749463602426,1034.4804532312148
35,2020-02-26,0,80.0465021507635,517.2416603977683,True,36,17.607706735489263,1034.4804532312148
36,2020-02-27,0,80.0465021507635,517.2416603977683,True,37,19.274522944422298,1034.4804532312148
37,2020-02-28,0,80.0465021507635,517.2416603977683,True,38,21.09585324618338,1034.4804532312148
38,2020-02-29,0,80.0465021507635,517.2416603977683,True,39,23.08537507687917,1034.4804532312148
39,2020-03-01,0,80.0465021507635,517.2416603977683,True,40,25.25784955995538,1034.4804532312148
40,2020-03-02,0,80.0465021507635,517.2416603977683,True,41,27.629182193005523,1034.4804532312148
41,2020-03-03,0,80.0465021507635,517.2416603977683,True,42,30.21648165936767,1034.4804532312148
42,2020-03-04,0,80.0465021507635,517.2416603977683,True,43,33.03811535149881,1034.4804532312148
43,2020-03-05,0,80.0465021507635,517.2416603977683,True,44,36.113759900066945,1034.4804532312148
44,2020-03-06,0,80.0465021507635,517.2416603977683,True,45,39.4644446739077,1034.4804532312148
45,2020-03-07,0,80.0465021507635,517.2416603977683,True,46,43.112585852183436,1034.4804532312148
46,2020-03-08,0,80.0465021507635,517.2416603977683,True,47,47.08200827397459,1034.4804532312148
47,2020-03-09,2,80.0465021507635,517.2416603977683,True,48,51.3979518474778,1034.4804532312148
48,2020-03-10,3,80.0465021507635,517.2416603977683,True,49,56.08705885976051,1034.4804532312148
49,2020-03-11,6,80.0465021507635,517.2416603977683,True,50,61.17733808168048,1034.4804532312148
50,2020-03-12,6,80.0465021507635,517.2416603977683,True,51,66.69810112940802,1034.4804532312148
51,2020-03-13,14,80.0465021507635,517.2416603977683,True,52,72.679866148439,1034.4804532312148
52,2020-03-14,26,80.0465021507635,517.2416603977683,True,53,79.15422355956868,1034.4804532312148
53,2020-03-15,26,80.0465021507635,517.2416603977683,True,54,86.15365838825683,1034.4804532312148
54,2020-03-16,33,80.0465021507635,517.2416603977683,True,55,93.71132363647148,1034.4804532312148
55,2020-03-17,46,80.0465021507635,517.2416603977683,True,56,101.86075930458938,1034.4804532312148
56,2020-03-18,49,80.0465021507635,517.2416603977683,True,57,110.63555209213537,1034.4804532312148
57,2020-03-19,67,80.0465021507635,517.2416603977683,True,58,120.06893156649636,1034.4804532312148
58,2020-03-20,67,80.0465021507635,517.2416603977683,True,59,130.19329975559234,1034.4804532312148
59,2020-03-21,84,80.0465021507635,517.2416603977683,True,60,141.03969275680038,1034.4804532312148
60,2020-03-22,95,80.0465021507635,517.2416603977683,True,61,152.63717511162014,1034.4804532312148
61,2020-03-23,116,80.0465021507635,517.2416603977683,True,62,165.01217040445823,1034.4804532312148
62,2020-03-24,124,80.0465021507635,517.2416603977683,True,63,178.1877348041113,1034.4804532312148
63,2020-03-25,132,80.0465021507635,517.2416603977683,True,64,192.18278403483268,1034.4804532312148
64,2020-03-26,146,80.0465021507635,517.2416603977683,True,65,207.01128844285094,1034.4804532312148
65,2020-03-27,162,80.0465021507635,517.2416603977683,True,66,222.68145525242974,1034.4804532312148
66,2020-03-28,179,80.0465021507635,517.2416603977683,True,67,239.19492155168683,1034.4804532312148
67,2020-03-29,214,80.0465021507635,517.2416603977683,True,68,256.54598571134187,1034.4804532312148
68,2020-03-30,230,80.0465021507635,517.2416603977683,True,69,274.7209084572506,1034.4804532312148
69,2020-03-31,262,80.0465021507635,517.2416603977683,True,70,293.69731728612715,1034.4804532312148
70,2020-04-01,320,80.0465021507635,517.2416603977683,True,71,313.44374891824447,1034.4804532312148
71,2020-04-02,356,80.0465021507635,517.2416603977683,True,72,333.91936363657044,1034.4804532312148
72,2020-04-03,396,80.0465021507635,517.2416603977683,True,73,355.07386236425936,1034.4804532312148
73,2020-04-04,426,80.0465021507635,517.2416603977683,True,74,376.84763201008786,1034.4804532312148
74,2020-04-05,446,80.0465021507635,517.2416603977683,True,75,399.17213697425694,1034.4804532312148
75,2020-04-06,465,80.0465021507635,517.2416603977683,True,76,421.97056498245104,1034.4804532312148
76,2020-04-07,494,80.0465021507635,517.2416603977683,True,77,445.1587240638323,1034.4804532312148
77,2020-04-08,526,80.0465021507635,517.2416603977683,True,78,468.64617518702283,1034.4804532312148
78,2020-04-09,564,80.0465021507635,517.2416603977683,True,79,492.33757266892843,1034.4804532312148
79,2020-04-10,595,80.0465021507635,517.2416603977683,True,80,516.1341729247985,1034.4804532312148
80,2020-04-11,616,80.0465021507635,517.2416603977683,True,81,539.9354623856337,1034.4804532312148
81,2020-04-12,633,80.0465021507635,517.2416603977683,True,82,563.640848315983,1034.4804532312148
82,2020-04-13,662,80.0465021507635,517.2416603977683,True,83,587.1513524581966,1034.4804532312148
83,2020-04-14,695,80.0465021507635,517.2416603977683,True,84,610.3712472571432,1034.4804532312148
84,2020-04-15,715,80.0465021507635,517.2416603977683,True,85,633.2095778980919,1034.4804532312148
85,2020-04-16,735,80.0465021507635,517.2416603977683,True,86,655.5815202008575,1034.4804532312148
86,2020-04-17,750,80.0465021507635,517.2416603977683,True,87,677.4095339423322,1034.4804532312148
87,2020-04-18,761,80.0465021507635,517.2416603977683,True,88,698.6242825974854,1034.4804532312148
88,2020-04-19,767,80.0465021507635,517.2416603977683,True,89,719.1653028496709,1034.4804532312148
89,2020-04-20,772,80.0465021507635,517.2416603977683,True,90,738.9814195698451,1034.4804532312148
90,2020-04-21,784,80.0465021507635,517.2416603977683,True,91,758.03091343653,1034.4804532312148
91,2020-04-22,790,80.0465021507635,517.2416603977683,True,92,776.2814582671909,1034.4804532312148
92,2020-04-23,795,80.0465021507635,517.2416603977683,True,93,793.7098529761514,1034.4804532312148
93,2020-04-24,804,80.0465021507635,517.2416603977683,True,94,810.3015786153222,1034.4804532312148
94,2020-04-25,810,80.0465021507635,517.2416603977683,True,95,826.0502141630119,1034.4804532312148
95,2020-04-26,817,80.0465021507635,517.2416603977683,True,96,840.9567457594808,1034.4804532312148
96,2020-04-27,822,80.0465021507635,517.2416603977683,True,97,855.0288032400795,1034.4804532312148
97,2020-04-28,837,80.0465021507635,517.2416603977683,True,98,868.2798554670782,1034.4804532312148
98,2020-04-29,843,80.0465021507635,517.2416603977683,True,99,880.728392523704,1034.4804532312148
99,2020-04-30,850,80.0465021507635,517.2416603977683,True,100,892.397118714883,1034.4804532312148
100,2020-05-01,857,80.0465021507635,517.2416603977683,True,101,903.312175885656,1034.4804532312148
101,2020-05-02,864,80.0465021507635,517.2416603977683,True,102,913.5024121275005,1034.4804532312148
102,2020-05-03,872,80.0465021507635,517.2416603977683,True,103,922.9987067327777,1034.4804532312148
103,2020-05-04,874,80.0465021507635,517.2416603977683,True,104,931.8333584459778,1034.4804532312148
