,Report_Date,Canada_nova scotia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.4387801674749,401.32733818420166,False,1,0.009261531368303124,802.6546763684033
1,2020-01-23,0,80.4387801674749,401.32733818420166,False,2,0.010686638134873602,802.6546763684033
2,2020-01-24,0,80.4387801674749,401.32733818420166,False,3,0.012331028086290031,802.6546763684033
3,2020-01-25,0,80.4387801674749,401.32733818420166,False,4,0.014228441518445345,802.6546763684033
4,2020-01-26,0,80.4387801674749,401.32733818420166,False,5,0.016417809852233237,802.6546763684033
5,2020-01-27,0,80.4387801674749,401.32733818420166,False,6,0.018944054193257415,802.6546763684033
6,2020-01-28,0,80.4387801674749,401.32733818420166,False,7,0.02185900669471177,802.6546763684033
7,2020-01-29,0,80.4387801674749,401.32733818420166,False,8,0.025222473594732196,802.6546763684033
8,2020-01-30,0,80.4387801674749,401.32733818420166,False,9,0.029103461695028764,802.6546763684033
9,2020-01-31,0,80.4387801674749,401.32733818420166,False,10,0.033581593385903816,802.6546763684033
10,2020-02-01,0,80.4387801674749,401.32733818420166,False,11,0.03874873917106892,802.6546763684033
11,2020-02-02,0,80.4387801674749,401.32733818420166,False,12,0.04471090108125269,802.6546763684033
12,2020-02-03,0,80.4387801674749,401.32733818420166,False,13,0.05159038547719036,802.6546763684033
13,2020-02-04,0,80.4387801674749,401.32733818420166,False,14,0.05952830963207348,802.6546763684033
14,2020-02-05,0,80.4387801674749,401.32733818420166,False,15,0.068687493267744,802.6546763684033
15,2020-02-06,0,80.4387801674749,401.32733818420166,False,16,0.0792557940317027,802.6546763684033
16,2020-02-07,0,80.4387801674749,401.32733818420166,False,17,0.09144995489655959,802.6546763684033
17,2020-02-08,0,80.4387801674749,401.32733818420166,False,18,0.10552004181497969,802.6546763684033
18,2020-02-09,0,80.4387801674749,401.32733818420166,False,19,0.12175456187126595,802.6546763684033
19,2020-02-10,0,80.4387801674749,401.32733818420166,False,20,0.14048636586305407,802.6546763684033
20,2020-02-11,0,80.4387801674749,401.32733818420166,False,21,0.16209945498182193,802.6546763684033
21,2020-02-12,0,80.4387801674749,401.32733818420166,False,22,0.18703682933223936,802.6546763684033
22,2020-02-13,0,80.4387801674749,401.32733818420166,False,23,0.21580953676916848,802.6546763684033
23,2020-02-14,0,80.4387801674749,401.32733818420166,False,24,0.24900710431044404,802.6546763684033
24,2020-02-15,0,80.4387801674749,401.32733818420166,False,25,0.28730956162162424,802.6546763684033
25,2020-02-16,0,80.4387801674749,401.32733818420166,False,26,0.33150129723194727,802.6546763684033
26,2020-02-17,0,80.4387801674749,401.32733818420166,False,27,0.3824870237450773,802.6546763684033
27,2020-02-18,0,80.4387801674749,401.32733818420166,False,28,0.44131016892095964,802.6546763684033
28,2020-02-19,0,80.4387801674749,401.32733818420166,False,29,0.5091740557425332,802.6546763684033
29,2020-02-20,0,80.4387801674749,401.32733818420166,False,30,0.5874662871039197,802.6546763684033
30,2020-02-21,0,80.4387801674749,401.32733818420166,False,31,0.677786810260847,802.6546763684033
31,2020-02-22,0,80.4387801674749,401.32733818420166,False,32,0.7819802033842216,802.6546763684033
32,2020-02-23,0,80.4387801674749,401.32733818420166,False,33,0.9021728021625289,802.6546763684033
33,2020-02-24,0,80.4387801674749,401.32733818420166,False,34,1.040815369072249,802.6546763684033
