,Report_Date,Canada_nova scotia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,80.4387801674749,401.32733818420166,False,35,1.200732102242496,802.6546763684033
35,2020-02-26,0,80.4387801674749,401.32733818420166,False,36,1.3851768851670623,802.6546763684033
36,2020-02-27,0,80.4387801674749,401.32733818420166,False,37,1.5978977929623028,802.6546763684033
37,2020-02-28,0,80.4387801674749,401.32733818420166,False,38,1.8432109950920244,802.6546763684033
38,2020-02-29,0,80.4387801674749,401.32733818420166,False,39,2.126085327494602,802.6546763684033
39,2020-03-01,0,80.4387801674749,401.32733818420166,False,40,2.4522389469456787,802.6546763684033
40,2020-03-02,0,80.4387801674749,401.32733818420166,False,41,2.8282496240750223,802.6546763684033
41,2020-03-03,0,80.4387801674749,401.32733818420166,False,42,3.261680373757764,802.6546763684033
42,2020-03-04,0,80.4387801674749,401.32733818420166,False,43,3.761222255242667,802.6546763684033
43,2020-03-05,0,80.4387801674749,401.32733818420166,False,44,4.33685628876891,802.6546763684033
44,2020-03-06,0,80.4387801674749,401.32733818420166,False,45,5.000036515711304,802.6546763684033
45,2020-03-07,0,80.4387801674749,401.32733818420166,False,46,5.763896255084471,802.6546763684033
46,2020-03-08,0,80.4387801674749,401.32733818420166,False,47,6.643479552984071,802.6546763684033
47,2020-03-09,0,80.4387801674749,401.32733818420166,False,48,7.655999646627809,802.6546763684033
48,2020-03-10,0,80.4387801674749,401.32733818420166,False,49,8.821125923131149,802.6546763684033
49,2020-03-11,0,80.4387801674749,401.32733818420166,False,50,10.161300283191915,802.6546763684033
50,2020-03-12,0,80.4387801674749,401.32733818420166,False,51,11.702082943078176,802.6546763684033
51,2020-03-13,0,80.4387801674749,401.32733818420166,False,52,13.472526427169072,802.6546763684033
52,2020-03-14,0,80.4387801674749,401.32733818420166,False,53,15.505574699057112,802.6546763684033
53,2020-03-15,0,80.4387801674749,401.32733818420166,False,54,17.838481911268364,802.6546763684033
54,2020-03-16,5,80.4387801674749,401.32733818420166,False,55,20.513241961302672,802.6546763684033
55,2020-03-17,7,80.4387801674749,401.32733818420166,False,56,23.577015750235116,802.6546763684033
56,2020-03-18,12,80.4387801674749,401.32733818420166,False,57,27.082537573581106,802.6546763684033
57,2020-03-19,14,80.4387801674749,401.32733818420166,False,58,31.08847527796,802.6546763684033
58,2020-03-20,15,80.4387801674749,401.32733818420166,False,59,35.659710594804636,802.6546763684033
59,2020-03-21,21,80.4387801674749,401.32733818420166,False,60,40.867496430616555,802.6546763684033
60,2020-03-22,28,80.4387801674749,401.32733818420166,False,61,46.78943705965329,802.6546763684033
61,2020-03-23,41,80.4387801674749,401.32733818420166,False,62,53.509225630893134,802.6546763684033
62,2020-03-24,51,80.4387801674749,401.32733818420166,False,63,61.11606208800049,802.6546763684033
63,2020-03-25,68,80.4387801674749,401.32733818420166,False,64,69.70366498904393,802.6546763684033
64,2020-03-26,73,80.4387801674749,401.32733818420166,False,65,79.36878496895423,802.6546763684033
65,2020-03-27,90,80.4387801674749,401.32733818420166,False,66,90.20912863969917,802.6546763684033
66,2020-03-28,110,80.4387801674749,401.32733818420166,False,67,102.32061321113943,802.6546763684033
67,2020-03-29,122,80.4387801674749,401.32733818420166,False,68,115.79389813301155,802.6546763684033
68,2020-03-30,127,80.4387801674749,401.32733818420166,False,69,130.71018457986858,802.6546763684033
69,2020-03-31,147,80.4387801674749,401.32733818420166,False,70,147.1363395138206,802.6546763684033
70,2020-04-01,173,80.4387801674749,401.32733818420166,False,71,165.1194887926071,802.6546763684033
71,2020-04-02,193,80.4387801674749,401.32733818420166,False,72,184.68132966779493,802.6546763684033
72,2020-04-03,207,80.4387801674749,401.32733818420166,False,73,205.81252770086422,802.6546763684033
73,2020-04-04,236,80.4387801674749,401.32733818420166,False,74,228.46767073553212,802.6546763684033
74,2020-04-05,262,80.4387801674749,401.32733818420166,False,75,252.56133127371123,802.6546763684033
75,2020-04-06,293,80.4387801674749,401.32733818420166,False,76,277.9658134025276,802.6546763684033
76,2020-04-07,310,80.4387801674749,401.32733818420166,False,77,304.51110835390955,802.6546763684033
77,2020-04-08,310,80.4387801674749,401.32733818420166,False,78,331.9874400045721,802.6546763684033
78,2020-04-09,342,80.4387801674749,401.32733818420166,False,79,360.1505505554167,802.6546763684033
79,2020-04-10,407,80.4387801674749,401.32733818420166,False,80,388.72958048336505,802.6546763684033
