,Report_Date,Iraq_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,32,185.9742328243678,110198.69171489376,True,42,96.56254377699423,188422.76201890322
42,2020-03-04,35,185.9742328243678,110198.69171489376,True,43,101.88805173834771,188422.76201890322
43,2020-03-05,35,185.9742328243678,110198.69171489376,True,44,107.50712274921378,188422.76201890322
44,2020-03-06,40,185.9742328243678,110198.69171489376,True,45,113.43592292093733,188422.76201890322
45,2020-03-07,54,185.9742328243678,110198.69171489376,True,46,119.69150676930286,188422.76201890322
46,2020-03-08,60,185.9742328243678,110198.69171489376,True,47,126.29186582789777,188422.76201890322
47,2020-03-09,60,185.9742328243678,110198.69171489376,True,48,133.2559798979216,188422.76201890322
48,2020-03-10,71,185.9742328243678,110198.69171489376,True,49,140.60387107473076,188422.76201890322
49,2020-03-11,71,185.9742328243678,110198.69171489376,True,50,148.35666069856785,188422.76201890322
50,2020-03-12,71,185.9742328243678,110198.69171489376,True,51,156.5366293844099,188422.76201890322
51,2020-03-13,101,185.9742328243678,110198.69171489376,True,52,165.16728029369753,188422.76201890322
52,2020-03-14,110,185.9742328243678,110198.69171489376,True,53,174.27340581888572,188422.76201890322
53,2020-03-15,116,185.9742328243678,110198.69171489376,True,54,183.8811578602946,188422.76201890322
54,2020-03-16,124,185.9742328243678,110198.69171489376,True,55,194.01812188365136,188422.76201890322
55,2020-03-17,154,185.9742328243678,110198.69171489376,True,56,204.71339495600347,188422.76201890322
56,2020-03-18,164,185.9742328243678,110198.69171489376,True,57,215.99766796736557,188422.76201890322
57,2020-03-19,192,185.9742328243678,110198.69171489376,True,58,227.90331225553982,188422.76201890322
58,2020-03-20,208,185.9742328243678,110198.69171489376,True,59,240.4644708620286,188422.76201890322
59,2020-03-21,214,185.9742328243678,110198.69171489376,True,60,253.71715465785368,188422.76201890322
60,2020-03-22,233,185.9742328243678,110198.69171489376,True,61,267.6993435893946,188422.76201890322
61,2020-03-23,266,185.9742328243678,110198.69171489376,True,62,282.45109330608085,188422.76201890322
62,2020-03-24,316,185.9742328243678,110198.69171489376,True,63,298.01464744390887,188422.76201890322
63,2020-03-25,346,185.9742328243678,110198.69171489376,True,64,314.43455585129436,188422.76201890322
64,2020-03-26,382,185.9742328243678,110198.69171489376,True,65,331.7577990567342,188422.76201890322
65,2020-03-27,458,185.9742328243678,110198.69171489376,True,66,350.0339192910963,188422.76201890322
66,2020-03-28,506,185.9742328243678,110198.69171489376,True,67,369.31515839109863,188422.76201890322
67,2020-03-29,547,185.9742328243678,110198.69171489376,True,68,389.65660292464685,188422.76201890322
68,2020-03-30,630,185.9742328243678,110198.69171489376,True,69,411.1163368931479,188422.76201890322
69,2020-03-31,694,185.9742328243678,110198.69171489376,True,70,433.75560238069943,188422.76201890322
70,2020-04-01,728,185.9742328243678,110198.69171489376,True,71,457.63896853510374,188422.76201890322
71,2020-04-02,772,185.9742328243678,110198.69171489376,True,72,482.8345092809618,188422.76201890322
72,2020-04-03,820,185.9742328243678,110198.69171489376,True,73,509.4139901805998,188422.76201890322
73,2020-04-04,878,185.9742328243678,110198.69171489376,True,74,537.4530648741998,188422.76201890322
74,2020-04-05,961,185.9742328243678,110198.69171489376,True,75,567.0314815462142,188422.76201890322
75,2020-04-06,1031,185.9742328243678,110198.69171489376,True,76,598.2332998808065,188422.76201890322
76,2020-04-07,1122,185.9742328243678,110198.69171489376,True,77,631.1471189846354,188422.76201890322
77,2020-04-08,1202,185.9742328243678,110198.69171489376,True,78,665.8663167706331,188422.76201890322
78,2020-04-09,1232,185.9742328243678,110198.69171489376,True,79,702.4893013114396,188422.76201890322
79,2020-04-10,1279,185.9742328243678,110198.69171489376,True,80,741.1197746856329,188422.76201890322
80,2020-04-11,1318,185.9742328243678,110198.69171489376,True,81,781.8670098537688,188422.76201890322
81,2020-04-12,1352,185.9742328243678,110198.69171489376,True,82,824.8461411142205,188422.76201890322
82,2020-04-13,1378,185.9742328243678,110198.69171489376,True,83,870.1784687007652,188422.76201890322
83,2020-04-14,1400,185.9742328243678,110198.69171489376,True,84,917.9917780945045,188422.76201890322
84,2020-04-15,1415,185.9742328243678,110198.69171489376,True,85,968.4206746317693,188422.76201890322
85,2020-04-16,1434,185.9742328243678,110198.69171489376,True,86,1021.6069339968632,188422.76201890322
86,2020-04-17,1482,185.9742328243678,110198.69171489376,True,87,1077.6998691934698,188422.76201890322
87,2020-04-18,1513,185.9742328243678,110198.69171489376,True,88,1136.856714590912,188422.76201890322
88,2020-04-19,1539,185.9742328243678,110198.69171489376,True,89,1199.2430276408052,188422.76201890322
89,2020-04-20,1574,185.9742328243678,110198.69171489376,True,90,1265.0331088554335,188422.76201890322
90,2020-04-21,1602,185.9742328243678,110198.69171489376,True,91,1334.410440630992,188422.76201890322
91,2020-04-22,1631,185.9742328243678,110198.69171489376,True,92,1407.5681454859462,188422.76201890322
92,2020-04-23,1677,185.9742328243678,110198.69171489376,True,93,1484.7094642666164,188422.76201890322
93,2020-04-24,1708,185.9742328243678,110198.69171489376,True,94,1566.0482548479351,188422.76201890322
94,2020-04-25,1763,185.9742328243678,110198.69171489376,True,95,1651.809511826303,188422.76201890322
95,2020-04-26,1820,185.9742328243678,110198.69171489376,True,96,1742.229907662821,188422.76201890322
96,2020-04-27,1847,185.9742328243678,110198.69171489376,True,97,1837.5583556878105,188422.76201890322
97,2020-04-28,1928,185.9742328243678,110198.69171489376,True,98,1938.0565953204894,188422.76201890322
98,2020-04-29,2003,185.9742328243678,110198.69171489376,True,99,2043.9997997896987,188422.76201890322
99,2020-04-30,2085,185.9742328243678,110198.69171489376,True,100,2155.6772065615337,188422.76201890322
100,2020-05-01,2153,185.9742328243678,110198.69171489376,True,101,2273.392770586134,188422.76201890322
101,2020-05-02,2219,185.9742328243678,110198.69171489376,True,102,2397.4658403672984,188422.76201890322
102,2020-05-03,2296,185.9742328243678,110198.69171489376,True,103,2528.231856733448,188422.76201890322
103,2020-05-04,2346,185.9742328243678,110198.69171489376,True,104,2666.0430740448805,188422.76201890322
104,2020-05-05,2431,185.9742328243678,110198.69171489376,True,105,2811.2693034086255,188422.76201890322
105,2020-05-06,2480,185.9742328243678,110198.69171489376,True,106,2964.298677286262,188422.76201890322
106,2020-05-07,2543,185.9742328243678,110198.69171489376,True,107,3125.5384346698806,188422.76201890322
107,2020-05-08,2603,185.9742328243678,110198.69171489376,True,108,3295.4157257646616,188422.76201890322
108,2020-05-09,2679,185.9742328243678,110198.69171489376,True,109,3474.3784348507875,188422.76201890322
109,2020-05-10,2767,185.9742328243678,110198.69171489376,True,110,3662.8960197004135,188422.76201890322
110,2020-05-11,2818,185.9742328243678,110198.69171489376,True,111,3861.4603655942824,188422.76201890322
111,2020-05-12,2913,185.9742328243678,110198.69171489376,True,112,4070.5866516147944,188422.76201890322
112,2020-05-13,3032,185.9742328243678,110198.69171489376,True,113,4290.814226485202,188422.76201890322
113,2020-05-14,3143,185.9742328243678,110198.69171489376,True,114,4522.707490775057,188422.76201890322
114,2020-05-15,3193,185.9742328243678,110198.69171489376,True,115,4766.856781797682,188422.76201890322
115,2020-05-16,3260,185.9742328243678,110198.69171489376,True,116,5023.879256983166,188422.76201890322
116,2020-05-17,3404,185.9742328243678,110198.69171489376,True,117,5294.419770917672,188422.76201890322
117,2020-05-18,3554,185.9742328243678,110198.69171489376,True,118,5579.151740594315,188422.76201890322
118,2020-05-19,3611,185.9742328243678,110198.69171489376,True,119,5878.777992719778,188422.76201890322
119,2020-05-20,3724,185.9742328243678,110198.69171489376,True,120,6194.031586162962,188422.76201890322
120,2020-05-21,3877,185.9742328243678,110198.69171489376,True,121,6525.676601814961,188422.76201890322
121,2020-05-22,3964,185.9742328243678,110198.69171489376,True,122,6874.508891253024,188422.76201890322
122,2020-05-23,4272,185.9742328243678,110198.69171489376,True,123,7241.356774664733,188422.76201890322
123,2020-05-24,4469,185.9742328243678,110198.69171489376,True,124,7627.081677492112,188422.76201890322
124,2020-05-25,4632,185.9742328243678,110198.69171489376,True,125,8032.578694201566,188422.76201890322
125,2020-05-26,4848,185.9742328243678,110198.69171489376,True,126,8458.77706647612,188422.76201890322
126,2020-05-27,5135,185.9742328243678,110198.69171489376,True,127,8906.640561966227,188422.76201890322
127,2020-05-28,5457,185.9742328243678,110198.69171489376,True,128,9377.167738530494,188422.76201890322
128,2020-05-29,5873,185.9742328243678,110198.69171489376,True,129,9871.392077655146,188422.76201890322
129,2020-05-30,6179,185.9742328243678,110198.69171489376,True,130,10390.381969472399,188422.76201890322
130,2020-05-31,6439,185.9742328243678,110198.69171489376,True,131,10935.240530514508,188422.76201890322
131,2020-06-01,6868,185.9742328243678,110198.69171489376,True,132,11507.10523405861,188422.76201890322
132,2020-06-02,7387,185.9742328243678,110198.69171489376,True,133,12107.147331656213,188422.76201890322
133,2020-06-03,8168,185.9742328243678,110198.69171489376,True,134,12736.571043222059,188422.76201890322
134,2020-06-04,8840,185.9742328243678,110198.69171489376,True,135,13396.612491907317,188422.76201890322
135,2020-06-05,9846,185.9742328243678,110198.69171489376,True,136,14088.538358930782,188422.76201890322
136,2020-06-06,11098,185.9742328243678,110198.69171489376,True,137,14813.644232624274,188422.76201890322
137,2020-06-07,12366,185.9742328243678,110198.69171489376,True,138,15573.252625203944,188422.76201890322
138,2020-06-08,13481,185.9742328243678,110198.69171489376,True,139,16368.710630250733,188422.76201890322
139,2020-06-09,14268,185.9742328243678,110198.69171489376,True,140,17201.387193620594,188422.76201890322
140,2020-06-10,15414,185.9742328243678,110198.69171489376,True,141,18072.669970559935,188422.76201890322
141,2020-06-11,16675,185.9742328243678,110198.69171489376,True,142,18983.961742232095,188422.76201890322
142,2020-06-12,17770,185.9742328243678,110198.69171489376,True,143,19936.676365727853,188422.76201890322
143,2020-06-13,18950,185.9742328243678,110198.69171489376,True,144,20932.234232999377,188422.76201890322
144,2020-06-14,20209,185.9742328243678,110198.69171489376,True,145,21972.057216091274,188422.76201890322
145,2020-06-15,21315,185.9742328243678,110198.69171489376,True,146,23057.563078608928,188422.76201890322
146,2020-06-16,22700,185.9742328243678,110198.69171489376,True,147,24190.159336630266,188422.76201890322
147,2020-06-17,24254,185.9742328243678,110198.69171489376,True,148,25371.236556296044,188422.76201890322
148,2020-06-18,25717,185.9742328243678,110198.69171489376,True,149,26602.16108016166,188422.76201890322
149,2020-06-19,27352,185.9742328243678,110198.69171489376,True,150,27884.267180113282,188422.76201890322
150,2020-06-20,29222,185.9742328243678,110198.69171489376,True,151,29218.84864127866,188422.76201890322
151,2020-06-21,30868,185.9742328243678,110198.69171489376,True,152,30607.149788925228,188422.76201890322
152,2020-06-22,32676,185.9742328243678,110198.69171489376,True,153,32050.355978840016,188422.76201890322
153,2020-06-23,34502,185.9742328243678,110198.69171489376,True,154,33549.58358111173,188422.76201890322
154,2020-06-24,36702,185.9742328243678,110198.69171489376,True,155,35105.869497544976,188422.76201890322
155,2020-06-25,39139,185.9742328243678,110198.69171489376,True,156,36720.160264054066,188422.76201890322
156,2020-06-26,41193,185.9742328243678,110198.69171489376,True,157,38393.30080120922,188422.76201890322
157,2020-06-27,43262,185.9742328243678,110198.69171489376,True,158,40126.02288849326,188422.76201890322
158,2020-06-28,45402,185.9742328243678,110198.69171489376,True,159,41918.93345059343,188422.76201890322
159,2020-06-29,47151,185.9742328243678,110198.69171489376,True,160,43772.50275697636,188422.76201890322
160,2020-06-30,49109,185.9742328243678,110198.69171489376,True,161,45687.05264881064,188422.76201890322
161,2020-07-01,51524,185.9742328243678,110198.69171489376,True,162,47662.744919706376,188422.76201890322
162,2020-07-02,53708,185.9742328243678,110198.69171489376,True,163,49699.56998839398,188422.76201890322
163,2020-07-03,56020,185.9742328243678,110198.69171489376,True,164,51797.33601199179,188422.76201890322
164,2020-07-04,58354,185.9742328243678,110198.69171489376,True,165,53955.65859751963,188422.76201890322
165,2020-07-05,60479,185.9742328243678,110198.69171489376,True,166,56173.95127638658,188422.76201890322
166,2020-07-06,62275,185.9742328243678,110198.69171489376,True,167,58451.416911310596,188422.76201890322
167,2020-07-07,64701,185.9742328243678,110198.69171489376,True,168,60787.040207105725,188422.76201890322
168,2020-07-08,67442,185.9742328243678,110198.69171489376,True,169,63179.58149563111,188422.76201890322
169,2020-07-09,69612,185.9742328243678,110198.69171489376,True,170,65627.57196060415,188422.76201890322
170,2020-07-10,72460,185.9742328243678,110198.69171489376,True,171,68129.3104596747,188422.76201890322
171,2020-07-11,75194,185.9742328243678,110198.69171489376,True,172,70682.86208895364,188422.76201890322
172,2020-07-12,77506,185.9742328243678,110198.69171489376,True,173,73286.05861900454,188422.76201890322
173,2020-07-13,79735,185.9742328243678,110198.69171489376,True,174,75936.50091116947,188422.76201890322
174,2020-07-14,81757,185.9742328243678,110198.69171489376,True,175,78631.56339916689,188422.76201890322
175,2020-07-15,83867,185.9742328243678,110198.69171489376,True,176,81368.40069345477,188422.76201890322
176,2020-07-16,86148,185.9742328243678,110198.69171489376,True,177,84143.95633532775,188422.76201890322
177,2020-07-17,88171,185.9742328243678,110198.69171489376,True,178,86954.97369466646,188422.76201890322
178,2020-07-18,90220,185.9742328243678,110198.69171489376,True,179,89798.00897036432,188422.76201890322
179,2020-07-19,92530,185.9742328243678,110198.69171489376,True,180,92669.44621651586,188422.76201890322
180,2020-07-20,94693,185.9742328243678,110198.69171489376,True,181,95565.51428133578,188422.76201890322
181,2020-07-21,97159,185.9742328243678,110198.69171489376,True,182,98482.30551042742,188422.76201890322
182,2020-07-22,99865,185.9742328243678,110198.69171489376,True,183,101415.7960323966,188422.76201890322
183,2020-07-23,102226,185.9742328243678,110198.69171489376,True,184,104361.86741386348,188422.76201890322
184,2020-07-24,104711,185.9742328243678,110198.69171489376,True,185,107316.32944357363,188422.76201890322
185,2020-07-25,107573,185.9742328243678,110198.69171489376,True,186,110274.94378236271,188422.76201890322
186,2020-07-26,110032,185.9742328243678,110198.69171489376,True,187,113233.4481979096,188422.76201890322
187,2020-07-27,112585,185.9742328243678,110198.69171489376,True,188,116187.58109105975,188422.76201890322
188,2020-07-28,115332,185.9742328243678,110198.69171489376,True,189,119133.10601441121,188422.76201890322
189,2020-07-29,118300,185.9742328243678,110198.69171489376,True,190,122065.83588401772,188422.76201890322
190,2020-07-30,121263,185.9742328243678,110198.69171489376,True,191,124981.6565914719,188422.76201890322
191,2020-07-31,124609,185.9742328243678,110198.69171489376,True,192,127876.54973608542,188422.76201890322
192,2020-08-01,126704,185.9742328243678,110198.69171489376,True,193,130746.61421498568,188422.76201890322
193,2020-08-02,129151,185.9742328243678,110198.69171489376,True,194,133588.08643213735,188422.76201890322
194,2020-08-03,131886,185.9742328243678,110198.69171489376,True,195,136397.35891485575,188422.76201890322
195,2020-08-04,134722,185.9742328243678,110198.69171489376,True,196,139170.99715748345,188422.76201890322
196,2020-08-05,137556,185.9742328243678,110198.69171489376,True,197,141905.75454563714,188422.76201890322
197,2020-08-06,140603,185.9742328243678,110198.69171489376,True,198,144598.58524984375,188422.76201890322
198,2020-08-07,144064,185.9742328243678,110198.69171489376,True,199,147246.65501351457,188422.76201890322
199,2020-08-08,147389,185.9742328243678,110198.69171489376,True,200,149847.34979611426,188422.76201890322
200,2020-08-09,150115,185.9742328243678,110198.69171489376,True,201,152398.28226719613,188422.76201890322
201,2020-08-10,153599,185.9742328243678,110198.69171489376,True,202,154897.29617991374,188422.76201890322
202,2020-08-11,156995,185.9742328243678,110198.69171489376,True,203,157342.4686829952,188422.76201890322
203,2020-08-12,160436,185.9742328243678,110198.69171489376,True,204,159732.11065744123,188422.76201890322
204,2020-08-13,164277,185.9742328243678,110198.69171489376,True,205,162064.76518794885,188422.76201890322
205,2020-08-14,168290,185.9742328243678,110198.69171489376,True,206,164339.20429900257,188422.76201890322
206,2020-08-15,172583,185.9742328243678,110198.69171489376,True,207,166554.42410155086,188422.76201890322
207,2020-08-16,176931,185.9742328243678,110198.69171489376,True,208,168709.6385081884,188422.76201890322
208,2020-08-17,180133,185.9742328243678,110198.69171489376,True,209,170804.27168287034,188422.76201890322
