,Report_Date,Ireland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,18,680.7193606280869,796021.3104384264,False,45,7810.521897539986,1592042.620876853
45,2020-03-07,18,680.7193606280869,796021.3104384264,False,46,7875.739692576568,1592042.620876853
46,2020-03-08,19,680.7193606280869,796021.3104384264,False,47,7941.499325845615,1592042.620876853
47,2020-03-09,21,680.7193606280869,796021.3104384264,False,48,8007.805253238502,1592042.620876853
48,2020-03-10,34,680.7193606280869,796021.3104384264,False,49,8074.661966522826,1592042.620876853
49,2020-03-11,43,680.7193606280869,796021.3104384264,False,50,8142.07399361838,1592042.620876853
50,2020-03-12,43,680.7193606280869,796021.3104384264,False,51,8210.045898874992,1592042.620876853
51,2020-03-13,90,680.7193606280869,796021.3104384264,False,52,8278.582283352305,1592042.620876853
52,2020-03-14,129,680.7193606280869,796021.3104384264,False,53,8347.68778510146,1592042.620876853
53,2020-03-15,129,680.7193606280869,796021.3104384264,False,54,8417.367079448724,1592042.620876853
54,2020-03-16,169,680.7193606280869,796021.3104384264,False,55,8487.624879281051,1592042.620876853
55,2020-03-17,223,680.7193606280869,796021.3104384264,False,56,8558.4659353336,1592042.620876853
56,2020-03-18,292,680.7193606280869,796021.3104384264,False,57,8629.895036479189,1592042.620876853
57,2020-03-19,557,680.7193606280869,796021.3104384264,False,58,8701.917010019764,1592042.620876853
58,2020-03-20,683,680.7193606280869,796021.3104384264,False,59,8774.53672197979,1592042.620876853
59,2020-03-21,785,680.7193606280869,796021.3104384264,False,60,8847.759077401668,1592042.620876853
60,2020-03-22,906,680.7193606280869,796021.3104384264,False,61,8921.589020643121,1592042.620876853
61,2020-03-23,1125,680.7193606280869,796021.3104384264,False,62,8996.031535676619,1592042.620876853
62,2020-03-24,1329,680.7193606280869,796021.3104384264,False,63,9071.091646390758,1592042.620876853
63,2020-03-25,1564,680.7193606280869,796021.3104384264,False,64,9146.774416893732,1592042.620876853
64,2020-03-26,1819,680.7193606280869,796021.3104384264,False,65,9223.08495181878,1592042.620876853
65,2020-03-27,2121,680.7193606280869,796021.3104384264,False,66,9300.028396631704,1592042.620876853
66,2020-03-28,2415,680.7193606280869,796021.3104384264,False,67,9377.60993794041,1592042.620876853
67,2020-03-29,2615,680.7193606280869,796021.3104384264,False,68,9455.834803806527,1592042.620876853
68,2020-03-30,2910,680.7193606280869,796021.3104384264,False,69,9534.708264059089,1592042.620876853
69,2020-03-31,3235,680.7193606280869,796021.3104384264,False,70,9614.23563061027,1592042.620876853
70,2020-04-01,3447,680.7193606280869,796021.3104384264,False,71,9694.422257773234,1592042.620876853
71,2020-04-02,3849,680.7193606280869,796021.3104384264,False,72,9775.27354258204,1592042.620876853
72,2020-04-03,4273,680.7193606280869,796021.3104384264,False,73,9856.794925113674,1592042.620876853
73,2020-04-04,4604,680.7193606280869,796021.3104384264,False,74,9938.991888812167,1592042.620876853
74,2020-04-05,4994,680.7193606280869,796021.3104384264,False,75,10021.869960814849,1592042.620876853
75,2020-04-06,5364,680.7193606280869,796021.3104384264,False,76,10105.434712280708,1592042.620876853
76,2020-04-07,5709,680.7193606280869,796021.3104384264,False,77,10189.691758720895,1592042.620876853
77,2020-04-08,6074,680.7193606280869,796021.3104384264,False,78,10274.646760331338,1592042.620876853
78,2020-04-09,6574,680.7193606280869,796021.3104384264,False,79,10360.305422327545,1592042.620876853
79,2020-04-10,8089,680.7193606280869,796021.3104384264,False,80,10446.67349528154,1592042.620876853
80,2020-04-11,8928,680.7193606280869,796021.3104384264,False,81,10533.756775460952,1592042.620876853
81,2020-04-12,9655,680.7193606280869,796021.3104384264,False,82,10621.561105170285,1592042.620876853
82,2020-04-13,10647,680.7193606280869,796021.3104384264,False,83,10710.092373094369,1592042.620876853
83,2020-04-14,11479,680.7193606280869,796021.3104384264,False,84,10799.356514643976,1592042.620876853
84,2020-04-15,12547,680.7193606280869,796021.3104384264,False,85,10889.35951230366,1592042.620876853
85,2020-04-16,13271,680.7193606280869,796021.3104384264,False,86,10980.107395981757,1592042.620876853
86,2020-04-17,13980,680.7193606280869,796021.3104384264,False,87,11071.606243362621,1592042.620876853
87,2020-04-18,14758,680.7193606280869,796021.3104384264,False,88,11163.86218026105,1592042.620876853
88,2020-04-19,15251,680.7193606280869,796021.3104384264,False,89,11256.88138097895,1592042.620876853
89,2020-04-20,15652,680.7193606280869,796021.3104384264,False,90,11350.670068664213,1592042.620876853
90,2020-04-21,16040,680.7193606280869,796021.3104384264,False,91,11445.23451567182,1592042.620876853
91,2020-04-22,16671,680.7193606280869,796021.3104384264,False,92,11540.581043927212,1592042.620876853
92,2020-04-23,17607,680.7193606280869,796021.3104384264,False,93,11636.716025291858,1592042.620876853
93,2020-04-24,18184,680.7193606280869,796021.3104384264,False,94,11733.645881931128,1592042.620876853
94,2020-04-25,18561,680.7193606280869,796021.3104384264,False,95,11831.37708668437,1592042.620876853
95,2020-04-26,19262,680.7193606280869,796021.3104384264,False,96,11929.91616343729,1592042.620876853
96,2020-04-27,19648,680.7193606280869,796021.3104384264,False,97,12029.269687496579,1592042.620876853
97,2020-04-28,19877,680.7193606280869,796021.3104384264,False,98,12129.444285966807,1592042.620876853
98,2020-04-29,20253,680.7193606280869,796021.3104384264,False,99,12230.446638129626,1592042.620876853
99,2020-04-30,20612,680.7193606280869,796021.3104384264,False,100,12332.283475825221,1592042.620876853
100,2020-05-01,20833,680.7193606280869,796021.3104384264,False,101,12434.961583836062,1592042.620876853
101,2020-05-02,21176,680.7193606280869,796021.3104384264,False,102,12538.487800272962,1592042.620876853
102,2020-05-03,21506,680.7193606280869,796021.3104384264,False,103,12642.86901696342,1592042.620876853
103,2020-05-04,21772,680.7193606280869,796021.3104384264,False,104,12748.112179842257,1592042.620876853
104,2020-05-05,21983,680.7193606280869,796021.3104384264,False,105,12854.224289344587,1592042.620876853
105,2020-05-06,22248,680.7193606280869,796021.3104384264,False,106,12961.212400801067,1592042.620876853
106,2020-05-07,22385,680.7193606280869,796021.3104384264,False,107,13069.083624835477,1592042.620876853
107,2020-05-08,22541,680.7193606280869,796021.3104384264,False,108,13177.845127764618,1592042.620876853
108,2020-05-09,22760,680.7193606280869,796021.3104384264,False,109,13287.50413200053,1592042.620876853
109,2020-05-10,22996,680.7193606280869,796021.3104384264,False,110,13398.067916455022,1592042.620876853
110,2020-05-11,23135,680.7193606280869,796021.3104384264,False,111,13509.54381694655,1592042.620876853
111,2020-05-12,23242,680.7193606280869,796021.3104384264,False,112,13621.939226609413,1592042.620876853
112,2020-05-13,23401,680.7193606280869,796021.3104384264,False,113,13735.261596305278,1592042.620876853
113,2020-05-14,23827,680.7193606280869,796021.3104384264,False,114,13849.518435037038,1592042.620876853
114,2020-05-15,23956,680.7193606280869,796021.3104384264,False,115,13964.71731036503,1592042.620876853
115,2020-05-16,24048,680.7193606280869,796021.3104384264,False,116,14080.86584882556,1592042.620876853
116,2020-05-17,24112,680.7193606280869,796021.3104384264,False,117,14197.971736351785,1592042.620876853
117,2020-05-18,24200,680.7193606280869,796021.3104384264,False,118,14316.042718696921,1592042.620876853
118,2020-05-19,24251,680.7193606280869,796021.3104384264,False,119,14435.086601859835,1592042.620876853
119,2020-05-20,24315,680.7193606280869,796021.3104384264,False,120,14555.111252512914,1592042.620876853
120,2020-05-21,24391,680.7193606280869,796021.3104384264,False,121,14676.124598432336,1592042.620876853
121,2020-05-22,24506,680.7193606280869,796021.3104384264,False,122,14798.134628930646,1592042.620876853
122,2020-05-23,24582,680.7193606280869,796021.3104384264,False,123,14921.149395291699,1592042.620876853
123,2020-05-24,24639,680.7193606280869,796021.3104384264,False,124,15045.177011207934,1592042.620876853
124,2020-05-25,24698,680.7193606280869,796021.3104384264,False,125,15170.225653219983,1592042.620876853
125,2020-05-26,24735,680.7193606280869,796021.3104384264,False,126,15296.303561158651,1592042.620876853
126,2020-05-27,24803,680.7193606280869,796021.3104384264,False,127,15423.419038589185,1592042.620876853
127,2020-05-28,24841,680.7193606280869,796021.3104384264,False,128,15551.580453257942,1592042.620876853
128,2020-05-29,24876,680.7193606280869,796021.3104384264,False,129,15680.796237541334,1592042.620876853
129,2020-05-30,24929,680.7193606280869,796021.3104384264,False,130,15811.07488889714,1592042.620876853
130,2020-05-31,24990,680.7193606280869,796021.3104384264,False,131,15942.42497031816,1592042.620876853
131,2020-06-01,25062,680.7193606280869,796021.3104384264,False,132,16074.855110788147,1592042.620876853
132,2020-06-02,25066,680.7193606280869,796021.3104384264,False,133,16208.374005740123,1592042.620876853
133,2020-06-03,25111,680.7193606280869,796021.3104384264,False,134,16342.990417516972,1592042.620876853
134,2020-06-04,25142,680.7193606280869,796021.3104384264,False,135,16478.713175834357,1592042.620876853
135,2020-06-05,25163,680.7193606280869,796021.3104384264,False,136,16615.551178245976,1592042.620876853
136,2020-06-06,25183,680.7193606280869,796021.3104384264,False,137,16753.513390611075,1592042.620876853
137,2020-06-07,25201,680.7193606280869,796021.3104384264,False,138,16892.608847564326,1592042.620876853
138,2020-06-08,25207,680.7193606280869,796021.3104384264,False,139,17032.846652987933,1592042.620876853
139,2020-06-09,25215,680.7193606280869,796021.3104384264,False,140,17174.235980486075,1592042.620876853
140,2020-06-10,25231,680.7193606280869,796021.3104384264,False,141,17316.786073861615,1592042.620876853
141,2020-06-11,25238,680.7193606280869,796021.3104384264,False,142,17460.506247595076,1592042.620876853
142,2020-06-12,25250,680.7193606280869,796021.3104384264,False,143,17605.405887325927,1592042.620876853
143,2020-06-13,25295,680.7193606280869,796021.3104384264,False,144,17751.494450336046,1592042.620876853
144,2020-06-14,25303,680.7193606280869,796021.3104384264,False,145,17898.781466035525,1592042.620876853
145,2020-06-15,25321,680.7193606280869,796021.3104384264,False,146,18047.276536450656,1592042.620876853
146,2020-06-16,25334,680.7193606280869,796021.3104384264,False,147,18196.989336714196,1592042.620876853
147,2020-06-17,25341,680.7193606280869,796021.3104384264,False,148,18347.929615557816,1592042.620876853
148,2020-06-18,25355,680.7193606280869,796021.3104384264,False,149,18500.10719580678,1592042.620876853
149,2020-06-19,25368,680.7193606280869,796021.3104384264,False,150,18653.53197487683,1592042.620876853
150,2020-06-20,25374,680.7193606280869,796021.3104384264,False,151,18808.21392527327,1592042.620876853
151,2020-06-21,25379,680.7193606280869,796021.3104384264,False,152,18964.163095092197,1592042.620876853
152,2020-06-22,25383,680.7193606280869,796021.3104384264,False,153,19121.389608523943,1592042.620876853
153,2020-06-23,25391,680.7193606280869,796021.3104384264,False,154,19279.903666358634,1592042.620876853
154,2020-06-24,25396,680.7193606280869,796021.3104384264,False,155,19439.71554649389,1592042.620876853
155,2020-06-25,25405,680.7193606280869,796021.3104384264,False,156,19600.835604444717,1592042.620876853
156,2020-06-26,25414,680.7193606280869,796021.3104384264,False,157,19763.274273855404,1592042.620876853
157,2020-06-27,25437,680.7193606280869,796021.3104384264,False,158,19927.042067013594,1592042.620876853
158,2020-06-28,25439,680.7193606280869,796021.3104384264,False,159,20092.14957536642,1592042.620876853
159,2020-06-29,25462,680.7193606280869,796021.3104384264,False,160,20258.607470038685,1592042.620876853
160,2020-06-30,25473,680.7193606280869,796021.3104384264,False,161,20426.42650235311,1592042.620876853
161,2020-07-01,25477,680.7193606280869,796021.3104384264,False,162,20595.617504352624,1592042.620876853
162,2020-07-02,25489,680.7193606280869,796021.3104384264,False,163,20766.191389324602,1592042.620876853
163,2020-07-03,25498,680.7193606280869,796021.3104384264,False,164,20938.15915232717,1592042.620876853
164,2020-07-04,25509,680.7193606280869,796021.3104384264,False,165,21111.531870717452,1592042.620876853
165,2020-07-05,25527,680.7193606280869,796021.3104384264,False,166,21286.32070468177,1592042.620876853
166,2020-07-06,25531,680.7193606280869,796021.3104384264,False,167,21462.53689776774,1592042.620876853
167,2020-07-07,25538,680.7193606280869,796021.3104384264,False,168,21640.191777418368,1592042.620876853
168,2020-07-08,25542,680.7193606280869,796021.3104384264,False,169,21819.296755507927,1592042.620876853
169,2020-07-09,25565,680.7193606280869,796021.3104384264,False,170,21999.863328879783,1592042.620876853
170,2020-07-10,25589,680.7193606280869,796021.3104384264,False,171,22181.903079885997,1592042.620876853
171,2020-07-11,25611,680.7193606280869,796021.3104384264,False,172,22365.427676928794,1592042.620876853
172,2020-07-12,25628,680.7193606280869,796021.3104384264,False,173,22550.448875003793,1592042.620876853
173,2020-07-13,25638,680.7193606280869,796021.3104384264,False,174,22736.97851624499,1592042.620876853
174,2020-07-14,25670,680.7193606280869,796021.3104384264,False,175,22925.02853047152,1592042.620876853
175,2020-07-15,25683,680.7193606280869,796021.3104384264,False,176,23114.610935736095,1592042.620876853
176,2020-07-16,25698,680.7193606280869,796021.3104384264,False,177,23305.737838875102,1592042.620876853
177,2020-07-17,25730,680.7193606280869,796021.3104384264,False,178,23498.42143606044,1592042.620876853
178,2020-07-18,25750,680.7193606280869,796021.3104384264,False,179,23692.674013352847,1592042.620876853
179,2020-07-19,25760,680.7193606280869,796021.3104384264,False,180,23888.50794725695,1592042.620876853
180,2020-07-20,25766,680.7193606280869,796021.3104384264,False,181,24085.935705277756,1592042.620876853
181,2020-07-21,25802,680.7193606280869,796021.3104384264,False,182,24284.969846478773,1592042.620876853
182,2020-07-22,25819,680.7193606280869,796021.3104384264,False,183,24485.62302204152,1592042.620876853
183,2020-07-23,25826,680.7193606280869,796021.3104384264,False,184,24687.90797582659,1592042.620876853
184,2020-07-24,25845,680.7193606280869,796021.3104384264,False,185,24891.837544936043,1592042.620876853
185,2020-07-25,25869,680.7193606280869,796021.3104384264,False,186,25097.424660277266,1592042.620876853
186,2020-07-26,25881,680.7193606280869,796021.3104384264,False,187,25304.68234712811,1592042.620876853
187,2020-07-27,25892,680.7193606280869,796021.3104384264,False,188,25513.623725703386,1592042.620876853
188,2020-07-28,25929,680.7193606280869,796021.3104384264,False,189,25724.2620117226,1592042.620876853
189,2020-07-29,25942,680.7193606280869,796021.3104384264,False,190,25936.610516978904,1592042.620876853
190,2020-07-30,26027,680.7193606280869,796021.3104384264,False,191,26150.682649909308,1592042.620876853
191,2020-07-31,26065,680.7193606280869,796021.3104384264,False,192,26366.49191616591,1592042.620876853
192,2020-08-01,26109,680.7193606280869,796021.3104384264,False,193,26584.051919188347,1592042.620876853
193,2020-08-02,26162,680.7193606280869,796021.3104384264,False,194,26803.37636077724,1592042.620876853
194,2020-08-03,26208,680.7193606280869,796021.3104384264,False,195,27024.47904166865,1592042.620876853
195,2020-08-04,26253,680.7193606280869,796021.3104384264,False,196,27247.37386210951,1592042.620876853
196,2020-08-05,26303,680.7193606280869,796021.3104384264,False,197,27472.074822433973,1592042.620876853
197,2020-08-06,26372,680.7193606280869,796021.3104384264,False,198,27698.596023640603,1592042.620876853
198,2020-08-07,26470,680.7193606280869,796021.3104384264,False,199,27926.951667970425,1592042.620876853
199,2020-08-08,26644,680.7193606280869,796021.3104384264,False,200,28157.156059485667,1592042.620876853
200,2020-08-09,26712,680.7193606280869,796021.3104384264,False,201,28389.223604649334,1592042.620876853
201,2020-08-10,26768,680.7193606280869,796021.3104384264,False,202,28623.16881290526,1592042.620876853
202,2020-08-11,26801,680.7193606280869,796021.3104384264,False,203,28859.006297258937,1592042.620876853
203,2020-08-12,26838,680.7193606280869,796021.3104384264,False,204,29096.7507748588,1592042.620876853
204,2020-08-13,26929,680.7193606280869,796021.3104384264,False,205,29336.417067577993,1592042.620876853
205,2020-08-14,26995,680.7193606280869,796021.3104384264,False,206,29578.020102596616,1592042.620876853
206,2020-08-15,27191,680.7193606280869,796021.3104384264,False,207,29821.574912984277,1592042.620876853
207,2020-08-16,27257,680.7193606280869,796021.3104384264,False,208,30067.096638283005,1592042.620876853
208,2020-08-17,27313,680.7193606280869,796021.3104384264,False,209,30314.600525090405,1592042.620876853
209,2020-08-18,27499,680.7193606280869,796021.3104384264,False,210,30564.101927642918,1592042.620876853
210,2020-08-19,27547,680.7193606280869,796021.3104384264,False,211,30815.61630839932,1592042.620876853
211,2020-08-20,27676,680.7193606280869,796021.3104384264,False,212,31069.15923862413,1592042.620876853
212,2020-08-21,27755,680.7193606280869,796021.3104384264,False,213,31324.746398971107,1592042.620876853
213,2020-08-22,27908,680.7193606280869,796021.3104384264,False,214,31582.393580066637,1592042.620876853
214,2020-08-23,27969,680.7193606280869,796021.3104384264,False,215,31842.116683092867,1592042.620876853
215,2020-08-24,28116,680.7193606280869,796021.3104384264,False,216,32103.931720370736,1592042.620876853
216,2020-08-25,28201,680.7193606280869,796021.3104384264,False,217,32367.854815942603,1592042.620876853
217,2020-08-26,28363,680.7193606280869,796021.3104384264,False,218,32633.902206154493,1592042.620876853
218,2020-08-27,28453,680.7193606280869,796021.3104384264,False,219,32902.090240237994,1592042.620876853
219,2020-08-28,28578,680.7193606280869,796021.3104384264,False,220,33172.43538089141,1592042.620876853
220,2020-08-29,28720,680.7193606280869,796021.3104384264,False,221,33444.9542048605,1592042.620876853
221,2020-08-30,28760,680.7193606280869,796021.3104384264,False,222,33719.66340351839,1592042.620876853
222,2020-08-31,28811,680.7193606280869,796021.3104384264,False,223,33996.57978344468,1592042.620876853
223,2020-09-01,29025,680.7193606280869,796021.3104384264,False,224,34275.720267003795,1592042.620876853
224,2020-09-02,29114,680.7193606280869,796021.3104384264,False,225,34557.10189292229,1592042.620876853
225,2020-09-03,29206,680.7193606280869,796021.3104384264,False,226,34840.74181686509,1592042.620876853
226,2020-09-04,29303,680.7193606280869,796021.3104384264,False,227,35126.657312010626,1592042.620876853
227,2020-09-05,29534,680.7193606280869,796021.3104384264,False,228,35414.86576962478,1592042.620876853
228,2020-09-06,29672,680.7193606280869,796021.3104384264,False,229,35705.38469963343,1592042.620876853
229,2020-09-07,29774,680.7193606280869,796021.3104384264,False,230,35998.23173119359,1592042.620876853
230,2020-09-08,30080,680.7193606280869,796021.3104384264,False,231,36293.4246132631,1592042.620876853
231,2020-09-09,30164,680.7193606280869,796021.3104384264,False,232,36590.981215168584,1592042.620876853
232,2020-09-10,30360,680.7193606280869,796021.3104384264,False,233,36890.91952717179,1592042.620876853
233,2020-09-11,30571,680.7193606280869,796021.3104384264,False,234,37193.25766103406,1592042.620876853
234,2020-09-12,30730,680.7193606280869,796021.3104384264,False,235,37498.0138505789,1592042.620876853
235,2020-09-13,30985,680.7193606280869,796021.3104384264,False,236,37805.20645225249,1592042.620876853
236,2020-09-14,31192,680.7193606280869,796021.3104384264,False,237,38114.853945682036,1592042.620876853
237,2020-09-15,31549,680.7193606280869,796021.3104384264,False,238,38426.97493423196,1592042.620876853
238,2020-09-16,31799,680.7193606280869,796021.3104384264,False,239,38741.58814555764,1592042.620876853
239,2020-09-17,32023,680.7193606280869,796021.3104384264,False,240,39058.71243215662,1592042.620876853
240,2020-09-18,32271,680.7193606280869,796021.3104384264,False,241,39378.36677191744,1592042.620876853
241,2020-09-19,32538,680.7193606280869,796021.3104384264,False,242,39700.57026866552,1592042.620876853
242,2020-09-20,32933,680.7193606280869,796021.3104384264,False,243,40025.342152706304,1592042.620876853
243,2020-09-21,33121,680.7193606280869,796021.3104384264,False,244,40352.70178136546,1592042.620876853
244,2020-09-22,33444,680.7193606280869,796021.3104384264,False,245,40682.668639526004,1592042.620876853
245,2020-09-23,33675,680.7193606280869,796021.3104384264,False,246,41015.26234016212,1592042.620876853
246,2020-09-24,33994,680.7193606280869,796021.3104384264,False,247,41350.50262486982,1592042.620876853
247,2020-09-25,34315,680.7193606280869,796021.3104384264,False,248,41688.40936439397,1592042.620876853
248,2020-09-26,34560,680.7193606280869,796021.3104384264,False,249,42029.00255915169,1592042.620876853
249,2020-09-27,34990,680.7193606280869,796021.3104384264,False,250,42372.30233975226,1592042.620876853
250,2020-09-28,35377,680.7193606280869,796021.3104384264,False,251,42718.32896751289,1592042.620876853
251,2020-09-29,35740,680.7193606280869,796021.3104384264,False,252,43067.10283497056,1592042.620876853
252,2020-09-30,36155,680.7193606280869,796021.3104384264,False,253,43418.64446638972,1592042.620876853
253,2020-10-01,36597,680.7193606280869,796021.3104384264,False,254,43772.974518265706,1592042.620876853
254,2020-10-02,37063,680.7193606280869,796021.3104384264,False,255,44130.11377982364,1592042.620876853
255,2020-10-03,37668,680.7193606280869,796021.3104384264,False,256,44490.083173512736,1592042.620876853
256,2020-10-04,38032,680.7193606280869,796021.3104384264,False,257,44852.90375549596,1592042.620876853
257,2020-10-05,38549,680.7193606280869,796021.3104384264,False,258,45218.59671613464,1592042.620876853
258,2020-10-06,38973,680.7193606280869,796021.3104384264,False,259,45587.18338046802,1592042.620876853
259,2020-10-07,39584,680.7193606280869,796021.3104384264,False,260,45958.685208687784,1592042.620876853
260,2020-10-08,40086,680.7193606280869,796021.3104384264,False,261,46333.123796606924,1592042.620876853
261,2020-10-09,40703,680.7193606280869,796021.3104384264,False,262,46710.520876123206,1592042.620876853
262,2020-10-10,41714,680.7193606280869,796021.3104384264,False,263,47090.89831567698,1592042.620876853
263,2020-10-11,42528,680.7193606280869,796021.3104384264,False,264,47474.27812070294,1592042.620876853
264,2020-10-12,43351,680.7193606280869,796021.3104384264,False,265,47860.682434075956,1592042.620876853
265,2020-10-13,44159,680.7193606280869,796021.3104384264,False,266,48250.13353655058,1592042.620876853
266,2020-10-14,45243,680.7193606280869,796021.3104384264,False,267,48642.65384719425,1592042.620876853
267,2020-10-15,46429,680.7193606280869,796021.3104384264,False,268,49038.26592381381,1592042.620876853
268,2020-10-16,47427,680.7193606280869,796021.3104384264,False,269,49436.992463375296,1592042.620876853
269,2020-10-17,48678,680.7193606280869,796021.3104384264,False,270,49838.85630241678,1592042.620876853
270,2020-10-18,49962,680.7193606280869,796021.3104384264,False,271,50243.880417454086,1592042.620876853
271,2020-10-19,50993,680.7193606280869,796021.3104384264,False,272,50652.087925379004,1592042.620876853
272,2020-10-20,52256,680.7193606280869,796021.3104384264,False,273,51063.5020838503,1592042.620876853
273,2020-10-21,53422,680.7193606280869,796021.3104384264,False,274,51478.14629167668,1592042.620876853
274,2020-10-22,54476,680.7193606280869,796021.3104384264,False,275,51896.04408919205,1592042.620876853
275,2020-10-23,55261,680.7193606280869,796021.3104384264,False,276,52317.21915862246,1592042.620876853
276,2020-10-24,56108,680.7193606280869,796021.3104384264,False,277,52741.6953244449,1592042.620876853
277,2020-10-25,57128,680.7193606280869,796021.3104384264,False,278,53169.49655373759,1592042.620876853
278,2020-10-26,58067,680.7193606280869,796021.3104384264,False,279,53600.64695652114,1592042.620876853
279,2020-10-27,58767,680.7193606280869,796021.3104384264,False,280,54035.170786091316,1592042.620876853
280,2020-10-28,59434,680.7193606280869,796021.3104384264,False,281,54473.09243934222,1592042.620876853
281,2020-10-29,60297,680.7193606280869,796021.3104384264,False,282,54914.43645708015,1592042.620876853
282,2020-10-30,61059,680.7193606280869,796021.3104384264,False,283,55359.227524328046,1592042.620876853
283,2020-10-31,61456,680.7193606280869,796021.3104384264,False,284,55807.49047061981,1592042.620876853
284,2020-11-01,62002,680.7193606280869,796021.3104384264,False,285,56259.25027028478,1592042.620876853
285,2020-11-02,62750,680.7193606280869,796021.3104384264,False,286,56714.53204272174,1592042.620876853
286,2020-11-03,63048,680.7193606280869,796021.3104384264,False,287,57173.36105266257,1592042.620876853
287,2020-11-04,63483,680.7193606280869,796021.3104384264,False,288,57635.76271042501,1592042.620876853
288,2020-11-05,64046,680.7193606280869,796021.3104384264,False,289,58101.762572154345,1592042.620876853
289,2020-11-06,64538,680.7193606280869,796021.3104384264,False,290,58571.38634005407,1592042.620876853
