,Report_Date,Costa Rica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
78,2020-04-09,539,201.99502385753738,24182.634391783646,True,79,43.61496282193876,35063.05034954138
79,2020-04-10,558,201.99502385753738,24182.634391783646,True,80,46.170611012049534,35063.05034954138
80,2020-04-11,577,201.99502385753738,24182.634391783646,True,81,48.87585766570348,35063.05034954138
81,2020-04-12,595,201.99502385753738,24182.634391783646,True,82,51.73944147140786,35063.05034954138
82,2020-04-13,612,201.99502385753738,24182.634391783646,True,83,54.7706093789808,35063.05034954138
83,2020-04-14,618,201.99502385753738,24182.634391783646,True,84,57.979145895389195,35063.05034954138
84,2020-04-15,626,201.99502385753738,24182.634391783646,True,85,61.37540403706624,35063.05034954138
85,2020-04-16,642,201.99502385753738,24182.634391783646,True,86,64.97033802847432,35063.05034954138
86,2020-04-17,649,201.99502385753738,24182.634391783646,True,87,68.7755378410596,35063.05034954138
87,2020-04-18,655,201.99502385753738,24182.634391783646,True,88,72.80326567128513,35063.05034954138
88,2020-04-19,660,201.99502385753738,24182.634391783646,True,89,77.06649446111669,35063.05034954138
89,2020-04-20,662,201.99502385753738,24182.634391783646,True,90,81.57894856916725,35063.05034954138
90,2020-04-21,669,201.99502385753738,24182.634391783646,True,91,86.35514670567903,35063.05034954138
91,2020-04-22,681,201.99502385753738,24182.634391783646,True,92,91.41044724962482,35063.05034954138
92,2020-04-23,686,201.99502385753738,24182.634391783646,True,93,96.76109607142874,35063.05034954138
93,2020-04-24,687,201.99502385753738,24182.634391783646,True,94,102.42427699013501,35063.05034954138
94,2020-04-25,693,201.99502385753738,24182.634391783646,True,95,108.41816499926858,35063.05034954138
95,2020-04-26,695,201.99502385753738,24182.634391783646,True,96,114.76198240111088,35063.05034954138
96,2020-04-27,697,201.99502385753738,24182.634391783646,True,97,121.47605799464274,35063.05034954138
97,2020-04-28,705,201.99502385753738,24182.634391783646,True,98,128.5818894679462,35063.05034954138
98,2020-04-29,713,201.99502385753738,24182.634391783646,True,99,136.10220915137486,35063.05034954138
99,2020-04-30,719,201.99502385753738,24182.634391783646,True,100,144.06105329326311,35063.05034954138
100,2020-05-01,725,201.99502385753738,24182.634391783646,True,101,152.48383502529913,35063.05034954138
101,2020-05-02,733,201.99502385753738,24182.634391783646,True,102,161.39742118987192,35063.05034954138
102,2020-05-03,739,201.99502385753738,24182.634391783646,True,103,170.8302132066777,35063.05034954138
103,2020-05-04,742,201.99502385753738,24182.634391783646,True,104,180.8122321605365,35063.05034954138
104,2020-05-05,755,201.99502385753738,24182.634391783646,True,105,191.375208296668,35063.05034954138
105,2020-05-06,761,201.99502385753738,24182.634391783646,True,106,202.55267511350107,35063.05034954138
106,2020-05-07,765,201.99502385753738,24182.634391783646,True,107,214.3800682463337,35063.05034954138
107,2020-05-08,773,201.99502385753738,24182.634391783646,True,108,226.89482933771248,35063.05034954138
108,2020-05-09,780,201.99502385753738,24182.634391783646,True,109,240.13651509211803,35063.05034954138
109,2020-05-10,792,201.99502385753738,24182.634391783646,True,110,254.14691171326433,35063.05034954138
110,2020-05-11,801,201.99502385753738,24182.634391783646,True,111,268.9701549218915,35063.05034954138
111,2020-05-12,804,201.99502385753738,24182.634391783646,True,112,284.6528557501473,35063.05034954138
112,2020-05-13,815,201.99502385753738,24182.634391783646,True,113,301.24423230528635,35063.05034954138
113,2020-05-14,830,201.99502385753738,24182.634391783646,True,114,318.79624769025185,35063.05034954138
114,2020-05-15,843,201.99502385753738,24182.634391783646,True,115,337.3637542614488,35063.05034954138
115,2020-05-16,853,201.99502385753738,24182.634391783646,True,116,357.00464439437565,35063.05034954138
116,2020-05-17,863,201.99502385753738,24182.634391783646,True,117,377.7800079154302,35063.05034954138
117,2020-05-18,866,201.99502385753738,24182.634391783646,True,118,399.7542963427724,35063.05034954138
118,2020-05-19,882,201.99502385753738,24182.634391783646,True,119,422.9954940601921,35063.05034954138
119,2020-05-20,897,201.99502385753738,24182.634391783646,True,120,447.5752965250747,35063.05034954138
120,2020-05-21,903,201.99502385753738,24182.634391783646,True,121,473.5692955842786,35063.05034954138
121,2020-05-22,911,201.99502385753738,24182.634391783646,True,122,501.0571719394751,35063.05034954138
122,2020-05-23,918,201.99502385753738,24182.634391783646,True,123,530.1228947657395,35063.05034954138
123,2020-05-24,930,201.99502385753738,24182.634391783646,True,124,560.8549284431947,35063.05034954138
124,2020-05-25,951,201.99502385753738,24182.634391783646,True,125,593.3464463106952,35063.05034954138
125,2020-05-26,956,201.99502385753738,24182.634391783646,True,126,627.6955512921035,35063.05034954138
126,2020-05-27,984,201.99502385753738,24182.634391783646,True,127,664.0055031788763,35063.05034954138
127,2020-05-28,1000,201.99502385753738,24182.634391783646,True,128,702.384952276595,35063.05034954138
128,2020-05-29,1022,201.99502385753738,24182.634391783646,True,129,742.9481790368573,35063.05034954138
129,2020-05-30,1047,201.99502385753738,24182.634391783646,True,130,785.8153391985747,35063.05034954138
130,2020-05-31,1056,201.99502385753738,24182.634391783646,True,131,831.1127138532894,35063.05034954138
131,2020-06-01,1084,201.99502385753738,24182.634391783646,True,132,878.9729637265115,35063.05034954138
132,2020-06-02,1105,201.99502385753738,24182.634391783646,True,133,929.5353868302113,35063.05034954138
133,2020-06-03,1157,201.99502385753738,24182.634391783646,True,134,982.946178489436,35063.05034954138
134,2020-06-04,1194,201.99502385753738,24182.634391783646,True,135,1039.3586925773889,35063.05034954138
135,2020-06-05,1228,201.99502385753738,24182.634391783646,True,136,1098.9337026070968,35063.05034954138
136,2020-06-06,1263,201.99502385753738,24182.634391783646,True,137,1161.8396611230096,35063.05034954138
137,2020-06-07,1318,201.99502385753738,24182.634391783646,True,138,1228.2529556114134,35063.05034954138
138,2020-06-08,1342,201.99502385753738,24182.634391783646,True,139,1298.3581589034995,35063.05034954138
139,2020-06-09,1375,201.99502385753738,24182.634391783646,True,140,1372.3482717785866,35063.05034954138
140,2020-06-10,1461,201.99502385753738,24182.634391783646,True,141,1450.4249551865832,35063.05034954138
141,2020-06-11,1538,201.99502385753738,24182.634391783646,True,142,1532.798749198064,35063.05034954138
142,2020-06-12,1612,201.99502385753738,24182.634391783646,True,143,1619.6892754570822,35063.05034954138
143,2020-06-13,1662,201.99502385753738,24182.634391783646,True,144,1711.325419556428,35063.05034954138
144,2020-06-14,1715,201.99502385753738,24182.634391783646,True,145,1807.9454893780915,35063.05034954138
145,2020-06-15,1744,201.99502385753738,24182.634391783646,True,146,1909.7973450444617,35063.05034954138
146,2020-06-16,1796,201.99502385753738,24182.634391783646,True,147,2017.1384957103062,35063.05034954138
147,2020-06-17,1871,201.99502385753738,24182.634391783646,True,148,2130.2361579942517,35063.05034954138
148,2020-06-18,1939,201.99502385753738,24182.634391783646,True,149,2249.3672704049873,35063.05034954138
149,2020-06-19,2058,201.99502385753738,24182.634391783646,True,150,2374.8184576663807,35063.05034954138
150,2020-06-20,2127,201.99502385753738,24182.634391783646,True,151,2506.8859383925183,35063.05034954138
151,2020-06-21,2213,201.99502385753738,24182.634391783646,True,152,2645.875369115533,35063.05034954138
152,2020-06-22,2277,201.99502385753738,24182.634391783646,True,153,2792.101617234497,35063.05034954138
153,2020-06-23,2368,201.99502385753738,24182.634391783646,True,154,2945.888455042235,35063.05034954138
154,2020-06-24,2515,201.99502385753738,24182.634391783646,True,155,3107.5681666106607,35063.05034954138
155,2020-06-25,2684,201.99502385753738,24182.634391783646,True,156,3277.4810589877065,35063.05034954138
156,2020-06-26,2836,201.99502385753738,24182.634391783646,True,157,3455.9748688952045,35063.05034954138
157,2020-06-27,2979,201.99502385753738,24182.634391783646,True,158,3643.404055934808,35063.05034954138
158,2020-06-28,3130,201.99502385753738,24182.634391783646,True,159,3840.128973227727,35063.05034954138
159,2020-06-29,3269,201.99502385753738,24182.634391783646,True,160,4046.5149064544185,35063.05034954138
160,2020-06-30,3459,201.99502385753738,24182.634391783646,True,161,4262.930972445898,35063.05034954138
161,2020-07-01,3753,201.99502385753738,24182.634391783646,True,162,4489.74886883352,35063.05034954138
162,2020-07-02,4023,201.99502385753738,24182.634391783646,True,163,4727.341466814238,35063.05034954138
163,2020-07-03,4311,201.99502385753738,24182.634391783646,True,164,4976.081239860288,35063.05034954138
164,2020-07-04,4621,201.99502385753738,24182.634391783646,True,165,5236.338522222489,35063.05034954138
165,2020-07-05,4996,201.99502385753738,24182.634391783646,True,166,5508.479592370097,35063.05034954138
166,2020-07-06,5241,201.99502385753738,24182.634391783646,True,167,5792.864578102231,35063.05034954138
167,2020-07-07,5486,201.99502385753738,24182.634391783646,True,168,6089.845181976787,35063.05034954138
168,2020-07-08,5836,201.99502385753738,24182.634391783646,True,169,6399.762227950408,35063.05034954138
169,2020-07-09,6485,201.99502385753738,24182.634391783646,True,170,6722.943032717949,35063.05034954138
170,2020-07-10,6845,201.99502385753738,24182.634391783646,True,171,7059.6986081869145,35063.05034954138
171,2020-07-11,7231,201.99502385753738,24182.634391783646,True,172,7410.3207048166905,35063.05034954138
172,2020-07-12,7596,201.99502385753738,24182.634391783646,True,173,7775.078709177814,35063.05034954138
173,2020-07-13,8036,201.99502385753738,24182.634391783646,True,174,8154.216413015462,35063.05034954138
174,2020-07-14,8482,201.99502385753738,24182.634391783646,True,175,8547.94867529163,35063.05034954138
175,2020-07-15,8986,201.99502385753738,24182.634391783646,True,176,8956.458003073149,35063.05034954138
176,2020-07-16,9546,201.99502385753738,24182.634391783646,True,177,9379.891081654074,35063.05034954138
177,2020-07-17,9969,201.99502385753738,24182.634391783646,True,178,9818.35528885875,35063.05034954138
178,2020-07-18,10551,201.99502385753738,24182.634391783646,True,179,10271.915232956284,35063.05034954138
179,2020-07-19,11114,201.99502385753738,24182.634391783646,True,180,10740.589357902782,35063.05034954138
180,2020-07-20,11534,201.99502385753738,24182.634391783646,True,181,11224.346663574383,35063.05034954138
181,2020-07-21,11811,201.99502385753738,24182.634391783646,True,182,11723.103592108053,35063.05034954138
182,2020-07-22,12361,201.99502385753738,24182.634391783646,True,183,12236.72113426816,35063.05034954138
183,2020-07-23,13129,201.99502385753738,24182.634391783646,True,184,12765.002211740946,35063.05034954138
184,2020-07-24,13669,201.99502385753738,24182.634391783646,True,185,13307.6893922633,35063.05034954138
185,2020-07-25,14600,201.99502385753738,24182.634391783646,True,186,13864.462994365213,35063.05034954138
186,2020-07-26,15229,201.99502385753738,24182.634391783646,True,187,14434.939637112264,35063.05034954138
187,2020-07-27,15841,201.99502385753738,24182.634391783646,True,188,15018.671287463916,35063.05034954138
188,2020-07-28,16344,201.99502385753738,24182.634391783646,True,189,15615.144853639684,35063.05034954138
189,2020-07-29,16800,201.99502385753738,24182.634391783646,True,190,16223.78236717301,35063.05034954138
190,2020-07-30,17290,201.99502385753738,24182.634391783646,True,191,16843.941789141914,35063.05034954138
191,2020-07-31,17820,201.99502385753738,24182.634391783646,True,192,17474.918467463216,35063.05034954138
192,2020-08-01,18187,201.99502385753738,24182.634391783646,True,193,18115.947262244194,35063.05034954138
193,2020-08-02,18975,201.99502385753738,24182.634391783646,True,194,18766.20534518006,35063.05034954138
194,2020-08-03,19402,201.99502385753738,24182.634391783646,True,195,19424.815667102746,35063.05034954138
195,2020-08-04,19837,201.99502385753738,24182.634391783646,True,196,20090.851075311923,35063.05034954138
196,2020-08-05,20417,201.99502385753738,24182.634391783646,True,197,20763.339049578954,35063.05034954138
197,2020-08-06,21070,201.99502385753738,24182.634391783646,True,198,21441.267013070043,35063.05034954138
198,2020-08-07,22081,201.99502385753738,24182.634391783646,True,199,22123.5881622647,35063.05034954138
199,2020-08-08,22802,201.99502385753738,24182.634391783646,True,200,22809.22774862987,35063.05034954138
200,2020-08-09,23286,201.99502385753738,24182.634391783646,True,201,23497.089734719448,35063.05034954138
201,2020-08-10,23872,201.99502385753738,24182.634391783646,True,202,24186.063738842222,35063.05034954138
202,2020-08-11,24508,201.99502385753738,24182.634391783646,True,203,24875.032175770586,35063.05034954138
203,2020-08-12,25057,201.99502385753738,24182.634391783646,True,204,25562.877496384117,35063.05034954138
204,2020-08-13,26129,201.99502385753738,24182.634391783646,True,205,26248.489426816224,35063.05034954138
205,2020-08-14,26931,201.99502385753738,24182.634391783646,True,206,26930.77210768453,35063.05034954138
206,2020-08-15,27737,201.99502385753738,24182.634391783646,True,207,27608.65103633335,35063.05034954138
207,2020-08-16,28465,201.99502385753738,24182.634391783646,True,208,28281.079719617075,35063.05034954138
208,2020-08-17,29084,201.99502385753738,24182.634391783646,True,209,28947.045951443753,35063.05034954138
