,Report_Date,France_martinique_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.54871433491115,92.89177861990953,True,1,0.0022030420059863834,181.8226993844417
1,2020-01-23,0,67.54871433491115,92.89177861990953,True,2,0.002612416841558766,181.8226993844417
2,2020-01-24,0,67.54871433491115,92.89177861990953,True,3,0.0030978614756448117,181.8226993844417
3,2020-01-25,0,67.54871433491115,92.89177861990953,True,4,0.0036735106396118115,181.8226993844417
4,2020-01-26,0,67.54871433491115,92.89177861990953,True,5,0.00435612526755109,181.8226993844417
5,2020-01-27,0,67.54871433491115,92.89177861990953,True,6,0.005165580354105652,181.8226993844417
6,2020-01-28,0,67.54871433491115,92.89177861990953,True,7,0.006125443404921084,181.8226993844417
7,2020-01-29,0,67.54871433491115,92.89177861990953,True,8,0.0072636602882679814,181.8226993844417
8,2020-01-30,0,67.54871433491115,92.89177861990953,True,9,0.008613368409343253,181.8226993844417
9,2020-01-31,0,67.54871433491115,92.89177861990953,True,10,0.010213860815923603,181.8226993844417
10,2020-02-01,0,67.54871433491115,92.89177861990953,True,11,0.012111729210390726,181.8226993844417
11,2020-02-02,0,67.54871433491115,92.89177861990953,True,12,0.0143622190124536,181.8226993844417
12,2020-02-03,0,67.54871433491115,92.89177861990953,True,13,0.017030835734954206,181.8226993844417
13,2020-02-04,0,67.54871433491115,92.89177861990953,True,14,0.02019524917346251,181.8226993844417
14,2020-02-05,0,67.54871433491115,92.89177861990953,True,15,0.023947550470373904,181.8226993844417
15,2020-02-06,0,67.54871433491115,92.89177861990953,True,16,0.028396927232045406,181.8226993844417
16,2020-02-07,0,67.54871433491115,92.89177861990953,True,17,0.0336728338293188,181.8226993844417
17,2020-02-08,0,67.54871433491115,92.89177861990953,True,18,0.0399287481196854,181.8226993844417
18,2020-02-09,0,67.54871433491115,92.89177861990953,True,19,0.04734662246775661,181.8226993844417
19,2020-02-10,0,67.54871433491115,92.89177861990953,True,20,0.05614215654299619,181.8226993844417
20,2020-02-11,0,67.54871433491115,92.89177861990953,True,21,0.06657104243888887,181.8226993844417
21,2020-02-12,0,67.54871433491115,92.89177861990953,True,22,0.07893635975681196,181.8226993844417
22,2020-02-13,0,67.54871433491115,92.89177861990953,True,23,0.09359733007868856,181.8226993844417
23,2020-02-14,0,67.54871433491115,92.89177861990953,True,24,0.11097967744241582,181.8226993844417
24,2020-02-15,0,67.54871433491115,92.89177861990953,True,25,0.13158788483848025,181.8226993844417
25,2020-02-16,0,67.54871433491115,92.89177861990953,True,26,0.15601968724032989,181.8226993844417
26,2020-02-17,0,67.54871433491115,92.89177861990953,True,27,0.1849832001914456,181.8226993844417
27,2020-02-18,0,67.54871433491115,92.89177861990953,True,28,0.2193171504420632,181.8226993844417
28,2020-02-19,0,67.54871433491115,92.89177861990953,True,29,0.2600147524609851,181.8226993844417
29,2020-02-20,0,67.54871433491115,92.89177861990953,True,30,0.30825186261387044,181.8226993844417
30,2020-02-21,0,67.54871433491115,92.89177861990953,True,31,0.3654201418982009,181.8226993844417
31,2020-02-22,0,67.54871433491115,92.89177861990953,True,32,0.43316606837648236,181.8226993844417
32,2020-02-23,0,67.54871433491115,92.89177861990953,True,33,0.5134367610892367,181.8226993844417
33,2020-02-24,0,67.54871433491115,92.89177861990953,True,34,0.6085337062744489,181.8226993844417
34,2020-02-25,0,67.54871433491115,92.89177861990953,True,35,0.7211756103513248,181.8226993844417
35,2020-02-26,0,67.54871433491115,92.89177861990953,True,36,0.8545717358313598,181.8226993844417
36,2020-02-27,0,67.54871433491115,92.89177861990953,True,37,1.0125071957176008,181.8226993844417
37,2020-02-28,0,67.54871433491115,92.89177861990953,True,38,1.1994417732062226,181.8226993844417
38,2020-02-29,0,67.54871433491115,92.89177861990953,True,39,1.420623873217396,181.8226993844417
39,2020-03-01,0,67.54871433491115,92.89177861990953,True,40,1.6822211667775064,181.8226993844417
40,2020-03-02,0,67.54871433491115,92.89177861990953,True,41,1.991469311164893,181.8226993844417
41,2020-03-03,0,67.54871433491115,92.89177861990953,True,42,2.356839752766473,181.8226993844417
42,2020-03-04,0,67.54871433491115,92.89177861990953,True,43,2.788226957906032,181.8226993844417
43,2020-03-05,0,67.54871433491115,92.89177861990953,True,44,3.29715435404753,181.8226993844417
44,2020-03-06,0,67.54871433491115,92.89177861990953,True,45,3.8969966524018838,181.8226993844417
45,2020-03-07,2,67.54871433491115,92.89177861990953,True,46,4.603213881783863,181.8226993844417
46,2020-03-08,2,67.54871433491115,92.89177861990953,True,47,5.433589180357347,181.8226993844417
47,2020-03-09,2,67.54871433491115,92.89177861990953,True,48,6.408457936039743,181.8226993844417
48,2020-03-10,2,67.54871433491115,92.89177861990953,True,49,7.550910017398971,181.8226993844417
49,2020-03-11,3,67.54871433491115,92.89177861990953,True,50,8.886939438490327,181.8226993844417
50,2020-03-12,3,67.54871433491115,92.89177861990953,True,51,10.445506850973107,181.8226993844417
51,2020-03-13,3,67.54871433491115,92.89177861990953,True,52,12.258470044386359,181.8226993844417
52,2020-03-14,9,67.54871433491115,92.89177861990953,True,53,14.360326933163389,181.8226993844417
53,2020-03-15,9,67.54871433491115,92.89177861990953,True,54,16.787705810745134,181.8226993844417
54,2020-03-16,15,67.54871433491115,92.89177861990953,True,55,19.57853142155095,181.8226993844417
55,2020-03-17,16,67.54871433491115,92.89177861990953,True,56,22.7707962521407,181.8226993844417
56,2020-03-18,19,67.54871433491115,92.89177861990953,True,57,26.40087908524703,181.8226993844417
57,2020-03-19,23,67.54871433491115,92.89177861990953,True,58,30.50138261543303,181.8226993844417
58,2020-03-20,32,67.54871433491115,92.89177861990953,True,59,35.09851353731928,181.8226993844417
59,2020-03-21,32,67.54871433491115,92.89177861990953,True,60,40.209104103306046,181.8226993844417
60,2020-03-22,44,67.54871433491115,92.89177861990953,True,61,45.83747039811241,181.8226993844417
61,2020-03-23,53,67.54871433491115,92.89177861990953,True,62,51.97240787699518,181.8226993844417
62,2020-03-24,57,67.54871433491115,92.89177861990953,True,63,58.5847175619598,181.8226993844417
63,2020-03-25,66,67.54871433491115,92.89177861990953,True,64,65.62570692360167,181.8226993844417
64,2020-03-26,66,67.54871433491115,92.89177861990953,True,65,73.02708632403461,181.8226993844417
65,2020-03-27,81,67.54871433491115,92.89177861990953,True,66,80.70256280003281,181.8226993844417
66,2020-03-28,93,67.54871433491115,92.89177861990953,True,67,88.55121813126112,181.8226993844417
67,2020-03-29,93,67.54871433491115,92.89177861990953,True,68,96.46247881828633,181.8226993844417
68,2020-03-30,93,67.54871433491115,92.89177861990953,True,69,104.32220193387771,181.8226993844417
69,2020-03-31,128,67.54871433491115,92.89177861990953,True,70,112.01918600262405,181.8226993844417
70,2020-04-01,135,67.54871433491115,92.89177861990953,True,71,119.45133114649593,181.8226993844417
71,2020-04-02,138,67.54871433491115,92.89177861990953,True,72,126.53074292659872,181.8226993844417
72,2020-04-03,143,67.54871433491115,92.89177861990953,True,73,133.18727872673406,181.8226993844417
73,2020-04-04,145,67.54871433491115,92.89177861990953,True,74,139.37031570801264,181.8226993844417
74,2020-04-05,149,67.54871433491115,92.89177861990953,True,75,145.04880212474617,181.8226993844417
75,2020-04-06,151,67.54871433491115,92.89177861990953,True,76,150.20987680783549,181.8226993844417
76,2020-04-07,152,67.54871433491115,92.89177861990953,True,77,154.85647051335562,181.8226993844417
77,2020-04-08,154,67.54871433491115,92.89177861990953,True,78,159.00433462309348,181.8226993844417
78,2020-04-09,154,67.54871433491115,92.89177861990953,True,79,162.67889790406517,181.8226993844417
79,2020-04-10,155,67.54871433491115,92.89177861990953,True,80,165.91226189531565,181.8226993844417
