,Report_Date,Angola_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.23924123816383,15.180136215842836,True,1,0.00035239891129096676,27.7150636739108
1,2020-01-23,0,77.23924123816383,15.180136215842836,True,2,0.0004090417921111463,27.7150636739108
2,2020-01-24,0,77.23924123816383,15.180136215842836,True,3,0.00047478903071855594,27.7150636739108
3,2020-01-25,0,77.23924123816383,15.180136215842836,True,4,0.0005511039448069573,27.7150636739108
4,2020-01-26,0,77.23924123816383,15.180136215842836,True,5,0.0006396850298129028,27.7150636739108
5,2020-01-27,0,77.23924123816383,15.180136215842836,True,6,0.0007425037496448776,27.7150636739108
6,2020-01-28,0,77.23924123816383,15.180136215842836,True,7,0.0008618483979359954,27.7150636739108
7,2020-01-29,0,77.23924123816383,15.180136215842836,True,8,0.0010003750042408535,27.7150636739108
8,2020-01-30,0,77.23924123816383,15.180136215842836,True,9,0.0011611664157580076,27.7150636739108
9,2020-01-31,0,77.23924123816383,15.180136215842836,True,10,0.001347800866259873,27.7150636739108
10,2020-02-01,0,77.23924123816383,15.180136215842836,True,11,0.0015644315539043946,27.7150636739108
11,2020-02-02,0,77.23924123816383,15.180136215842836,True,12,0.0018158789930561824,27.7150636739108
12,2020-02-03,0,77.23924123816383,15.180136215842836,True,13,0.002107738187435767,27.7150636739108
13,2020-02-04,0,77.23924123816383,15.180136215842836,True,14,0.0024465029989339713,27.7150636739108
14,2020-02-05,0,77.23924123816383,15.180136215842836,True,15,0.002839710465295266,27.7150636739108
15,2020-02-06,0,77.23924123816383,15.180136215842836,True,16,0.003296108258675329,27.7150636739108
16,2020-02-07,0,77.23924123816383,15.180136215842836,True,17,0.003825848985113398,27.7150636739108
17,2020-02-08,0,77.23924123816383,15.180136215842836,True,18,0.004440715612908368,27.7150636739108
18,2020-02-09,0,77.23924123816383,15.180136215842836,True,19,0.0051543829979883125,27.7150636739108
19,2020-02-10,0,77.23924123816383,15.180136215842836,True,20,0.00598272126061397,27.7150636739108
20,2020-02-11,0,77.23924123816383,15.180136215842836,True,21,0.006944147676123578,27.7150636739108
21,2020-02-12,0,77.23924123816383,15.180136215842836,True,22,0.008060034791062504,27.7150636739108
22,2020-02-13,0,77.23924123816383,15.180136215842836,True,23,0.009355183685509175,27.7150636739108
23,2020-02-14,0,77.23924123816383,15.180136215842836,True,24,0.01085837269589161,27.7150636739108
24,2020-02-15,0,77.23924123816383,15.180136215842836,True,25,0.01260299351607823,27.7150636739108
25,2020-02-16,0,77.23924123816383,15.180136215842836,True,26,0.014627788436957187,27.7150636739108
26,2020-02-17,0,77.23924123816383,15.180136215842836,True,27,0.01697770459802207,27.7150636739108
27,2020-02-18,0,77.23924123816383,15.180136215842836,True,28,0.019704883543504085,27.7150636739108
28,2020-02-19,0,77.23924123816383,15.180136215842836,True,29,0.022869807137804763,27.7150636739108
29,2020-02-20,0,77.23924123816383,15.180136215842836,True,30,0.026542624039908775,27.7150636739108
30,2020-02-21,0,77.23924123816383,15.180136215842836,True,31,0.030804684504645595,27.7150636739108
31,2020-02-22,0,77.23924123816383,15.180136215842836,True,32,0.03575031531008889,27.7150636739108
32,2020-02-23,0,77.23924123816383,15.180136215842836,True,33,0.04148887114196097,27.7150636739108
33,2020-02-24,0,77.23924123816383,15.180136215842836,True,34,0.04814710382789904,27.7150636739108
34,2020-02-25,0,77.23924123816383,15.180136215842836,True,35,0.05587189642522874,27.7150636739108
35,2020-02-26,0,77.23924123816383,15.180136215842836,True,36,0.0648334153246379,27.7150636739108
36,2020-02-27,0,77.23924123816383,15.180136215842836,True,37,0.07522874020858418,27.7150636739108
37,2020-02-28,0,77.23924123816383,15.180136215842836,True,38,0.0872860388237058,27.7150636739108
38,2020-02-29,0,77.23924123816383,15.180136215842836,True,39,0.10126936095481395,27.7150636739108
39,2020-03-01,0,77.23924123816383,15.180136215842836,True,40,0.11748413350025463,27.7150636739108
40,2020-03-02,0,77.23924123816383,15.180136215842836,True,41,0.1362834457989716,27.7150636739108
41,2020-03-03,0,77.23924123816383,15.180136215842836,True,42,0.15807522083716127,27.7150636739108
42,2020-03-04,0,77.23924123816383,15.180136215842836,True,43,0.18333037293278634,27.7150636739108
43,2020-03-05,0,77.23924123816383,15.180136215842836,True,44,0.21259205492956376,27.7150636739108
44,2020-03-06,0,77.23924123816383,15.180136215842836,True,45,0.24648609641178895,27.7150636739108
45,2020-03-07,0,77.23924123816383,15.180136215842836,True,46,0.28573272706259834,27.7150636739108
46,2020-03-08,0,77.23924123816383,15.180136215842836,True,47,0.3311596634850194,27.7150636739108
47,2020-03-09,0,77.23924123816383,15.180136215842836,True,48,0.3837166102581859,27.7150636739108
48,2020-03-10,0,77.23924123816383,15.180136215842836,True,49,0.44449118243371655,27.7150636739108
49,2020-03-11,0,77.23924123816383,15.180136215842836,True,50,0.5147261917038998,27.7150636739108
50,2020-03-12,0,77.23924123816383,15.180136215842836,True,51,0.5958381454696681,27.7150636739108
51,2020-03-13,0,77.23924123816383,15.180136215842836,True,52,0.689436679088893,27.7150636739108
52,2020-03-14,0,77.23924123816383,15.180136215842836,True,53,0.7973444675967528,27.7150636739108
53,2020-03-15,0,77.23924123816383,15.180136215842836,True,54,0.9216169342539358,27.7150636739108
54,2020-03-16,0,77.23924123816383,15.180136215842836,True,55,1.0645607794892886,27.7150636739108
55,2020-03-17,0,77.23924123816383,15.180136215842836,True,56,1.2287499867150775,27.7150636739108
56,2020-03-18,0,77.23924123816383,15.180136215842836,True,57,1.4170375164999451,27.7150636739108
57,2020-03-19,0,77.23924123816383,15.180136215842836,True,58,1.6325603805250326,27.7150636739108
58,2020-03-20,1,77.23924123816383,15.180136215842836,True,59,1.8787352069932721,27.7150636739108
59,2020-03-21,2,77.23924123816383,15.180136215842836,True,60,2.159240804304944,27.7150636739108
60,2020-03-22,2,77.23924123816383,15.180136215842836,True,61,2.477983661711813,27.7150636739108
61,2020-03-23,3,77.23924123816383,15.180136215842836,True,62,2.839041891912491,27.7150636739108
62,2020-03-24,3,77.23924123816383,15.180136215842836,True,63,3.2465829614007595,27.7150636739108
63,2020-03-25,3,77.23924123816383,15.180136215842836,True,64,3.704750854634187,27.7150636739108
64,2020-03-26,4,77.23924123816383,15.180136215842836,True,65,4.217519298889822,27.7150636739108
65,2020-03-27,4,77.23924123816383,15.180136215842836,True,66,4.788509570663561,27.7150636739108
66,2020-03-28,5,77.23924123816383,15.180136215842836,True,67,5.420774408049432,27.7150636739108
67,2020-03-29,7,77.23924123816383,15.180136215842836,True,68,6.116553752867247,27.7150636739108
68,2020-03-30,7,77.23924123816383,15.180136215842836,True,69,6.877013321550142,27.7150636739108
69,2020-03-31,7,77.23924123816383,15.180136215842836,True,70,7.701982929165488,27.7150636739108
