,Report_Date,Angola_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
70,2020-04-01,8,77.23924123816383,15.180136215842836,True,71,8.589717265001633,27.7150636739108
71,2020-04-02,8,77.23924123816383,15.180136215842836,True,72,9.536706273331639,27.7150636739108
72,2020-04-03,8,77.23924123816383,15.180136215842836,True,73,10.537564034302036,27.7150636739108
73,2020-04-04,10,77.23924123816383,15.180136215842836,True,74,11.585022739111576,27.7150636739108
74,2020-04-05,14,77.23924123816383,15.180136215842836,True,75,12.670051168792158,27.7150636739108
75,2020-04-06,16,77.23924123816383,15.180136215842836,True,76,13.782105100233041,27.7150636739108
76,2020-04-07,17,77.23924123816383,15.180136215842836,True,77,14.909501572162277,27.7150636739108
77,2020-04-08,19,77.23924123816383,15.180136215842836,True,78,16.039892413724157,27.7150636739108
78,2020-04-09,19,77.23924123816383,15.180136215842836,True,79,17.160798044249418,27.7150636739108
79,2020-04-10,19,77.23924123816383,15.180136215842836,True,80,18.26015337348588,27.7150636739108
80,2020-04-11,19,77.23924123816383,15.180136215842836,True,81,19.326815751214014,27.7150636739108
81,2020-04-12,19,77.23924123816383,15.180136215842836,True,82,20.350990771072798,27.7150636739108
82,2020-04-13,19,77.23924123816383,15.180136215842836,True,83,21.324543975103317,27.7150636739108
