,Report_Date,UK_gibraltar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,0,72.63590988647407,86.11379626059887,True,38,0.7081080234912407,161.9007824089242
38,2020-02-29,0,72.63590988647407,86.11379626059887,True,39,0.829142958315913,161.9007824089242
39,2020-03-01,0,72.63590988647407,86.11379626059887,True,40,0.9707489690634523,161.9007824089242
40,2020-03-02,0,72.63590988647407,86.11379626059887,True,41,1.136378961120913,161.9007824089242
41,2020-03-03,0,72.63590988647407,86.11379626059887,True,42,1.3300494014914739,161.9007824089242
42,2020-03-04,1,72.63590988647407,86.11379626059887,True,43,1.5564263827106386,161.9007824089242
43,2020-03-05,1,72.63590988647407,86.11379626059887,True,44,1.820922626958963,161.9007824089242
44,2020-03-06,1,72.63590988647407,86.11379626059887,True,45,2.1298059714399957,161.9007824089242
45,2020-03-07,1,72.63590988647407,86.11379626059887,True,46,2.490319525315163,161.9007824089242
46,2020-03-08,1,72.63590988647407,86.11379626059887,True,47,2.9108131435453424,161.9007824089242
47,2020-03-09,1,72.63590988647407,86.11379626059887,True,48,3.4008850580334267,161.9007824089242
48,2020-03-10,1,72.63590988647407,86.11379626059887,True,49,3.9715313613715915,161.9007824089242
49,2020-03-11,1,72.63590988647407,86.11379626059887,True,50,4.635299459718775,161.9007824089242
50,2020-03-12,1,72.63590988647407,86.11379626059887,True,51,5.40643949587597,161.9007824089242
51,2020-03-13,1,72.63590988647407,86.11379626059887,True,52,6.301044988285852,161.9007824089242
52,2020-03-14,1,72.63590988647407,86.11379626059887,True,53,7.33717045036567,161.9007824089242
53,2020-03-15,1,72.63590988647407,86.11379626059887,True,54,8.534909507317435,161.9007824089242
54,2020-03-16,1,72.63590988647407,86.11379626059887,True,55,9.916412065147947,161.9007824089242
55,2020-03-17,3,72.63590988647407,86.11379626059887,True,56,11.505813614260713,161.9007824089242
56,2020-03-18,8,72.63590988647407,86.11379626059887,True,57,13.329044210491773,161.9007824089242
57,2020-03-19,10,72.63590988647407,86.11379626059887,True,58,15.413479847922828,161.9007824089242
58,2020-03-20,10,72.63590988647407,86.11379626059887,True,59,17.78739602899364,161.9007824089242
59,2020-03-21,10,72.63590988647407,86.11379626059887,True,60,20.47918404769303,161.9007824089242
60,2020-03-22,15,72.63590988647407,86.11379626059887,True,61,23.516296989248602,161.9007824089242
61,2020-03-23,15,72.63590988647407,86.11379626059887,True,62,26.923907131148567,161.9007824089242
62,2020-03-24,15,72.63590988647407,86.11379626059887,True,63,30.723281522656222,161.9007824089242
63,2020-03-25,26,72.63590988647407,86.11379626059887,True,64,34.92991926527871,161.9007824089242
64,2020-03-26,35,72.63590988647407,86.11379626059887,True,65,39.55154161122092,161.9007824089242
65,2020-03-27,55,72.63590988647407,86.11379626059887,True,66,44.58608041400921,161.9007824089242
66,2020-03-28,56,72.63590988647407,86.11379626059887,True,67,50.019863587677314,161.9007824089242
67,2020-03-29,65,72.63590988647407,86.11379626059887,True,68,55.82623591565092,161.9007824089242
68,2020-03-30,69,72.63590988647407,86.11379626059887,True,69,61.964865285135915,161.9007824089242
69,2020-03-31,69,72.63590988647407,86.11379626059887,True,70,68.38195488761451,161.9007824089242
70,2020-04-01,81,72.63590988647407,86.11379626059887,True,71,75.01150399193233,161.9007824089242
71,2020-04-02,88,72.63590988647407,86.11379626059887,True,72,81.77763752524656,161.9007824089242
72,2020-04-03,95,72.63590988647407,86.11379626059887,True,73,88.59787542816166,161.9007824089242
73,2020-04-04,98,72.63590988647407,86.11379626059887,True,74,95.38706566242583,161.9007824089242
74,2020-04-05,103,72.63590988647407,86.11379626059887,True,75,102.06159335442003,161.9007824089242
75,2020-04-06,109,72.63590988647407,86.11379626059887,True,76,108.54343054942454,161.9007824089242
76,2020-04-07,113,72.63590988647407,86.11379626059887,True,77,114.76361887708343,161.9007824089242
77,2020-04-08,120,72.63590988647407,86.11379626059887,True,78,120.66487383844,161.9007824089242
78,2020-04-09,123,72.63590988647407,86.11379626059887,True,79,126.20314007952098,161.9007824089242
79,2020-04-10,127,72.63590988647407,86.11379626059887,True,80,131.34807892284846,161.9007824089242
