,Report_Date,Côte d'Ivoire_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
85,2020-04-16,654,192.20854971264728,21248.160475626948,False,86,555.7927112644678,42496.320951253896
86,2020-04-17,688,192.20854971264728,21248.160475626948,False,87,578.5707608608905,42496.320951253896
87,2020-04-18,801,192.20854971264728,21248.160475626948,False,88,602.2689178299615,42496.320951253896
88,2020-04-19,847,192.20854971264728,21248.160475626948,False,89,626.9232297481268,42496.320951253896
89,2020-04-20,847,192.20854971264728,21248.160475626948,False,90,652.5710630215408,42496.320951253896
90,2020-04-21,916,192.20854971264728,21248.160475626948,False,91,679.2511432847285,42496.320951253896
91,2020-04-22,952,192.20854971264728,21248.160475626948,False,92,707.0035963538338,42496.320951253896
92,2020-04-23,1004,192.20854971264728,21248.160475626948,False,93,735.8699896741484,42496.320951253896
93,2020-04-24,1077,192.20854971264728,21248.160475626948,False,94,765.8933741934986,42496.320951253896
94,2020-04-25,1077,192.20854971264728,21248.160475626948,False,95,797.1183265842833,42496.320951253896
95,2020-04-26,1150,192.20854971264728,21248.160475626948,False,96,829.5909917275114,42496.320951253896
96,2020-04-27,1164,192.20854971264728,21248.160475626948,False,97,863.359125362028,42496.320951253896
97,2020-04-28,1183,192.20854971264728,21248.160475626948,False,98,898.4721367912025,42496.320951253896
98,2020-04-29,1238,192.20854971264728,21248.160475626948,False,99,934.9811315276727,42496.320951253896
99,2020-04-30,1275,192.20854971264728,21248.160475626948,False,100,972.9389537442305,42496.320951253896
100,2020-05-01,1333,192.20854971264728,21248.160475626948,False,101,1012.400228385604,42496.320951253896
101,2020-05-02,1362,192.20854971264728,21248.160475626948,False,102,1053.4214027816802,42496.320951253896
102,2020-05-03,1398,192.20854971264728,21248.160475626948,False,103,1096.0607875876076,42496.320951253896
103,2020-05-04,1432,192.20854971264728,21248.160475626948,False,104,1140.3785968601887,42496.320951253896
104,2020-05-05,1464,192.20854971264728,21248.160475626948,False,105,1186.4369870630323,42496.320951253896
105,2020-05-06,1516,192.20854971264728,21248.160475626948,False,106,1234.300094775011,42496.320951253896
106,2020-05-07,1571,192.20854971264728,21248.160475626948,False,107,1284.034072857712,42496.320951253896
107,2020-05-08,1602,192.20854971264728,21248.160475626948,False,108,1335.7071248177542,42496.320951253896
108,2020-05-09,1667,192.20854971264728,21248.160475626948,False,109,1389.389537079049,42496.320951253896
109,2020-05-10,1700,192.20854971264728,21248.160475626948,False,110,1445.153708858411,42496.320951253896
110,2020-05-11,1730,192.20854971264728,21248.160475626948,False,111,1503.0741793152908,42496.320951253896
111,2020-05-12,1857,192.20854971264728,21248.160475626948,False,112,1563.2276516229088,42496.320951253896
112,2020-05-13,1912,192.20854971264728,21248.160475626948,False,113,1625.6930135838284,42496.320951253896
113,2020-05-14,1971,192.20854971264728,21248.160475626948,False,114,1690.5513543879183,42496.320951253896
114,2020-05-15,2017,192.20854971264728,21248.160475626948,False,115,1757.8859770849938,42496.320951253896
115,2020-05-16,2061,192.20854971264728,21248.160475626948,False,116,1827.782406318188,42496.320951253896
116,2020-05-17,2109,192.20854971264728,21248.160475626948,False,117,1900.3283908373978,42496.320951253896
117,2020-05-18,2119,192.20854971264728,21248.160475626948,False,118,1975.6139002852776,42496.320951253896
118,2020-05-19,2153,192.20854971264728,21248.160475626948,False,119,2053.7311157211607,42496.320951253896
119,2020-05-20,2231,192.20854971264728,21248.160475626948,False,120,2134.7744133213773,42496.320951253896
120,2020-05-21,2301,192.20854971264728,21248.160475626948,False,121,2218.840340667882,42496.320951253896
121,2020-05-22,2341,192.20854971264728,21248.160475626948,False,122,2306.0275850110966,42496.320951253896
122,2020-05-23,2366,192.20854971264728,21248.160475626948,False,123,2396.4369328678295,42496.320951253896
123,2020-05-24,2376,192.20854971264728,21248.160475626948,False,124,2490.171220291337,42496.320951253896
124,2020-05-25,2423,192.20854971264728,21248.160475626948,False,125,2587.3352731283653,42496.320951253896
125,2020-05-26,2477,192.20854971264728,21248.160475626948,False,126,2688.0358365579555,42496.320951253896
126,2020-05-27,2556,192.20854971264728,21248.160475626948,False,127,2792.381493189089,42496.320951253896
127,2020-05-28,2641,192.20854971264728,21248.160475626948,False,128,2900.4825689796517,42496.320951253896
128,2020-05-29,2750,192.20854971264728,21248.160475626948,False,129,3012.451026228154,42496.320951253896
129,2020-05-30,2799,192.20854971264728,21248.160475626948,False,130,3128.4003428826613,42496.320951253896
130,2020-05-31,2833,192.20854971264728,21248.160475626948,False,131,3248.44537740924,42496.320951253896
131,2020-06-01,2951,192.20854971264728,21248.160475626948,False,132,3372.702218465511,42496.320951253896
132,2020-06-02,3024,192.20854971264728,21248.160475626948,False,133,3501.288018634255,42496.320951253896
133,2020-06-03,3110,192.20854971264728,21248.160475626948,False,134,3634.3208114883832,42496.320951253896
134,2020-06-04,3262,192.20854971264728,21248.160475626948,False,135,3771.919311282479,42496.320951253896
135,2020-06-05,3431,192.20854971264728,21248.160475626948,False,136,3914.202694598483,42496.320951253896
136,2020-06-06,3557,192.20854971264728,21248.160475626948,False,137,4061.2903633148094,42496.320951253896
137,2020-06-07,3739,192.20854971264728,21248.160475626948,False,138,4213.301688319807,42496.320951253896
138,2020-06-08,3881,192.20854971264728,21248.160475626948,False,139,4370.355733453034,42496.320951253896
139,2020-06-09,3995,192.20854971264728,21248.160475626948,False,140,4532.570959232082,42496.320951253896
140,2020-06-10,4181,192.20854971264728,21248.160475626948,False,141,4700.064906009157,42496.320951253896
141,2020-06-11,4404,192.20854971264728,21248.160475626948,False,142,4872.953856301452,42496.320951253896
142,2020-06-12,4684,192.20854971264728,21248.160475626948,False,143,5051.35247615261,42496.320951253896
143,2020-06-13,4848,192.20854971264728,21248.160475626948,False,144,5235.373435510208,42496.320951253896
144,2020-06-14,5084,192.20854971264728,21248.160475626948,False,145,5425.1270077465915,42496.320951253896
145,2020-06-15,5439,192.20854971264728,21248.160475626948,False,146,5620.720648607412,42496.320951253896
146,2020-06-16,5679,192.20854971264728,21248.160475626948,False,147,5822.258555044557,42496.320951253896
147,2020-06-17,6063,192.20854971264728,21248.160475626948,False,148,6029.841204577325,42496.320951253896
148,2020-06-18,6444,192.20854971264728,21248.160475626948,False,149,6243.564876027357,42496.320951253896
149,2020-06-19,6874,192.20854971264728,21248.160475626948,False,150,6463.5211526889,42496.320951253896
150,2020-06-20,7276,192.20854971264728,21248.160475626948,False,151,6689.796409224824,42496.320951253896
151,2020-06-21,7492,192.20854971264728,21248.160475626948,False,152,6922.47128382008,42496.320951253896
152,2020-06-22,7677,192.20854971264728,21248.160475626948,False,153,7161.620137376018,42496.320951253896
153,2020-06-23,7904,192.20854971264728,21248.160475626948,False,154,7407.310501789508,42496.320951253896
154,2020-06-24,8164,192.20854971264728,21248.160475626948,False,155,7659.602519627905,42496.320951253896
155,2020-06-25,8334,192.20854971264728,21248.160475626948,False,156,7918.548377782164,42496.320951253896
156,2020-06-26,8739,192.20854971264728,21248.160475626948,False,157,8184.191737952525,42496.320951253896
157,2020-06-27,8944,192.20854971264728,21248.160475626948,False,158,8456.567167091449,42496.320951253896
158,2020-06-28,9101,192.20854971264728,21248.160475626948,False,159,8735.699571192474,42496.320951253896
159,2020-06-29,9214,192.20854971264728,21248.160475626948,False,160,9021.603636067863,42496.320951253896
160,2020-06-30,9499,192.20854971264728,21248.160475626948,False,161,9314.283278998073,42496.320951253896
161,2020-07-01,9702,192.20854971264728,21248.160475626948,False,162,9613.73111535685,42496.320951253896
162,2020-07-02,9992,192.20854971264728,21248.160475626948,False,163,9919.927944513352,42496.320951253896
163,2020-07-03,10244,192.20854971264728,21248.160475626948,False,164,10232.842259481327,42496.320951253896
164,2020-07-04,10462,192.20854971264728,21248.160475626948,False,165,10552.429784920267,42496.320951253896
165,2020-07-05,10772,192.20854971264728,21248.160475626948,False,166,10878.633048190102,42496.320951253896
166,2020-07-06,10966,192.20854971264728,21248.160475626948,False,167,11211.380988213466,42496.320951253896
167,2020-07-07,11194,192.20854971264728,21248.160475626948,False,168,11550.588606904319,42496.320951253896
168,2020-07-08,11194,192.20854971264728,21248.160475626948,False,169,11896.156667874024,42496.320951253896
