,Report_Date,Latvia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.70230897642266,353.99192184613474,True,1,0.008371359056148147,691.5015665451665
1,2020-01-23,0,68.70230897642266,353.99192184613474,True,2,0.009898577565514077,691.5015665451665
2,2020-01-24,0,68.70230897642266,353.99192184613474,True,3,0.011704407683820882,691.5015665451665
3,2020-01-25,0,68.70230897642266,353.99192184613474,True,4,0.01383967490025747,691.5015665451665
4,2020-01-26,0,68.70230897642266,353.99192184613474,True,5,0.016364475771103375,691.5015665451665
5,2020-01-27,0,68.70230897642266,353.99192184613474,True,6,0.019349868762470496,691.5015665451665
6,2020-01-28,0,68.70230897642266,353.99192184613474,True,7,0.022879873350557797,691.5015665451665
7,2020-01-29,0,68.70230897642266,353.99192184613474,True,8,0.027053833531753585,691.5015665451665
8,2020-01-30,0,68.70230897642266,353.99192184613474,True,9,0.0319892121053008,691.5015665451665
9,2020-01-31,0,68.70230897642266,353.99192184613474,True,10,0.037824894150898083,691.5015665451665
10,2020-02-01,0,68.70230897642266,353.99192184613474,True,11,0.04472509236456007,691.5015665451665
11,2020-02-02,0,68.70230897642266,353.99192184613474,True,12,0.05288396372876461,691.5015665451665
12,2020-02-03,0,68.70230897642266,353.99192184613474,True,13,0.06253106683608818,691.5015665451665
13,2020-02-04,0,68.70230897642266,353.99192184613474,True,14,0.07393781259742056,691.5015665451665
14,2020-02-05,0,68.70230897642266,353.99192184613474,True,15,0.08742508867708744,691.5015665451665
15,2020-02-06,0,68.70230897642266,353.99192184613474,True,16,0.10337227054536785,691.5015665451665
16,2020-02-07,0,68.70230897642266,353.99192184613474,True,17,0.12222787038477505,691.5015665451665
17,2020-02-08,0,68.70230897642266,353.99192184613474,True,18,0.14452212023211083,691.5015665451665
18,2020-02-09,0,68.70230897642266,353.99192184613474,True,19,0.1708818388464778,691.5015665451665
19,2020-02-10,0,68.70230897642266,353.99192184613474,True,20,0.20204799420825914,691.5015665451665
20,2020-02-11,0,68.70230897642266,353.99192184613474,True,21,0.23889644682196004,691.5015665451665
21,2020-02-12,0,68.70230897642266,353.99192184613474,True,22,0.2824624448854092,691.5015665451665
22,2020-02-13,0,68.70230897642266,353.99192184613474,True,23,0.33396954290712705,691.5015665451665
23,2020-02-14,0,68.70230897642266,353.99192184613474,True,24,0.39486373276087344,691.5015665451665
24,2020-02-15,0,68.70230897642266,353.99192184613474,True,25,0.46685371297024475,691.5015665451665
25,2020-02-16,0,68.70230897642266,353.99192184613474,True,26,0.5519583809586328,691.5015665451665
26,2020-02-17,0,68.70230897642266,353.99192184613474,True,27,0.6525628170115981,691.5015665451665
27,2020-02-18,0,68.70230897642266,353.99192184613474,True,28,0.771484240813073,691.5015665451665
28,2020-02-19,0,68.70230897642266,353.99192184613474,True,29,0.9120496646227226,691.5015665451665
29,2020-02-20,0,68.70230897642266,353.99192184613474,True,30,1.0781872441672828,691.5015665451665
30,2020-02-21,0,68.70230897642266,353.99192184613474,True,31,1.2745336411873336,691.5015665451665
31,2020-02-22,0,68.70230897642266,353.99192184613474,True,32,1.5065600611873122,691.5015665451665
32,2020-02-23,0,68.70230897642266,353.99192184613474,True,33,1.7807200151701723,691.5015665451665
33,2020-02-24,0,68.70230897642266,353.99192184613474,True,34,2.1046222707587843,691.5015665451665
34,2020-02-25,0,68.70230897642266,353.99192184613474,True,35,2.487232897125316,691.5015665451665
35,2020-02-26,0,68.70230897642266,353.99192184613474,True,36,2.939110753571785,691.5015665451665
36,2020-02-27,0,68.70230897642266,353.99192184613474,True,37,3.4726811973228866,691.5015665451665
37,2020-02-28,0,68.70230897642266,353.99192184613474,True,38,4.1025531516825255,691.5015665451665
38,2020-02-29,0,68.70230897642266,353.99192184613474,True,39,4.845884920824568,691.5015665451665
39,2020-03-01,0,68.70230897642266,353.99192184613474,True,40,5.722804174550059,691.5015665451665
40,2020-03-02,1,68.70230897642266,353.99192184613474,True,41,6.756887231172751,691.5015665451665
41,2020-03-03,1,68.70230897642266,353.99192184613474,True,42,7.975701966964843,691.5015665451665
42,2020-03-04,1,68.70230897642266,353.99192184613474,True,43,9.411417142111763,691.5015665451665
43,2020-03-05,1,68.70230897642266,353.99192184613474,True,44,11.101478344577654,691.5015665451665
44,2020-03-06,1,68.70230897642266,353.99192184613474,True,45,13.089346711047337,691.5015665451665
45,2020-03-07,1,68.70230897642266,353.99192184613474,True,46,15.425290580338096,691.5015665451665
46,2020-03-08,2,68.70230897642266,353.99192184613474,True,47,18.16721165453508,691.5015665451665
47,2020-03-09,6,68.70230897642266,353.99192184613474,True,48,21.381475380891636,691.5015665451665
48,2020-03-10,8,68.70230897642266,353.99192184613474,True,49,25.143699376778727,691.5015665451665
49,2020-03-11,10,68.70230897642266,353.99192184613474,True,50,29.539433119400776,691.5015665451665
