,Report_Date,Latvia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
50,2020-03-12,10,68.70230897642266,353.99192184613474,True,51,34.664636386526084,691.5015665451665
51,2020-03-13,17,68.70230897642266,353.99192184613474,True,52,40.625833205492206,691.5015665451665
52,2020-03-14,26,68.70230897642266,353.99192184613474,True,53,47.539783515120774,691.5015665451665
53,2020-03-15,30,68.70230897642266,353.99192184613474,True,54,55.53247919539208,691.5015665451665
54,2020-03-16,34,68.70230897642266,353.99192184613474,True,55,64.73723981649769,691.5015665451665
55,2020-03-17,49,68.70230897642266,353.99192184613474,True,56,75.29166482899711,691.5015665451665
56,2020-03-18,71,68.70230897642266,353.99192184613474,True,57,87.33320506141025,691.5015665451665
57,2020-03-19,86,68.70230897642266,353.99192184613474,True,58,100.99316281896026,691.5015665451665
58,2020-03-20,111,68.70230897642266,353.99192184613474,True,59,116.38903379008238,691.5015665451665
59,2020-03-21,124,68.70230897642266,353.99192184613474,True,60,133.6152803469078,691.5015665451665
60,2020-03-22,139,68.70230897642266,353.99192184613474,True,61,152.73288083930328,691.5015665451665
61,2020-03-23,180,68.70230897642266,353.99192184613474,True,62,173.7583216495518,691.5015665451665
62,2020-03-24,197,68.70230897642266,353.99192184613474,True,63,196.65305000908356,691.5015665451665
63,2020-03-25,221,68.70230897642266,353.99192184613474,True,64,221.31471634833116,691.5015665451665
64,2020-03-26,244,68.70230897642266,353.99192184613474,True,65,247.57170936391495,691.5015665451665
65,2020-03-27,280,68.70230897642266,353.99192184613474,True,66,275.1824227280317,691.5015665451665
66,2020-03-28,305,68.70230897642266,353.99192184613474,True,67,303.8403154559939,691.5015665451665
67,2020-03-29,347,68.70230897642266,353.99192184613474,True,68,333.18513344903823,691.5015665451665
68,2020-03-30,376,68.70230897642266,353.99192184613474,True,69,362.8197404685881,691.5015665451665
69,2020-03-31,398,68.70230897642266,353.99192184613474,True,70,392.3310499179017,691.5015665451665
70,2020-04-01,446,68.70230897642266,353.99192184613474,True,71,421.3127900106277,691.5015665451665
71,2020-04-02,458,68.70230897642266,353.99192184613474,True,72,449.3874812805625,691.5015665451665
72,2020-04-03,493,68.70230897642266,353.99192184613474,True,73,476.2251583496,691.5015665451665
73,2020-04-04,509,68.70230897642266,353.99192184613474,True,74,501.5569832014009,691.5015665451665
74,2020-04-05,533,68.70230897642266,353.99192184613474,True,75,525.1828026339545,691.5015665451665
75,2020-04-06,542,68.70230897642266,353.99192184613474,True,76,546.9726638019807,691.5015665451665
76,2020-04-07,548,68.70230897642266,353.99192184613474,True,77,566.8631042300727,691.5015665451665
77,2020-04-08,577,68.70230897642266,353.99192184613474,True,78,584.8495426236523,691.5015665451665
78,2020-04-09,589,68.70230897642266,353.99192184613474,True,79,600.9762816648619,691.5015665451665
79,2020-04-10,612,68.70230897642266,353.99192184613474,True,80,615.3255445016014,691.5015665451665
80,2020-04-11,630,68.70230897642266,353.99192184613474,True,81,628.006698501903,691.5015665451665
