,Report_Date,Kosovo_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.26053289429346,181.1716962538474,True,1,0.004205633278891371,315.13227135531764
1,2020-01-23,0,77.26053289429346,181.1716962538474,True,2,0.004881425727292626,315.13227135531764
2,2020-01-24,0,77.26053289429346,181.1716962538474,True,3,0.005665807836702918,315.13227135531764
3,2020-01-25,0,77.26053289429346,181.1716962538474,True,4,0.006576227739458428,315.13227135531764
4,2020-01-26,0,77.26053289429346,181.1716962538474,True,5,0.007632936920375818,315.13227135531764
5,2020-01-27,0,77.26053289429346,181.1716962538474,True,6,0.008859440554074345,315.13227135531764
6,2020-01-28,0,77.26053289429346,181.1716962538474,True,7,0.010283020160901183,315.13227135531764
7,2020-01-29,0,77.26053289429346,181.1716962538474,True,8,0.011935340186365965,315.13227135531764
8,2020-01-30,0,77.26053289429346,181.1716962538474,True,9,0.01385315196824489,315.13227135531764
9,2020-01-31,0,77.26053289429346,181.1716962538474,True,10,0.016079110711611624,315.13227135531764
10,2020-02-01,0,77.26053289429346,181.1716962538474,True,11,0.018662723592024935,315.13227135531764
11,2020-02-02,0,77.26053289429346,181.1716962538474,True,12,0.021661450005311503,315.13227135531764
12,2020-02-03,0,77.26053289429346,181.1716962538474,True,13,0.025141978341610634,315.13227135531764
13,2020-02-04,0,77.26053289429346,181.1716962538474,True,14,0.029181707554049915,315.13227135531764
14,2020-02-05,0,77.26053289429346,181.1716962538474,True,15,0.03387046630212897,315.13227135531764
15,2020-02-06,0,77.26053289429346,181.1716962538474,True,16,0.03931250767279983,315.13227135531764
16,2020-02-07,0,77.26053289429346,181.1716962538474,True,17,0.04562882352897897,315.13227135531764
17,2020-02-08,0,77.26053289429346,181.1716962538474,True,18,0.052959829532842534,315.13227135531764
18,2020-02-09,0,77.26053289429346,181.1716962538474,True,19,0.061468479985342384,315.13227135531764
19,2020-02-10,0,77.26053289429346,181.1716962538474,True,20,0.0713438809804414,315.13227135531764
20,2020-02-11,0,77.26053289429346,181.1716962538474,True,21,0.0828054811825173,315.13227135531764
21,2020-02-12,0,77.26053289429346,181.1716962538474,True,22,0.09610793201415899,315.13227135531764
