,Report_Date,UK_channel islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.46854207350381,425.6059588984033,False,1,0.009821295259116234,851.2119177968063
1,2020-01-23,0,80.46854207350381,425.6059588984033,False,2,0.011331935127761983,851.2119177968063
2,2020-01-24,0,80.46854207350381,425.6059588984033,False,3,0.01307492701304821,851.2119177968063
3,2020-01-25,0,80.46854207350381,425.6059588984033,False,4,0.015086007872939301,851.2119177968063
4,2020-01-26,0,80.46854207350381,425.6059588984033,False,5,0.017406410805139938,851.2119177968063
5,2020-01-27,0,80.46854207350381,425.6059588984033,False,6,0.020083710192190185,851.2119177968063
6,2020-01-28,0,80.46854207350381,425.6059588984033,False,7,0.023172796762100354,851.2119177968063
7,2020-01-29,0,80.46854207350381,425.6059588984033,False,8,0.026737002520874856,851.2119177968063
8,2020-01-30,0,80.46854207350381,425.6059588984033,False,9,0.03084939857405283,851.2119177968063
9,2020-01-31,0,80.46854207350381,425.6059588984033,False,10,0.03559429238305063,851.2119177968063
10,2020-02-01,0,80.46854207350381,425.6059588984033,False,11,0.04106895506962798,851.2119177968063
11,2020-02-02,0,80.46854207350381,425.6059588984033,False,12,0.04738561406982012,851.2119177968063
12,2020-02-03,0,80.46854207350381,425.6059588984033,False,13,0.054673751840912437,851.2119177968063
13,2020-02-04,0,80.46854207350381,425.6059588984033,False,14,0.06308275754906449,851.2119177968063
14,2020-02-05,0,80.46854207350381,425.6059588984033,False,15,0.07278498583439484,851.2119177968063
15,2020-02-06,0,80.46854207350381,425.6059588984033,False,16,0.08397928500607117,851.2119177968063
16,2020-02-07,0,80.46854207350381,425.6059588984033,False,17,0.09689506652397867,851.2119177968063
17,2020-02-08,0,80.46854207350381,425.6059588984033,False,18,0.11179699856074068,851.2119177968063
18,2020-02-09,0,80.46854207350381,425.6059588984033,False,19,0.1289904190192018,851.2119177968063
19,2020-02-10,0,80.46854207350381,425.6059588984033,False,20,0.14882757784623382,851.2119177968063
20,2020-02-11,0,80.46854207350381,425.6059588984033,False,21,0.1717148351069696,851.2119177968063
21,2020-02-12,0,80.46854207350381,425.6059588984033,False,22,0.19812096037386154,851.2119177968063
22,2020-02-13,0,80.46854207350381,425.6059588984033,False,23,0.22858670089211877,851.2119177968063
23,2020-02-14,0,80.46854207350381,425.6059588984033,False,24,0.2637358111009779,851.2119177968063
24,2020-02-15,0,80.46854207350381,425.6059588984033,False,25,0.30428776486039266,851.2119177968063
25,2020-02-16,0,80.46854207350381,425.6059588984033,False,26,0.35107240464731243,851.2119177968063
26,2020-02-17,0,80.46854207350381,425.6059588984033,False,27,0.4050468195898566,851.2119177968063
27,2020-02-18,0,80.46854207350381,425.6059588984033,False,28,0.4673147871000972,851.2119177968063
28,2020-02-19,0,80.46854207350381,425.6059588984033,False,29,0.5391491616975628,851.2119177968063
29,2020-02-20,0,80.46854207350381,425.6059588984033,False,30,0.6220176500837186,851.2119177968063
30,2020-02-21,0,80.46854207350381,425.6059588984033,False,31,0.7176124743674657,851.2119177968063
31,2020-02-22,0,80.46854207350381,425.6059588984033,False,32,0.827884496308276,851.2119177968063
32,2020-02-23,0,80.46854207350381,425.6059588984033,False,33,0.9550824552858059,851.2119177968063
33,2020-02-24,0,80.46854207350381,425.6059588984033,False,34,1.1017980621253312,851.2119177968063
34,2020-02-25,0,80.46854207350381,425.6059588984033,False,35,1.271017790505326,851.2119177968063
35,2020-02-26,0,80.46854207350381,425.6059588984033,False,36,1.466182317858107,851.2119177968063
36,2020-02-27,0,80.46854207350381,425.6059588984033,False,37,1.6912546885550985,851.2119177968063
37,2020-02-28,0,80.46854207350381,425.6059588984033,False,38,1.950798403391627,851.2119177968063
38,2020-02-29,0,80.46854207350381,425.6059588984033,False,39,2.2500667799207927,851.2119177968063
39,2020-03-01,0,80.46854207350381,425.6059588984033,False,40,2.595105076031465,851.2119177968063
40,2020-03-02,0,80.46854207350381,425.6059588984033,False,41,2.99286702096544,851.2119177968063
41,2020-03-03,0,80.46854207350381,425.6059588984033,False,42,3.45134754850137,851.2119177968063
42,2020-03-04,0,80.46854207350381,425.6059588984033,False,43,3.9797336685464124,851.2119177968063
43,2020-03-05,0,80.46854207350381,425.6059588984033,False,44,4.588575534733913,851.2119177968063
44,2020-03-06,0,80.46854207350381,425.6059588984033,False,45,5.289979851215514,851.2119177968063
45,2020-03-07,0,80.46854207350381,425.6059588984033,False,46,6.097827790209145,851.2119177968063
46,2020-03-08,0,80.46854207350381,425.6059588984033,False,47,7.028019534048767,851.2119177968063
47,2020-03-09,0,80.46854207350381,425.6059588984033,False,48,8.09874737295712,851.2119177968063
48,2020-03-10,1,80.46854207350381,425.6059588984033,False,49,9.330798932082503,851.2119177968063
49,2020-03-11,2,80.46854207350381,425.6059588984033,False,50,10.74789150345493,851.2119177968063
50,2020-03-12,2,80.46854207350381,425.6059588984033,False,51,12.377037537926638,851.2119177968063
51,2020-03-13,2,80.46854207350381,425.6059588984033,False,52,14.248940006175681,851.2119177968063
52,2020-03-14,2,80.46854207350381,425.6059588984033,False,53,16.39841444142973,851.2119177968063
53,2020-03-15,3,80.46854207350381,425.6059588984033,False,54,18.8648318815509,851.2119177968063
54,2020-03-16,6,80.46854207350381,425.6059588984033,False,55,21.692573465079185,851.2119177968063
55,2020-03-17,6,80.46854207350381,425.6059588984033,False,56,24.931482920348863,851.2119177968063
56,2020-03-18,6,80.46854207350381,425.6059588984033,False,57,28.637297432774847,851.2119177968063
57,2020-03-19,11,80.46854207350381,425.6059588984033,False,58,32.87203021878631,851.2119177968063
58,2020-03-20,14,80.46854207350381,425.6059588984033,False,59,37.704269471974996,851.2119177968063
59,2020-03-21,32,80.46854207350381,425.6059588984033,False,60,43.20934819223428,851.2119177968063
60,2020-03-22,32,80.46854207350381,425.6059588984033,False,61,49.469327976119864,851.2119177968063
61,2020-03-23,36,80.46854207350381,425.6059588984033,False,62,56.57272765827262,851.2119177968063
62,2020-03-24,36,80.46854207350381,425.6059588984033,False,63,64.61391571191677,851.2119177968063
63,2020-03-25,46,80.46854207350381,425.6059588984033,False,64,73.69207509066413,851.2119177968063
64,2020-03-26,66,80.46854207350381,425.6059588984033,False,65,83.90964299650975,851.2119177968063
65,2020-03-27,88,80.46854207350381,425.6059588984033,False,66,95.37012896496174,851.2119177968063
66,2020-03-28,97,80.46854207350381,425.6059588984033,False,67,108.1752264987571,851.2119177968063
67,2020-03-29,108,80.46854207350381,425.6059588984033,False,68,122.42116057609931,851.2119177968063
68,2020-03-30,141,80.46854207350381,425.6059588984033,False,69,138.19425992043006,851.2119177968063
69,2020-03-31,141,80.46854207350381,425.6059588984033,False,70,155.5658120410323,851.2119177968063
70,2020-04-01,172,80.46854207350381,425.6059588984033,False,71,174.58635127352446,851.2119177968063
71,2020-04-02,193,80.46854207350381,425.6059588984033,False,72,195.2796416128835,851.2119177968063
72,2020-04-03,232,80.46854207350381,425.6059588984033,False,73,217.6367373385172,851.2119177968063
73,2020-04-04,262,80.46854207350381,425.6059588984033,False,74,241.6106186815172,851.2119177968063
74,2020-04-05,309,80.46854207350381,425.6059588984033,False,75,267.1119841503905,851.2119177968063
75,2020-04-06,323,80.46854207350381,425.6059588984033,False,76,294.00680921775546,851.2119177968063
76,2020-04-07,335,80.46854207350381,425.6059588984033,False,77,322.11622846962945,851.2119177968063
77,2020-04-08,351,80.46854207350381,425.6059588984033,False,78,351.2191500392566,851.2119177968063
78,2020-04-09,361,80.46854207350381,425.6059588984033,False,79,381.0577691829372,851.2119177968063
79,2020-04-10,398,80.46854207350381,425.6059588984033,False,80,411.3458361073356,851.2119177968063
