,Report_Date,Mali_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
36,2020-02-27,0,89.43218806759579,146.04674549822866,False,37,0.6873808946388366,291.95941123067905
37,2020-02-28,0,89.43218806759579,146.04674549822866,False,38,0.7712248916795299,291.95941123067905
38,2020-02-29,0,89.43218806759579,146.04674549822866,False,39,0.8652654804839075,291.95941123067905
39,2020-03-01,0,89.43218806759579,146.04674549822866,False,40,0.9707348548025589,291.95941123067905
40,2020-03-02,0,89.43218806759579,146.04674549822866,False,41,1.0890120818906315,291.95941123067905
41,2020-03-03,0,89.43218806759579,146.04674549822866,False,42,1.221640084733467,291.95941123067905
42,2020-03-04,0,89.43218806759579,146.04674549822866,False,43,1.3703444516262582,291.95941123067905
43,2020-03-05,0,89.43218806759579,146.04674549822866,False,44,1.5370542338070605,291.95941123067905
44,2020-03-06,0,89.43218806759579,146.04674549822866,False,45,1.7239248960067703,291.95941123067905
45,2020-03-07,0,89.43218806759579,146.04674549822866,False,46,1.9333635857577294,291.95941123067905
46,2020-03-08,0,89.43218806759579,146.04674549822866,False,47,2.1680568838744687,291.95941123067905
47,2020-03-09,0,89.43218806759579,146.04674549822866,False,48,2.4310011891518655,291.95941123067905
48,2020-03-10,0,89.43218806759579,146.04674549822866,False,49,2.725535873107143,291.95941123067905
49,2020-03-11,0,89.43218806759579,146.04674549822866,False,50,3.0553793131671774,291.95941123067905
50,2020-03-12,0,89.43218806759579,146.04674549822866,False,51,3.4246678721971313,291.95941123067905
51,2020-03-13,0,89.43218806759579,146.04674549822866,False,52,3.837997835211361,291.95941123067905
52,2020-03-14,0,89.43218806759579,146.04674549822866,False,53,4.300470236368743,291.95941123067905
53,2020-03-15,0,89.43218806759579,146.04674549822866,False,54,4.817738406073488,291.95941123067905
54,2020-03-16,0,89.43218806759579,146.04674549822866,False,55,5.396057933565762,291.95941123067905
55,2020-03-17,0,89.43218806759579,146.04674549822866,False,56,6.042338568438135,291.95941123067905
56,2020-03-18,0,89.43218806759579,146.04674549822866,False,57,6.764197368043529,291.95941123067905
57,2020-03-19,0,89.43218806759579,146.04674549822866,False,58,7.570012129295502,291.95941123067905
58,2020-03-20,0,89.43218806759579,146.04674549822866,False,59,8.46897381531896,291.95941123067905
59,2020-03-21,0,89.43218806759579,146.04674549822866,False,60,9.471136292656334,291.95941123067905
60,2020-03-22,0,89.43218806759579,146.04674549822866,False,61,10.58746122743817,291.95941123067905
61,2020-03-23,0,89.43218806759579,146.04674549822866,False,62,11.829855445768112,291.95941123067905
62,2020-03-24,0,89.43218806759579,146.04674549822866,False,63,13.211197445403213,291.95941123067905
63,2020-03-25,2,89.43218806759579,146.04674549822866,False,64,14.745349059846799,291.95941123067905
64,2020-03-26,4,89.43218806759579,146.04674549822866,False,65,16.447147538545742,291.95941123067905
65,2020-03-27,11,89.43218806759579,146.04674549822866,False,66,18.332372546772767,291.95941123067905
66,2020-03-28,18,89.43218806759579,146.04674549822866,False,67,20.417681850958093,291.95941123067905
67,2020-03-29,18,89.43218806759579,146.04674549822866,False,68,22.720508804847498,291.95941123067905
68,2020-03-30,25,89.43218806759579,146.04674549822866,False,69,25.25891427779753,291.95941123067905
69,2020-03-31,28,89.43218806759579,146.04674549822866,False,70,28.051385483900294,291.95941123067905
70,2020-04-01,31,89.43218806759579,146.04674549822866,False,71,31.116574420992176,291.95941123067905
71,2020-04-02,36,89.43218806759579,146.04674549822866,False,72,34.47296947621431,291.95941123067905
72,2020-04-03,39,89.43218806759579,146.04674549822866,False,73,38.13849537733204,291.95941123067905
73,2020-04-04,41,89.43218806759579,146.04674549822866,False,74,42.13003924065574,291.95941123067905
74,2020-04-05,45,89.43218806759579,146.04674549822866,False,75,46.46290413178961,291.95941123067905
75,2020-04-06,47,89.43218806759579,146.04674549822866,False,76,51.15019639405207,291.95941123067905
76,2020-04-07,56,89.43218806759579,146.04674549822866,False,77,56.20215898168604,291.95941123067905
77,2020-04-08,59,89.43218806759579,146.04674549822866,False,78,61.62546997444937,291.95941123067905
78,2020-04-09,74,89.43218806759579,146.04674549822866,False,79,67.42253295964576,291.95941123067905
79,2020-04-10,87,89.43218806759579,146.04674549822866,False,80,73.59079343124505,291.95941123067905
80,2020-04-11,87,89.43218806759579,146.04674549822866,False,81,80.12212193141806,291.95941123067905
