,Report_Date,Mali_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.43218806759579,146.04674549822866,False,1,0.010821727664784047,291.95941123067905
1,2020-01-23,0,89.43218806759579,146.04674549822866,False,2,0.012145158529584563,291.95941123067905
2,2020-01-24,0,89.43218806759579,146.04674549822866,False,3,0.013630429312510657,291.95941123067905
3,2020-01-25,0,89.43218806759579,146.04674549822866,False,4,0.015297329158220388,291.95941123067905
4,2020-01-26,0,89.43218806759579,146.04674549822866,False,5,0.017168066440898983,291.95941123067905
5,2020-01-27,0,89.43218806759579,146.04674549822866,False,6,0.019267564383831766,291.95941123067905
6,2020-01-28,0,89.43218806759579,146.04674549822866,False,7,0.021623792768161117,291.95941123067905
7,2020-01-29,0,89.43218806759579,146.04674549822866,False,8,0.024268140127691067,291.95941123067905
8,2020-01-30,0,89.43218806759579,146.04674549822866,False,9,0.027235831359976464,291.95941123067905
9,2020-01-31,0,89.43218806759579,146.04674549822866,False,10,0.030566396281407855,291.95941123067905
10,2020-02-01,0,89.43218806759579,146.04674549822866,False,11,0.03430419532312521,291.95941123067905
11,2020-02-02,0,89.43218806759579,146.04674549822866,False,12,0.03849900931375772,291.95941123067905
12,2020-02-03,0,89.43218806759579,146.04674549822866,False,13,0.04320670113351779,291.95941123067905
13,2020-02-04,0,89.43218806759579,146.04674549822866,False,14,0.04848995796242152,291.95941123067905
14,2020-02-05,0,89.43218806759579,146.04674549822866,False,15,0.05441912389482553,291.95941123067905
15,2020-02-06,0,89.43218806759579,146.04674549822866,False,16,0.06107313386573259,291.95941123067905
16,2020-02-07,0,89.43218806759579,146.04674549822866,False,17,0.0685405611454109,291.95941123067905
17,2020-02-08,0,89.43218806759579,146.04674549822866,False,18,0.07692079212318662,291.95941123067905
18,2020-02-09,0,89.43218806759579,146.04674549822866,False,19,0.08632534373570563,291.95941123067905
19,2020-02-10,0,89.43218806759579,146.04674549822866,False,20,0.09687934071801316,291.95941123067905
20,2020-02-11,0,89.43218806759579,146.04674549822866,False,21,0.10872317188762308,291.95941123067905
21,2020-02-12,0,89.43218806759579,146.04674549822866,False,22,0.12201434693422612,291.95941123067905
22,2020-02-13,0,89.43218806759579,146.04674549822866,False,23,0.13692957770442277,291.95941123067905
23,2020-02-14,0,89.43218806759579,146.04674549822866,False,24,0.1536671107671972,291.95941123067905
24,2020-02-15,0,89.43218806759579,146.04674549822866,False,25,0.17244934114870616,291.95941123067905
25,2020-02-16,0,89.43218806759579,146.04674549822866,False,26,0.19352574056273827,291.95941123067905
26,2020-02-17,0,89.43218806759579,146.04674549822866,False,27,0.21717613726543916,291.95941123067905
27,2020-02-18,0,89.43218806759579,146.04674549822866,False,28,0.2437143888598375,291.95941123067905
28,2020-02-19,0,89.43218806759579,146.04674549822866,False,29,0.2734924939976696,291.95941123067905
29,2020-02-20,0,89.43218806759579,146.04674549822866,False,30,0.3069051940024349,291.95941123067905
30,2020-02-21,0,89.43218806759579,146.04674549822866,False,31,0.3443951209959447,291.95941123067905
31,2020-02-22,0,89.43218806759579,146.04674549822866,False,32,0.38645855517449046,291.95941123067905
32,2020-02-23,0,89.43218806759579,146.04674549822866,False,33,0.4336518604679208,291.95941123067905
33,2020-02-24,0,89.43218806759579,146.04674549822866,False,34,0.48659867493426384,291.95941123067905
34,2020-02-25,0,89.43218806759579,146.04674549822866,False,35,0.5459979398904595,291.95941123067905
35,2020-02-26,0,89.43218806759579,146.04674549822866,False,36,0.6126328599352551,291.95941123067905
