,Report_Date,China_hunan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,1018,12.90795560754976,508.9902916474004,True,42,1017.7282660214659,1017.9805830110697
42,2020-03-04,1018,12.90795560754976,508.9902916474004,True,43,1017.7908982335927,1017.9805830110697
43,2020-03-05,1018,12.90795560754976,508.9902916474004,True,44,1017.8379855553258,1017.9805830110697
44,2020-03-06,1018,12.90795560754976,508.9902916474004,True,45,1017.8733851757332,1017.9805830110697
45,2020-03-07,1018,12.90795560754976,508.9902916474004,True,46,1017.899997602776,1017.9805830110697
46,2020-03-08,1018,12.90795560754976,508.9902916474004,True,47,1017.9200037653718,1017.9805830110697
47,2020-03-09,1018,12.90795560754976,508.9902916474004,True,48,1017.9350434305024,1017.9805830110697
48,2020-03-10,1018,12.90795560754976,508.9902916474004,True,49,1017.9463494264832,1017.9805830110697
49,2020-03-11,1018,12.90795560754976,508.9902916474004,True,50,1017.954848600013,1017.9805830110697
50,2020-03-12,1018,12.90795560754976,508.9902916474004,True,51,1017.9612377409513,1017.9805830110697
51,2020-03-13,1018,12.90795560754976,508.9902916474004,True,52,1017.9660406754439,1017.9805830110697
52,2020-03-14,1018,12.90795560754976,508.9902916474004,True,53,1017.96965119476,1017.9805830110697
53,2020-03-15,1018,12.90795560754976,508.9902916474004,True,54,1017.97236533192,1017.9805830110697
54,2020-03-16,1018,12.90795560754976,508.9902916474004,True,55,1017.9744056282084,1017.9805830110697
55,2020-03-17,1018,12.90795560754976,508.9902916474004,True,56,1017.9759393768263,1017.9805830110697
56,2020-03-18,1018,12.90795560754976,508.9902916474004,True,57,1017.9770923381808,1017.9805830110697
57,2020-03-19,1018,12.90795560754976,508.9902916474004,True,58,1017.9779590506255,1017.9805830110697
58,2020-03-20,1018,12.90795560754976,508.9902916474004,True,59,1017.978610581649,1017.9805830110697
59,2020-03-21,1018,12.90795560754976,508.9902916474004,True,60,1017.9791003548377,1017.9805830110697
60,2020-03-22,1018,12.90795560754976,508.9902916474004,True,61,1017.9794685302595,1017.9805830110697
61,2020-03-23,1018,12.90795560754976,508.9902916474004,True,62,1017.9797452973756,1017.9805830110697
62,2020-03-24,1018,12.90795560754976,508.9902916474004,True,63,1017.9799533504394,1017.9805830110697
63,2020-03-25,1018,12.90795560754976,508.9902916474004,True,64,1017.9801097493381,1017.9805830110697
64,2020-03-26,1018,12.90795560754976,508.9902916474004,True,65,1017.9802273184474,1017.9805830110697
65,2020-03-27,1018,12.90795560754976,508.9902916474004,True,66,1017.9803156981905,1017.9805830110697
66,2020-03-28,1018,12.90795560754976,508.9902916474004,True,67,1017.9803821355284,1017.9805830110697
67,2020-03-29,1018,12.90795560754976,508.9902916474004,True,68,1017.9804320781908,1017.9805830110697
68,2020-03-30,1018,12.90795560754976,508.9902916474004,True,69,1017.9804696213788,1017.9805830110697
69,2020-03-31,1018,12.90795560754976,508.9902916474004,True,70,1017.9804978435614,1017.9805830110697
70,2020-04-01,1018,12.90795560754976,508.9902916474004,True,71,1017.9805190589035,1017.9805830110697
71,2020-04-02,1019,12.90795560754976,508.9902916474004,True,72,1017.9805350070228,1017.9805830110697
72,2020-04-03,1019,12.90795560754976,508.9902916474004,True,73,1017.9805469956348,1017.9805830110697
73,2020-04-04,1019,12.90795560754976,508.9902916474004,True,74,1017.9805560077832,1017.9805830110697
74,2020-04-05,1019,12.90795560754976,508.9902916474004,True,75,1017.9805627824471,1017.9805830110697
75,2020-04-06,1019,12.90795560754976,508.9902916474004,True,76,1017.9805678751367,1017.9805830110697
76,2020-04-07,1019,12.90795560754976,508.9902916474004,True,77,1017.9805717034424,1017.9805830110697
77,2020-04-08,1019,12.90795560754976,508.9902916474004,True,78,1017.9805745812783,1017.9805830110697
78,2020-04-09,1019,12.90795560754976,508.9902916474004,True,79,1017.9805767446217,1017.9805830110697
79,2020-04-10,1019,12.90795560754976,508.9902916474004,True,80,1017.9805783708625,1017.9805830110697
