,Report_Date,Tajikistan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
84,2020-04-15,0,127.85190315727242,3131.5470868726275,True,85,129.38436497692214,6201.12388359055
85,2020-04-16,0,127.85190315727242,3131.5470868726275,True,86,141.30091688354386,6201.12388359055
86,2020-04-17,0,127.85190315727242,3131.5470868726275,True,87,154.28739894780875,6201.12388359055
87,2020-04-18,0,127.85190315727242,3131.5470868726275,True,88,168.4345849283411,6201.12388359055
88,2020-04-19,0,127.85190315727242,3131.5470868726275,True,89,183.83994055507782,6201.12388359055
89,2020-04-20,0,127.85190315727242,3131.5470868726275,True,90,200.60792218029064,6201.12388359055
90,2020-04-21,0,127.85190315727242,3131.5470868726275,True,91,218.85024824774788,6201.12388359055
91,2020-04-22,0,127.85190315727242,3131.5470868726275,True,92,238.6861329312326,6201.12388359055
92,2020-04-23,0,127.85190315727242,3131.5470868726275,True,93,260.24246944262586,6201.12388359055
93,2020-04-24,0,127.85190315727242,3131.5470868726275,True,94,283.6539484995181,6201.12388359055
94,2020-04-25,0,127.85190315727242,3131.5470868726275,True,95,309.06309529919713,6201.12388359055
95,2020-04-26,0,127.85190315727242,3131.5470868726275,True,96,336.62020611240706,6201.12388359055
96,2020-04-27,0,127.85190315727242,3131.5470868726275,True,97,366.4831633493829,6201.12388359055
97,2020-04-28,0,127.85190315727242,3131.5470868726275,True,98,398.8171057497542,6201.12388359055
98,2020-04-29,0,127.85190315727242,3131.5470868726275,True,99,433.79392832352835,6201.12388359055
99,2020-04-30,15,127.85190315727242,3131.5470868726275,True,100,471.5915849720612,6201.12388359055
100,2020-05-01,15,127.85190315727242,3131.5470868726275,True,101,512.3931655318381,6201.12388359055
101,2020-05-02,76,127.85190315727242,3131.5470868726275,True,102,556.3857185341994,6201.12388359055
102,2020-05-03,128,127.85190315727242,3131.5470868726275,True,103,603.7587915225438,6201.12388359055
103,2020-05-04,230,127.85190315727242,3131.5470868726275,True,104,654.7026626098711,6201.12388359055
104,2020-05-05,293,127.85190315727242,3131.5470868726275,True,105,709.406240412463,6201.12388359055
105,2020-05-06,379,127.85190315727242,3131.5470868726275,True,106,768.0546148874197,6201.12388359055
106,2020-05-07,461,127.85190315727242,3131.5470868726275,True,107,830.826249245693,6201.12388359055
107,2020-05-08,522,127.85190315727242,3131.5470868726275,True,108,897.8898132758001,6201.12388359055
108,2020-05-09,612,127.85190315727242,3131.5470868726275,True,109,969.4006712792421,6201.12388359055
109,2020-05-10,612,127.85190315727242,3131.5470868726275,True,110,1045.4970534367465,6201.12388359055
110,2020-05-11,661,127.85190315727242,3131.5470868726275,True,111,1126.2959576597243,6201.12388359055
111,2020-05-12,729,127.85190315727242,3131.5470868726275,True,112,1211.8888494592306,6201.12388359055
112,2020-05-13,801,127.85190315727242,3131.5470868726275,True,113,1302.337249422472,6201.12388359055
113,2020-05-14,907,127.85190315727242,3131.5470868726275,True,114,1397.668320538322,6201.12388359055
114,2020-05-15,1118,127.85190315727242,3131.5470868726275,True,115,1497.8705895365513,6201.12388359055
115,2020-05-16,1322,127.85190315727242,3131.5470868726275,True,116,1602.8899559664349,6201.12388359055
116,2020-05-17,1524,127.85190315727242,3131.5470868726275,True,117,1712.6261580589087,6201.12388359055
117,2020-05-18,1729,127.85190315727242,3131.5470868726275,True,118,1826.9298734843649,6201.12388359055
118,2020-05-19,1936,127.85190315727242,3131.5470868726275,True,119,1945.600633968822,6201.12388359055
119,2020-05-20,2140,127.85190315727242,3131.5470868726275,True,120,2068.3857236525846,6201.12388359055
120,2020-05-21,2350,127.85190315727242,3131.5470868726275,True,121,2194.9802108521253,6201.12388359055
121,2020-05-22,2551,127.85190315727242,3131.5470868726275,True,122,2325.028231039012,6201.12388359055
122,2020-05-23,2738,127.85190315727242,3131.5470868726275,True,123,2458.125595843205,6201.12388359055
123,2020-05-24,2929,127.85190315727242,3131.5470868726275,True,124,2593.8237502601232,6201.12388359055
124,2020-05-25,3100,127.85190315727242,3131.5470868726275,True,125,2731.6350406235433,6201.12388359055
125,2020-05-26,3266,127.85190315727242,3131.5470868726275,True,126,2871.0391929109983,6201.12388359055
126,2020-05-27,3424,127.85190315727242,3131.5470868726275,True,127,3011.4908389052575,6201.12388359055
127,2020-05-28,3563,127.85190315727242,3131.5470868726275,True,128,3152.4278713081203,6201.12388359055
128,2020-05-29,3686,127.85190315727242,3131.5470868726275,True,129,3293.280362614146,6201.12388359055
129,2020-05-30,3807,127.85190315727242,3131.5470868726275,True,130,3433.479750284929,6201.12388359055
130,2020-05-31,3930,127.85190315727242,3131.5470868726275,True,131,3572.4679753091546,6201.12388359055
131,2020-06-01,4013,127.85190315727242,3131.5470868726275,True,132,3709.7062639487986,6201.12388359055
132,2020-06-02,4100,127.85190315727242,3131.5470868726275,True,133,3844.6832631176017,6201.12388359055
133,2020-06-03,4191,127.85190315727242,3131.5470868726275,True,134,3976.9222766059374,6201.12388359055
134,2020-06-04,4289,127.85190315727242,3131.5470868726275,True,135,4105.9873991006925,6201.12388359055
135,2020-06-05,4370,127.85190315727242,3131.5470868726275,True,136,4231.488403526919,6201.12388359055
136,2020-06-06,4453,127.85190315727242,3131.5470868726275,True,137,4353.084300042744,6201.12388359055
137,2020-06-07,4529,127.85190315727242,3131.5470868726275,True,138,4470.485547439253,6201.12388359055
138,2020-06-08,4609,127.85190315727242,3131.5470868726275,True,139,4583.454955580236,6201.12388359055
139,2020-06-09,4690,127.85190315727242,3131.5470868726275,True,140,4691.807367520807,6201.12388359055
140,2020-06-10,4763,127.85190315727242,3131.5470868726275,True,141,4795.408249755471,6201.12388359055
141,2020-06-11,4834,127.85190315727242,3131.5470868726275,True,142,4894.171347452892,6201.12388359055
142,2020-06-12,4902,127.85190315727242,3131.5470868726275,True,143,4988.055578369471,6201.12388359055
143,2020-06-13,4971,127.85190315727242,3131.5470868726275,True,144,5077.061345117695,6201.12388359055
144,2020-06-14,5035,127.85190315727242,3131.5470868726275,True,145,5161.22644198628,6201.12388359055
145,2020-06-15,5097,127.85190315727242,3131.5470868726275,True,146,5240.6217213792115,6201.12388359055
146,2020-06-16,5160,127.85190315727242,3131.5470868726275,True,147,5315.346668159323,6201.12388359055
147,2020-06-17,5221,127.85190315727242,3131.5470868726275,True,148,5385.525009734741,6201.12388359055
148,2020-06-18,5279,127.85190315727242,3131.5470868726275,True,149,5451.300467430453,6201.12388359055
149,2020-06-19,5338,127.85190315727242,3131.5470868726275,True,150,5512.832732088954,6201.12388359055
150,2020-06-20,5399,127.85190315727242,3131.5470868726275,True,151,5570.29372516632,6201.12388359055
151,2020-06-21,5457,127.85190315727242,3131.5470868726275,True,152,5623.864186721211,6201.12388359055
152,2020-06-22,5513,127.85190315727242,3131.5470868726275,True,153,5673.7306142069065,6201.12388359055
153,2020-06-23,5567,127.85190315727242,3131.5470868726275,True,154,5720.082561168945,6201.12388359055
154,2020-06-24,5630,127.85190315727242,3131.5470868726275,True,155,5763.110292897637,6201.12388359055
155,2020-06-25,5691,127.85190315727242,3131.5470868726275,True,156,5803.002786691179,6201.12388359055
156,2020-06-26,5747,127.85190315727242,3131.5470868726275,True,157,5839.946057438843,6201.12388359055
157,2020-06-27,5799,127.85190315727242,3131.5470868726275,True,158,5874.121784449921,6201.12388359055
158,2020-06-28,5849,127.85190315727242,3131.5470868726275,True,159,5905.706212512549,6201.12388359055
159,2020-06-29,5900,127.85190315727242,3131.5470868726275,True,160,5934.86929874065,6201.12388359055
160,2020-06-30,5900,127.85190315727242,3131.5470868726275,True,161,5961.774076543701,6201.12388359055
161,2020-07-01,6005,127.85190315727242,3131.5470868726275,True,162,5986.576208747597,6201.12388359055
162,2020-07-02,6058,127.85190315727242,3131.5470868726275,True,163,6009.423703254219,6201.12388359055
163,2020-07-03,6058,127.85190315727242,3131.5470868726275,True,164,6030.456766439972,6201.12388359055
164,2020-07-04,6159,127.85190315727242,3131.5470868726275,True,165,6049.807771584221,6201.12388359055
165,2020-07-05,6213,127.85190315727242,3131.5470868726275,True,166,6067.601321848006,6201.12388359055
166,2020-07-06,6262,127.85190315727242,3131.5470868726275,True,167,6083.954389584075,6201.12388359055
167,2020-07-07,6315,127.85190315727242,3131.5470868726275,True,168,6098.976515971565,6201.12388359055
168,2020-07-08,6315,127.85190315727242,3131.5470868726275,True,169,6112.770057076003,6201.12388359055
