,Report_Date,China_jiangsu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
61,2020-03-23,633,14.570477006622733,318.93459568069113,True,62,637.8655065960488,637.8691883830534
62,2020-03-24,636,14.570477006622733,318.93459568069113,True,63,637.8663339937352,637.8691883830534
63,2020-03-25,638,14.570477006622733,318.93459568069113,True,64,637.8669756035922,637.8691883830534
64,2020-03-26,640,14.570477006622733,318.93459568069113,True,65,637.8674731430493,637.8691883830534
65,2020-03-27,641,14.570477006622733,318.93459568069113,True,66,637.8678589622652,637.8691883830534
66,2020-03-28,641,14.570477006622733,318.93459568069113,True,67,637.8681581474236,637.8691883830534
67,2020-03-29,644,14.570477006622733,318.93459568069113,True,68,637.8683901517759,637.8691883830534
68,2020-03-30,645,14.570477006622733,318.93459568069113,True,69,637.8685700604643,637.8691883830534
69,2020-03-31,646,14.570477006622733,318.93459568069113,True,70,637.868709571345,637.8691883830534
70,2020-04-01,646,14.570477006622733,318.93459568069113,True,71,637.8688177555789,637.8691883830534
71,2020-04-02,647,14.570477006622733,318.93459568069113,True,72,637.8689016474399,637.8691883830534
72,2020-04-03,651,14.570477006622733,318.93459568069113,True,73,637.8689667016872,637.8691883830534
73,2020-04-04,651,14.570477006622733,318.93459568069113,True,74,637.8690171482359,637.8691883830534
74,2020-04-05,651,14.570477006622733,318.93459568069113,True,75,637.869056267191,637.8691883830534
75,2020-04-06,651,14.570477006622733,318.93459568069113,True,76,637.8690866021224,637.8691883830534
76,2020-04-07,651,14.570477006622733,318.93459568069113,True,77,637.8691101254512,637.8691883830534
77,2020-04-08,651,14.570477006622733,318.93459568069113,True,78,637.8691283666985,637.8691883830534
78,2020-04-09,651,14.570477006622733,318.93459568069113,True,79,637.8691425119373,637.8691883830534
79,2020-04-10,651,14.570477006622733,318.93459568069113,True,80,637.8691534809116,637.8691883830534
