,Report_Date,UK_bermuda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.6168882057077,31.42567907958092,True,1,0.000736485302329688,59.0959907394691
1,2020-01-23,0,72.6168882057077,31.42567907958092,True,2,0.0008630137525103991,59.0959907394691
2,2020-01-24,0,72.6168882057077,31.42567907958092,True,3,0.0010112794879555335,59.0959907394691
3,2020-01-25,0,72.6168882057077,31.42567907958092,True,4,0.0011850167918073667,59.0959907394691
4,2020-01-26,0,72.6168882057077,31.42567907958092,True,5,0.0013886014170142948,59.0959907394691
5,2020-01-27,0,72.6168882057077,31.42567907958092,True,6,0.0016271607589273982,59.0959907394691
6,2020-01-28,0,72.6168882057077,31.42567907958092,True,7,0.0019067029432889304,59.0959907394691
7,2020-01-29,0,72.6168882057077,31.42567907958092,True,8,0.0022342680746427635,59.0959907394691
8,2020-01-30,0,72.6168882057077,31.42567907958092,True,9,0.002618105445953927,59.0959907394691
9,2020-01-31,0,72.6168882057077,31.42567907958092,True,10,0.003067881160810229,59.0959907394691
10,2020-02-01,0,72.6168882057077,31.42567907958092,True,11,0.003594921381042314,59.0959907394691
11,2020-02-02,0,72.6168882057077,31.42567907958092,True,12,0.004212497303654942,59.0959907394691
12,2020-02-03,0,72.6168882057077,31.42567907958092,True,13,0.004936159013418212,59.0959907394691
13,2020-02-04,0,72.6168882057077,31.42567907958092,True,14,0.0057841265767056066,59.0959907394691
14,2020-02-05,0,72.6168882057077,31.42567907958092,True,15,0.006777748167695086,59.0959907394691
15,2020-02-06,0,72.6168882057077,31.42567907958092,True,16,0.007942036684128432,59.0959907394691
16,2020-02-07,0,72.6168882057077,31.42567907958092,True,17,0.009306298256155998,59.0959907394691
17,2020-02-08,0,72.6168882057077,31.42567907958092,True,18,0.010904868324299925,59.0959907394691
18,2020-02-09,0,72.6168882057077,31.42567907958092,True,19,0.01277797361423157,59.0959907394691
19,2020-02-10,0,72.6168882057077,31.42567907958092,True,20,0.01497274142782921,59.0959907394691
20,2020-02-11,0,72.6168882057077,31.42567907958092,True,21,0.017544381271727204,59.0959907394691
21,2020-02-12,0,72.6168882057077,31.42567907958092,True,22,0.02055756803603107,59.0959907394691
22,2020-02-13,0,72.6168882057077,31.42567907958092,True,23,0.02408806080757913,59.0959907394691
23,2020-02-14,0,72.6168882057077,31.42567907958092,True,24,0.028224597056172303,59.0959907394691
24,2020-02-15,0,72.6168882057077,31.42567907958092,True,25,0.03307110848274087,59.0959907394691
25,2020-02-16,0,72.6168882057077,31.42567907958092,True,26,0.038749312391801946,59.0959907394691
26,2020-02-17,0,72.6168882057077,31.42567907958092,True,27,0.04540174118463665,59.0959907394691
27,2020-02-18,0,72.6168882057077,31.42567907958092,True,28,0.05319528261202258,59.0959907394691
28,2020-02-19,0,72.6168882057077,31.42567907958092,True,29,0.06232531493017245,59.0959907394691
29,2020-02-20,0,72.6168882057077,31.42567907958092,True,30,0.0730205342255335,59.0959907394691
30,2020-02-21,0,72.6168882057077,31.42567907958092,True,31,0.0855485860596676,59.0959907394691
31,2020-02-22,0,72.6168882057077,31.42567907958092,True,32,0.10022263035859365,59.0959907394691
32,2020-02-23,0,72.6168882057077,31.42567907958092,True,33,0.11740898721285137,59.0959907394691
33,2020-02-24,0,72.6168882057077,31.42567907958092,True,34,0.1375360319735023,59.0959907394691
34,2020-02-25,0,72.6168882057077,31.42567907958092,True,35,0.16110453061850322,59.0959907394691
35,2020-02-26,0,72.6168882057077,31.42567907958092,True,36,0.1886996305419424,59.0959907394691
36,2020-02-27,0,72.6168882057077,31.42567907958092,True,37,0.22100474714730733,59.0959907394691
37,2020-02-28,0,72.6168882057077,31.42567907958092,True,38,0.2588176119980732,59.0959907394691
38,2020-02-29,0,72.6168882057077,31.42567907958092,True,39,0.3030687723672084,59.0959907394691
