,Report_Date,Singapore_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,110,149.96111390954107,213533.50961700478,False,42,107.33710993044946,427067.01923400915
42,2020-03-04,110,149.96111390954107,213533.50961700478,False,43,115.89992757484163,427067.01923400915
43,2020-03-05,117,149.96111390954107,213533.50961700478,False,44,125.14564375059621,427067.01923400915
44,2020-03-06,130,149.96111390954107,213533.50961700478,False,45,135.1286875002776,427067.01923400915
45,2020-03-07,138,149.96111390954107,213533.50961700478,False,46,145.90782051218477,427067.01923400915
46,2020-03-08,150,149.96111390954107,213533.50961700478,False,47,157.5464810921485,427067.01923400915
47,2020-03-09,150,149.96111390954107,213533.50961700478,False,48,170.11315529173822,427067.01923400915
48,2020-03-10,160,149.96111390954107,213533.50961700478,False,49,183.68177731163976,427067.01923400915
49,2020-03-11,178,149.96111390954107,213533.50961700478,False,50,198.33216146006785,427067.01923400915
50,2020-03-12,178,149.96111390954107,213533.50961700478,False,51,214.1504681187167,427067.01923400915
51,2020-03-13,200,149.96111390954107,213533.50961700478,False,52,231.2297063536419,427067.01923400915
52,2020-03-14,212,149.96111390954107,213533.50961700478,False,53,249.67027600632576,427067.01923400915
53,2020-03-15,226,149.96111390954107,213533.50961700478,False,54,269.58055231175666,427067.01923400915
54,2020-03-16,243,149.96111390954107,213533.50961700478,False,55,291.0775163163977,427067.01923400915
55,2020-03-17,266,149.96111390954107,213533.50961700478,False,56,314.2874346102033,427067.01923400915
56,2020-03-18,313,149.96111390954107,213533.50961700478,False,57,339.3465921441011,427067.01923400915
57,2020-03-19,345,149.96111390954107,213533.50961700478,False,58,366.40208217836283,427067.01923400915
58,2020-03-20,385,149.96111390954107,213533.50961700478,False,59,395.61265769871903,427067.01923400915
59,2020-03-21,432,149.96111390954107,213533.50961700478,False,60,427.14964894664973,427067.01923400915
60,2020-03-22,455,149.96111390954107,213533.50961700478,False,61,461.1979520385576,427067.01923400915
61,2020-03-23,509,149.96111390954107,213533.50961700478,False,62,497.95709399610206,427067.01923400915
62,2020-03-24,558,149.96111390954107,213533.50961700478,False,63,537.6423798771688,427067.01923400915
63,2020-03-25,631,149.96111390954107,213533.50961700478,False,64,580.486128084128,427067.01923400915
64,2020-03-26,683,149.96111390954107,213533.50961700478,False,65,626.7390003331873,427067.01923400915
65,2020-03-27,732,149.96111390954107,213533.50961700478,False,66,676.6714331956966,427067.01923400915
66,2020-03-28,802,149.96111390954107,213533.50961700478,False,67,730.5751785687246,427067.01923400915
67,2020-03-29,844,149.96111390954107,213533.50961700478,False,68,788.764960897302,427067.01923400915
68,2020-03-30,879,149.96111390954107,213533.50961700478,False,69,851.5802594532611,427067.01923400915
69,2020-03-31,926,149.96111390954107,213533.50961700478,False,70,919.3872244737249,427067.01923400915
70,2020-04-01,1000,149.96111390954107,213533.50961700478,False,71,992.5807364738062,427067.01923400915
71,2020-04-02,1049,149.96111390954107,213533.50961700478,False,72,1071.5866185696784,427067.01923400915
72,2020-04-03,1114,149.96111390954107,213533.50961700478,False,73,1156.8640121760704,427067.01923400915
73,2020-04-04,1189,149.96111390954107,213533.50961700478,False,74,1248.9079269711635,427067.01923400915
74,2020-04-05,1309,149.96111390954107,213533.50961700478,False,75,1348.2519765457698,427067.01923400915
75,2020-04-06,1375,149.96111390954107,213533.50961700478,False,76,1455.4713116645896,427067.01923400915
76,2020-04-07,1481,149.96111390954107,213533.50961700478,False,77,1571.1857635560868,427067.01923400915
77,2020-04-08,1623,149.96111390954107,213533.50961700478,False,78,1696.0632101024328,427067.01923400915
78,2020-04-09,1910,149.96111390954107,213533.50961700478,False,79,1830.8231782086075,427067.01923400915
79,2020-04-10,2108,149.96111390954107,213533.50961700478,False,80,1976.2406959734817,427067.01923400915
