,Report_Date,Morocco_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
243,2020-09-21,103119,303.62436286800727,306989.0026468918,True,244,99832.21159627129,461777.8142659025
244,2020-09-22,105346,303.62436286800727,306989.0026468918,True,245,102151.64977229726,461777.8142659025
245,2020-09-23,107743,303.62436286800727,306989.0026468918,True,246,104514.0220377461,461777.8142659025
246,2020-09-24,110099,303.62436286800727,306989.0026468918,True,247,106919.61419225748,461777.8142659025
247,2020-09-25,112522,303.62436286800727,306989.0026468918,True,248,109368.68933605948,461777.8142659025
248,2020-09-26,115241,303.62436286800727,306989.0026468918,True,249,111861.48671928927,461777.8142659025
249,2020-09-27,117685,303.62436286800727,306989.0026468918,True,250,114398.22058680958,461777.8142659025
250,2020-09-28,119107,303.62436286800727,306989.0026468918,True,251,116979.0790213685,461777.8142659025
251,2020-09-29,121183,303.62436286800727,306989.0026468918,True,252,119604.22278810923,461777.8142659025
252,2020-09-30,123653,303.62436286800727,306989.0026468918,True,253,122273.78418360773,461777.8142659025
253,2020-10-01,126044,303.62436286800727,306989.0026468918,True,254,124987.86589276882,461777.8142659025
254,2020-10-02,128565,303.62436286800727,306989.0026468918,True,255,127746.53985707037,461777.8142659025
255,2020-10-03,131228,303.62436286800727,306989.0026468918,True,256,130549.84615778697,461777.8142659025
256,2020-10-04,133272,303.62436286800727,306989.0026468918,True,257,133397.79191796802,461777.8142659025
257,2020-10-05,134695,303.62436286800727,306989.0026468918,True,258,136290.35022706815,461777.8142659025
258,2020-10-06,137248,303.62436286800727,306989.0026468918,True,259,139227.45909224966,461777.8142659025
259,2020-10-07,140024,303.62436286800727,306989.0026468918,True,260,142209.02042048078,461777.8142659025
260,2020-10-08,142953,303.62436286800727,306989.0026468918,True,261,145234.89903564172,461777.8142659025
261,2020-10-09,146398,303.62436286800727,306989.0026468918,True,262,148304.92173493106,461777.8142659025
262,2020-10-10,149841,303.62436286800727,306989.0026468918,True,263,151418.8763889182,461777.8142659025
263,2020-10-11,152404,303.62436286800727,306989.0026468918,True,264,154576.51108963366,461777.8142659025
264,2020-10-12,153761,303.62436286800727,306989.0026468918,True,265,157777.53335110503,461777.8142659025
265,2020-10-13,156946,303.62436286800727,306989.0026468918,True,266,161021.60936675078,461777.8142659025
266,2020-10-14,160333,303.62436286800727,306989.0026468918,True,267,164308.36332801828,461777.8142659025
