,Report_Date,Marshall Islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,344.8933813908976,5.6988308746601755,False,1,0.0002378024837062627,0.0003769387455037683
1,2020-01-23,0,344.8933813908976,5.6988308746601755,False,2,0.000245372949529017,0.0003769387455037683
2,2020-01-24,0,344.8933813908976,5.6988308746601755,False,3,0.0002531844165336861,0.0003769387455037683
3,2020-01-25,0,344.8933813908976,5.6988308746601755,False,4,0.00026124455650023575,0.0003769387455037683
4,2020-01-26,0,344.8933813908976,5.6988308746601755,False,5,0.00026956128540166387,0.0003769387455037683
5,2020-01-27,0,344.8933813908976,5.6988308746601755,False,6,0.00027814277117522496,0.0003769387455037683
6,2020-01-28,0,344.8933813908976,5.6988308746601755,False,7,0.00028699744174087277,0.0003769387455037683
7,2020-01-29,0,344.8933813908976,5.6988308746601755,False,8,0.0002961339932747797,0.0003769387455037683
8,2020-01-30,0,344.8933813908976,5.6988308746601755,False,9,0.00030556139874604116,0.0003769387455037683
9,2020-01-31,0,344.8933813908976,5.6988308746601755,False,10,0.0003152889167249304,0.0003769387455037683
10,2020-02-01,0,344.8933813908976,5.6988308746601755,False,11,0.000325326100471333,0.0003769387455037683
11,2020-02-02,0,344.8933813908976,5.6988308746601755,False,12,0.00033568280731226724,0.0003769387455037683
12,2020-02-03,0,344.8933813908976,5.6988308746601755,False,13,0.0003463692083176763,0.0003769387455037683
13,2020-02-04,0,344.8933813908976,5.6988308746601755,False,14,0.00035739579828397017,0.0003769387455037683
14,2020-02-05,0,344.8933813908976,5.6988308746601755,False,15,0.00036877340603509804,0.0003769387455037683
15,2020-02-06,0,344.8933813908976,5.6988308746601755,False,16,0.0003805132050512378,0.0003769387455037683
16,2020-02-07,0,344.8933813908976,5.6988308746601755,False,17,0.0003926267244355138,0.0003769387455037683
17,2020-02-08,0,344.8933813908976,5.6988308746601755,False,18,0.0004051258602294803,0.0003769387455037683
18,2020-02-09,0,344.8933813908976,5.6988308746601755,False,19,0.0004180228870884524,0.0003769387455037683
19,2020-02-10,0,344.8933813908976,5.6988308746601755,False,20,0.00043133047032811094,0.0003769387455037683
20,2020-02-11,0,344.8933813908976,5.6988308746601755,False,21,0.00044506167835417986,0.0003769387455037683
21,2020-02-12,0,344.8933813908976,5.6988308746601755,False,22,0.0004592299954873374,0.0003769387455037683
22,2020-02-13,0,344.8933813908976,5.6988308746601755,False,23,0.00047384933519591674,0.0003769387455037683
23,2020-02-14,0,344.8933813908976,5.6988308746601755,False,24,0.0004889340537493445,0.0003769387455037683
24,2020-02-15,0,344.8933813908976,5.6988308746601755,False,25,0.0005044989643056766,0.0003769387455037683
25,2020-02-16,0,344.8933813908976,5.6988308746601755,False,26,0.0005205593514470161,0.0003769387455037683
26,2020-02-17,0,344.8933813908976,5.6988308746601755,False,27,0.0005371309861770296,0.0003769387455037683
27,2020-02-18,0,344.8933813908976,5.6988308746601755,False,28,0.0005542301413952358,0.0003769387455037683
28,2020-02-19,0,344.8933813908976,5.6988308746601755,False,29,0.000571873607863195,0.0003769387455037683
29,2020-02-20,0,344.8933813908976,5.6988308746601755,False,30,0.0005900787106782179,0.0003769387455037683
30,2020-02-21,0,344.8933813908976,5.6988308746601755,False,31,0.0006088633262706954,0.0003769387455037683
31,2020-02-22,0,344.8933813908976,5.6988308746601755,False,32,0.0006282458999416692,0.0003769387455037683
32,2020-02-23,0,344.8933813908976,5.6988308746601755,False,33,0.0006482454639577827,0.0003769387455037683
33,2020-02-24,0,344.8933813908976,5.6988308746601755,False,34,0.0006688816562212984,0.0003769387455037683
34,2020-02-25,0,344.8933813908976,5.6988308746601755,False,35,0.0006901747395334222,0.0003769387455037683
35,2020-02-26,0,344.8933813908976,5.6988308746601755,False,36,0.0007121456214697554,0.0003769387455037683
36,2020-02-27,0,344.8933813908976,5.6988308746601755,False,37,0.0007348158748872889,0.0003769387455037683
37,2020-02-28,0,344.8933813908976,5.6988308746601755,False,38,0.0007582077590829656,0.0003769387455037683
38,2020-02-29,0,344.8933813908976,5.6988308746601755,False,39,0.0007823442416244722,0.0003769387455037683
39,2020-03-01,0,344.8933813908976,5.6988308746601755,False,40,0.0008072490208745729,0.0003769387455037683
40,2020-03-02,0,344.8933813908976,5.6988308746601755,False,41,0.0008329465492309695,0.0003769387455037683
41,2020-03-03,0,344.8933813908976,5.6988308746601755,False,42,0.0008594620571043651,0.0003769387455037683
42,2020-03-04,0,344.8933813908976,5.6988308746601755,False,43,0.0008868215776581312,0.0003769387455037683
43,2020-03-05,0,344.8933813908976,5.6988308746601755,False,44,0.0009150519723337036,0.0003769387455037683
44,2020-03-06,0,344.8933813908976,5.6988308746601755,False,45,0.0009441809571866064,0.0003769387455037683
45,2020-03-07,0,344.8933813908976,5.6988308746601755,False,46,0.0009742371300587757,0.0003769387455037683
46,2020-03-08,0,344.8933813908976,5.6988308746601755,False,47,0.0010052499986136785,0.0003769387455037683
47,2020-03-09,0,344.8933813908976,5.6988308746601755,False,48,0.001037250009261539,0.0003769387455037683
48,2020-03-10,0,344.8933813908976,5.6988308746601755,False,49,0.0010702685770028605,0.0003769387455037683
49,2020-03-11,0,344.8933813908976,5.6988308746601755,False,50,0.0011043381162193085,0.0003769387455037683
50,2020-03-12,0,344.8933813908976,5.6988308746601755,False,51,0.0011394920724419422,0.0003769387455037683
51,2020-03-13,0,344.8933813908976,5.6988308746601755,False,52,0.0011757649551277132,0.0003769387455037683
52,2020-03-14,0,344.8933813908976,5.6988308746601755,False,53,0.0012131923714761414,0.0003769387455037683
53,2020-03-15,0,344.8933813908976,5.6988308746601755,False,54,0.0012518110613190634,0.0003769387455037683
54,2020-03-16,0,344.8933813908976,5.6988308746601755,False,55,0.0012916589331173857,0.0003769387455037683
55,2020-03-17,0,344.8933813908976,5.6988308746601755,False,56,0.0013327751010998544,0.0003769387455037683
