,Report_Date,UK_british virgin islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,83.37229375169848,3.653559763353948,False,1,0.007992622142248107,0.022729983243572546
1,2020-01-23,0,83.37229375169848,3.653559763353948,False,2,0.008681400093078837,0.022729983243572546
2,2020-01-24,0,83.37229375169848,3.653559763353948,False,3,0.009429457987181974,0.022729983243572546
3,2020-01-25,0,83.37229375169848,3.653559763353948,False,4,0.010241883994092095,0.022729983243572546
4,2020-01-26,0,83.37229375169848,3.653559763353948,False,5,0.011124200539218844,0.022729983243572546
5,2020-01-27,0,83.37229375169848,3.653559763353948,False,6,0.012082400920787849,0.022729983243572546
6,2020-01-28,0,83.37229375169848,3.653559763353948,False,7,0.013122988934191804,0.022729983243572546
7,2020-01-29,0,83.37229375169848,3.653559763353948,False,8,0.014253021736224726,0.022729983243572546
8,2020-01-30,0,83.37229375169848,3.653559763353948,False,9,0.015480156196962342,0.022729983243572546
9,2020-01-31,0,83.37229375169848,3.653559763353948,False,10,0.016812699002828734,0.022729983243572546
10,2020-02-01,0,83.37229375169848,3.653559763353948,False,11,0.018259660790552683,0.022729983243572546
11,2020-02-02,0,83.37229375169848,3.653559763353948,False,12,0.019830814608134472,0.022729983243572546
12,2020-02-03,0,83.37229375169848,3.653559763353948,False,13,0.021536759015442577,0.022729983243572546
13,2020-02-04,0,83.37229375169848,3.653559763353948,False,14,0.02338898615342247,0.022729983243572546
14,2020-02-05,0,83.37229375169848,3.653559763353948,False,15,0.02539995512685233,0.022729983243572546
15,2020-02-06,0,83.37229375169848,3.653559763353948,False,16,0.027583171060784784,0.022729983243572546
16,2020-02-07,0,83.37229375169848,3.653559763353948,False,17,0.02995327020485275,0.022729983243572546
17,2020-02-08,0,83.37229375169848,3.653559763353948,False,18,0.03252611147198547,0.022729983243572546
18,2020-02-09,0,83.37229375169848,3.653559763353948,False,19,0.035318874808163425,0.022729983243572546
19,2020-02-10,0,83.37229375169848,3.653559763353948,False,20,0.038350166796902514,0.022729983243572546
20,2020-02-11,0,83.37229375169848,3.653559763353948,False,21,0.041640133905317886,0.022729983243572546
21,2020-02-12,0,83.37229375169848,3.653559763353948,False,22,0.04521058377682999,0.022729983243572546
22,2020-02-13,0,83.37229375169848,3.653559763353948,False,23,0.04908511496760447,0.022729983243572546
23,2020-02-14,0,83.37229375169848,3.653559763353948,False,24,0.05328925550820766,0.022729983243572546
24,2020-02-15,0,83.37229375169848,3.653559763353948,False,25,0.05785061064701098,0.022729983243572546
25,2020-02-16,0,83.37229375169848,3.653559763353948,False,26,0.06279902009560843,0.022729983243572546
26,2020-02-17,0,83.37229375169848,3.653559763353948,False,27,0.06816672504662667,0.022729983243572546
27,2020-02-18,0,83.37229375169848,3.653559763353948,False,28,0.07398854516816494,0.022729983243572546
28,2020-02-19,0,83.37229375169848,3.653559763353948,False,29,0.08030206569367337,0.022729983243572546
29,2020-02-20,0,83.37229375169848,3.653559763353948,False,30,0.08714783461791846,0.022729983243572546
30,2020-02-21,0,83.37229375169848,3.653559763353948,False,31,0.09456956987489337,0.022729983243572546
31,2020-02-22,0,83.37229375169848,3.653559763353948,False,32,0.10261437620774196,0.022729983243572546
32,2020-02-23,0,83.37229375169848,3.653559763353948,False,33,0.11133297123910574,0.022729983243572546
33,2020-02-24,0,83.37229375169848,3.653559763353948,False,34,0.12077992000741532,0.022729983243572546
34,2020-02-25,0,83.37229375169848,3.653559763353948,False,35,0.1310138769446866,0.022729983243572546
35,2020-02-26,0,83.37229375169848,3.653559763353948,False,36,0.14209783392806788,0.022729983243572546
36,2020-02-27,0,83.37229375169848,3.653559763353948,False,37,0.1540993726340705,0.022729983243572546
37,2020-02-28,0,83.37229375169848,3.653559763353948,False,38,0.1670909189542252,0.022729983243572546
38,2020-02-29,0,83.37229375169848,3.653559763353948,False,39,0.1811499966869033,0.022729983243572546
39,2020-03-01,0,83.37229375169848,3.653559763353948,False,40,0.1963594770954797,0.022729983243572546
40,2020-03-02,0,83.37229375169848,3.653559763353948,False,41,0.21280782021171507,0.022729983243572546
41,2020-03-03,0,83.37229375169848,3.653559763353948,False,42,0.23058930295999044,0.022729983243572546
42,2020-03-04,0,83.37229375169848,3.653559763353948,False,43,0.24980422827924925,0.022729983243572546
43,2020-03-05,0,83.37229375169848,3.653559763353948,False,44,0.27055910842389247,0.022729983243572546
44,2020-03-06,0,83.37229375169848,3.653559763353948,False,45,0.29296681453439605,0.022729983243572546
45,2020-03-07,0,83.37229375169848,3.653559763353948,False,46,0.3171466833893414,0.022729983243572546
46,2020-03-08,0,83.37229375169848,3.653559763353948,False,47,0.3432245709947525,0.022729983243572546
47,2020-03-09,0,83.37229375169848,3.653559763353948,False,48,0.371332841353127,0.022729983243572546
48,2020-03-10,0,83.37229375169848,3.653559763353948,False,49,0.4016102774110788,0.022729983243572546
49,2020-03-11,0,83.37229375169848,3.653559763353948,False,50,0.4342018998494284,0.022729983243572546
50,2020-03-12,0,83.37229375169848,3.653559763353948,False,51,0.4692586781036989,0.022729983243572546
51,2020-03-13,0,83.37229375169848,3.653559763353948,False,52,0.5069371168513979,0.022729983243572546
52,2020-03-14,0,83.37229375169848,3.653559763353948,False,53,0.5473987002562682,0.022729983243572546
53,2020-03-15,0,83.37229375169848,3.653559763353948,False,54,0.5908091756171199,0.022729983243572546
54,2020-03-16,0,83.37229375169848,3.653559763353948,False,55,0.6373376578458811,0.022729983243572546
55,2020-03-17,0,83.37229375169848,3.653559763353948,False,56,0.6871555365293261,0.022729983243572546
56,2020-03-18,0,83.37229375169848,3.653559763353948,False,57,0.7404351683599918,0.022729983243572546
57,2020-03-19,0,83.37229375169848,3.653559763353948,False,58,0.7973483396138445,0.022729983243572546
58,2020-03-20,0,83.37229375169848,3.653559763353948,False,59,0.8580644862701993,0.022729983243572546
59,2020-03-21,0,83.37229375169848,3.653559763353948,False,60,0.9227486634739132,0.022729983243572546
60,2020-03-22,0,83.37229375169848,3.653559763353948,False,61,0.9915592614753069,0.022729983243572546
61,2020-03-23,0,83.37229375169848,3.653559763353948,False,62,1.0646454720616325,0.022729983243572546
62,2020-03-24,0,83.37229375169848,3.653559763353948,False,63,1.1421445178762006,0.022729983243572546
63,2020-03-25,0,83.37229375169848,3.653559763353948,False,64,1.2241786668955992,0.022729983243572546
64,2020-03-26,0,83.37229375169848,3.653559763353948,False,65,1.3108520655943214,0.022729983243572546
65,2020-03-27,0,83.37229375169848,3.653559763353948,False,66,1.4022474367434206,0.022729983243572546
66,2020-03-28,2,83.37229375169848,3.653559763353948,False,67,1.4984227010014075,0.022729983243572546
67,2020-03-29,2,83.37229375169848,3.653559763353948,False,68,1.5994075949453657,0.022729983243572546
68,2020-03-30,2,83.37229375169848,3.653559763353948,False,69,1.7052003712867174,0.022729983243572546
69,2020-03-31,3,83.37229375169848,3.653559763353948,False,70,1.8157646789022444,0.022729983243572546
70,2020-04-01,3,83.37229375169848,3.653559763353948,False,71,1.9310267300518433,0.022729983243572546
71,2020-04-02,3,83.37229375169848,3.653559763353948,False,72,2.0508728687445212,0.022729983243572546
72,2020-04-03,3,83.37229375169848,3.653559763353948,False,73,2.1751476566445405,0.022729983243572546
73,2020-04-04,3,83.37229375169848,3.653559763353948,False,74,2.3036525902552767,0.022729983243572546
74,2020-04-05,3,83.37229375169848,3.653559763353948,False,75,2.436145554637292,0.022729983243572546
75,2020-04-06,3,83.37229375169848,3.653559763353948,False,76,2.5723411041555253,0.022729983243572546
76,2020-04-07,3,83.37229375169848,3.653559763353948,False,77,2.711911639640776,0.022729983243572546
77,2020-04-08,3,83.37229375169848,3.653559763353948,False,78,2.854489524289399,0.022729983243572546
78,2020-04-09,3,83.37229375169848,3.653559763353948,False,79,2.999670148516112,0.022729983243572546
79,2020-04-10,3,83.37229375169848,3.653559763353948,False,80,3.1470159182257547,0.022729983243572546
