,Report_Date,Russia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,253,92.4840335864651,31172.751636819925,False,59,950.3307820430713,62345.503273639864
59,2020-03-21,306,92.4840335864651,31172.751636819925,False,60,1074.1414305156072,62345.503273639864
60,2020-03-22,367,92.4840335864651,31172.751636819925,False,61,1213.7634426590685,62345.503273639864
61,2020-03-23,438,92.4840335864651,31172.751636819925,False,62,1371.128056415723,62345.503273639864
62,2020-03-24,495,92.4840335864651,31172.751636819925,False,63,1548.3782543111222,62345.503273639864
63,2020-03-25,658,92.4840335864651,31172.751636819925,False,64,1747.885321509212,62345.503273639864
64,2020-03-26,840,92.4840335864651,31172.751636819925,False,65,1972.264769999024,62345.503273639864
65,2020-03-27,1036,92.4840335864651,31172.751636819925,False,66,2224.3909203352914,62345.503273639864
66,2020-03-28,1264,92.4840335864651,31172.751636819925,False,67,2507.4092307799747,62345.503273639864
67,2020-03-29,1534,92.4840335864651,31172.751636819925,False,68,2824.745230167856,62345.503273639864
68,2020-03-30,1836,92.4840335864651,31172.751636819925,False,69,3180.108647728728,62345.503273639864
69,2020-03-31,2337,92.4840335864651,31172.751636819925,False,70,3577.491046952098,62345.503273639864
70,2020-04-01,2777,92.4840335864651,31172.751636819925,False,71,4021.154973714962,62345.503273639864
71,2020-04-02,3548,92.4840335864651,31172.751636819925,False,72,4515.612341435222,62345.503273639864
72,2020-04-03,4149,92.4840335864651,31172.751636819925,False,73,5065.589527952118,62345.503273639864
73,2020-04-04,4731,92.4840335864651,31172.751636819925,False,74,5675.976491898175,62345.503273639864
74,2020-04-05,5389,92.4840335864651,31172.751636819925,False,75,6351.757185157697,62345.503273639864
75,2020-04-06,6343,92.4840335864651,31172.751636819925,False,76,7097.918709892264,62345.503273639864
76,2020-04-07,7497,92.4840335864651,31172.751636819925,False,77,7919.337120793781,62345.503273639864
77,2020-04-08,8672,92.4840335864651,31172.751636819925,False,78,8820.63858662789,62345.503273639864
78,2020-04-09,10131,92.4840335864651,31172.751636819925,False,79,9806.035873426097,62345.503273639864
79,2020-04-10,11917,92.4840335864651,31172.751636819925,False,80,10879.14184496662,62345.503273639864
80,2020-04-11,13584,92.4840335864651,31172.751636819925,False,81,12042.763899488196,62345.503273639864
81,2020-04-12,15770,92.4840335864651,31172.751636819925,False,82,13298.685910137181,62345.503273639864
