,Report_Date,UK_turks and caicos islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
19,2020-02-10,0,77.21167764342971,7.316737029057914,True,20,0.002886706564003557,12.740849643583367
20,2020-02-11,0,77.21167764342971,7.316737029057914,True,21,0.0033507799483734,12.740849643583367
21,2020-02-12,0,77.21167764342971,7.316737029057914,True,22,0.0038894389715224327,12.740849643583367
22,2020-02-13,0,77.21167764342971,7.316737029057914,True,23,0.004514664110654037,12.740849643583367
23,2020-02-14,0,77.21167764342971,7.316737029057914,True,24,0.0052403578401603425,12.740849643583367
24,2020-02-15,0,77.21167764342971,7.316737029057914,True,25,0.006082652141780344,12.740849643583367
25,2020-02-16,0,77.21167764342971,7.316737029057914,True,26,0.00706026492621707,12.740849643583367
26,2020-02-17,0,77.21167764342971,7.316737029057914,True,27,0.008194913045494056,12.740849643583367
27,2020-02-18,0,77.21167764342971,7.316737029057914,True,28,0.00951179074596688,12.740849643583367
28,2020-02-19,0,77.21167764342971,7.316737029057914,True,29,0.011040123748653553,12.740849643583367
29,2020-02-20,0,77.21167764342971,7.316737029057914,True,30,0.01281381066553094,12.740849643583367
30,2020-02-21,0,77.21167764342971,7.316737029057914,True,31,0.014872165187280465,12.740849643583367
31,2020-02-22,0,77.21167764342971,7.316737029057914,True,32,0.017260774428980243,12.740849643583367
32,2020-02-23,0,77.21167764342971,7.316737029057914,True,33,0.02003249101327022,12.740849643583367
33,2020-02-24,0,77.21167764342971,7.316737029057914,True,34,0.02324857892015317,12.740849643583367
34,2020-02-25,0,77.21167764342971,7.316737029057914,True,35,0.026980035847648447,12.740849643583367
35,2020-02-26,0,77.21167764342971,7.316737029057914,True,36,0.03130911780745485,12.740849643583367
36,2020-02-27,0,77.21167764342971,7.316737029057914,True,37,0.0363310949097634,12.740849643583367
37,2020-02-28,0,77.21167764342971,7.316737029057914,True,38,0.042156270735439164,12.740849643583367
38,2020-02-29,0,77.21167764342971,7.316737029057914,True,39,0.04891230128568442,12.740849643583367
39,2020-03-01,0,77.21167764342971,7.316737029057914,True,40,0.05674685313003134,12.740849643583367
40,2020-03-02,0,77.21167764342971,7.316737029057914,True,41,0.06583064387504585,12.740849643583367
41,2020-03-03,0,77.21167764342971,7.316737029057914,True,42,0.07636091119988522,12.740849643583367
42,2020-03-04,0,77.21167764342971,7.316737029057914,True,43,0.08856535909399792,12.740849643583367
43,2020-03-05,0,77.21167764342971,7.316737029057914,True,44,0.10270663108634173,12.740849643583367
44,2020-03-06,0,77.21167764342971,7.316737029057914,True,45,0.1190873594862431,12.740849643583367
45,2020-03-07,0,77.21167764342971,7.316737029057914,True,46,0.13805583603316116,12.740849643583367
46,2020-03-08,0,77.21167764342971,7.316737029057914,True,47,0.16001234163947312,12.740849643583367
47,2020-03-09,0,77.21167764342971,7.316737029057914,True,48,0.18541615949011028,12.740849643583367
48,2020-03-10,0,77.21167764342971,7.316737029057914,True,49,0.2147932745588691,12.740849643583367
49,2020-03-11,0,77.21167764342971,7.316737029057914,True,50,0.24874473099919753,12.740849643583367
50,2020-03-12,0,77.21167764342971,7.316737029057914,True,51,0.2879555736527082,12.740849643583367
51,2020-03-13,0,77.21167764342971,7.316737029057914,True,52,0.3332042372533952,12.740849643583367
52,2020-03-14,0,77.21167764342971,7.316737029057914,True,53,0.38537216238028604,12.740849643583367
53,2020-03-15,0,77.21167764342971,7.316737029057914,True,54,0.44545330603033917,12.740849643583367
54,2020-03-16,0,77.21167764342971,7.316737029057914,True,55,0.5145630720606725,12.740849643583367
55,2020-03-17,0,77.21167764342971,7.316737029057914,True,56,0.5939460086214204,12.740849643583367
56,2020-03-18,0,77.21167764342971,7.316737029057914,True,57,0.6849814038893867,12.740849643583367
57,2020-03-19,0,77.21167764342971,7.316737029057914,True,58,0.7891856593812159,12.740849643583367
58,2020-03-20,0,77.21167764342971,7.316737029057914,True,59,0.9082100394553551,12.740849643583367
59,2020-03-21,0,77.21167764342971,7.316737029057914,True,60,1.043832103259344,12.740849643583367
60,2020-03-22,0,77.21167764342971,7.316737029057914,True,61,1.1979388515720653,12.740849643583367
61,2020-03-23,0,77.21167764342971,7.316737029057914,True,62,1.3724994133300012,12.740849643583367
62,2020-03-24,0,77.21167764342971,7.316737029057914,True,63,1.5695250234020215,12.740849643583367
63,2020-03-25,0,77.21167764342971,7.316737029057914,True,64,1.7910141942161977,12.740849643583367
64,2020-03-26,0,77.21167764342971,7.316737029057914,True,65,2.0388814663883745,12.740849643583367
65,2020-03-27,0,77.21167764342971,7.316737029057914,True,66,2.314869049993616,12.740849643583367
66,2020-03-28,4,77.21167764342971,7.316737029057914,True,67,2.6204421328025673,12.740849643583367
67,2020-03-29,4,77.21167764342971,7.316737029057914,True,68,2.956670674636976,12.740849643583367
68,2020-03-30,5,77.21167764342971,7.316737029057914,True,69,3.3241030671380263,12.740849643583367
69,2020-03-31,5,77.21167764342971,7.316737029057914,True,70,3.722639905781027,12.740849643583367
70,2020-04-01,6,77.21167764342971,7.316737029057914,True,71,4.151418903822143,12.740849643583367
71,2020-04-02,5,77.21167764342971,7.316737029057914,True,72,4.608724107564665,12.740849643583367
72,2020-04-03,5,77.21167764342971,7.316737029057914,True,73,5.091933372956674,12.740849643583367
73,2020-04-04,5,77.21167764342971,7.316737029057914,True,74,5.597516895811528,12.740849643583367
74,2020-04-05,5,77.21167764342971,7.316737029057914,True,75,6.121096053390873,12.740849643583367
75,2020-04-06,8,77.21167764342971,7.316737029057914,True,76,6.657565967677572,12.740849643583367
76,2020-04-07,8,77.21167764342971,7.316737029057914,True,77,7.201277682711023,12.740849643583367
77,2020-04-08,8,77.21167764342971,7.316737029057914,True,78,7.746267865343372,12.740849643583367
78,2020-04-09,8,77.21167764342971,7.316737029057914,True,79,8.28651703077656,12.740849643583367
79,2020-04-10,8,77.21167764342971,7.316737029057914,True,80,8.816212942949187,12.740849643583367
