,Report_Date,UK_turks and caicos islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.21167764342971,7.316737029057914,True,1,0.00016986325604381234,12.740849643583367
1,2020-01-23,0,77.21167764342971,7.316737029057914,True,2,0.00019717673816968426,12.740849643583367
2,2020-01-24,0,77.21167764342971,7.316737029057914,True,3,0.00022888207439330027,12.740849643583367
3,2020-01-25,0,77.21167764342971,7.316737029057914,True,4,0.00026568542625104676,12.740849643583367
4,2020-01-26,0,77.21167764342971,7.316737029057914,True,5,0.0003084064899468386,12.740849643583367
5,2020-01-27,0,77.21167764342971,7.316737029057914,True,6,0.0003579967472556506,12.740849643583367
6,2020-01-28,0,77.21167764342971,7.316737029057914,True,7,0.0004155606492917552,12.740849643583367
7,2020-01-29,0,77.21167764342971,7.316737029057914,True,8,0.00048238020409624915,12.740849643583367
8,2020-01-30,0,77.21167764342971,7.316737029057914,True,9,0.0005599435145026641,12.740849643583367
9,2020-01-31,0,77.21167764342971,7.316737029057914,True,10,0.0006499779003065969,12.740849643583367
10,2020-02-01,0,77.21167764342971,7.316737029057914,True,11,0.0007544883403079477,12.740849643583367
11,2020-02-02,0,77.21167764342971,7.316737029057914,True,12,0.0008758020875232644,12.740849643583367
12,2020-02-03,0,77.21167764342971,7.316737029057914,True,13,0.0010166204473343959,12.740849643583367
13,2020-02-04,0,77.21167764342971,7.316737029057914,True,14,0.0011800788664952508,12.740849643583367
14,2020-02-05,0,77.21167764342971,7.316737029057914,True,15,0.001369816664158948,12.740849643583367
15,2020-02-06,0,77.21167764342971,7.316737029057914,True,16,0.0015900579483264885,12.740849643583367
16,2020-02-07,0,77.21167764342971,7.316737029057914,True,17,0.0018457055068564232,12.740849643583367
17,2020-02-08,0,77.21167764342971,7.316737029057914,True,18,0.0021424497465816015,12.740849643583367
18,2020-02-09,0,77.21167764342971,7.316737029057914,True,19,0.002486895083078604,12.740849643583367
