,Report_Date,Bulgaria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,0,334.2255273780186,207490.2892269508,False,34,13.386047122143811,414980.57845390146
34,2020-02-25,0,334.2255273780186,207490.2892269508,False,35,13.855168663639486,414980.57845390146
35,2020-02-26,0,334.2255273780186,207490.2892269508,False,36,14.340730264936143,414980.57845390146
36,2020-02-27,0,334.2255273780186,207490.2892269508,False,37,14.843308016733111,414980.57845390146
37,2020-02-28,0,334.2255273780186,207490.2892269508,False,38,15.363498194144354,414980.57845390146
38,2020-02-29,0,334.2255273780186,207490.2892269508,False,39,15.901917963691027,414980.57845390146
39,2020-03-01,0,334.2255273780186,207490.2892269508,False,40,16.45920611504297,414980.57845390146
40,2020-03-02,0,334.2255273780186,207490.2892269508,False,41,17.036023818374385,414980.57845390146
41,2020-03-03,0,334.2255273780186,207490.2892269508,False,42,17.63305540822918,414980.57845390146
42,2020-03-04,0,334.2255273780186,207490.2892269508,False,43,18.251009194822714,414980.57845390146
43,2020-03-05,0,334.2255273780186,207490.2892269508,False,44,18.89061830373897,414980.57845390146
44,2020-03-06,0,334.2255273780186,207490.2892269508,False,45,19.552641545015625,414980.57845390146
45,2020-03-07,0,334.2255273780186,207490.2892269508,False,46,20.237864312643943,414980.57845390146
46,2020-03-08,4,334.2255273780186,207490.2892269508,False,47,20.9470995155465,414980.57845390146
47,2020-03-09,4,334.2255273780186,207490.2892269508,False,48,21.681188541132492,414980.57845390146
48,2020-03-10,4,334.2255273780186,207490.2892269508,False,49,22.441002252568772,414980.57845390146
49,2020-03-11,7,334.2255273780186,207490.2892269508,False,50,23.22744202094448,414980.57845390146
50,2020-03-12,7,334.2255273780186,207490.2892269508,False,51,24.041440793548016,414980.57845390146
51,2020-03-13,23,334.2255273780186,207490.2892269508,False,52,24.883964199517646,414980.57845390146
52,2020-03-14,41,334.2255273780186,207490.2892269508,False,53,25.75601169417075,414980.57845390146
53,2020-03-15,51,334.2255273780186,207490.2892269508,False,54,26.658617743362374,414980.57845390146
54,2020-03-16,52,334.2255273780186,207490.2892269508,False,55,27.592853049270442,414980.57845390146
55,2020-03-17,67,334.2255273780186,207490.2892269508,False,56,28.5598258190538,414980.57845390146
56,2020-03-18,92,334.2255273780186,207490.2892269508,False,57,29.560683077879425,414980.57845390146
57,2020-03-19,94,334.2255273780186,207490.2892269508,False,58,30.596612027867117,414980.57845390146
58,2020-03-20,127,334.2255273780186,207490.2892269508,False,59,31.668841454553863,414980.57845390146
59,2020-03-21,163,334.2255273780186,207490.2892269508,False,60,32.778643182535625,414980.57845390146
60,2020-03-22,187,334.2255273780186,207490.2892269508,False,61,33.927333582001935,414980.57845390146
61,2020-03-23,201,334.2255273780186,207490.2892269508,False,62,35.11627512793821,414980.57845390146
62,2020-03-24,218,334.2255273780186,207490.2892269508,False,63,36.34687801383199,414980.57845390146
63,2020-03-25,242,334.2255273780186,207490.2892269508,False,64,37.62060182178372,414980.57845390146
64,2020-03-26,264,334.2255273780186,207490.2892269508,False,65,38.93895725098767,414980.57845390146
65,2020-03-27,293,334.2255273780186,207490.2892269508,False,66,40.30350790661738,414980.57845390146
66,2020-03-28,331,334.2255273780186,207490.2892269508,False,67,41.71587215122026,414980.57845390146
67,2020-03-29,346,334.2255273780186,207490.2892269508,False,68,43.17772502079879,414980.57845390146
68,2020-03-30,359,334.2255273780186,207490.2892269508,False,69,44.69080020783134,414980.57845390146
69,2020-03-31,399,334.2255273780186,207490.2892269508,False,70,46.25689211356327,414980.57845390146
70,2020-04-01,422,334.2255273780186,207490.2892269508,False,71,47.877857971979914,414980.57845390146
71,2020-04-02,457,334.2255273780186,207490.2892269508,False,72,49.555620047956275,414980.57845390146
72,2020-04-03,485,334.2255273780186,207490.2892269508,False,73,51.29216791216428,414980.57845390146
73,2020-04-04,503,334.2255273780186,207490.2892269508,False,74,53.08956079540778,414980.57845390146
74,2020-04-05,531,334.2255273780186,207490.2892269508,False,75,54.94993002514786,414980.57845390146
75,2020-04-06,549,334.2255273780186,207490.2892269508,False,76,56.87548154707538,414980.57845390146
76,2020-04-07,577,334.2255273780186,207490.2892269508,False,77,58.868498534687646,414980.57845390146
77,2020-04-08,593,334.2255273780186,207490.2892269508,False,78,60.931344089926455,414980.57845390146
78,2020-04-09,618,334.2255273780186,207490.2892269508,False,79,63.06646403804123,414980.57845390146
79,2020-04-10,635,334.2255273780186,207490.2892269508,False,80,65.27638981994906,414980.57845390146
80,2020-04-11,661,334.2255273780186,207490.2892269508,False,81,67.56374148547634,414980.57845390146
81,2020-04-12,675,334.2255273780186,207490.2892269508,False,82,69.93123079098315,414980.57845390146
82,2020-04-13,685,334.2255273780186,207490.2892269508,False,83,72.38166440499103,414980.57845390146
83,2020-04-14,713,334.2255273780186,207490.2892269508,False,84,74.91794722556023,414980.57845390146
84,2020-04-15,747,334.2255273780186,207490.2892269508,False,85,77.54308581328995,414980.57845390146
85,2020-04-16,800,334.2255273780186,207490.2892269508,False,86,80.26019194394803,414980.57845390146
86,2020-04-17,846,334.2255273780186,207490.2892269508,False,87,83.07248628487429,414980.57845390146
87,2020-04-18,878,334.2255273780186,207490.2892269508,False,88,85.98330219944292,414980.57845390146
88,2020-04-19,894,334.2255273780186,207490.2892269508,False,89,88.99608968401549,414980.57845390146
89,2020-04-20,929,334.2255273780186,207490.2892269508,False,90,92.11441944196861,414980.57845390146
90,2020-04-21,975,334.2255273780186,207490.2892269508,False,91,95.34198709953564,414980.57845390146
91,2020-04-22,1024,334.2255273780186,207490.2892269508,False,92,98.6826175683634,414980.57845390146
92,2020-04-23,1097,334.2255273780186,207490.2892269508,False,93,102.14026955985254,414980.57845390146
93,2020-04-24,1234,334.2255273780186,207490.2892269508,False,94,105.71904025652175,414980.57845390146
94,2020-04-25,1247,334.2255273780186,207490.2892269508,False,95,109.42317014581421,414980.57845390146
95,2020-04-26,1300,334.2255273780186,207490.2892269508,False,96,113.25704802194898,414980.57845390146
96,2020-04-27,1363,334.2255273780186,207490.2892269508,False,97,117.22521616160961,414980.57845390146
97,2020-04-28,1399,334.2255273780186,207490.2892269508,False,98,121.3323756794581,414980.57845390146
98,2020-04-29,1447,334.2255273780186,207490.2892269508,False,99,125.58339206966542,414980.57845390146
99,2020-04-30,1506,334.2255273780186,207490.2892269508,False,100,129.98330093985825,414980.57845390146
100,2020-05-01,1555,334.2255273780186,207490.2892269508,False,101,134.53731394409814,414980.57845390146
101,2020-05-02,1594,334.2255273780186,207490.2892269508,False,102,139.2508249217307,414980.57845390146
102,2020-05-03,1618,334.2255273780186,207490.2892269508,False,103,144.1294162491744,414980.57845390146
103,2020-05-04,1652,334.2255273780186,207490.2892269508,False,104,149.17886541195415,414980.57845390146
104,2020-05-05,1704,334.2255273780186,207490.2892269508,False,105,154.40515180453013,414980.57845390146
105,2020-05-06,1778,334.2255273780186,207490.2892269508,False,106,159.81446376572552,414980.57845390146
106,2020-05-07,1829,334.2255273780186,207490.2892269508,False,107,165.4132058578178,414980.57845390146
107,2020-05-08,1872,334.2255273780186,207490.2892269508,False,108,171.20800639762433,414980.57845390146
108,2020-05-09,1921,334.2255273780186,207490.2892269508,False,109,177.2057252481956,414980.57845390146
109,2020-05-10,1965,334.2255273780186,207490.2892269508,False,110,183.4134618800098,414980.57845390146
110,2020-05-11,1990,334.2255273780186,207490.2892269508,False,111,189.8385637108619,414980.57845390146
111,2020-05-12,2023,334.2255273780186,207490.2892269508,False,112,196.4886347339413,414980.57845390146
112,2020-05-13,2069,334.2255273780186,207490.2892269508,False,113,203.3715444439079,414980.57845390146
113,2020-05-14,2100,334.2255273780186,207490.2892269508,False,114,210.49543707109817,414980.57845390146
114,2020-05-15,2138,334.2255273780186,207490.2892269508,False,115,217.86874113432606,414980.57845390146
115,2020-05-16,2175,334.2255273780186,207490.2892269508,False,116,225.50017932308737,414980.57845390146
116,2020-05-17,2211,334.2255273780186,207490.2892269508,False,117,233.39877872032864,414980.57845390146
117,2020-05-18,2235,334.2255273780186,207490.2892269508,False,118,241.57388137730658,414980.57845390146
118,2020-05-19,2259,334.2255273780186,207490.2892269508,False,119,250.03515525243648,414980.57845390146
119,2020-05-20,2292,334.2255273780186,207490.2892269508,False,120,258.7926055264202,414980.57845390146
120,2020-05-21,2331,334.2255273780186,207490.2892269508,False,121,267.85658630633134,414980.57845390146
121,2020-05-22,2372,334.2255273780186,207490.2892269508,False,122,277.2378127317567,414980.57845390146
122,2020-05-23,2408,334.2255273780186,207490.2892269508,False,123,286.94737349650114,414980.57845390146
123,2020-05-24,2427,334.2255273780186,207490.2892269508,False,124,296.9967437998043,414980.57845390146
124,2020-05-25,2433,334.2255273780186,207490.2892269508,False,125,307.3977987414627,414980.57845390146
125,2020-05-26,2443,334.2255273780186,207490.2892269508,False,126,318.16282717569817,414980.57845390146
126,2020-05-27,2460,334.2255273780186,207490.2892269508,False,127,329.30454603910067,414980.57845390146
127,2020-05-28,2477,334.2255273780186,207490.2892269508,False,128,340.8361151684369,414980.57845390146
128,2020-05-29,2485,334.2255273780186,207490.2892269508,False,129,352.7711526246326,414980.57845390146
129,2020-05-30,2499,334.2255273780186,207490.2892269508,False,130,365.123750539729,414980.57845390146
130,2020-05-31,2513,334.2255273780186,207490.2892269508,False,131,377.9084915041455,414980.57845390146
131,2020-06-01,2519,334.2255273780186,207490.2892269508,False,132,391.14046551212294,414980.57845390146
132,2020-06-02,2538,334.2255273780186,207490.2892269508,False,133,404.835287483754,414980.57845390146
133,2020-06-03,2560,334.2255273780186,207490.2892269508,False,134,419.00911538259777,414980.57845390146
134,2020-06-04,2585,334.2255273780186,207490.2892269508,False,135,433.678668948428,414980.57845390146
135,2020-06-05,2627,334.2255273780186,207490.2892269508,False,136,448.86124906528255,414980.57845390146
136,2020-06-06,2711,334.2255273780186,207490.2892269508,False,137,464.57475778556636,414980.57845390146
137,2020-06-07,2727,334.2255273780186,207490.2892269508,False,138,480.83771903159885,414980.57845390146
138,2020-06-08,2810,334.2255273780186,207490.2892269508,False,139,497.66929999662875,414980.57845390146
139,2020-06-09,2889,334.2255273780186,207490.2892269508,False,140,515.0893332679784,414980.57845390146
140,2020-06-10,2993,334.2255273780186,207490.2892269508,False,141,533.1183396956674,414980.57845390146
141,2020-06-11,3086,334.2255273780186,207490.2892269508,False,142,551.7775520305188,414980.57845390146
142,2020-06-12,3191,334.2255273780186,207490.2892269508,False,143,571.0889393564635,414980.57845390146
143,2020-06-13,3266,334.2255273780186,207490.2892269508,False,144,591.0752323424624,414980.57845390146
144,2020-06-14,3290,334.2255273780186,207490.2892269508,False,145,611.7599493401702,414980.57845390146
145,2020-06-15,3341,334.2255273780186,207490.2892269508,False,146,633.1674233542315,414980.57845390146
146,2020-06-16,3453,334.2255273780186,207490.2892269508,False,147,655.3228299128077,414980.57845390146
147,2020-06-17,3542,334.2255273780186,207490.2892269508,False,148,678.2522158667335,414980.57845390146
148,2020-06-18,3674,334.2255273780186,207490.2892269508,False,149,701.9825291464394,414980.57845390146
149,2020-06-19,3755,334.2255273780186,207490.2892269508,False,150,726.5416495065814,414980.57845390146
150,2020-06-20,3872,334.2255273780186,207490.2892269508,False,151,751.9584202891151,414980.57845390146
151,2020-06-21,3905,334.2255273780186,207490.2892269508,False,152,778.2626812363364,414980.57845390146
152,2020-06-22,3984,334.2255273780186,207490.2892269508,False,153,805.4853023862553,414980.57845390146
153,2020-06-23,4114,334.2255273780186,207490.2892269508,False,154,833.6582190834599,414980.57845390146
154,2020-06-24,4242,334.2255273780186,207490.2892269508,False,155,862.8144681394953,414980.57845390146
155,2020-06-25,4408,334.2255273780186,207490.2892269508,False,156,892.9882251775786,414980.57845390146
156,2020-06-26,4513,334.2255273780186,207490.2892269508,False,157,924.2148431973451,414980.57845390146
157,2020-06-27,4625,334.2255273780186,207490.2892269508,False,158,956.5308923961585,414980.57845390146
158,2020-06-28,4691,334.2255273780186,207490.2892269508,False,159,989.9742012843419,414980.57845390146
159,2020-06-29,4831,334.2255273780186,207490.2892269508,False,160,1024.5838991325777,414980.57845390146
160,2020-06-30,4989,334.2255273780186,207490.2892269508,False,161,1060.4004597905155,414980.57845390146
161,2020-07-01,5154,334.2255273780186,207490.2892269508,False,162,1097.4657469165254,414980.57845390146
162,2020-07-02,5315,334.2255273780186,207490.2892269508,False,163,1135.823060659314,414980.57845390146
163,2020-07-03,5497,334.2255273780186,207490.2892269508,False,164,1175.5171858329793,414980.57845390146
164,2020-07-04,5677,334.2255273780186,207490.2892269508,False,165,1216.5944416278967,414980.57845390146
165,2020-07-05,5740,334.2255273780186,207490.2892269508,False,166,1259.1027329005847,414980.57845390146
166,2020-07-06,5914,334.2255273780186,207490.2892269508,False,167,1303.0916030865385,414980.57845390146
167,2020-07-07,6102,334.2255273780186,207490.2892269508,False,168,1348.6122887807198,414980.57845390146
168,2020-07-08,6342,334.2255273780186,207490.2892269508,False,169,1395.7177760311504,414980.57845390146
169,2020-07-09,6672,334.2255273780186,207490.2892269508,False,170,1444.4628583917665,414980.57845390146
170,2020-07-10,6964,334.2255273780186,207490.2892269508,False,171,1494.904196781309,414980.57845390146
171,2020-07-11,7175,334.2255273780186,207490.2892269508,False,172,1547.10038119571,414980.57845390146
172,2020-07-12,7252,334.2255273780186,207490.2892269508,False,173,1601.1119943219448,414980.57845390146
173,2020-07-13,7411,334.2255273780186,207490.2892269508,False,174,1657.0016771019139,414980.57845390146
174,2020-07-14,7645,334.2255273780186,207490.2892269508,False,175,1714.8341962953148,414980.57845390146
175,2020-07-15,7877,334.2255273780186,207490.2892269508,False,176,1774.6765140909085,414980.57845390146
176,2020-07-16,8144,334.2255273780186,207490.2892269508,False,177,1836.5978598159177,414980.57845390146
177,2020-07-17,8442,334.2255273780186,207490.2892269508,False,178,1900.669803793474,414980.57845390146
178,2020-07-18,8638,334.2255273780186,207490.2892269508,False,179,1966.9663333982885,414980.57845390146
179,2020-07-19,8733,334.2255273780186,207490.2892269508,False,180,2035.5639313606562,414980.57845390146
180,2020-07-20,8929,334.2255273780186,207490.2892269508,False,181,2106.5416563689732,414980.57845390146
181,2020-07-21,9254,334.2255273780186,207490.2892269508,False,182,2179.9812260206586,414980.57845390146
182,2020-07-22,9584,334.2255273780186,207490.2892269508,False,183,2255.967102171136,414980.57845390146
183,2020-07-23,9853,334.2255273780186,207490.2892269508,False,184,2334.5865787300777,414980.57845390146
184,2020-07-24,10123,334.2255273780186,207490.2892269508,False,185,2415.9298719534418,414980.57845390146
185,2020-07-25,10312,334.2255273780186,207490.2892269508,False,186,2500.0902132791553,414980.57845390146
186,2020-07-26,10427,334.2255273780186,207490.2892269508,False,187,2587.163944753224,414980.57845390146
187,2020-07-27,10621,334.2255273780186,207490.2892269508,False,188,2677.2506170919546,414980.57845390146
188,2020-07-28,10871,334.2255273780186,207490.2892269508,False,189,2770.4530904245794,414980.57845390146
189,2020-07-29,11155,334.2255273780186,207490.2892269508,False,190,2866.8776377588856,414980.57845390146
190,2020-07-30,11420,334.2255273780186,207490.2892269508,False,191,2966.634051210678,414980.57845390146
191,2020-07-31,11690,334.2255273780186,207490.2892269508,False,192,3069.8357510356177,414980.57845390146
192,2020-08-01,11836,334.2255273780186,207490.2892269508,False,193,3176.5998974996487,414980.57845390146
193,2020-08-02,11955,334.2255273780186,207490.2892269508,False,194,3287.0475056213286,414980.57845390146
194,2020-08-03,12159,334.2255273780186,207490.2892269508,False,195,3401.3035628163225,414980.57845390146
195,2020-08-04,12414,334.2255273780186,207490.2892269508,False,196,3519.49714947083,414980.57845390146
196,2020-08-05,12717,334.2255273780186,207490.2892269508,False,197,3641.7615624667196,414980.57845390146
197,2020-08-06,13014,334.2255273780186,207490.2892269508,False,198,3768.234441676956,414980.57845390146
198,2020-08-07,13209,334.2255273780186,207490.2892269508,False,199,3899.0578994449725,414980.57845390146
199,2020-08-08,13343,334.2255273780186,207490.2892269508,False,200,4034.3786530565085,414980.57845390146
200,2020-08-09,13396,334.2255273780186,207490.2892269508,False,201,4174.348160206476,414980.57845390146
201,2020-08-10,13512,334.2255273780186,207490.2892269508,False,202,4319.122757457169,414980.57845390146
202,2020-08-11,13722,334.2255273780186,207490.2892269508,False,203,4468.863801677159,414980.57845390146
203,2020-08-12,13893,334.2255273780186,207490.2892269508,False,204,4623.737814442485,414980.57845390146
204,2020-08-13,13893,334.2255273780186,207490.2892269508,False,205,4783.916629373706,414980.57845390146
205,2020-08-14,14243,334.2255273780186,207490.2892269508,False,206,4949.577542373142,414980.57845390146
206,2020-08-15,14333,334.2255273780186,207490.2892269508,False,207,5120.903464716997,414980.57845390146
207,2020-08-16,14365,334.2255273780186,207490.2892269508,False,208,5298.083078946531,414980.57845390146
208,2020-08-17,14500,334.2255273780186,207490.2892269508,False,209,5481.3109974908075,414980.57845390146
209,2020-08-18,14669,334.2255273780186,207490.2892269508,False,210,5670.787923941478,414980.57845390146
210,2020-08-19,14820,334.2255273780186,207490.2892269508,False,211,5866.720816886448,414980.57845390146
211,2020-08-20,14962,334.2255273780186,207490.2892269508,False,212,6069.32305619527,414980.57845390146
212,2020-08-21,15131,334.2255273780186,207490.2892269508,False,213,6278.814611633398,414980.57845390146
213,2020-08-22,15131,334.2255273780186,207490.2892269508,False,214,6495.422213666138,414980.57845390146
214,2020-08-23,15287,334.2255273780186,207490.2892269508,False,215,6719.379526295388,414980.57845390146
215,2020-08-24,15386,334.2255273780186,207490.2892269508,False,216,6950.927321753115,414980.57845390146
216,2020-08-25,15589,334.2255273780186,207490.2892269508,False,217,7190.313656855615,414980.57845390146
217,2020-08-26,15751,334.2255273780186,207490.2892269508,False,218,7437.794050800523,414980.57845390146
218,2020-08-27,15908,334.2255273780186,207490.2892269508,False,219,7693.631664165956,414980.57845390146
219,2020-08-28,16065,334.2255273780186,207490.2892269508,False,220,7958.0974788462045,414980.57845390146
220,2020-08-29,16164,334.2255273780186,207490.2892269508,False,221,8231.470478632536,414980.57845390146
221,2020-08-30,16190,334.2255273780186,207490.2892269508,False,222,8514.037830119949,414980.57845390146
222,2020-08-31,16266,334.2255273780186,207490.2892269508,False,223,8806.0950635911,414980.57845390146
223,2020-09-01,16454,334.2255273780186,207490.2892269508,False,224,9107.94625349783,414980.57845390146
224,2020-09-02,16617,334.2255273780186,207490.2892269508,False,225,9419.904198127466,414980.57845390146
225,2020-09-03,16775,334.2255273780186,207490.2892269508,False,226,9742.290598006502,414980.57845390146
226,2020-09-04,16954,334.2255273780186,207490.2892269508,False,227,10075.436232557611,414980.57845390146
227,2020-09-05,17050,334.2255273780186,207490.2892269508,False,228,10419.681134487051,414980.57845390146
228,2020-09-06,17089,334.2255273780186,207490.2892269508,False,229,10775.374761339408,414980.57845390146
229,2020-09-07,17146,334.2255273780186,207490.2892269508,False,230,11142.876163613366,414980.57845390146
230,2020-09-08,17313,334.2255273780186,207490.2892269508,False,231,11522.554148788186,414980.57845390146
231,2020-09-09,17435,334.2255273780186,207490.2892269508,False,232,11914.787440563243,414980.57845390146
232,2020-09-10,17598,334.2255273780186,207490.2892269508,False,233,12319.964832564467,414980.57845390146
233,2020-09-11,17799,334.2255273780186,207490.2892269508,False,234,12738.485335720581,414980.57845390146
234,2020-09-12,17891,334.2255273780186,207490.2892269508,False,235,13170.758318459046,414980.57845390146
235,2020-09-13,17918,334.2255273780186,207490.2892269508,False,236,13617.203638816249,414980.57845390146
236,2020-09-14,18061,334.2255273780186,207490.2892269508,False,237,14078.251767500211,414980.57845390146
237,2020-09-15,18216,334.2255273780186,207490.2892269508,False,238,14554.343900884474,414980.57845390146
238,2020-09-16,18390,334.2255273780186,207490.2892269508,False,239,15045.932062851052,414980.57845390146
239,2020-09-17,18544,334.2255273780186,207490.2892269508,False,240,15553.47919433842,414980.57845390146
240,2020-09-18,18733,334.2255273780186,207490.2892269508,False,241,16077.459229385517,414980.57845390146
241,2020-09-19,18819,334.2255273780186,207490.2892269508,False,242,16618.357156397862,414980.57845390146
242,2020-09-20,18863,334.2255273780186,207490.2892269508,False,243,17176.66906329419,414980.57845390146
243,2020-09-21,19014,334.2255273780186,207490.2892269508,False,244,17752.90216512502,414980.57845390146
244,2020-09-22,19123,334.2255273780186,207490.2892269508,False,245,18347.574812685136,414980.57845390146
245,2020-09-23,19283,334.2255273780186,207490.2892269508,False,246,18961.21648057252,414980.57845390146
246,2020-09-24,19573,334.2255273780186,207490.2892269508,False,247,19594.367733077885,414980.57845390146
247,2020-09-25,19828,334.2255273780186,207490.2892269508,False,248,20247.58016621847,414980.57845390146
248,2020-09-26,19997,334.2255273780186,207490.2892269508,False,249,20921.416324162146,414980.57845390146
249,2020-09-27,20055,334.2255273780186,207490.2892269508,False,250,21616.449588219395,414980.57845390146
250,2020-09-28,20271,334.2255273780186,207490.2892269508,False,251,22333.264036516004,414980.57845390146
251,2020-09-29,20547,334.2255273780186,207490.2892269508,False,252,23072.454272394716,414980.57845390146
252,2020-09-30,20833,334.2255273780186,207490.2892269508,False,253,23834.625219533173,414980.57845390146
253,2020-10-01,20833,334.2255273780186,207490.2892269508,False,254,24620.391881709147,414980.57845390146
254,2020-10-02,21336,334.2255273780186,207490.2892269508,False,255,25430.379065089903,414980.57845390146
255,2020-10-03,21518,334.2255273780186,207490.2892269508,False,256,26265.221060875574,414980.57845390146
256,2020-10-04,21587,334.2255273780186,207490.2892269508,False,257,27125.561286083503,414980.57845390146
257,2020-10-05,21870,334.2255273780186,207490.2892269508,False,258,28012.051880227147,414980.57845390146
258,2020-10-06,22306,334.2255273780186,207490.2892269508,False,259,28925.35325561497,414980.57845390146
259,2020-10-07,22743,334.2255273780186,207490.2892269508,False,260,29866.13359897706,414980.57845390146
260,2020-10-08,23259,334.2255273780186,207490.2892269508,False,261,30835.06832212095,414980.57845390146
261,2020-10-09,23871,334.2255273780186,207490.2892269508,False,262,31832.839459320396,414980.57845390146
262,2020-10-10,24319,334.2255273780186,207490.2892269508,False,263,32860.13500915906,414980.57845390146
263,2020-10-11,24402,334.2255273780186,207490.2892269508,False,264,33917.648218580325,414980.57845390146
264,2020-10-12,24989,334.2255273780186,207490.2892269508,False,265,35006.07680694269,414980.57845390146
265,2020-10-13,25774,334.2255273780186,207490.2892269508,False,266,36126.12212794175,414980.57845390146
266,2020-10-14,26593,334.2255273780186,207490.2892269508,False,267,37278.488267341585,414980.57845390146
267,2020-10-15,27507,334.2255273780186,207490.2892269508,False,268,38463.88107456098,414980.57845390146
268,2020-10-16,28505,334.2255273780186,207490.2892269508,False,269,39683.00712628099,414980.57845390146
269,2020-10-17,29108,334.2255273780186,207490.2892269508,False,270,40936.57262038729,414980.57845390146
270,2020-10-18,29503,334.2255273780186,207490.2892269508,False,271,42225.282198729095,414980.57845390146
271,2020-10-19,30527,334.2255273780186,207490.2892269508,False,272,43549.837697373834,414980.57845390146
272,2020-10-20,31863,334.2255273780186,207490.2892269508,False,273,44910.93682325811,414980.57845390146
273,2020-10-21,33335,334.2255273780186,207490.2892269508,False,274,46309.2717563859,414980.57845390146
274,2020-10-22,34930,334.2255273780186,207490.2892269508,False,275,47745.52767700748,414980.57845390146
275,2020-10-23,36519,334.2255273780186,207490.2892269508,False,276,49220.38121752159,414980.57845390146
276,2020-10-24,37562,334.2255273780186,207490.2892269508,False,277,50734.498839186825,414980.57845390146
277,2020-10-25,37889,334.2255273780186,207490.2892269508,False,278,52288.53513410191,414980.57845390146
278,2020-10-26,40132,334.2255273780186,207490.2892269508,False,279,53883.13105332316,414980.57845390146
279,2020-10-27,42701,334.2255273780186,207490.2892269508,False,280,55518.91206242546,414980.57845390146
280,2020-10-28,45461,334.2255273780186,207490.2892269508,False,281,57196.4862262854,414980.57845390146
281,2020-10-29,48150,334.2255273780186,207490.2892269508,False,282,58916.44222537158,414980.57845390146
282,2020-10-30,51041,334.2255273780186,207490.2892269508,False,283,60679.34730636012,414980.57845390146
283,2020-10-31,52844,334.2255273780186,207490.2892269508,False,284,62485.74517045968,414980.57845390146
284,2020-11-01,54069,334.2255273780186,207490.2892269508,False,285,64336.153803425455,414980.57845390146
285,2020-11-02,56496,334.2255273780186,207490.2892269508,False,286,66231.063251859,414980.57845390146
286,2020-11-03,60537,334.2255273780186,207490.2892269508,False,287,68170.93335103615,414980.57845390146
287,2020-11-04,64591,334.2255273780186,207490.2892269508,False,288,70156.19141016543,414980.57845390146
288,2020-11-05,68345,334.2255273780186,207490.2892269508,False,289,72187.22986166291,414980.57845390146
289,2020-11-06,72184,334.2255273780186,207490.2892269508,False,290,74264.40388171728,414980.57845390146
