,Report_Date,Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,127.91572168721815,4328.06130158094,True,42,3.7917444285180224,7836.486323797087
42,2020-03-04,0,127.91572168721815,4328.06130158094,True,43,4.1486746518904365,7836.486323797087
43,2020-03-05,0,127.91572168721815,4328.06130158094,True,44,4.539186344317336,7836.486323797087
44,2020-03-06,0,127.91572168721815,4328.06130158094,True,45,4.9664355147333925,7836.486323797087
45,2020-03-07,0,127.91572168721815,4328.06130158094,True,46,5.433874091170253,7836.486323797087
46,2020-03-08,0,127.91572168721815,4328.06130158094,True,47,5.945277532262083,7836.486323797087
47,2020-03-09,0,127.91572168721815,4328.06130158094,True,48,6.504774988491848,7836.486323797087
48,2020-03-10,0,127.91572168721815,4328.06130158094,True,49,7.116882243365591,7836.486323797087
49,2020-03-11,0,127.91572168721815,4328.06130158094,True,50,7.786537684435185,7836.486323797087
50,2020-03-12,0,127.91572168721815,4328.06130158094,True,51,8.519141575302395,7836.486323797087
51,2020-03-13,1,127.91572168721815,4328.06130158094,True,52,9.32059892249554,7836.486323797087
52,2020-03-14,1,127.91572168721815,4328.06130158094,True,53,10.197366255471906,7836.486323797087
53,2020-03-15,1,127.91572168721815,4328.06130158094,True,54,11.156502664012386,7836.486323797087
54,2020-03-16,1,127.91572168721815,4328.06130158094,True,55,12.205725464970959,7836.486323797087
55,2020-03-17,1,127.91572168721815,4328.06130158094,True,56,13.353470899732336,7836.486323797087
56,2020-03-18,2,127.91572168721815,4328.06130158094,True,57,14.608960294801683,7836.486323797087
57,2020-03-19,2,127.91572168721815,4328.06130158094,True,58,15.982272150650957,7836.486323797087
58,2020-03-20,2,127.91572168721815,4328.06130158094,True,59,17.484420658185552,7836.486323797087
59,2020-03-21,2,127.91572168721815,4328.06130158094,True,60,19.127441177825386,7836.486323797087
60,2020-03-22,2,127.91572168721815,4328.06130158094,True,61,20.924483253002304,7836.486323797087
61,2020-03-23,2,127.91572168721815,4328.06130158094,True,62,22.889911767563543,7836.486323797087
62,2020-03-24,3,127.91572168721815,4328.06130158094,True,63,25.039416894739414,7836.486323797087
63,2020-03-25,3,127.91572168721815,4328.06130158094,True,64,27.39013352345811,7836.486323797087
64,2020-03-26,3,127.91572168721815,4328.06130158094,True,65,29.960770885198663,7836.486323797087
65,2020-03-27,3,127.91572168721815,4328.06130158094,True,66,32.77175314040672,7836.486323797087
66,2020-03-28,5,127.91572168721815,4328.06130158094,True,67,35.8453717166858,7836.486323797087
67,2020-03-29,6,127.91572168721815,4328.06130158094,True,68,39.20595022018398,7836.486323797087
68,2020-03-30,6,127.91572168721815,4328.06130158094,True,69,42.88002276518322,7836.486323797087
69,2020-03-31,7,127.91572168721815,4328.06130158094,True,70,46.89652658285897,7836.486323797087
70,2020-04-01,7,127.91572168721815,4328.06130158094,True,71,51.287009776078314,7836.486323797087
71,2020-04-02,8,127.91572168721815,4328.06130158094,True,72,56.08585508001299,7836.486323797087
72,2020-04-03,10,127.91572168721815,4328.06130158094,True,73,61.33052046474193,7836.486323797087
73,2020-04-04,10,127.91572168721815,4328.06130158094,True,74,67.06179737172113,7836.486323797087
74,2020-04-05,12,127.91572168721815,4328.06130158094,True,75,73.32408730604767,7836.486323797087
75,2020-04-06,12,127.91572168721815,4328.06130158094,True,76,80.16569740500712,7836.486323797087
76,2020-04-07,14,127.91572168721815,4328.06130158094,True,77,87.63915546364099,7836.486323797087
77,2020-04-08,14,127.91572168721815,4328.06130158094,True,78,95.80154471208357,7836.486323797087
78,2020-04-09,15,127.91572168721815,4328.06130158094,True,79,104.71485839804083,7836.486323797087
79,2020-04-10,17,127.91572168721815,4328.06130158094,True,80,114.4463739205593,7836.486323797087
80,2020-04-11,19,127.91572168721815,4328.06130158094,True,81,125.06904587627848,7836.486323797087
81,2020-04-12,19,127.91572168721815,4328.06130158094,True,82,136.6619169033371,7836.486323797087
82,2020-04-13,29,127.91572168721815,4328.06130158094,True,83,149.31054462619582,7836.486323797087
83,2020-04-14,32,127.91572168721815,4328.06130158094,True,84,163.107442300609,7836.486323797087
84,2020-04-15,32,127.91572168721815,4328.06130158094,True,85,178.1525299143456,7836.486323797087
85,2020-04-16,32,127.91572168721815,4328.06130158094,True,86,194.55359149755492,7836.486323797087
86,2020-04-17,33,127.91572168721815,4328.06130158094,True,87,212.4267332179399,7836.486323797087
87,2020-04-18,66,127.91572168721815,4328.06130158094,True,88,231.8968354613616,7836.486323797087
88,2020-04-19,66,127.91572168721815,4328.06130158094,True,89,253.09799051054944,7836.486323797087
89,2020-04-20,107,127.91572168721815,4328.06130158094,True,90,276.17391561812656,7836.486323797087
90,2020-04-21,107,127.91572168721815,4328.06130158094,True,91,301.27832921437016,7836.486323797087
91,2020-04-22,140,127.91572168721815,4328.06130158094,True,92,328.5752756907437,7836.486323797087
92,2020-04-23,174,127.91572168721815,4328.06130158094,True,93,358.239381662451,7836.486323797087
93,2020-04-24,174,127.91572168721815,4328.06130158094,True,94,390.45602385521454,7836.486323797087
94,2020-04-25,213,127.91572168721815,4328.06130158094,True,95,425.42138581850475,7836.486323797087
95,2020-04-26,237,127.91572168721815,4328.06130158094,True,96,463.3423775969623,7836.486323797087
96,2020-04-27,275,127.91572168721815,4328.06130158094,True,97,504.4363893787792,7836.486323797087
97,2020-04-28,318,127.91572168721815,4328.06130158094,True,98,548.9308471029427,7836.486323797087
98,2020-04-29,375,127.91572168721815,4328.06130158094,True,99,597.0625352046133,7836.486323797087
99,2020-04-30,442,127.91572168721815,4328.06130158094,True,100,649.0766493131113,7836.486323797087
100,2020-05-01,533,127.91572168721815,4328.06130158094,True,101,705.2255400433045,7836.486323797087
101,2020-05-02,592,127.91572168721815,4328.06130158094,True,102,765.7671083445159,7836.486323797087
102,2020-05-03,592,127.91572168721815,4328.06130158094,True,103,830.9628135488067,7836.486323797087
103,2020-05-04,678,127.91572168721815,4328.06130158094,True,104,901.0752576960573,7836.486323797087
104,2020-05-05,778,127.91572168721815,4328.06130158094,True,105,976.3653143437969,7836.486323797087
105,2020-05-06,852,127.91572168721815,4328.06130158094,True,106,1057.0887773454065,7836.486323797087
106,2020-05-07,930,127.91572168721815,4328.06130158094,True,107,1143.4925154336156,7836.486323797087
107,2020-05-08,1111,127.91572168721815,4328.06130158094,True,108,1235.8101322496384,7836.486323797087
108,2020-05-09,1164,127.91572168721815,4328.06130158094,True,109,1334.2571489705788,7836.486323797087
109,2020-05-10,1365,127.91572168721815,4328.06130158094,True,110,1439.0257479890683,7836.486323797087
110,2020-05-11,1526,127.91572168721815,4328.06130158094,True,111,1550.2791410190075,7836.486323797087
111,2020-05-12,1661,127.91572168721815,4328.06130158094,True,112,1668.145653044016,7836.486323797087
112,2020-05-13,1818,127.91572168721815,4328.06130158094,True,113,1792.712643802424,7836.486323797087
113,2020-05-14,1818,127.91572168721815,4328.06130158094,True,114,1924.020419682724,7836.486323797087
114,2020-05-15,1964,127.91572168721815,4328.06130158094,True,115,2062.056319193946,7836.486323797087
115,2020-05-16,2289,127.91572168721815,4328.06130158094,True,116,2206.749182350859,7836.486323797087
116,2020-05-17,2289,127.91572168721815,4328.06130158094,True,117,2357.9644358039695,7836.486323797087
117,2020-05-18,2591,127.91572168721815,4328.06130158094,True,118,2515.5000385917415,7836.486323797087
118,2020-05-19,2728,127.91572168721815,4328.06130158094,True,119,2679.083535281734,7836.486323797087
119,2020-05-20,2728,127.91572168721815,4328.06130158094,True,120,2848.370451615398,7836.486323797087
120,2020-05-21,3138,127.91572168721815,4328.06130158094,True,121,3022.9442408574005,7836.486323797087
121,2020-05-22,3378,127.91572168721815,4328.06130158094,True,122,3202.317946148503,7836.486323797087
122,2020-05-23,3628,127.91572168721815,4328.06130158094,True,123,3385.9376858266005,7836.486323797087
123,2020-05-24,3820,127.91572168721815,4328.06130158094,True,124,3573.187996938493,7836.486323797087
124,2020-05-25,3976,127.91572168721815,4328.06130158094,True,125,3763.3989905474114,7836.486323797087
125,2020-05-26,3976,127.91572168721815,4328.06130158094,True,126,3955.855185841755,7836.486323797087
126,2020-05-27,4346,127.91572168721815,4328.06130158094,True,127,4149.805804377443,7836.486323797087
127,2020-05-28,4346,127.91572168721815,4328.06130158094,True,128,4344.476227443301,7836.486323797087
128,2020-05-29,4521,127.91572168721815,4328.06130158094,True,129,4539.080254777956,7836.486323797087
129,2020-05-30,4800,127.91572168721815,4328.06130158094,True,130,4732.832757102478,7836.486323797087
130,2020-05-31,5026,127.91572168721815,4328.06130158094,True,131,4924.962292112458,7836.486323797087
131,2020-06-01,5173,127.91572168721815,4328.06130158094,True,132,5114.72325569966,7836.486323797087
132,2020-06-02,5310,127.91572168721815,4328.06130158094,True,133,5301.407167059116,7836.486323797087
133,2020-06-03,5499,127.91572168721815,4328.06130158094,True,134,5484.352735627461,7836.486323797087
134,2020-06-04,5714,127.91572168721815,4328.06130158094,True,135,5662.954425259306,7836.486323797087
135,2020-06-05,5865,127.91572168721815,4328.06130158094,True,136,5836.669311077745,7836.486323797087
136,2020-06-06,6081,127.91572168721815,4328.06130158094,True,137,6005.022110707183,7836.486323797087
137,2020-06-07,6081,127.91572168721815,4328.06130158094,True,138,6167.608357748391,7836.486323797087
138,2020-06-08,6242,127.91572168721815,4328.06130158094,True,139,6324.095765617654,7836.486323797087
139,2020-06-09,6427,127.91572168721815,4328.06130158094,True,140,6474.223899561167,7836.486323797087
140,2020-06-10,6582,127.91572168721815,4328.06130158094,True,141,6617.802330489294,7836.486323797087
141,2020-06-11,6730,127.91572168721815,4328.06130158094,True,142,6754.707484483251,7836.486323797087
142,2020-06-12,6730,127.91572168721815,4328.06130158094,True,143,6884.878426086106,7836.486323797087
