,Report_Date,China_sichuan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,5,14.400865040957452,271.8628761233817,True,1,33.98310550292392,543.7256261680358
1,2020-01-23,8,14.400865040957452,271.8628761233817,True,2,41.019334710267884,543.7256261680358
2,2020-01-24,15,14.400865040957452,271.8628761233817,True,3,49.37131638550006,543.7256261680358
3,2020-01-25,28,14.400865040957452,271.8628761233817,True,4,59.223511007221035,543.7256261680358
4,2020-01-26,44,14.400865040957452,271.8628761233817,True,5,70.76032865372,543.7256261680358
5,2020-01-27,69,14.400865040957452,271.8628761233817,True,6,84.15418025556622,543.7256261680358
6,2020-01-28,90,14.400865040957452,271.8628761233817,True,7,99.54966449630612,543.7256261680358
7,2020-01-29,108,14.400865040957452,271.8628761233817,True,8,117.04434457137334,543.7256261680358
8,2020-01-30,142,14.400865040957452,271.8628761233817,True,9,136.66752753806128,543.7256261680358
9,2020-01-31,177,14.400865040957452,271.8628761233817,True,10,158.35961621420827,543.7256261680358
10,2020-02-01,207,14.400865040957452,271.8628761233817,True,11,181.95568003655575,543.7256261680358
11,2020-02-02,231,14.400865040957452,271.8628761233817,True,12,207.1774470857891,543.7256261680358
12,2020-02-03,254,14.400865040957452,271.8628761233817,True,13,233.63747570144633,543.7256261680358
13,2020-02-04,282,14.400865040957452,271.8628761233817,True,14,260.85753938858966,543.7256261680358
14,2020-02-05,301,14.400865040957452,271.8628761233817,True,15,288.3004285086433,543.7256261680358
15,2020-02-06,321,14.400865040957452,271.8628761233817,True,16,315.4111715294069,543.7256261680358
16,2020-02-07,344,14.400865040957452,271.8628761233817,True,17,341.6611952190367,543.7256261680358
17,2020-02-08,364,14.400865040957452,271.8628761233817,True,18,366.58813373503057,543.7256261680358
18,2020-02-09,386,14.400865040957452,271.8628761233817,True,19,389.8251892976608,543.7256261680358
19,2020-02-10,405,14.400865040957452,271.8628761233817,True,20,411.1166610320013,543.7256261680358
20,2020-02-11,417,14.400865040957452,271.8628761233817,True,21,430.3194667621713,543.7256261680358
21,2020-02-12,436,14.400865040957452,271.8628761233817,True,22,447.3931349861503,543.7256261680358
22,2020-02-13,451,14.400865040957452,271.8628761233817,True,23,462.38221140941306,543.7256261680358
23,2020-02-14,463,14.400865040957452,271.8628761233817,True,24,475.3952373639229,543.7256261680358
24,2020-02-15,470,14.400865040957452,271.8628761233817,True,25,486.58375880746746,543.7256261680358
25,2020-02-16,481,14.400865040957452,271.8628761233817,True,26,496.1237013376745,543.7256261680358
26,2020-02-17,495,14.400865040957452,271.8628761233817,True,27,504.2003124340841,543.7256261680358
27,2020-02-18,508,14.400865040957452,271.8628761233817,True,28,510.99697068159526,543.7256261680358
28,2020-02-19,514,14.400865040957452,271.8628761233817,True,29,516.6875731833421,543.7256261680358
29,2020-02-20,520,14.400865040957452,271.8628761233817,True,30,521.4319092048781,543.7256261680358
30,2020-02-21,525,14.400865040957452,271.8628761233817,True,31,525.3733350702134,543.7256261680358
31,2020-02-22,526,14.400865040957452,271.8628761233817,True,32,528.6381016110946,543.7256261680358
32,2020-02-23,526,14.400865040957452,271.8628761233817,True,33,531.3357856493801,543.7256261680358
33,2020-02-24,527,14.400865040957452,271.8628761233817,True,34,533.5603968465134,543.7256261680358
34,2020-02-25,529,14.400865040957452,271.8628761233817,True,35,535.3918453658906,543.7256261680358
35,2020-02-26,531,14.400865040957452,271.8628761233817,True,36,536.8975523470633,543.7256261680358
36,2020-02-27,534,14.400865040957452,271.8628761233817,True,37,538.1340608425545,543.7256261680358
37,2020-02-28,538,14.400865040957452,271.8628761233817,True,38,539.1485608208583,543.7256261680358
38,2020-02-29,538,14.400865040957452,271.8628761233817,True,39,539.9802812574676,543.7256261680358
39,2020-03-01,538,14.400865040957452,271.8628761233817,True,40,540.6617288518723,543.7256261680358
40,2020-03-02,538,14.400865040957452,271.8628761233817,True,41,541.2197698741523,543.7256261680358
41,2020-03-03,538,14.400865040957452,271.8628761233817,True,42,541.6765618353141,543.7256261680358
42,2020-03-04,538,14.400865040957452,271.8628761233817,True,43,542.050347239201,543.7256261680358
43,2020-03-05,539,14.400865040957452,271.8628761233817,True,44,542.3561241959662,543.7256261680358
44,2020-03-06,539,14.400865040957452,271.8628761233817,True,45,542.6062092846445,543.7256261680358
45,2020-03-07,539,14.400865040957452,271.8628761233817,True,46,542.8107075208293,543.7256261680358
46,2020-03-08,539,14.400865040957452,271.8628761233817,True,47,542.9779031325609,543.7256261680358
47,2020-03-09,539,14.400865040957452,271.8628761233817,True,48,543.114583407695,543.7256261680358
48,2020-03-10,539,14.400865040957452,271.8628761233817,True,49,543.2263063572068,543.7256261680358
49,2020-03-11,539,14.400865040957452,271.8628761233817,True,50,543.3176214637955,543.7256261680358
50,2020-03-12,539,14.400865040957452,271.8628761233817,True,51,543.3922514205533,543.7256261680358
51,2020-03-13,539,14.400865040957452,271.8628761233817,True,52,543.4532415414303,543.7256261680358
52,2020-03-14,539,14.400865040957452,271.8628761233817,True,53,543.5030824528752,543.7256261680358
53,2020-03-15,539,14.400865040957452,271.8628761233817,True,54,543.5438107505648,543.7256261680358
54,2020-03-16,539,14.400865040957452,271.8628761233817,True,55,543.5770915158122,543.7256261680358
55,2020-03-17,540,14.400865040957452,271.8628761233817,True,56,543.6042859190151,543.7256261680358
56,2020-03-18,540,14.400865040957452,271.8628761233817,True,57,543.6265065773877,543.7256261680358
57,2020-03-19,540,14.400865040957452,271.8628761233817,True,58,543.6446628665323,543.7256261680358
58,2020-03-20,541,14.400865040957452,271.8628761233817,True,59,543.6594979965621,543.7256261680358
59,2020-03-21,542,14.400865040957452,271.8628761233817,True,60,543.6716193412848,543.7256261680358
60,2020-03-22,543,14.400865040957452,271.8628761233817,True,61,543.6815232426842,543.7256261680358
