,Report_Date,"Netherlands_bonaire, sint eustatius and saba_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.0149560120584,2.326881514293315,False,1,0.005451378544041808,0.01310076719358706
1,2020-01-23,0,88.0149560120584,2.326881514293315,False,2,0.0058904267081670795,0.01310076719358706
2,2020-01-24,0,88.0149560120584,2.326881514293315,False,3,0.006364786921190941,0.01310076719358706
3,2020-01-25,0,88.0149560120584,2.326881514293315,False,4,0.0068772911723811725,0.01310076719358706
4,2020-01-26,0,88.0149560120584,2.326881514293315,False,5,0.007430997215132941,0.01310076719358706
5,2020-01-27,0,88.0149560120584,2.326881514293315,False,6,0.008029206337123502,0.01310076719358706
6,2020-01-28,0,88.0149560120584,2.326881514293315,False,7,0.008675482490962847,0.01310076719358706
7,2020-01-29,0,88.0149560120584,2.326881514293315,False,8,0.009373672883041475,0.01310076719358706
8,2020-01-30,0,88.0149560120584,2.326881514293315,False,9,0.010127930124180283,0.01310076719358706
9,2020-01-31,0,88.0149560120584,2.326881514293315,False,10,0.010942736051746605,0.01310076719358706
10,2020-02-01,0,88.0149560120584,2.326881514293315,False,11,0.011822927339075973,0.01310076719358706
11,2020-02-02,0,88.0149560120584,2.326881514293315,False,12,0.01277372301428157,0.01310076719358706
12,2020-02-03,0,88.0149560120584,2.326881514293315,False,13,0.013800754016780102,0.01310076719358706
13,2020-02-04,0,88.0149560120584,2.326881514293315,False,14,0.01491009492603557,0.01310076719358706
14,2020-02-05,0,88.0149560120584,2.326881514293315,False,15,0.016108298003025195,0.01310076719358706
15,2020-02-06,0,88.0149560120584,2.326881514293315,False,16,0.017402429690647276,0.01310076719358706
16,2020-02-07,0,88.0149560120584,2.326881514293315,False,17,0.01880010972457674,0.01310076719358706
17,2020-02-08,0,88.0149560120584,2.326881514293315,False,18,0.02030955301075985,0.01310076719358706
18,2020-02-09,0,88.0149560120584,2.326881514293315,False,19,0.02193961442962124,0.01310076719358706
19,2020-02-10,0,88.0149560120584,2.326881514293315,False,20,0.02369983672989115,0.01310076719358706
20,2020-02-11,0,88.0149560120584,2.326881514293315,False,21,0.025600501676462006,0.01310076719358706
21,2020-02-12,0,88.0149560120584,2.326881514293315,False,22,0.02765268461651446,0.01310076719358706
22,2020-02-13,0,88.0149560120584,2.326881514293315,False,23,0.029868312625918412,0.01310076719358706
23,2020-02-14,0,88.0149560120584,2.326881514293315,False,24,0.03226022639315409,0.01310076719358706
24,2020-02-15,0,88.0149560120584,2.326881514293315,False,25,0.03484224599017844,0.01310076719358706
25,2020-02-16,0,88.0149560120584,2.326881514293315,False,26,0.0376292406681645,0.01310076719358706
26,2020-02-17,0,88.0149560120584,2.326881514293315,False,27,0.04063720280015729,0.01310076719358706
27,2020-02-18,0,88.0149560120584,2.326881514293315,False,28,0.04388332607160513,0.01310076719358706
28,2020-02-19,0,88.0149560120584,2.326881514293315,False,29,0.04738608799251475,0.01310076719358706
29,2020-02-20,0,88.0149560120584,2.326881514293315,False,30,0.05116533677059114,0.01310076719358706
30,2020-02-21,0,88.0149560120584,2.326881514293315,False,31,0.05524238254197695,0.01310076719358706
31,2020-02-22,0,88.0149560120584,2.326881514293315,False,32,0.05964009290377353,0.01310076719358706
32,2020-02-23,0,88.0149560120584,2.326881514293315,False,33,0.06438299262893155,0.01310076719358706
33,2020-02-24,0,88.0149560120584,2.326881514293315,False,34,0.06949736736771527,0.01310076719358706
34,2020-02-25,0,88.0149560120584,2.326881514293315,False,35,0.07501137104898187,0.01310076719358706
35,2020-02-26,0,88.0149560120584,2.326881514293315,False,36,0.08095513658704467,0.01310076719358706
36,2020-02-27,0,88.0149560120584,2.326881514293315,False,37,0.0873608893738302,0.01310076719358706
37,2020-02-28,0,88.0149560120584,2.326881514293315,False,38,0.09426306288920029,0.01310076719358706
38,2020-02-29,0,88.0149560120584,2.326881514293315,False,39,0.10169841559241773,0.01310076719358706
39,2020-03-01,0,88.0149560120584,2.326881514293315,False,40,0.10970614806247135,0.01310076719358706
40,2020-03-02,0,88.0149560120584,2.326881514293315,False,41,0.11832801913206249,0.01310076719358706
41,2020-03-03,0,88.0149560120584,2.326881514293315,False,42,0.1276084595073238,0.01310076719358706
42,2020-03-04,0,88.0149560120584,2.326881514293315,False,43,0.13759468108087894,0.01310076719358706
43,2020-03-05,0,88.0149560120584,2.326881514293315,False,44,0.14833677982811347,0.01310076719358706
44,2020-03-06,0,88.0149560120584,2.326881514293315,False,45,0.1598878298245676,0.01310076719358706
45,2020-03-07,0,88.0149560120584,2.326881514293315,False,46,0.17230396553604216,0.01310076719358706
46,2020-03-08,0,88.0149560120584,2.326881514293315,False,47,0.18564444911327244,0.01310076719358706
47,2020-03-09,0,88.0149560120584,2.326881514293315,False,48,0.19997171897226093,0.01310076719358706
48,2020-03-10,0,88.0149560120584,2.326881514293315,False,49,0.2153514154637663,0.01310076719358706
49,2020-03-11,0,88.0149560120584,2.326881514293315,False,50,0.2318523789374653,0.01310076719358706
50,2020-03-12,0,88.0149560120584,2.326881514293315,False,51,0.24954661499715403,0.01310076719358706
51,2020-03-13,0,88.0149560120584,2.326881514293315,False,52,0.26850922123550763,0.01310076719358706
52,2020-03-14,0,88.0149560120584,2.326881514293315,False,53,0.2888182692466845,0.01310076719358706
53,2020-03-15,0,88.0149560120584,2.326881514293315,False,54,0.31055463526313554,0.01310076719358706
54,2020-03-16,0,88.0149560120584,2.326881514293315,False,55,0.33380177237490705,0.01310076719358706
55,2020-03-17,0,88.0149560120584,2.326881514293315,False,56,0.3586454169963632,0.01310076719358706
56,2020-03-18,0,88.0149560120584,2.326881514293315,False,57,0.3851732220829306,0.01310076719358706
57,2020-03-19,0,88.0149560120584,2.326881514293315,False,58,0.4134743096110467,0.01310076719358706
58,2020-03-20,0,88.0149560120584,2.326881514293315,False,59,0.44363873506497503,0.01310076719358706
59,2020-03-21,0,88.0149560120584,2.326881514293315,False,60,0.4757568571758003,0.01310076719358706
60,2020-03-22,0,88.0149560120584,2.326881514293315,False,61,0.5099186069849697,0.01310076719358706
61,2020-03-23,0,88.0149560120584,2.326881514293315,False,62,0.546212651512134,0.01310076719358706
62,2020-03-24,0,88.0149560120584,2.326881514293315,False,63,0.5847254489475545,0.01310076719358706
63,2020-03-25,0,88.0149560120584,2.326881514293315,False,64,0.6255401944097229,0.01310076719358706
64,2020-03-26,0,88.0149560120584,2.326881514293315,False,65,0.6687356579450395,0.01310076719358706
65,2020-03-27,0,88.0149560120584,2.326881514293315,False,66,0.7143849196178602,0.01310076719358706
66,2020-03-28,0,88.0149560120584,2.326881514293315,False,67,0.7625540102426391,0.01310076719358706
67,2020-03-29,0,88.0149560120584,2.326881514293315,False,68,0.8133004705123277,0.01310076719358706
68,2020-03-30,0,88.0149560120584,2.326881514293315,False,69,0.866671845909401,0.01310076719358706
69,2020-03-31,0,88.0149560120584,2.326881514293315,False,70,0.9227041397364645,0.01310076719358706
70,2020-04-01,0,88.0149560120584,2.326881514293315,False,71,0.981420251714013,0.01310076719358706
71,2020-04-02,2,88.0149560120584,2.326881514293315,False,72,1.0428284346567034,0.01310076719358706
72,2020-04-03,2,88.0149560120584,2.326881514293315,False,73,1.106920806502091,0.01310076719358706
73,2020-04-04,2,88.0149560120584,2.326881514293315,False,74,1.1736719591315996,0.01310076719358706
74,2020-04-05,2,88.0149560120584,2.326881514293315,False,75,1.2430377086665312,0.01310076719358706
75,2020-04-06,2,88.0149560120584,2.326881514293315,False,76,1.3149540339028762,0.01310076719358706
76,2020-04-07,2,88.0149560120584,2.326881514293315,False,77,1.3893362499368436,0.01310076719358706
77,2020-04-08,2,88.0149560120584,2.326881514293315,False,78,1.466078462533673,0.01310076719358706
78,2020-04-09,2,88.0149560120584,2.326881514293315,False,79,1.5450533451765196,0.01310076719358706
79,2020-04-10,2,88.0149560120584,2.326881514293315,False,80,1.6261122748677084,0.01310076719358706
