,Report_Date,Hungary_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.70976166156389,1640.071820453762,False,1,0.0730928694211466,3280.143640907524
1,2020-01-23,0,84.70976166156389,1640.071820453762,False,2,0.08307048710774682,3280.143640907524
2,2020-01-24,0,84.70976166156389,1640.071820453762,False,3,0.09441007060667035,3280.143640907524
3,2020-01-25,0,84.70976166156389,1640.071820453762,False,4,0.1072975196844368,3280.143640907524
4,2020-01-26,0,84.70976166156389,1640.071820453762,False,5,0.12194410492200052,3280.143640907524
5,2020-01-27,0,84.70976166156389,1640.071820453762,False,6,0.13858992924383412,3280.143640907524
6,2020-01-28,0,84.70976166156389,1640.071820453762,False,7,0.15750786144558082,3280.143640907524
7,2020-01-29,0,84.70976166156389,1640.071820453762,False,8,0.17900800599715264,3280.143640907524
8,2020-01-30,0,84.70976166156389,1640.071820453762,False,9,0.2034427821272565,3280.143640907524
9,2020-01-31,0,84.70976166156389,1640.071820453762,False,10,0.2312126951028332,3280.143640907524
10,2020-02-01,0,84.70976166156389,1640.071820453762,False,11,0.26277289385982,3280.143640907524
11,2020-02-02,0,84.70976166156389,1640.071820453762,False,12,0.29864062189732693,3280.143640907524
12,2020-02-03,0,84.70976166156389,1640.071820453762,False,13,0.3394036828158455,3280.143640907524
13,2020-02-04,0,84.70976166156389,1640.071820453762,False,14,0.3857300582870291,3280.143640907524
14,2020-02-05,0,84.70976166156389,1640.071820453762,False,15,0.43837883484183565,3280.143640907524
15,2020-02-06,0,84.70976166156389,1640.071820453762,False,16,0.4982126169408805,3280.143640907524
16,2020-02-07,0,84.70976166156389,1640.071820453762,False,17,0.56621162766618,3280.143640907524
17,2020-02-08,0,84.70976166156389,1640.071820453762,False,18,0.6434897254061016,3280.143640907524
18,2020-02-09,0,84.70976166156389,1640.071820453762,False,19,0.7313125954966619,3280.143640907524
19,2020-02-10,0,84.70976166156389,1640.071820453762,False,20,0.8311184103799258,3280.143640907524
20,2020-02-11,0,84.70976166156389,1640.071820453762,False,21,0.9445412909417674,3280.143640907524
21,2020-02-12,0,84.70976166156389,1640.071820453762,False,22,1.0734379458479602,3280.143640907524
22,2020-02-13,0,84.70976166156389,1640.071820453762,False,23,1.2199179155176094,3280.143640907524
23,2020-02-14,0,84.70976166156389,1640.071820453762,False,24,1.3863779035238546,3280.143640907524
24,2020-02-15,0,84.70976166156389,1640.071820453762,False,25,1.5755407414217424,3280.143640907524
25,2020-02-16,0,84.70976166156389,1640.071820453762,False,26,1.7904996040605698,3280.143640907524
26,2020-02-17,0,84.70976166156389,1640.071820453762,False,27,2.0347681721884707,3280.143640907524
27,2020-02-18,0,84.70976166156389,1640.071820453762,False,28,2.3123375284968173,3280.143640907524
28,2020-02-19,0,84.70976166156389,1640.071820453762,False,29,2.627740673116707,3280.143640907524
29,2020-02-20,0,84.70976166156389,1640.071820453762,False,30,2.9861256559257923,3280.143640907524
30,2020-02-21,0,84.70976166156389,1640.071820453762,False,31,3.393338446801364,3280.143640907524
31,2020-02-22,0,84.70976166156389,1640.071820453762,False,32,3.8560168020697048,3280.143640907524
32,2020-02-23,0,84.70976166156389,1640.071820453762,False,33,4.381696536656748,3280.143640907524
33,2020-02-24,0,84.70976166156389,1640.071820453762,False,34,4.978931777469084,3280.143640907524
34,2020-02-25,0,84.70976166156389,1640.071820453762,False,35,5.657430954676422,3280.143640907524
35,2020-02-26,0,84.70976166156389,1640.071820453762,False,36,6.428210483759476,3280.143640907524
36,2020-02-27,0,84.70976166156389,1640.071820453762,False,37,7.3037683017644275,3280.143640907524
37,2020-02-28,0,84.70976166156389,1640.071820453762,False,38,8.298279644663458,3280.143640907524
38,2020-02-29,0,84.70976166156389,1640.071820453762,False,39,9.427817686407618,3280.143640907524
39,2020-03-01,0,84.70976166156389,1640.071820453762,False,40,10.71060189997275,3280.143640907524
40,2020-03-02,0,84.70976166156389,1640.071820453762,False,41,12.167277240178993,3280.143640907524
41,2020-03-03,0,84.70976166156389,1640.071820453762,False,42,13.821227478334196,3280.143640907524
42,2020-03-04,2,84.70976166156389,1640.071820453762,False,43,15.698926227309022,3280.143640907524
43,2020-03-05,2,84.70976166156389,1640.071820453762,False,44,17.83032936544629,3280.143640907524
44,2020-03-06,2,84.70976166156389,1640.071820453762,False,45,20.249312675888998,3280.143640907524
45,2020-03-07,4,84.70976166156389,1640.071820453762,False,46,22.994158534309168,3280.143640907524
46,2020-03-08,7,84.70976166156389,1640.071820453762,False,47,26.10809536331085,3280.143640907524
47,2020-03-09,9,84.70976166156389,1640.071820453762,False,48,29.639893275354506,3280.143640907524
48,2020-03-10,9,84.70976166156389,1640.071820453762,False,49,33.6445187835431,3280.143640907524
49,2020-03-11,13,84.70976166156389,1640.071820453762,False,50,38.18385059017599,3280.143640907524
50,2020-03-12,13,84.70976166156389,1640.071820453762,False,51,43.327457166394076,3280.143640907524
51,2020-03-13,19,84.70976166156389,1640.071820453762,False,52,49.15343499005317,3280.143640907524
52,2020-03-14,30,84.70976166156389,1640.071820453762,False,53,55.74930376602769,3280.143640907524
53,2020-03-15,32,84.70976166156389,1640.071820453762,False,54,63.21295154011569,3280.143640907524
