,Report_Date,Malta_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.3745876523435,300.1612502565383,True,1,0.7458221153741967,599.0065172827237
1,2020-01-23,0,80.3745876523435,300.1612502565383,True,2,0.8113141876399642,599.0065172827237
2,2020-01-24,0,80.3745876523435,300.1612502565383,True,3,0.8825487793657519,599.0065172827237
3,2020-01-25,0,80.3745876523435,300.1612502565383,True,4,0.9600278584832099,599.0065172827237
4,2020-01-26,0,80.3745876523435,300.1612502565383,True,5,1.044296986915368,599.0065172827237
5,2020-01-27,0,80.3745876523435,300.1612502565383,True,6,1.1359490544413828,599.0065172827237
6,2020-01-28,0,80.3745876523435,300.1612502565383,True,7,1.2356283227978608,599.0065172827237
7,2020-01-29,0,80.3745876523435,300.1612502565383,True,8,1.344034804022134,599.0065172827237
8,2020-01-30,0,80.3745876523435,300.1612502565383,True,9,1.4619289985658006,599.0065172827237
9,2020-01-31,0,80.3745876523435,300.1612502565383,True,10,1.5901370202595309,599.0065172827237
10,2020-02-01,0,80.3745876523435,300.1612502565383,True,11,1.7295561367771164,599.0065172827237
11,2020-02-02,0,80.3745876523435,300.1612502565383,True,12,1.8811607558081842,599.0065172827237
12,2020-02-03,0,80.3745876523435,300.1612502565383,True,13,2.046008888679864,599.0065172827237
13,2020-02-04,0,80.3745876523435,300.1612502565383,True,14,2.2252491246366914,599.0065172827237
14,2020-02-05,0,80.3745876523435,300.1612502565383,True,15,2.4201281503564975,599.0065172827237
15,2020-02-06,0,80.3745876523435,300.1612502565383,True,16,2.6319988505006267,599.0065172827237
16,2020-02-07,0,80.3745876523435,300.1612502565383,True,17,2.8623290261119294,599.0065172827237
17,2020-02-08,0,80.3745876523435,300.1612502565383,True,18,3.1127107684140847,599.0065172827237
18,2020-02-09,0,80.3745876523435,300.1612502565383,True,19,3.3848705259473952,599.0065172827237
19,2020-02-10,0,80.3745876523435,300.1612502565383,True,20,3.680679902899705,599.0065172827237
20,2020-02-11,0,80.3745876523435,300.1612502565383,True,21,4.002167225838264,599.0065172827237
21,2020-02-12,0,80.3745876523435,300.1612502565383,True,22,4.35152991467959,599.0065172827237
22,2020-02-13,0,80.3745876523435,300.1612502565383,True,23,4.731147691485772,599.0065172827237
23,2020-02-14,0,80.3745876523435,300.1612502565383,True,24,5.14359665735565,599.0065172827237
24,2020-02-15,0,80.3745876523435,300.1612502565383,True,25,5.591664263065287,599.0065172827237
25,2020-02-16,0,80.3745876523435,300.1612502565383,True,26,6.078365192946916,599.0065172827237
26,2020-02-17,0,80.3745876523435,300.1612502565383,True,27,6.606958173483732,599.0065172827237
27,2020-02-18,0,80.3745876523435,300.1612502565383,True,28,7.180963707901802,599.0065172827237
28,2020-02-19,0,80.3745876523435,300.1612502565383,True,29,7.804182725278421,599.0065172827237
29,2020-02-20,0,80.3745876523435,300.1612502565383,True,30,8.480716116927303,599.0065172827237
30,2020-02-21,0,80.3745876523435,300.1612502565383,True,31,9.21498511358688,599.0065172827237
31,2020-02-22,0,80.3745876523435,300.1612502565383,True,32,10.011752433698057,599.0065172827237
32,2020-02-23,0,80.3745876523435,300.1612502565383,True,33,10.876144105235808,599.0065172827237
33,2020-02-24,0,80.3745876523435,300.1612502565383,True,34,11.81367183053309,599.0065172827237
34,2020-02-25,0,80.3745876523435,300.1612502565383,True,35,12.83025572464952,599.0065172827237
35,2020-02-26,0,80.3745876523435,300.1612502565383,True,36,13.932247212411887,599.0065172827237
36,2020-02-27,0,80.3745876523435,300.1612502565383,True,37,15.126451816606144,599.0065172827237
37,2020-02-28,0,80.3745876523435,300.1612502565383,True,38,16.42015150927299,599.0065172827237
38,2020-02-29,0,80.3745876523435,300.1612502565383,True,39,17.821126229052375,599.0065172827237
39,2020-03-01,0,80.3745876523435,300.1612502565383,True,40,19.33767408954822,599.0065172827237
40,2020-03-02,0,80.3745876523435,300.1612502565383,True,41,20.978629716423846,599.0065172827237
41,2020-03-03,0,80.3745876523435,300.1612502565383,True,42,22.75338005432426,599.0065172827237
42,2020-03-04,0,80.3745876523435,300.1612502565383,True,43,24.671876879029103,599.0065172827237
43,2020-03-05,0,80.3745876523435,300.1612502565383,True,44,26.74464513621198,599.0065172827237
44,2020-03-06,0,80.3745876523435,300.1612502565383,True,45,28.98278610715383,599.0065172827237
45,2020-03-07,3,80.3745876523435,300.1612502565383,True,46,31.39797427582813,599.0065172827237
46,2020-03-08,3,80.3745876523435,300.1612502565383,True,47,34.00244664396619,599.0065172827237
47,2020-03-09,3,80.3745876523435,300.1612502565383,True,48,36.80898311516934,599.0065172827237
48,2020-03-10,5,80.3745876523435,300.1612502565383,True,49,39.830876451313976,599.0065172827237
49,2020-03-11,6,80.3745876523435,300.1612502565383,True,50,43.08189020134624,599.0065172827237
50,2020-03-12,6,80.3745876523435,300.1612502565383,True,51,46.576202922686534,599.0065172827237
51,2020-03-13,12,80.3745876523435,300.1612502565383,True,52,50.328336969211705,599.0065172827237
52,2020-03-14,18,80.3745876523435,300.1612502565383,True,53,54.35307011928058,599.0065172827237
53,2020-03-15,21,80.3745876523435,300.1612502565383,True,54,58.66532837630637,599.0065172827237
54,2020-03-16,30,80.3745876523435,300.1612502565383,True,55,63.28005840812692,599.0065172827237
55,2020-03-17,38,80.3745876523435,300.1612502565383,True,56,68.212078315942,599.0065172827237
56,2020-03-18,38,80.3745876523435,300.1612502565383,True,57,73.47590575503808,599.0065172827237
57,2020-03-19,53,80.3745876523435,300.1612502565383,True,58,79.08556288309967,599.0065172827237
58,2020-03-20,64,80.3745876523435,300.1612502565383,True,59,85.05435820038292,599.0065172827237
59,2020-03-21,73,80.3745876523435,300.1612502565383,True,60,91.39464607799216,599.0065172827237
60,2020-03-22,90,80.3745876523435,300.1612502565383,True,61,98.11756564824401,599.0065172827237
61,2020-03-23,107,80.3745876523435,300.1612502565383,True,62,105.23276174835537,599.0065172827237
62,2020-03-24,110,80.3745876523435,300.1612502565383,True,63,112.74809174821193,599.0065172827237
63,2020-03-25,129,80.3745876523435,300.1612502565383,True,64,120.66932332442981,599.0065172827237
64,2020-03-26,134,80.3745876523435,300.1612502565383,True,65,128.9998295211732,599.0065172827237
65,2020-03-27,139,80.3745876523435,300.1612502565383,True,66,137.74028870252565,599.0065172827237
66,2020-03-28,149,80.3745876523435,300.1612502565383,True,67,146.88839817579793,599.0065172827237
67,2020-03-29,151,80.3745876523435,300.1612502565383,True,68,156.43861126125284,599.0065172827237
68,2020-03-30,156,80.3745876523435,300.1612502565383,True,69,166.3819083038176,599.0065172827237
69,2020-03-31,169,80.3745876523435,300.1612502565383,True,70,176.70561246645124,599.0065172827237
70,2020-04-01,188,80.3745876523435,300.1612502565383,True,71,187.39326101881448,599.0065172827237
71,2020-04-02,196,80.3745876523435,300.1612502565383,True,72,198.4245421603465,599.0065172827237
72,2020-04-03,202,80.3745876523435,300.1612502565383,True,73,209.77530614182072,599.0065172827237
73,2020-04-04,213,80.3745876523435,300.1612502565383,True,74,221.41765755862102,599.0065172827237
74,2020-04-05,227,80.3745876523435,300.1612502565383,True,75,233.3201332122563,599.0065172827237
75,2020-04-06,241,80.3745876523435,300.1612502565383,True,76,245.44796695423813,599.0065172827237
76,2020-04-07,293,80.3745876523435,300.1612502565383,True,77,257.76343956953605,599.0065172827237
77,2020-04-08,299,80.3745876523435,300.1612502565383,True,78,270.2263082023226,599.0065172827237
78,2020-04-09,337,80.3745876523435,300.1612502565383,True,79,282.7943062864423,599.0065172827237
79,2020-04-10,350,80.3745876523435,300.1612502565383,True,80,295.42370164733796,599.0065172827237
80,2020-04-11,370,80.3745876523435,300.1612502565383,True,81,308.06989761985034,599.0065172827237
81,2020-04-12,378,80.3745876523435,300.1612502565383,True,82,320.6880598827472,599.0065172827237
82,2020-04-13,384,80.3745876523435,300.1612502565383,True,83,333.23375040729724,599.0065172827237
83,2020-04-14,393,80.3745876523435,300.1612502565383,True,84,345.6635495537486,599.0065172827237
84,2020-04-15,399,80.3745876523435,300.1612502565383,True,85,357.9356479544063,599.0065172827237
85,2020-04-16,412,80.3745876523435,300.1612502565383,True,86,370.0103913482833,599.0065172827237
86,2020-04-17,422,80.3745876523435,300.1612502565383,True,87,381.85076386331053,599.0065172827237
