,Report_Date,Australia_queensland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.74329409061279,557.4122389249313,True,1,0.013246929603046406,1095.0017045434156
1,2020-01-23,0,66.74329409061279,557.4122389249313,True,2,0.01574084889674682,1095.0017045434156
2,2020-01-24,0,66.74329409061279,557.4122389249313,True,3,0.018704275410384753,1095.0017045434156
3,2020-01-25,0,66.74329409061279,557.4122389249313,True,4,0.022225595699472054,1095.0017045434156
4,2020-01-26,0,66.74329409061279,557.4122389249313,True,5,0.02640983409452846,1095.0017045434156
5,2020-01-27,0,66.74329409061279,557.4122389249313,True,6,0.031381784024331075,1095.0017045434156
6,2020-01-28,0,66.74329409061279,557.4122389249313,True,7,0.03728972844498641,1095.0017045434156
7,2020-01-29,1,66.74329409061279,557.4122389249313,True,8,0.04430986011169705,1095.0017045434156
8,2020-01-30,3,66.74329409061279,557.4122389249313,True,9,0.052651533207279076,1095.0017045434156
9,2020-01-31,2,66.74329409061279,557.4122389249313,True,10,0.0625635025011401,1095.0017045434156
10,2020-02-01,3,66.74329409061279,557.4122389249313,True,11,0.07434133547347742,1095.0017045434156
11,2020-02-02,2,66.74329409061279,557.4122389249313,True,12,0.08833621755124071,1095.0017045434156
12,2020-02-03,2,66.74329409061279,557.4122389249313,True,13,0.10496541176718881,1095.0017045434156
13,2020-02-04,3,66.74329409061279,557.4122389249313,True,14,0.12472468295228398,1095.0017045434156
14,2020-02-05,3,66.74329409061279,557.4122389249313,True,15,0.148203054394326,1095.0017045434156
15,2020-02-06,4,66.74329409061279,557.4122389249313,True,16,0.17610033337380357,1095.0017045434156
16,2020-02-07,5,66.74329409061279,557.4122389249313,True,17,0.2092479230327133,1095.0017045434156
17,2020-02-08,5,66.74329409061279,557.4122389249313,True,18,0.24863353387577333,1095.0017045434156
18,2020-02-09,5,66.74329409061279,557.4122389249313,True,19,0.2954305214437272,1095.0017045434156
19,2020-02-10,5,66.74329409061279,557.4122389249313,True,20,0.3510327103448308,1095.0017045434156
20,2020-02-11,5,66.74329409061279,557.4122389249313,True,21,0.41709572235061404,1095.0017045434156
21,2020-02-12,5,66.74329409061279,557.4122389249313,True,22,0.49558601162296917,1095.0017045434156
22,2020-02-13,5,66.74329409061279,557.4122389249313,True,23,0.5888390278407571,1095.0017045434156
23,2020-02-14,5,66.74329409061279,557.4122389249313,True,24,0.6996281830795306,1095.0017045434156
24,2020-02-15,5,66.74329409061279,557.4122389249313,True,25,0.8312465963371264,1095.0017045434156
25,2020-02-16,5,66.74329409061279,557.4122389249313,True,26,0.9876039366138405,1095.0017045434156
26,2020-02-17,5,66.74329409061279,557.4122389249313,True,27,1.173341087772475,1095.0017045434156
27,2020-02-18,5,66.74329409061279,557.4122389249313,True,28,1.393965822370004,1095.0017045434156
28,2020-02-19,5,66.74329409061279,557.4122389249313,True,29,1.656013203187567,1095.0017045434156
29,2020-02-20,5,66.74329409061279,557.4122389249313,True,30,1.9672350350576124,1095.0017045434156
30,2020-02-21,5,66.74329409061279,557.4122389249313,True,31,2.3368233683189477,1095.0017045434156
31,2020-02-22,5,66.74329409061279,557.4122389249313,True,32,2.7756738074681593,1095.0017045434156
32,2020-02-23,5,66.74329409061279,557.4122389249313,True,33,3.2966951967133062,1095.0017045434156
33,2020-02-24,5,66.74329409061279,557.4122389249313,True,34,3.915173120908644,1095.0017045434156
34,2020-02-25,5,66.74329409061279,557.4122389249313,True,35,4.649195544029394,1095.0017045434156
35,2020-02-26,5,66.74329409061279,557.4122389249313,True,36,5.520149755060277,1095.0017045434156
36,2020-02-27,5,66.74329409061279,557.4122389249313,True,37,6.553300519759866,1095.0017045434156
37,2020-02-28,5,66.74329409061279,557.4122389249313,True,38,7.77845982047911,1095.0017045434156
38,2020-02-29,9,66.74329409061279,557.4122389249313,True,39,9.23075862052038,1095.0017045434156
39,2020-03-01,9,66.74329409061279,557.4122389249313,True,40,10.951530450268375,1095.0017045434156
40,2020-03-02,9,66.74329409061279,557.4122389249313,True,41,12.989314909832133,1095.0017045434156
41,2020-03-03,11,66.74329409061279,557.4122389249313,True,42,15.400985911255473,1095.0017045434156
42,2020-03-04,11,66.74329409061279,557.4122389249313,True,43,18.253003966207643,1095.0017045434156
43,2020-03-05,13,66.74329409061279,557.4122389249313,True,44,21.622783182612775,1095.0017045434156
44,2020-03-06,13,66.74329409061279,557.4122389249313,True,45,25.600150758356538,1095.0017045434156
45,2020-03-07,13,66.74329409061279,557.4122389249313,True,46,30.288858316748218,1095.0017045434156
46,2020-03-08,15,66.74329409061279,557.4122389249313,True,47,35.808078903038584,1095.0017045434156
47,2020-03-09,15,66.74329409061279,557.4122389249313,True,48,42.29378929894108,1095.0017045434156
48,2020-03-10,18,66.74329409061279,557.4122389249313,True,49,49.899893197383406,1095.0017045434156
49,2020-03-11,20,66.74329409061279,557.4122389249313,True,50,58.798886134107114,1095.0017045434156
50,2020-03-12,20,66.74329409061279,557.4122389249313,True,51,69.18179884958249,1095.0017045434156
51,2020-03-13,35,66.74329409061279,557.4122389249313,True,52,81.25708559866891,1095.0017045434156
52,2020-03-14,46,66.74329409061279,557.4122389249313,True,53,95.24805569767095,1095.0017045434156
53,2020-03-15,61,66.74329409061279,557.4122389249313,True,54,111.38839411486093,1095.0017045434156
54,2020-03-16,68,66.74329409061279,557.4122389249313,True,55,129.9153014578958,1095.0017045434156
55,2020-03-17,78,66.74329409061279,557.4122389249313,True,56,151.05983447691335,1095.0017045434156
56,2020-03-18,94,66.74329409061279,557.4122389249313,True,57,175.0341802388799,1095.0017045434156
57,2020-03-19,144,66.74329409061279,557.4122389249313,True,58,202.0158851055868,1095.0017045434156
58,2020-03-20,184,66.74329409061279,557.4122389249313,True,59,232.12950583995254,1095.0017045434156
59,2020-03-21,221,66.74329409061279,557.4122389249313,True,60,265.4267466099994,1095.0017045434156
60,2020-03-22,259,66.74329409061279,557.4122389249313,True,61,301.86683366928116,1095.0017045434156
61,2020-03-23,319,66.74329409061279,557.4122389249313,True,62,341.2995346006126,1095.0017045434156
62,2020-03-24,397,66.74329409061279,557.4122389249313,True,63,383.4536640046494,1095.0017045434156
63,2020-03-25,443,66.74329409061279,557.4122389249313,True,64,427.9339164737674,1095.0017045434156
64,2020-03-26,493,66.74329409061279,557.4122389249313,True,65,474.2282551902699,1095.0017045434156
65,2020-03-27,555,66.74329409061279,557.4122389249313,True,66,521.7268150215451,1095.0017045434156
66,2020-03-28,625,66.74329409061279,557.4122389249313,True,67,569.7515090529496,1095.0017045434156
67,2020-03-29,656,66.74329409061279,557.4122389249313,True,68,617.5936226219922,1095.0017045434156
68,2020-03-30,689,66.74329409061279,557.4122389249313,True,69,664.5551261327794,1095.0017045434156
69,2020-03-31,743,66.74329409061279,557.4122389249313,True,70,709.9886813547976,1095.0017045434156
70,2020-04-01,781,66.74329409061279,557.4122389249313,True,71,753.3315840256466,1095.0017045434156
71,2020-04-02,835,66.74329409061279,557.4122389249313,True,72,794.1300965903263,1095.0017045434156
72,2020-04-03,873,66.74329409061279,557.4122389249313,True,73,832.0524210218242,1095.0017045434156
73,2020-04-04,900,66.74329409061279,557.4122389249313,True,74,866.8904536119293,1095.0017045434156
74,2020-04-05,907,66.74329409061279,557.4122389249313,True,75,898.5520099777933,1095.0017045434156
75,2020-04-06,921,66.74329409061279,557.4122389249313,True,76,927.0461463669283,1095.0017045434156
76,2020-04-07,934,66.74329409061279,557.4122389249313,True,77,952.4644859194084,1095.0017045434156
77,2020-04-08,943,66.74329409061279,557.4122389249313,True,78,974.961209269914,1095.0017045434156
78,2020-04-09,953,66.74329409061279,557.4122389249313,True,79,994.7337944840223,1095.0017045434156
79,2020-04-10,965,66.74329409061279,557.4122389249313,True,80,1012.005899513795,1095.0017045434156
