,Report_Date,China_jiangxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,844,14.094304704662768,468.23221026177674,True,22,853.7190221596527,936.4644203498551
22,2020-02-13,872,14.094304704662768,468.23221026177674,True,23,873.4473903358996,936.4644203498551
23,2020-02-14,900,14.094304704662768,468.23221026177674,True,24,888.7350427002411,936.4644203498551
24,2020-02-15,913,14.094304704662768,468.23221026177674,True,25,900.4668265443962,936.4644203498551
25,2020-02-16,925,14.094304704662768,468.23221026177674,True,26,909.4027678476039,936.4644203498551
26,2020-02-17,930,14.094304704662768,468.23221026177674,True,27,916.1704688962359,936.4644203498551
27,2020-02-18,933,14.094304704662768,468.23221026177674,True,28,921.2739436484184,936.4644203498551
28,2020-02-19,934,14.094304704662768,468.23221026177674,True,29,925.1099145562578,936.4644203498551
29,2020-02-20,934,14.094304704662768,468.23221026177674,True,30,927.9861225307556,936.4644203498551
30,2020-02-21,934,14.094304704662768,468.23221026177674,True,31,930.1387405517519,936.4644203498551
31,2020-02-22,934,14.094304704662768,468.23221026177674,True,32,931.7475924123715,936.4644203498551
32,2020-02-23,934,14.094304704662768,468.23221026177674,True,33,932.948800983874,936.4644203498551
33,2020-02-24,934,14.094304704662768,468.23221026177674,True,34,933.8449644032055,936.4644203498551
34,2020-02-25,934,14.094304704662768,468.23221026177674,True,35,934.5131653911183,936.4644203498551
35,2020-02-26,934,14.094304704662768,468.23221026177674,True,36,935.0111792439961,936.4644203498551
36,2020-02-27,934,14.094304704662768,468.23221026177674,True,37,935.3822334884594,936.4644203498551
37,2020-02-28,935,14.094304704662768,468.23221026177674,True,38,935.6586285729699,936.4644203498551
38,2020-02-29,935,14.094304704662768,468.23221026177674,True,39,935.8644764767945,936.4644203498551
39,2020-03-01,935,14.094304704662768,468.23221026177674,True,40,936.0177635035434,936.4644203498551
40,2020-03-02,935,14.094304704662768,468.23221026177674,True,41,936.1318992727254,936.4644203498551
41,2020-03-03,935,14.094304704662768,468.23221026177674,True,42,936.2168772585208,936.4644203498551
42,2020-03-04,935,14.094304704662768,468.23221026177674,True,43,936.2801428378272,936.4644203498551
43,2020-03-05,935,14.094304704662768,468.23221026177674,True,44,936.3272417601453,936.4644203498551
44,2020-03-06,935,14.094304704662768,468.23221026177674,True,45,936.3623041380896,936.4644203498551
45,2020-03-07,935,14.094304704662768,468.23221026177674,True,46,936.388405431162,936.4644203498551
46,2020-03-08,935,14.094304704662768,468.23221026177674,True,47,936.407835548723,936.4644203498551
47,2020-03-09,935,14.094304704662768,468.23221026177674,True,48,936.4222993829537,936.4644203498551
48,2020-03-10,935,14.094304704662768,468.23221026177674,True,49,936.4330662022716,936.4644203498551
49,2020-03-11,935,14.094304704662768,468.23221026177674,True,50,936.4410809235396,936.4644203498551
50,2020-03-12,935,14.094304704662768,468.23221026177674,True,51,936.4470469777463,936.4644203498551
51,2020-03-13,935,14.094304704662768,468.23221026177674,True,52,936.4514880139055,936.4644203498551
52,2020-03-14,935,14.094304704662768,468.23221026177674,True,53,936.4547938414187,936.4644203498551
53,2020-03-15,935,14.094304704662768,468.23221026177674,True,54,936.4572546348109,936.4644203498551
54,2020-03-16,935,14.094304704662768,468.23221026177674,True,55,936.4590863984354,936.4644203498551
55,2020-03-17,935,14.094304704662768,468.23221026177674,True,56,936.4604499237341,936.4644203498551
56,2020-03-18,935,14.094304704662768,468.23221026177674,True,57,936.4614649016456,936.4644203498551
57,2020-03-19,935,14.094304704662768,468.23221026177674,True,58,936.4622204281422,936.4644203498551
58,2020-03-20,935,14.094304704662768,468.23221026177674,True,59,936.462782824629,936.4644203498551
59,2020-03-21,935,14.094304704662768,468.23221026177674,True,60,936.4632014594429,936.4644203498551
60,2020-03-22,936,14.094304704662768,468.23221026177674,True,61,936.4635130813408,936.4644203498551
61,2020-03-23,936,14.094304704662768,468.23221026177674,True,62,936.4637450452973,936.4644203498551
62,2020-03-24,936,14.094304704662768,468.23221026177674,True,63,936.4639177137446,936.4644203498551
63,2020-03-25,936,14.094304704662768,468.23221026177674,True,64,936.4640462440119,936.4644203498551
64,2020-03-26,936,14.094304704662768,468.23221026177674,True,65,936.4641419188647,936.4644203498551
65,2020-03-27,936,14.094304704662768,468.23221026177674,True,66,936.4642131369295,936.4644203498551
66,2020-03-28,936,14.094304704662768,468.23221026177674,True,67,936.4642661499455,936.4644203498551
67,2020-03-29,937,14.094304704662768,468.23221026177674,True,68,936.4643056115597,936.4644203498551
68,2020-03-30,937,14.094304704662768,468.23221026177674,True,69,936.4643349858351,936.4644203498551
69,2020-03-31,937,14.094304704662768,468.23221026177674,True,70,936.4643568513383,936.4644203498551
70,2020-04-01,937,14.094304704662768,468.23221026177674,True,71,936.464373127492,936.4644203498551
71,2020-04-02,937,14.094304704662768,468.23221026177674,True,72,936.4643852430683,936.4644203498551
72,2020-04-03,937,14.094304704662768,468.23221026177674,True,73,936.4643942616113,936.4644203498551
73,2020-04-04,937,14.094304704662768,468.23221026177674,True,74,936.4644009747972,936.4644203498551
74,2020-04-05,937,14.094304704662768,468.23221026177674,True,75,936.4644059719309,936.4644203498551
75,2020-04-06,937,14.094304704662768,468.23221026177674,True,76,936.4644096916768,936.4644203498551
76,2020-04-07,937,14.094304704662768,468.23221026177674,True,77,936.4644124605658,936.4644203498551
77,2020-04-08,937,14.094304704662768,468.23221026177674,True,78,936.4644145216599,936.4644203498551
78,2020-04-09,937,14.094304704662768,468.23221026177674,True,79,936.4644160558888,936.4644203498551
79,2020-04-10,937,14.094304704662768,468.23221026177674,True,80,936.4644171979315,936.4644203498551
