,Report_Date,China_hong kong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
70,2020-04-01,765,71.77651293703919,740.9485904951798,True,71,709.7535759571214,1301.6839485752714
71,2020-04-02,802,71.77651293703919,740.9485904951798,True,72,749.9316526143797,1301.6839485752714
72,2020-04-03,845,71.77651293703919,740.9485904951798,True,73,790.0569638221156,1301.6839485752714
73,2020-04-04,862,71.77651293703919,740.9485904951798,True,74,829.8950395384758,1301.6839485752714
74,2020-04-05,890,71.77651293703919,740.9485904951798,True,75,869.2180859649583,1301.6839485752714
75,2020-04-06,914,71.77651293703919,740.9485904951798,True,76,907.8101007511932,1301.6839485752714
76,2020-04-07,935,71.77651293703919,740.9485904951798,True,77,945.4714226521598,1301.6839485752714
77,2020-04-08,960,71.77651293703919,740.9485904951798,True,78,982.0225226916557,1301.6839485752714
78,2020-04-09,973,71.77651293703919,740.9485904951798,True,79,1017.3069027473628,1301.6839485752714
79,2020-04-10,989,71.77651293703919,740.9485904951798,True,80,1051.1930326331117,1301.6839485752714
