,Report_Date,China_hong kong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.77651293703919,740.9485904951798,True,1,0.6847289449446834,1301.6839485752714
1,2020-01-23,2,71.77651293703919,740.9485904951798,True,2,0.763162873575471,1301.6839485752714
2,2020-01-24,2,71.77651293703919,740.9485904951798,True,3,0.8505760465196123,1301.6839485752714
3,2020-01-25,5,71.77651293703919,740.9485904951798,True,4,0.9479951728851452,1301.6839485752714
4,2020-01-26,8,71.77651293703919,740.9485904951798,True,5,1.0565640557025484,1301.6839485752714
5,2020-01-27,8,71.77651293703919,740.9485904951798,True,6,1.177556872963224,1301.6839485752714
6,2020-01-28,8,71.77651293703919,740.9485904951798,True,7,1.3123929472646807,1301.6839485752714
7,2020-01-29,10,71.77651293703919,740.9485904951798,True,8,1.4626531665981737,1301.6839485752714
8,2020-01-30,10,71.77651293703919,740.9485904951798,True,9,1.6300982355049511,1301.6839485752714
9,2020-01-31,12,71.77651293703919,740.9485904951798,True,10,1.8166889539678714,1301.6839485752714
10,2020-02-01,13,71.77651293703919,740.9485904951798,True,11,2.0246087410527616,1301.6839485752714
11,2020-02-02,15,71.77651293703919,740.9485904951798,True,12,2.2562886415061585,1301.6839485752714
12,2020-02-03,15,71.77651293703919,740.9485904951798,True,13,2.514435076263773,1301.6839485752714
13,2020-02-04,17,71.77651293703919,740.9485904951798,True,14,2.8020606221006,1301.6839485752714
14,2020-02-05,21,71.77651293703919,740.9485904951798,True,15,3.122518131382652,1301.6839485752714
15,2020-02-06,24,71.77651293703919,740.9485904951798,True,16,3.4795385299191293,1301.6839485752714
16,2020-02-07,25,71.77651293703919,740.9485904951798,True,17,3.877272659033579,1301.6839485752714
17,2020-02-08,26,71.77651293703919,740.9485904951798,True,18,4.320337556833139,1301.6839485752714
18,2020-02-09,29,71.77651293703919,740.9485904951798,True,19,4.813867602774052,1301.6839485752714
19,2020-02-10,38,71.77651293703919,740.9485904951798,True,20,5.363570978337503,1301.6839485752714
20,2020-02-11,49,71.77651293703919,740.9485904951798,True,21,5.975791924054761,1301.6839485752714
21,2020-02-12,50,71.77651293703919,740.9485904951798,True,22,6.6575792980856034,1301.6839485752714
22,2020-02-13,53,71.77651293703919,740.9485904951798,True,23,7.4167619625420205,1301.6839485752714
23,2020-02-14,56,71.77651293703919,740.9485904951798,True,24,8.262031538814945,1301.6839485752714
24,2020-02-15,56,71.77651293703919,740.9485904951798,True,25,9.203033079838685,1301.6839485752714
25,2020-02-16,57,71.77651293703919,740.9485904951798,True,26,10.250464202416529,1301.6839485752714
26,2020-02-17,60,71.77651293703919,740.9485904951798,True,27,11.416183202574969,1301.6839485752714
27,2020-02-18,62,71.77651293703919,740.9485904951798,True,28,12.713326636652186,1301.6839485752714
28,2020-02-19,63,71.77651293703919,740.9485904951798,True,29,14.156436784637082,1301.6839485752714
29,2020-02-20,68,71.77651293703919,740.9485904951798,True,30,15.761599313096374,1301.6839485752714
30,2020-02-21,68,71.77651293703919,740.9485904951798,True,31,17.546591314380787,1301.6839485752714
31,2020-02-22,69,71.77651293703919,740.9485904951798,True,32,19.531039706603117,1301.6839485752714
32,2020-02-23,74,71.77651293703919,740.9485904951798,True,33,21.736589723282123,1301.6839485752714
33,2020-02-24,79,71.77651293703919,740.9485904951798,True,34,24.18708288879557,1301.6839485752714
34,2020-02-25,84,71.77651293703919,740.9485904951798,True,35,26.90874345017508,1301.6839485752714
35,2020-02-26,91,71.77651293703919,740.9485904951798,True,36,29.9303716996851,1301.6839485752714
36,2020-02-27,92,71.77651293703919,740.9485904951798,True,37,33.28354195675274,1301.6839485752714
37,2020-02-28,94,71.77651293703919,740.9485904951798,True,38,37.00280216163755,1301.6839485752714
38,2020-02-29,95,71.77651293703919,740.9485904951798,True,39,41.125871045842224,1301.6839485752714
39,2020-03-01,96,71.77651293703919,740.9485904951798,True,40,45.69382766567872,1301.6839485752714
40,2020-03-02,100,71.77651293703919,740.9485904951798,True,41,50.75128669846877,1301.6839485752714
41,2020-03-03,100,71.77651293703919,740.9485904951798,True,42,56.34655129399806,1301.6839485752714
42,2020-03-04,105,71.77651293703919,740.9485904951798,True,43,62.53173344475872,1301.6839485752714
43,2020-03-05,105,71.77651293703919,740.9485904951798,True,44,69.36282979903545,1301.6839485752714
44,2020-03-06,107,71.77651293703919,740.9485904951798,True,45,76.89973862313106,1301.6839485752714
45,2020-03-07,108,71.77651293703919,740.9485904951798,True,46,85.20620128283734,1301.6839485752714
46,2020-03-08,114,71.77651293703919,740.9485904951798,True,47,94.3496492559142,1301.6839485752714
47,2020-03-09,115,71.77651293703919,740.9485904951798,True,48,104.40093544900448,1301.6839485752714
48,2020-03-10,120,71.77651293703919,740.9485904951798,True,49,115.43392667169029,1301.6839485752714
49,2020-03-11,126,71.77651293703919,740.9485904951798,True,50,127.52493277858281,1301.6839485752714
50,2020-03-12,129,71.77651293703919,740.9485904951798,True,51,140.75194755752395,1301.6839485752714
51,2020-03-13,134,71.77651293703919,740.9485904951798,True,52,155.19367731618576,1301.6839485752714
52,2020-03-14,140,71.77651293703919,740.9485904951798,True,53,170.92833575637917,1301.6839485752714
53,2020-03-15,145,71.77651293703919,740.9485904951798,True,54,188.03218861520477,1301.6839485752714
54,2020-03-16,155,71.77651293703919,740.9485904951798,True,55,206.57783917788586,1301.6839485752714
55,2020-03-17,162,71.77651293703919,740.9485904951798,True,56,226.63225654298748,1301.6839485752714
56,2020-03-18,181,71.77651293703919,740.9485904951798,True,57,248.25456270792466,1301.6839485752714
57,2020-03-19,208,71.77651293703919,740.9485904951798,True,58,271.4936121451389,1301.6839485752714
58,2020-03-20,256,71.77651293703919,740.9485904951798,True,59,296.3854181874522,1301.6839485752714
59,2020-03-21,273,71.77651293703919,740.9485904951798,True,60,322.9505033786142,1301.6839485752714
60,2020-03-22,317,71.77651293703919,740.9485904951798,True,61,351.19127454203897,1301.6839485752714
61,2020-03-23,356,71.77651293703919,740.9485904951798,True,62,381.08954564331276,1301.6839485752714
62,2020-03-24,386,71.77651293703919,740.9485904951798,True,63,412.6043499915715,1301.6839485752714
63,2020-03-25,410,71.77651293703919,740.9485904951798,True,64,445.6701949962841,1301.6839485752714
64,2020-03-26,453,71.77651293703919,740.9485904951798,True,65,480.1959145703916,1301.6839485752714
65,2020-03-27,519,71.77651293703919,740.9485904951798,True,66,516.0642637320722,1301.6839485752714
66,2020-03-28,561,71.77651293703919,740.9485904951798,True,67,553.1323752882347,1301.6839485752714
67,2020-03-29,641,71.77651293703919,740.9485904951798,True,68,591.2331593778531,1301.6839485752714
68,2020-03-30,682,71.77651293703919,740.9485904951798,True,69,630.1776746182189,1301.6839485752714
69,2020-03-31,714,71.77651293703919,740.9485904951798,True,70,669.7584381145077,1301.6839485752714
