,Report_Date,China_fujian_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,12.494730139408013,156.1116361219591,True,1,22.84361223798158,312.22326078108586
1,2020-01-23,5,12.494730139408013,156.1116361219591,True,2,27.984132865790382,312.22326078108586
2,2020-01-24,10,12.494730139408013,156.1116361219591,True,3,34.144937752917556,312.22326078108586
3,2020-01-25,18,12.494730139408013,156.1116361219591,True,4,41.464207904383414,312.22326078108586
4,2020-01-26,35,12.494730139408013,156.1116361219591,True,5,50.069928124239645,312.22326078108586
5,2020-01-27,59,12.494730139408013,156.1116361219591,True,6,60.06550282520706,312.22326078108586
6,2020-01-28,80,12.494730139408013,156.1116361219591,True,7,71.51218585972516,312.22326078108586
7,2020-01-29,84,12.494730139408013,156.1116361219591,True,8,84.41003957252963,312.22326078108586
8,2020-01-30,101,12.494730139408013,156.1116361219591,True,9,98.68048281094701,312.22326078108586
9,2020-01-31,120,12.494730139408013,156.1116361219591,True,10,114.15458749311782,312.22326078108586
10,2020-02-01,144,12.494730139408013,156.1116361219591,True,11,130.57149902349292,312.22326078108586
11,2020-02-02,159,12.494730139408013,156.1116361219591,True,12,147.5901116448577,312.22326078108586
12,2020-02-03,179,12.494730139408013,156.1116361219591,True,13,164.81433055969026,312.22326078108586
13,2020-02-04,194,12.494730139408013,156.1116361219591,True,14,181.8285985757324,312.22326078108586
14,2020-02-05,205,12.494730139408013,156.1116361219591,True,15,198.23722845875744,312.22326078108586
15,2020-02-06,215,12.494730139408013,156.1116361219591,True,16,213.69985082511312,312.22326078108586
16,2020-02-07,224,12.494730139408013,156.1116361219591,True,17,227.9565438691095,312.22326078108586
17,2020-02-08,239,12.494730139408013,156.1116361219591,True,18,240.83936122299195,312.22326078108586
18,2020-02-09,250,12.494730139408013,156.1116361219591,True,19,252.27062570610906,312.22326078108586
19,2020-02-10,261,12.494730139408013,156.1116361219591,True,20,262.25114174588344,312.22326078108586
20,2020-02-11,267,12.494730139408013,156.1116361219591,True,21,270.8427063524787,312.22326078108586
21,2020-02-12,272,12.494730139408013,156.1116361219591,True,22,278.14907006719415,312.22326078108586
22,2020-02-13,279,12.494730139408013,156.1116361219591,True,23,284.2983937253376,312.22326078108586
23,2020-02-14,281,12.494730139408013,156.1116361219591,True,24,289.42890256736536,312.22326078108586
24,2020-02-15,285,12.494730139408013,156.1116361219591,True,25,293.67829348442456,312.22326078108586
25,2020-02-16,287,12.494730139408013,156.1116361219591,True,26,297.1766842913666,312.22326078108586
26,2020-02-17,290,12.494730139408013,156.1116361219591,True,27,300.0424986318969,312.22326078108586
27,2020-02-18,292,12.494730139408013,156.1116361219591,True,28,302.38056044796576,312.22326078108586
28,2020-02-19,293,12.494730139408013,156.1116361219591,True,29,304.281716984093,312.22326078108586
29,2020-02-20,293,12.494730139408013,156.1116361219591,True,30,305.82343010054115,312.22326078108586
30,2020-02-21,293,12.494730139408013,156.1116361219591,True,31,307.07091470519475,312.22326078108586
31,2020-02-22,293,12.494730139408013,156.1116361219591,True,32,308.0785298249384,312.22326078108586
32,2020-02-23,293,12.494730139408013,156.1116361219591,True,33,308.8912300387448,312.22326078108586
33,2020-02-24,293,12.494730139408013,156.1116361219591,True,34,309.54596101040505,312.22326078108586
34,2020-02-25,294,12.494730139408013,156.1116361219591,True,35,310.0729359608874,312.22326078108586
35,2020-02-26,294,12.494730139408013,156.1116361219591,True,36,310.49676500304224,312.22326078108586
36,2020-02-27,296,12.494730139408013,156.1116361219591,True,37,310.83743113961447,312.22326078108586
37,2020-02-28,296,12.494730139408013,156.1116361219591,True,38,311.1111194333204,312.22326078108586
38,2020-02-29,296,12.494730139408013,156.1116361219591,True,39,311.3309124846717,312.22326078108586
39,2020-03-01,296,12.494730139408013,156.1116361219591,True,40,311.5073681275524,312.22326078108586
40,2020-03-02,296,12.494730139408013,156.1116361219591,True,41,311.6489957098129,312.22326078108586
41,2020-03-03,296,12.494730139408013,156.1116361219591,True,42,311.7626464844306,312.22326078108586
42,2020-03-04,296,12.494730139408013,156.1116361219591,True,43,311.85383214665734,312.22326078108586
43,2020-03-05,296,12.494730139408013,156.1116361219591,True,44,311.92698381338397,312.22326078108586
44,2020-03-06,296,12.494730139408013,156.1116361219591,True,45,311.9856619858162,312.22326078108586
45,2020-03-07,296,12.494730139408013,156.1116361219591,True,46,312.0327263918212,312.22326078108586
46,2020-03-08,296,12.494730139408013,156.1116361219591,True,47,312.0704731299944,312.22326078108586
47,2020-03-09,296,12.494730139408013,156.1116361219591,True,48,312.10074525384556,312.22326078108586
48,2020-03-10,296,12.494730139408013,156.1116361219591,True,49,312.1250218392111,312.22326078108586
49,2020-03-11,296,12.494730139408013,156.1116361219591,True,50,312.14448965690605,312.22326078108586
