,Report_Date,China_fujian_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
50,2020-03-12,296,12.494730139408013,156.1116361219591,True,51,312.1601008063115,312.22326078108586
51,2020-03-13,296,12.494730139408013,156.1116361219591,True,52,312.17261903319036,312.22326078108586
52,2020-03-14,296,12.494730139408013,156.1116361219591,True,53,312.1826569363497,312.22326078108586
53,2020-03-15,296,12.494730139408013,156.1116361219591,True,54,312.1907058443993,312.22326078108586
54,2020-03-16,296,12.494730139408013,156.1116361219591,True,55,312.19715979956663,312.22326078108586
55,2020-03-17,296,12.494730139408013,156.1116361219591,True,56,312.2023348063585,312.22326078108586
56,2020-03-18,296,12.494730139408013,156.1116361219591,True,57,312.2064842770175,312.22326078108586
57,2020-03-19,296,12.494730139408013,156.1116361219591,True,58,312.20981142334335,312.22326078108586
58,2020-03-20,299,12.494730139408013,156.1116361219591,True,59,312.2124791973908,312.22326078108586
59,2020-03-21,303,12.494730139408013,156.1116361219591,True,60,312.21461826510443,312.22326078108586
60,2020-03-22,313,12.494730139408013,156.1116361219591,True,61,312.2163334016343,312.22326078108586
61,2020-03-23,313,12.494730139408013,156.1116361219591,True,62,312.217708620427,312.22326078108586
62,2020-03-24,318,12.494730139408013,156.1116361219591,True,63,312.21881128659084,312.22326078108586
63,2020-03-25,322,12.494730139408013,156.1116361219591,True,64,312.21969541554745,312.22326078108586
64,2020-03-26,328,12.494730139408013,156.1116361219591,True,65,312.22040431825235,312.22326078108586
65,2020-03-27,331,12.494730139408013,156.1116361219591,True,66,312.220972722367,312.22326078108586
66,2020-03-28,337,12.494730139408013,156.1116361219591,True,67,312.2214284731679,312.22326078108586
67,2020-03-29,338,12.494730139408013,156.1116361219591,True,68,312.221793897436,312.22326078108586
68,2020-03-30,340,12.494730139408013,156.1116361219591,True,69,312.22208689708793,312.22326078108586
69,2020-03-31,343,12.494730139408013,156.1116361219591,True,70,312.22232182609423,312.22326078108586
70,2020-04-01,345,12.494730139408013,156.1116361219591,True,71,312.22251019362005,312.22326078108586
71,2020-04-02,345,12.494730139408013,156.1116361219591,True,72,312.22266122782315,312.22326078108586
72,2020-04-03,349,12.494730139408013,156.1116361219591,True,73,312.22278232791984,312.22326078108586
73,2020-04-04,350,12.494730139408013,156.1116361219591,True,74,312.22287942666026,312.22326078108586
74,2020-04-05,350,12.494730139408013,156.1116361219591,True,75,312.2229572809672,312.22326078108586
75,2020-04-06,350,12.494730139408013,156.1116361219591,True,76,312.22301970497386,312.22326078108586
76,2020-04-07,351,12.494730139408013,156.1116361219591,True,77,312.2230697568775,312.22326078108586
77,2020-04-08,351,12.494730139408013,156.1116361219591,True,78,312.2231098887597,312.22326078108586
78,2020-04-09,351,12.494730139408013,156.1116361219591,True,79,312.2231420667141,312.22326078108586
79,2020-04-10,351,12.494730139408013,156.1116361219591,True,80,312.2231678671661,312.22326078108586
