,Report_Date,China_shanghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,315,29.631416248432295,280.5211008006635,True,23,240.87222750082688,521.9155231547903
23,2020-02-14,318,29.631416248432295,280.5211008006635,True,24,246.78825811563308,521.9155231547903
24,2020-02-15,326,29.631416248432295,280.5211008006635,True,25,252.73489281414442,521.9155231547903
25,2020-02-16,328,29.631416248432295,280.5211008006635,True,26,258.7068553780608,521.9155231547903
26,2020-02-17,333,29.631416248432295,280.5211008006635,True,27,264.6987777603616,521.9155231547903
27,2020-02-18,333,29.631416248432295,280.5211008006635,True,28,270.70521913359516,521.9155231547903
28,2020-02-19,333,29.631416248432295,280.5211008006635,True,29,276.7206854996986,521.9155231547903
29,2020-02-20,334,29.631416248432295,280.5211008006635,True,30,282.7396497124598,521.9155231547903
30,2020-02-21,334,29.631416248432295,280.5211008006635,True,31,288.75657175826154,521.9155231547903
31,2020-02-22,335,29.631416248432295,280.5211008006635,True,32,294.76591913729595,521.9155231547903
32,2020-02-23,335,29.631416248432295,280.5211008006635,True,33,300.76218718609584,521.9155231547903
33,2020-02-24,335,29.631416248432295,280.5211008006635,True,34,306.7399191830133,521.9155231547903
34,2020-02-25,336,29.631416248432295,280.5211008006635,True,35,312.69372608117646,521.9155231547903
35,2020-02-26,337,29.631416248432295,280.5211008006635,True,36,318.618305718409,521.9155231547903
36,2020-02-27,337,29.631416248432295,280.5211008006635,True,37,324.50846136050393,521.9155231547903
37,2020-02-28,337,29.631416248432295,280.5211008006635,True,38,330.35911944296976,521.9155231547903
38,2020-02-29,337,29.631416248432295,280.5211008006635,True,39,336.1653463867307,521.9155231547903
39,2020-03-01,337,29.631416248432295,280.5211008006635,True,40,341.92236437506983,521.9155231547903
40,2020-03-02,337,29.631416248432295,280.5211008006635,True,41,347.625565992123,521.9155231547903
41,2020-03-03,338,29.631416248432295,280.5211008006635,True,42,353.27052763721406,521.9155231547903
42,2020-03-04,338,29.631416248432295,280.5211008006635,True,43,358.85302164402225,521.9155231547903
43,2020-03-05,339,29.631416248432295,280.5211008006635,True,44,364.3690270487143,521.9155231547903
44,2020-03-06,342,29.631416248432295,280.5211008006635,True,45,369.8147389665135,521.9155231547903
45,2020-03-07,342,29.631416248432295,280.5211008006635,True,46,375.18657655144386,521.9155231547903
46,2020-03-08,342,29.631416248432295,280.5211008006635,True,47,380.48118952895913,521.9155231547903
47,2020-03-09,342,29.631416248432295,280.5211008006635,True,48,385.6954633056055,521.9155231547903
48,2020-03-10,344,29.631416248432295,280.5211008006635,True,49,390.8265226735814,521.9155231547903
49,2020-03-11,344,29.631416248432295,280.5211008006635,True,50,395.8717341408721,521.9155231547903
50,2020-03-12,344,29.631416248432295,280.5211008006635,True,51,400.8287069294014,521.9155231547903
51,2020-03-13,346,29.631416248432295,280.5211008006635,True,52,405.6952926942396,521.9155231547903
52,2020-03-14,353,29.631416248432295,280.5211008006635,True,53,410.4695840262451,521.9155231547903
53,2020-03-15,353,29.631416248432295,280.5211008006635,True,54,415.1499118085476,521.9155231547903
54,2020-03-16,355,29.631416248432295,280.5211008006635,True,55,419.7348415039515,521.9155231547903
55,2020-03-17,358,29.631416248432295,280.5211008006635,True,56,424.22316845567127,521.9155231547903
56,2020-03-18,361,29.631416248432295,280.5211008006635,True,57,428.6139122878038,521.9155231547903
57,2020-03-19,363,29.631416248432295,280.5211008006635,True,58,432.9063104946517,521.9155231547903
58,2020-03-20,371,29.631416248432295,280.5211008006635,True,59,437.09981130949376,521.9155231547903
59,2020-03-21,380,29.631416248432295,280.5211008006635,True,60,441.19406594373464,521.9155231547903
60,2020-03-22,404,29.631416248432295,280.5211008006635,True,61,445.1889202866373,521.9155231547903
61,2020-03-23,404,29.631416248432295,280.5211008006635,True,62,449.08440615416544,521.9155231547903
62,2020-03-24,414,29.631416248432295,280.5211008006635,True,63,452.8807321729292,521.9155231547903
63,2020-03-25,433,29.631416248432295,280.5211008006635,True,64,456.5782743819599,521.9155231547903
64,2020-03-26,451,29.631416248432295,280.5211008006635,True,65,460.1775666311411,521.9155231547903
65,2020-03-27,468,29.631416248432295,280.5211008006635,True,66,463.67929085071506,521.9155231547903
66,2020-03-28,485,29.631416248432295,280.5211008006635,True,67,467.0842672614651,521.9155231547903
67,2020-03-29,492,29.631416248432295,280.5211008006635,True,68,470.3934445900505,521.9155231547903
68,2020-03-30,498,29.631416248432295,280.5211008006635,True,69,473.6078903486476,521.9155231547903
69,2020-03-31,509,29.631416248432295,280.5211008006635,True,70,476.72878123260006,521.9155231547903
70,2020-04-01,516,29.631416248432295,280.5211008006635,True,71,479.7573936843037,521.9155231547903
71,2020-04-02,522,29.631416248432295,280.5211008006635,True,72,482.69509466610634,521.9155231547903
72,2020-04-03,526,29.631416248432295,280.5211008006635,True,73,485.54333267965876,521.9155231547903
73,2020-04-04,529,29.631416248432295,280.5211008006635,True,74,488.30362906396573,521.9155231547903
74,2020-04-05,531,29.631416248432295,280.5211008006635,True,75,490.97756959939994,521.9155231547903
75,2020-04-06,536,29.631416248432295,280.5211008006635,True,76,493.56679644019397,521.9155231547903
76,2020-04-07,538,29.631416248432295,280.5211008006635,True,77,496.07300039344597,521.9155231547903
77,2020-04-08,543,29.631416248432295,280.5211008006635,True,78,498.4979135584881,521.9155231547903
78,2020-04-09,552,29.631416248432295,280.5211008006635,True,79,500.843302336585,521.9155231547903
79,2020-04-10,555,29.631416248432295,280.5211008006635,True,80,503.1109608173609,521.9155231547903
