,Report_Date,China_shanghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,9,29.631416248432295,280.5211008006635,True,1,127.02410430073832,521.9155231547903
1,2020-01-23,16,29.631416248432295,280.5211008006635,True,2,131.29055409254548,521.9155231547903
2,2020-01-24,20,29.631416248432295,280.5211008006635,True,3,135.65551464130806,521.9155231547903
3,2020-01-25,33,29.631416248432295,280.5211008006635,True,4,140.11827954850705,521.9155231547903
4,2020-01-26,40,29.631416248432295,280.5211008006635,True,5,144.6779263536437,521.9155231547903
5,2020-01-27,53,29.631416248432295,280.5211008006635,True,6,149.33330992536798,521.9155231547903
6,2020-01-28,66,29.631416248432295,280.5211008006635,True,7,154.0830566400402,521.9155231547903
7,2020-01-29,96,29.631416248432295,280.5211008006635,True,8,158.92555943734422,521.9155231547903
8,2020-01-30,112,29.631416248432295,280.5211008006635,True,9,163.8589738401931,521.9155231547903
9,2020-01-31,135,29.631416248432295,280.5211008006635,True,10,168.8812150225144,521.9155231547903
10,2020-02-01,169,29.631416248432295,280.5211008006635,True,11,173.98995600352785,521.9155231547903
11,2020-02-02,182,29.631416248432295,280.5211008006635,True,12,179.1826270408058,521.9155231547903
12,2020-02-03,203,29.631416248432295,280.5211008006635,True,13,184.45641628673525,521.9155231547903
13,2020-02-04,219,29.631416248432295,280.5211008006635,True,14,189.80827176399848,521.9155231547903
14,2020-02-05,243,29.631416248432295,280.5211008006635,True,15,195.23490470541856,521.9155231547903
15,2020-02-06,257,29.631416248432295,280.5211008006635,True,16,200.73279429204447,521.9155231547903
16,2020-02-07,277,29.631416248432295,280.5211008006635,True,17,206.29819381080281,521.9155231547903
17,2020-02-08,286,29.631416248432295,280.5211008006635,True,18,211.92713823954716,521.9155231547903
18,2020-02-09,293,29.631416248432295,280.5211008006635,True,19,217.61545325306844,521.9155231547903
19,2020-02-10,299,29.631416248432295,280.5211008006635,True,20,223.35876562878005,521.9155231547903
20,2020-02-11,303,29.631416248432295,280.5211008006635,True,21,229.1525150155769,521.9155231547903
21,2020-02-12,311,29.631416248432295,280.5211008006635,True,22,234.99196701402627,521.9155231547903
