,Report_Date,Samoa_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,0,369.92276198820645,4.064118978958528,False,26,0.00022951113511230923,0.0001595613284184365
26,2020-02-17,0,369.92276198820645,4.064118978958528,False,27,0.00023660870205009495,0.0001595613284184365
27,2020-02-18,0,369.92276198820645,4.064118978958528,False,28,0.00024392575265091992,0.0001595613284184365
28,2020-02-19,0,369.92276198820645,4.064118978958528,False,29,0.00025146907376758713,0.0001595613284184365
29,2020-02-20,0,369.92276198820645,4.064118978958528,False,30,0.0002592456620893289,0.0001595613284184365
30,2020-02-21,0,369.92276198820645,4.064118978958528,False,31,0.0002672627306279139,0.0001595613284184365
31,2020-02-22,0,369.92276198820645,4.064118978958528,False,32,0.0002755277154041387,0.0001595613284184365
32,2020-02-23,0,369.92276198820645,4.064118978958528,False,33,0.00028404828234088897,0.0001595613284184365
33,2020-02-24,0,369.92276198820645,4.064118978958528,False,34,0.0002928323343691448,0.0001595613284184365
34,2020-02-25,0,369.92276198820645,4.064118978958528,False,35,0.0003018880187535013,0.0001595613284184365
35,2020-02-26,0,369.92276198820645,4.064118978958528,False,36,0.0003112237346439776,0.0001595613284184365
36,2020-02-27,0,369.92276198820645,4.064118978958528,False,37,0.00032084814086109713,0.0001595613284184365
37,2020-02-28,0,369.92276198820645,4.064118978958528,False,38,0.000330770163921435,0.0001595613284184365
38,2020-02-29,0,369.92276198820645,4.064118978958528,False,39,0.00034099900631105094,0.0001595613284184365
39,2020-03-01,0,369.92276198820645,4.064118978958528,False,40,0.00035154415501445583,0.0001595613284184365
40,2020-03-02,0,369.92276198820645,4.064118978958528,False,41,0.0003624153903069912,0.0001595613284184365
41,2020-03-03,0,369.92276198820645,4.064118978958528,False,42,0.000373622794818748,0.0001595613284184365
42,2020-03-04,0,369.92276198820645,4.064118978958528,False,43,0.00038517676287839873,0.0001595613284184365
43,2020-03-05,0,369.92276198820645,4.064118978958528,False,44,0.00039708801014557343,0.0001595613284184365
44,2020-03-06,0,369.92276198820645,4.064118978958528,False,45,0.00040936758354067726,0.0001595613284184365
45,2020-03-07,0,369.92276198820645,4.064118978958528,False,46,0.0004220268714813212,0.0001595613284184365
46,2020-03-08,0,369.92276198820645,4.064118978958528,False,47,0.00043507761443481663,0.0001595613284184365
47,2020-03-09,0,369.92276198820645,4.064118978958528,False,48,0.0004485319157964781,0.0001595613284184365
48,2020-03-10,0,369.92276198820645,4.064118978958528,False,49,0.0004624022531037755,0.0001595613284184365
49,2020-03-11,0,369.92276198820645,4.064118978958528,False,50,0.00047670148959668703,0.0001595613284184365
50,2020-03-12,0,369.92276198820645,4.064118978958528,False,51,0.0004914428861349212,0.0001595613284184365
51,2020-03-13,0,369.92276198820645,4.064118978958528,False,52,0.0005066401134830045,0.0001595613284184365
52,2020-03-14,0,369.92276198820645,4.064118978958528,False,53,0.0005223072649745661,0.0001595613284184365
53,2020-03-15,0,369.92276198820645,4.064118978958528,False,54,0.0005384588695675056,0.0001595613284184365
54,2020-03-16,0,369.92276198820645,4.064118978958528,False,55,0.0005551099053020782,0.0001595613284184365
55,2020-03-17,0,369.92276198820645,4.064118978958528,False,56,0.0005722758131743105,0.0001595613284184365
56,2020-03-18,0,369.92276198820645,4.064118978958528,False,57,0.0005899725114375348,0.0001595613284184365
57,2020-03-19,0,369.92276198820645,4.064118978958528,False,58,0.0006082164103452246,0.0001595613284184365
58,2020-03-20,0,369.92276198820645,4.064118978958528,False,59,0.0006270244273487149,0.0001595613284184365
59,2020-03-21,0,369.92276198820645,4.064118978958528,False,60,0.000646414002763813,0.0001595613284184365
60,2020-03-22,0,369.92276198820645,4.064118978958528,False,61,0.0006664031159207279,0.0001595613284184365
61,2020-03-23,0,369.92276198820645,4.064118978958528,False,62,0.0006870103018121907,0.0001595613284184365
62,2020-03-24,0,369.92276198820645,4.064118978958528,False,63,0.0007082546682550989,0.0001595613284184365
63,2020-03-25,0,369.92276198820645,4.064118978958528,False,64,0.0007301559135814736,0.0001595613284184365
64,2020-03-26,0,369.92276198820645,4.064118978958528,False,65,0.0007527343448750203,0.0001595613284184365
65,2020-03-27,0,369.92276198820645,4.064118978958528,False,66,0.0007760108967700622,0.0001595613284184365
66,2020-03-28,0,369.92276198820645,4.064118978958528,False,67,0.000800007150830144,0.0001595613284184365
67,2020-03-29,0,369.92276198820645,4.064118978958528,False,68,0.0008247453555241233,0.0001595613284184365
68,2020-03-30,0,369.92276198820645,4.064118978958528,False,69,0.0008502484468181145,0.0001595613284184365
69,2020-03-31,0,369.92276198820645,4.064118978958528,False,70,0.0008765400694022098,0.0001595613284184365
70,2020-04-01,0,369.92276198820645,4.064118978958528,False,71,0.0009036445985714795,0.0001595613284184365
71,2020-04-02,0,369.92276198820645,4.064118978958528,False,72,0.0009315871627813544,0.0001595613284184365
72,2020-04-03,0,369.92276198820645,4.064118978958528,False,73,0.0009603936668980908,0.0001595613284184365
73,2020-04-04,0,369.92276198820645,4.064118978958528,False,74,0.0009900908161656718,0.0001595613284184365
74,2020-04-05,0,369.92276198820645,4.064118978958528,False,75,0.0010207061409111332,0.0001595613284184365
75,2020-04-06,0,369.92276198820645,4.064118978958528,False,76,0.00105226802201097,0.0001595613284184365
76,2020-04-07,0,369.92276198820645,4.064118978958528,False,77,0.0010848057171419876,0.0001595613284184365
77,2020-04-08,0,369.92276198820645,4.064118978958528,False,78,0.001118349387840656,0.0001595613284184365
78,2020-04-09,0,369.92276198820645,4.064118978958528,False,79,0.0011529301273957542,0.0001595613284184365
79,2020-04-10,0,369.92276198820645,4.064118978958528,False,80,0.001188579989599869,0.0001595613284184365
80,2020-04-11,0,369.92276198820645,4.064118978958528,False,81,0.0012253320183860602,0.0001595613284184365
81,2020-04-12,0,369.92276198820645,4.064118978958528,False,82,0.001263220278376821,0.0001595613284184365
82,2020-04-13,0,369.92276198820645,4.064118978958528,False,83,0.0013022798863732833,0.0001595613284184365
83,2020-04-14,0,369.92276198820645,4.064118978958528,False,84,0.0013425470438134615,0.0001595613284184365
84,2020-04-15,0,369.92276198820645,4.064118978958528,False,85,0.0013840590702291979,0.0001595613284184365
85,2020-04-16,0,369.92276198820645,4.064118978958528,False,86,0.0014268544377323852,0.0001595613284184365
86,2020-04-17,0,369.92276198820645,4.064118978958528,False,87,0.0014709728065619542,0.0001595613284184365
87,2020-04-18,0,369.92276198820645,4.064118978958528,False,88,0.0015164550617240624,0.0001595613284184365
88,2020-04-19,0,369.92276198820645,4.064118978958528,False,89,0.0015633433507589258,0.0001595613284184365
89,2020-04-20,0,369.92276198820645,4.064118978958528,False,90,0.0016116811226687202,0.0001595613284184365
90,2020-04-21,0,369.92276198820645,4.064118978958528,False,91,0.0016615131680420153,0.0001595613284184365
91,2020-04-22,0,369.92276198820645,4.064118978958528,False,92,0.0017128856604113091,0.0001595613284184365
92,2020-04-23,0,369.92276198820645,4.064118978958528,False,93,0.001765846198881293,0.0001595613284184365
93,2020-04-24,0,369.92276198820645,4.064118978958528,False,94,0.0018204438520666268,0.0001595613284184365
94,2020-04-25,0,369.92276198820645,4.064118978958528,False,95,0.0018767292033791756,0.0001595613284184365
95,2020-04-26,0,369.92276198820645,4.064118978958528,False,96,0.0019347543977058543,0.0001595613284184365
96,2020-04-27,0,369.92276198820645,4.064118978958528,False,97,0.001994573189519464,0.0001595613284184365
97,2020-04-28,0,369.92276198820645,4.064118978958528,False,98,0.0020562409924661635,0.0001595613284184365
98,2020-04-29,0,369.92276198820645,4.064118978958528,False,99,0.0021198149304745583,0.0001595613284184365
99,2020-04-30,0,369.92276198820645,4.064118978958528,False,100,0.0021853538904327043,0.0001595613284184365
100,2020-05-01,0,369.92276198820645,4.064118978958528,False,101,0.0022529185764807156,0.0001595613284184365
101,2020-05-02,0,369.92276198820645,4.064118978958528,False,102,0.0023225715659681134,0.0001595613284184365
102,2020-05-03,0,369.92276198820645,4.064118978958528,False,103,0.002394377367126496,0.0001595613284184365
103,2020-05-04,0,369.92276198820645,4.064118978958528,False,104,0.0024684024785096063,0.0001595613284184365
104,2020-05-05,0,369.92276198820645,4.064118978958528,False,105,0.0025447154502544794,0.0001595613284184365
105,2020-05-06,0,369.92276198820645,4.064118978958528,False,106,0.002623386947218881,0.0001595613284184365
106,2020-05-07,0,369.92276198820645,4.064118978958528,False,107,0.0027044898140519296,0.0001595613284184365
107,2020-05-08,0,369.92276198820645,4.064118978958528,False,108,0.0027880991422564805,0.0001595613284184365
108,2020-05-09,0,369.92276198820645,4.064118978958528,False,109,0.0028742923393035714,0.0001595613284184365
109,2020-05-10,0,369.92276198820645,4.064118978958528,False,110,0.002963149199861014,0.0001595613284184365
110,2020-05-11,0,369.92276198820645,4.064118978958528,False,111,0.0030547519792000666,0.0001595613284184365
111,2020-05-12,0,369.92276198820645,4.064118978958528,False,112,0.0031491854688459986,0.0001595613284184365
112,2020-05-13,0,369.92276198820645,4.064118978958528,False,113,0.003246537074540283,0.0001595613284184365
113,2020-05-14,0,369.92276198820645,4.064118978958528,False,114,0.0033468968965841704,0.0001595613284184365
114,2020-05-15,0,369.92276198820645,4.064118978958528,False,115,0.003450357812635437,0.0001595613284184365
115,2020-05-16,0,369.92276198820645,4.064118978958528,False,116,0.0035570155630321775,0.0001595613284184365
116,2020-05-17,0,369.92276198820645,4.064118978958528,False,117,0.0036669688387197244,0.0001595613284184365
117,2020-05-18,0,369.92276198820645,4.064118978958528,False,118,0.003780319371858952,0.0001595613284184365
118,2020-05-19,0,369.92276198820645,4.064118978958528,False,119,0.003897172029196533,0.0001595613284184365
119,2020-05-20,0,369.92276198820645,4.064118978958528,False,120,0.004017634908280032,0.0001595613284184365
120,2020-05-21,0,369.92276198820645,4.064118978958528,False,121,0.004141819436603166,0.0001595613284184365
121,2020-05-22,0,369.92276198820645,4.064118978958528,False,122,0.004269840473768998,0.0001595613284184365
122,2020-05-23,0,369.92276198820645,4.064118978958528,False,123,0.0044018164167613704,0.0001595613284184365
123,2020-05-24,0,369.92276198820645,4.064118978958528,False,124,0.004537869308417518,0.0001595613284184365
124,2020-05-25,0,369.92276198820645,4.064118978958528,False,125,0.0046781249491974555,0.0001595613284184365
125,2020-05-26,0,369.92276198820645,4.064118978958528,False,126,0.004822713012348444,0.0001595613284184365
126,2020-05-27,0,369.92276198820645,4.064118978958528,False,127,0.004971767162565737,0.0001595613284184365
127,2020-05-28,0,369.92276198820645,4.064118978958528,False,128,0.005125425178253627,0.0001595613284184365
128,2020-05-29,0,369.92276198820645,4.064118978958528,False,129,0.0052838290774937825,0.0001595613284184365
129,2020-05-30,0,369.92276198820645,4.064118978958528,False,130,0.005447125247830938,0.0001595613284184365
130,2020-05-31,0,369.92276198820645,4.064118978958528,False,131,0.005615464579989118,0.0001595613284184365
131,2020-06-01,0,369.92276198820645,4.064118978958528,False,132,0.00578900260563469,0.0001595613284184365
132,2020-06-02,0,369.92276198820645,4.064118978958528,False,133,0.005967899639305931,0.0001595613284184365
133,2020-06-03,0,369.92276198820645,4.064118978958528,False,134,0.006152320924632085,0.0001595613284184365
134,2020-06-04,0,369.92276198820645,4.064118978958528,False,135,0.00634243678496827,0.0001595613284184365
135,2020-06-05,0,369.92276198820645,4.064118978958528,False,136,0.006538422778576306,0.0001595613284184365
136,2020-06-06,0,369.92276198820645,4.064118978958528,False,137,0.00674045985848487,0.0001595613284184365
137,2020-06-07,0,369.92276198820645,4.064118978958528,False,138,0.006948734537166301,0.0001595613284184365
138,2020-06-08,0,369.92276198820645,4.064118978958528,False,139,0.007163439056171102,0.0001595613284184365
139,2020-06-09,0,369.92276198820645,4.064118978958528,False,140,0.0073847715608649535,0.0001595613284184365
140,2020-06-10,0,369.92276198820645,4.064118978958528,False,141,0.007612936280417109,0.0001595613284184365
141,2020-06-11,0,369.92276198820645,4.064118978958528,False,142,0.007848143713193124,0.0001595613284184365
142,2020-06-12,0,369.92276198820645,4.064118978958528,False,143,0.008090610817708876,0.0001595613284184365
143,2020-06-13,0,369.92276198820645,4.064118978958528,False,144,0.008340561209307117,0.0001595613284184365
144,2020-06-14,0,369.92276198820645,4.064118978958528,False,145,0.008598225362722273,0.0001595613284184365
145,2020-06-15,0,369.92276198820645,4.064118978958528,False,146,0.00886384082070331,0.0001595613284184365
146,2020-06-16,0,369.92276198820645,4.064118978958528,False,147,0.009137652408869249,0.0001595613284184365
147,2020-06-17,0,369.92276198820645,4.064118978958528,False,148,0.009419912456976487,0.0001595613284184365
148,2020-06-18,0,369.92276198820645,4.064118978958528,False,149,0.009710881026781571,0.0001595613284184365
149,2020-06-19,0,369.92276198820645,4.064118978958528,False,150,0.010010826146688096,0.0001595613284184365
150,2020-06-20,0,369.92276198820645,4.064118978958528,False,151,0.010320024053371193,0.0001595613284184365
151,2020-06-21,0,369.92276198820645,4.064118978958528,False,152,0.010638759440577973,0.0001595613284184365
152,2020-06-22,0,369.92276198820645,4.064118978958528,False,153,0.010967325715307369,0.0001595613284184365
153,2020-06-23,0,369.92276198820645,4.064118978958528,False,154,0.011306025261578189,0.0001595613284184365
154,2020-06-24,0,369.92276198820645,4.064118978958528,False,155,0.011655169711999043,0.0001595613284184365
155,2020-06-25,0,369.92276198820645,4.064118978958528,False,156,0.012015080227359446,0.0001595613284184365
156,2020-06-26,0,369.92276198820645,4.064118978958528,False,157,0.012386087784466775,0.0001595613284184365
157,2020-06-27,0,369.92276198820645,4.064118978958528,False,158,0.012768533472459067,0.0001595613284184365
158,2020-06-28,0,369.92276198820645,4.064118978958528,False,159,0.013162768797829405,0.0001595613284184365
159,2020-06-29,0,369.92276198820645,4.064118978958528,False,160,0.013569155998403366,0.0001595613284184365
160,2020-06-30,0,369.92276198820645,4.064118978958528,False,161,0.013988068366516384,0.0001595613284184365
161,2020-07-01,0,369.92276198820645,4.064118978958528,False,162,0.014419890581644099,0.0001595613284184365
162,2020-07-02,0,369.92276198820645,4.064118978958528,False,163,0.014865019052744472,0.0001595613284184365
163,2020-07-03,0,369.92276198820645,4.064118978958528,False,164,0.015323862270576227,0.0001595613284184365
164,2020-07-04,0,369.92276198820645,4.064118978958528,False,165,0.015796841170264374,0.0001595613284184365
165,2020-07-05,0,369.92276198820645,4.064118978958528,False,166,0.016284389504389728,0.0001595613284184365
166,2020-07-06,0,369.92276198820645,4.064118978958528,False,167,0.016786954226884934,0.0001595613284184365
167,2020-07-07,0,369.92276198820645,4.064118978958528,False,168,0.01730499588802619,0.0001595613284184365
168,2020-07-08,0,369.92276198820645,4.064118978958528,False,169,0.01783898904081582,0.0001595613284184365
169,2020-07-09,0,369.92276198820645,4.064118978958528,False,170,0.018389422659056798,0.0001595613284184365
170,2020-07-10,0,369.92276198820645,4.064118978958528,False,171,0.01895680056742687,0.0001595613284184365
171,2020-07-11,0,369.92276198820645,4.064118978958528,False,172,0.019541641883866045,0.0001595613284184365
172,2020-07-12,0,369.92276198820645,4.064118978958528,False,173,0.02014448147459715,0.0001595613284184365
173,2020-07-13,0,369.92276198820645,4.064118978958528,False,174,0.020765870422105606,0.0001595613284184365
174,2020-07-14,0,369.92276198820645,4.064118978958528,False,175,0.021406376506410772,0.0001595613284184365
175,2020-07-15,0,369.92276198820645,4.064118978958528,False,176,0.0220665846999669,0.0001595613284184365
176,2020-07-16,0,369.92276198820645,4.064118978958528,False,177,0.022747097676538087,0.0001595613284184365
177,2020-07-17,0,369.92276198820645,4.064118978958528,False,178,0.02344853633439776,0.0001595613284184365
178,2020-07-18,0,369.92276198820645,4.064118978958528,False,179,0.024171540334208375,0.0001595613284184365
179,2020-07-19,0,369.92276198820645,4.064118978958528,False,180,0.02491676865194347,0.0001595613284184365
180,2020-07-20,0,369.92276198820645,4.064118978958528,False,181,0.025684900147219584,0.0001595613284184365
181,2020-07-21,0,369.92276198820645,4.064118978958528,False,182,0.026476634147410565,0.0001595613284184365
182,2020-07-22,0,369.92276198820645,4.064118978958528,False,183,0.027292691047922937,0.0001595613284184365
183,2020-07-23,0,369.92276198820645,4.064118978958528,False,184,0.02813381292901501,0.0001595613284184365
184,2020-07-24,0,369.92276198820645,4.064118978958528,False,185,0.029000764189547938,0.0001595613284184365
185,2020-07-25,0,369.92276198820645,4.064118978958528,False,186,0.029894332198061476,0.0001595613284184365
186,2020-07-26,0,369.92276198820645,4.064118978958528,False,187,0.030815327961570722,0.0001595613284184365
187,2020-07-27,0,369.92276198820645,4.064118978958528,False,188,0.031764586812484806,0.0001595613284184365
188,2020-07-28,0,369.92276198820645,4.064118978958528,False,189,0.0327429691140519,0.0001595613284184365
189,2020-07-29,0,369.92276198820645,4.064118978958528,False,190,0.0337513609847374,0.0001595613284184365
190,2020-07-30,0,369.92276198820645,4.064118978958528,False,191,0.03479067504194558,0.0001595613284184365
191,2020-07-31,0,369.92276198820645,4.064118978958528,False,192,0.035861851165497005,0.0001595613284184365
192,2020-08-01,0,369.92276198820645,4.064118978958528,False,193,0.036965857281275195,0.0001595613284184365
193,2020-08-02,0,369.92276198820645,4.064118978958528,False,194,0.038103690165457366,0.0001595613284184365
194,2020-08-03,0,369.92276198820645,4.064118978958528,False,195,0.03927637626974501,0.0001595613284184365
195,2020-08-04,0,369.92276198820645,4.064118978958528,False,196,0.04048497256800851,0.0001595613284184365
196,2020-08-05,0,369.92276198820645,4.064118978958528,False,197,0.04173056742475988,0.0001595613284184365
197,2020-08-06,0,369.92276198820645,4.064118978958528,False,198,0.043014281485865946,0.0001595613284184365
198,2020-08-07,0,369.92276198820645,4.064118978958528,False,199,0.04433726859191028,0.0001595613284184365
199,2020-08-08,0,369.92276198820645,4.064118978958528,False,200,0.04570071671460964,0.0001595613284184365
200,2020-08-09,0,369.92276198820645,4.064118978958528,False,201,0.047105848916685594,0.0001595613284184365
201,2020-08-10,0,369.92276198820645,4.064118978958528,False,202,0.04855392433558515,0.0001595613284184365
202,2020-08-11,0,369.92276198820645,4.064118978958528,False,203,0.050046239191437955,0.0001595613284184365
203,2020-08-12,0,369.92276198820645,4.064118978958528,False,204,0.051584127819629295,0.0001595613284184365
204,2020-08-13,0,369.92276198820645,4.064118978958528,False,205,0.05316896372835687,0.0001595613284184365
205,2020-08-14,0,369.92276198820645,4.064118978958528,False,206,0.054802160681529086,0.0001595613284184365
206,2020-08-15,0,369.92276198820645,4.064118978958528,False,207,0.05648517380734978,0.0001595613284184365
207,2020-08-16,0,369.92276198820645,4.064118978958528,False,208,0.058219500732917935,0.0001595613284184365
208,2020-08-17,0,369.92276198820645,4.064118978958528,False,209,0.06000668274515575,0.0001595613284184365
209,2020-08-18,0,369.92276198820645,4.064118978958528,False,210,0.06184830597835965,0.0001595613284184365
210,2020-08-19,0,369.92276198820645,4.064118978958528,False,211,0.06374600262864714,0.0001595613284184365
211,2020-08-20,0,369.92276198820645,4.064118978958528,False,212,0.06570145219555001,0.0001595613284184365
212,2020-08-21,0,369.92276198820645,4.064118978958528,False,213,0.06771638275097976,0.0001595613284184365
213,2020-08-22,0,369.92276198820645,4.064118978958528,False,214,0.06979257223576112,0.0001595613284184365
214,2020-08-23,0,369.92276198820645,4.064118978958528,False,215,0.07193184978390067,0.0001595613284184365
215,2020-08-24,0,369.92276198820645,4.064118978958528,False,216,0.07413609707472359,0.0001595613284184365
216,2020-08-25,0,369.92276198820645,4.064118978958528,False,217,0.07640724971297377,0.0001595613284184365
217,2020-08-26,0,369.92276198820645,4.064118978958528,False,218,0.07874729863693357,0.0001595613284184365
218,2020-08-27,0,369.92276198820645,4.064118978958528,False,219,0.08115829155457667,0.0001595613284184365
219,2020-08-28,0,369.92276198820645,4.064118978958528,False,220,0.08364233440771816,0.0001595613284184365
220,2020-08-29,0,369.92276198820645,4.064118978958528,False,221,0.08620159286407729,0.0001595613284184365
221,2020-08-30,0,369.92276198820645,4.064118978958528,False,222,0.08883829383711246,0.0001595613284184365
222,2020-08-31,0,369.92276198820645,4.064118978958528,False,223,0.09155472703342776,0.0001595613284184365
223,2020-09-01,0,369.92276198820645,4.064118978958528,False,224,0.0943532465274871,0.0001595613284184365
224,2020-09-02,0,369.92276198820645,4.064118978958528,False,225,0.09723627236330414,0.0001595613284184365
225,2020-09-03,0,369.92276198820645,4.064118978958528,False,226,0.10020629218269969,0.0001595613284184365
226,2020-09-04,0,369.92276198820645,4.064118978958528,False,227,0.10326586287964097,0.0001595613284184365
227,2020-09-05,0,369.92276198820645,4.064118978958528,False,228,0.1064176122800925,0.0001595613284184365
228,2020-09-06,0,369.92276198820645,4.064118978958528,False,229,0.10966424084671504,0.0001595613284184365
229,2020-09-07,0,369.92276198820645,4.064118978958528,False,230,0.11300852340765417,0.0001595613284184365
230,2020-09-08,0,369.92276198820645,4.064118978958528,False,231,0.11645331090855666,0.0001595613284184365
231,2020-09-09,0,369.92276198820645,4.064118978958528,False,232,0.1200015321868385,0.0001595613284184365
232,2020-09-10,0,369.92276198820645,4.064118978958528,False,233,0.1236561957671172,0.0001595613284184365
233,2020-09-11,0,369.92276198820645,4.064118978958528,False,234,0.12742039167658872,0.0001595613284184365
234,2020-09-12,0,369.92276198820645,4.064118978958528,False,235,0.13129729327900108,0.0001595613284184365
235,2020-09-13,0,369.92276198820645,4.064118978958528,False,236,0.1352901591257351,0.0001595613284184365
236,2020-09-14,0,369.92276198820645,4.064118978958528,False,237,0.1394023348223497,0.0001595613284184365
237,2020-09-15,0,369.92276198820645,4.064118978958528,False,238,0.14363725490879356,0.0001595613284184365
238,2020-09-16,0,369.92276198820645,4.064118978958528,False,239,0.14799844475131746,0.0001595613284184365
239,2020-09-17,0,369.92276198820645,4.064118978958528,False,240,0.15248952244394048,0.0001595613284184365
240,2020-09-18,0,369.92276198820645,4.064118978958528,False,241,0.15711420071713944,0.0001595613284184365
241,2020-09-19,0,369.92276198820645,4.064118978958528,False,242,0.16187628885123226,0.0001595613284184365
242,2020-09-20,0,369.92276198820645,4.064118978958528,False,243,0.1667796945917156,0.0001595613284184365
243,2020-09-21,0,369.92276198820645,4.064118978958528,False,244,0.17182842606359966,0.0001595613284184365
244,2020-09-22,0,369.92276198820645,4.064118978958528,False,245,0.17702659368155327,0.0001595613284184365
245,2020-09-23,0,369.92276198820645,4.064118978958528,False,246,0.18237841205242583,0.0001595613284184365
246,2020-09-24,0,369.92276198820645,4.064118978958528,False,247,0.18788820186646168,0.0001595613284184365
247,2020-09-25,0,369.92276198820645,4.064118978958528,False,248,0.1935603917732573,0.0001595613284184365
248,2020-09-26,0,369.92276198820645,4.064118978958528,False,249,0.19939952023822585,0.0001595613284184365
249,2020-09-27,0,369.92276198820645,4.064118978958528,False,250,0.2054102373750487,0.0001595613284184365
250,2020-09-28,0,369.92276198820645,4.064118978958528,False,251,0.21159730674928626,0.0001595613284184365
251,2020-09-29,0,369.92276198820645,4.064118978958528,False,252,0.2179656071479987,0.0001595613284184365
252,2020-09-30,0,369.92276198820645,4.064118978958528,False,253,0.22452013430990053,0.0001595613284184365
253,2020-10-01,0,369.92276198820645,4.064118978958528,False,254,0.23126600261022737,0.0001595613284184365
254,2020-10-02,0,369.92276198820645,4.064118978958528,False,255,0.2382084466941298,0.0001595613284184365
255,2020-10-03,0,369.92276198820645,4.064118978958528,False,256,0.24535282305204356,0.0001595613284184365
256,2020-10-04,0,369.92276198820645,4.064118978958528,False,257,0.2527046115300984,0.0001595613284184365
257,2020-10-05,0,369.92276198820645,4.064118978958528,False,258,0.26026941676822446,0.0001595613284184365
258,2020-10-06,0,369.92276198820645,4.064118978958528,False,259,0.26805296955821123,0.0001595613284184365
259,2020-10-07,0,369.92276198820645,4.064118978958528,False,260,0.27606112811354455,0.0001595613284184365
260,2020-10-08,0,369.92276198820645,4.064118978958528,False,261,0.28429987924241107,0.0001595613284184365
261,2020-10-09,0,369.92276198820645,4.064118978958528,False,262,0.29277533941481276,0.0001595613284184365
262,2020-10-10,0,369.92276198820645,4.064118978958528,False,263,0.301493755714276,0.0001595613284184365
263,2020-10-11,0,369.92276198820645,4.064118978958528,False,264,0.310461506664163,0.0001595613284184365
264,2020-10-12,0,369.92276198820645,4.064118978958528,False,265,0.319685102918124,0.0001595613284184365
265,2020-10-13,0,369.92276198820645,4.064118978958528,False,266,0.32917118780373134,0.0001595613284184365
266,2020-10-14,0,369.92276198820645,4.064118978958528,False,267,0.3389265377078486,0.0001595613284184365
267,2020-10-15,0,369.92276198820645,4.064118978958528,False,268,0.3489580622917824,0.0001595613284184365
268,2020-10-16,0,369.92276198820645,4.064118978958528,False,269,0.35927280452376054,0.0001595613284184365
269,2020-10-17,0,369.92276198820645,4.064118978958528,False,270,0.369877940515778,0.0001595613284184365
270,2020-10-18,0,369.92276198820645,4.064118978958528,False,271,0.3807807791513319,0.0001595613284184365
271,2020-10-19,0,369.92276198820645,4.064118978958528,False,272,0.39198876149007245,0.0001595613284184365
272,2020-10-20,0,369.92276198820645,4.064118978958528,False,273,0.40350945993488835,0.0001595613284184365
273,2020-10-21,0,369.92276198820645,4.064118978958528,False,274,0.4153505771464516,0.0001595613284184365
274,2020-10-22,0,369.92276198820645,4.064118978958528,False,275,0.4275199446897559,0.0001595613284184365
