,Report_Date,Liechtenstein_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,28,62.67182244429862,42.192854887212405,True,58,25.122548302761007,83.8321680327082
58,2020-03-20,28,62.67182244429862,42.192854887212405,True,59,28.478945375734618,83.8321680327082
59,2020-03-21,37,62.67182244429862,42.192854887212405,True,60,32.04131800950053,83.8321680327082
60,2020-03-22,37,62.67182244429862,42.192854887212405,True,61,35.764238444776886,83.8321680327082
61,2020-03-23,51,62.67182244429862,42.192854887212405,True,62,39.59253938036479,83.8321680327082
62,2020-03-24,51,62.67182244429862,42.192854887212405,True,63,43.464305959908856,83.8321680327082
63,2020-03-25,51,62.67182244429862,42.192854887212405,True,64,47.31475842428311,83.8321680327082
64,2020-03-26,56,62.67182244429862,42.192854887212405,True,65,51.08052783281683,83.8321680327082
65,2020-03-27,56,62.67182244429862,42.192854887212405,True,66,54.70373713224716,83.8321680327082
66,2020-03-28,56,62.67182244429862,42.192854887212405,True,67,58.13534479005025,83.8321680327082
67,2020-03-29,56,62.67182244429862,42.192854887212405,True,68,61.33737284091121,83.8321680327082
68,2020-03-30,62,62.67182244429862,42.192854887212405,True,69,64.2838713997049,83.8321680327082
69,2020-03-31,68,62.67182244429862,42.192854887212405,True,70,66.96069880180427,83.8321680327082
70,2020-04-01,68,62.67182244429862,42.192854887212405,True,71,69.36436462287391,83.8321680327082
71,2020-04-02,75,62.67182244429862,42.192854887212405,True,72,71.50026550445463,83.8321680327082
72,2020-04-03,75,62.67182244429862,42.192854887212405,True,73,73.38064513435401,83.8321680327082
73,2020-04-04,77,62.67182244429862,42.192854887212405,True,74,75.02255403874622,83.8321680327082
74,2020-04-05,77,62.67182244429862,42.192854887212405,True,75,76.446002150375,83.8321680327082
75,2020-04-06,77,62.67182244429862,42.192854887212405,True,76,77.67241282427044,83.8321680327082
76,2020-04-07,78,62.67182244429862,42.192854887212405,True,77,78.7234169216335,83.8321680327082
77,2020-04-08,78,62.67182244429862,42.192854887212405,True,78,79.61997615119085,83.8321680327082
78,2020-04-09,78,62.67182244429862,42.192854887212405,True,79,80.38179564803207,83.8321680327082
79,2020-04-10,79,62.67182244429862,42.192854887212405,True,80,81.02697280667378,83.8321680327082
