,Report_Date,China_jilin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,14.802025687049813,46.9852598975184,True,1,1.0755635567575639,93.97051979238773
1,2020-01-23,1,14.802025687049813,46.9852598975184,True,2,1.4792438666551684,93.97051979238773
2,2020-01-24,3,14.802025687049813,46.9852598975184,True,3,2.0311206896767833,93.97051979238773
3,2020-01-25,4,14.802025687049813,46.9852598975184,True,4,2.7826973626297242,93.97051979238773
4,2020-01-26,4,14.802025687049813,46.9852598975184,True,5,3.8008831101309375,93.97051979238773
5,2020-01-27,6,14.802025687049813,46.9852598975184,True,6,5.1704974864874,93.97051979238773
6,2020-01-28,8,14.802025687049813,46.9852598975184,True,7,6.995352320477765,93.97051979238773
7,2020-01-29,9,14.802025687049813,46.9852598975184,True,8,9.39611515433285,93.97051979238773
8,2020-01-30,14,14.802025687049813,46.9852598975184,True,9,12.502368743638755,93.97051979238773
9,2020-01-31,14,14.802025687049813,46.9852598975184,True,10,16.435952385741732,93.97051979238773
10,2020-02-01,17,14.802025687049813,46.9852598975184,True,11,21.283817814398034,93.97051979238773
11,2020-02-02,23,14.802025687049813,46.9852598975184,True,12,27.062495307813904,93.97051979238773
12,2020-02-03,31,14.802025687049813,46.9852598975184,True,13,33.683066969995735,93.97051979238773
13,2020-02-04,42,14.802025687049813,46.9852598975184,True,14,40.932435457761535,93.97051979238773
14,2020-02-05,54,14.802025687049813,46.9852598975184,True,15,48.48719292462864,93.97051979238773
15,2020-02-06,59,14.802025687049813,46.9852598975184,True,16,55.96500258742046,93.97051979238773
16,2020-02-07,65,14.802025687049813,46.9852598975184,True,17,62.99870380154146,93.97051979238773
17,2020-02-08,69,14.802025687049813,46.9852598975184,True,18,69.30440144023954,93.97051979238773
18,2020-02-09,78,14.802025687049813,46.9852598975184,True,19,74.71861361290237,93.97051979238773
19,2020-02-10,80,14.802025687049813,46.9852598975184,True,20,79.19772757126545,93.97051979238773
20,2020-02-11,81,14.802025687049813,46.9852598975184,True,21,82.79066466660554,93.97051979238773
21,2020-02-12,83,14.802025687049813,46.9852598975184,True,22,85.60208762436842,93.97051979238773
22,2020-02-13,84,14.802025687049813,46.9852598975184,True,23,87.7595546455602,93.97051979238773
23,2020-02-14,86,14.802025687049813,46.9852598975184,True,24,89.39056389576803,93.97051979238773
24,2020-02-15,88,14.802025687049813,46.9852598975184,True,25,90.60966998259335,93.97051979238773
25,2020-02-16,89,14.802025687049813,46.9852598975184,True,26,91.51319142023011,93.97051979238773
26,2020-02-17,89,14.802025687049813,46.9852598975184,True,27,92.17861630022013,93.97051979238773
27,2020-02-18,89,14.802025687049813,46.9852598975184,True,28,92.66641725229424,93.97051979238773
28,2020-02-19,90,14.802025687049813,46.9852598975184,True,29,93.02279187152845,93.97051979238773
29,2020-02-20,91,14.802025687049813,46.9852598975184,True,30,93.28250237815122,93.97051979238773
30,2020-02-21,91,14.802025687049813,46.9852598975184,True,31,93.4714249942739,93.97051979238773
31,2020-02-22,91,14.802025687049813,46.9852598975184,True,32,93.60867260330703,93.97051979238773
32,2020-02-23,91,14.802025687049813,46.9852598975184,True,33,93.70828395793966,93.97051979238773
33,2020-02-24,93,14.802025687049813,46.9852598975184,True,34,93.78052938736299,93.97051979238773
34,2020-02-25,93,14.802025687049813,46.9852598975184,True,35,93.8329005808339,93.97051979238773
35,2020-02-26,93,14.802025687049813,46.9852598975184,True,36,93.87085090440982,93.97051979238773
36,2020-02-27,93,14.802025687049813,46.9852598975184,True,37,93.89834397278322,93.97051979238773
