,Report_Date,Burma_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.77701260738544,20.693623301283267,True,1,0.00048177532184918656,37.11132199797077
1,2020-01-23,0,75.77701260738544,20.693623301283267,True,2,0.0005608242596039445,37.11132199797077
2,2020-01-24,0,75.77701260738544,20.693623301283267,True,3,0.000652843218254264,37.11132199797077
3,2020-01-25,0,75.77701260738544,20.693623301283267,True,4,0.0007599601922318532,37.11132199797077
4,2020-01-26,0,75.77701260738544,20.693623301283267,True,5,0.0008846522907289585,37.11132199797077
5,2020-01-27,0,75.77701260738544,20.693623301283267,True,6,0.0010298030036496179,37.11132199797077
6,2020-01-28,0,75.77701260738544,20.693623301283267,True,7,0.0011987688577504436,37.11132199797077
7,2020-01-29,0,75.77701260738544,20.693623301283267,True,8,0.0013954570015732295,37.11132199797077
8,2020-01-30,0,75.77701260738544,20.693623301283267,True,9,0.0016244155094647013,37.11132199797077
9,2020-01-31,0,75.77701260738544,20.693623301283267,True,10,0.0018909384876993546,37.11132199797077
10,2020-02-01,0,75.77701260738544,20.693623301283267,True,11,0.0022011884061053735,37.11132199797077
11,2020-02-02,0,75.77701260738544,20.693623301283267,True,12,0.0025623384743318654,37.11132199797077
12,2020-02-03,0,75.77701260738544,20.693623301283267,True,13,0.0029827383418945565,37.11132199797077
13,2020-02-04,0,75.77701260738544,20.693623301283267,True,14,0.003472106935702144,37.11132199797077
14,2020-02-05,0,75.77701260738544,20.693623301283267,True,15,0.0040417568698086805,37.11132199797077
15,2020-02-06,0,75.77701260738544,20.693623301283267,True,16,0.004704855583410646,37.11132199797077
16,2020-02-07,0,75.77701260738544,20.693623301283267,True,17,0.005476729200464427,37.11132199797077
17,2020-02-08,0,75.77701260738544,20.693623301283267,True,18,0.006375216075985957,37.11132199797077
18,2020-02-09,0,75.77701260738544,20.693623301283267,True,19,0.0074210781210645805,37.11132199797077
19,2020-02-10,0,75.77701260738544,20.693623301283267,True,20,0.008638479304887571,37.11132199797077
20,2020-02-11,0,75.77701260738544,20.693623301283267,True,21,0.010055542245060299,37.11132199797077
21,2020-02-12,0,75.77701260738544,20.693623301283267,True,22,0.011704995548448845,37.11132199797077
22,2020-02-13,0,75.77701260738544,20.693623301283267,True,23,0.013624926589070647,37.11132199797077
23,2020-02-14,0,75.77701260738544,20.693623301283267,True,24,0.01585965674714579,37.11132199797077
24,2020-02-15,0,75.77701260738544,20.693623301283267,True,25,0.018460758829047425,37.11132199797077
25,2020-02-16,0,75.77701260738544,20.693623301283267,True,26,0.02148823949131139,37.11132199797077
26,2020-02-17,0,75.77701260738544,20.693623301283267,True,27,0.025011913057848844,37.11132199797077
27,2020-02-18,0,75.77701260738544,20.693623301283267,True,28,0.02911299720755652,37.11132199797077
28,2020-02-19,0,75.77701260738544,20.693623301283267,True,29,0.033885965683178476,37.11132199797077
29,2020-02-20,0,75.77701260738544,20.693623301283267,True,30,0.03944069849781238,37.11132199797077
30,2020-02-21,0,75.77701260738544,20.693623301283267,True,31,0.04590497615966991,37.11132199797077
31,2020-02-22,0,75.77701260738544,20.693623301283267,True,32,0.053427371262469284,37.11132199797077
32,2020-02-23,0,75.77701260738544,20.693623301283267,True,33,0.062180598453928454,37.11132199797077
33,2020-02-24,0,75.77701260738544,20.693623301283267,True,34,0.07236539233829499,37.11132199797077
34,2020-02-25,0,75.77701260738544,20.693623301283267,True,35,0.08421499230418844,37.11132199797077
35,2020-02-26,0,75.77701260738544,20.693623301283267,True,36,0.09800032356786578,37.11132199797077
36,2020-02-27,0,75.77701260738544,20.693623301283267,True,37,0.11403597479288846,37.11132199797077
37,2020-02-28,0,75.77701260738544,20.693623301283267,True,38,0.1326870843064898,37.11132199797077
38,2020-02-29,0,75.77701260738544,20.693623301283267,True,39,0.15437725886563336,37.11132199797077
39,2020-03-01,0,75.77701260738544,20.693623301283267,True,40,0.17959766063268254,37.11132199797077
40,2020-03-02,0,75.77701260738544,20.693623301283267,True,41,0.20891740874895642,37.11132199797077
41,2020-03-03,0,75.77701260738544,20.693623301283267,True,42,0.2429954505470104,37.11132199797077
42,2020-03-04,0,75.77701260738544,20.693623301283267,True,43,0.2825940624609262,37.11132199797077
43,2020-03-05,0,75.77701260738544,20.693623301283267,True,44,0.3285941399112661,37.11132199797077
44,2020-03-06,0,75.77701260738544,20.693623301283267,True,45,0.38201242589973017,37.11132199797077
45,2020-03-07,0,75.77701260738544,20.693623301283267,True,46,0.44402080577953634,37.11132199797077
