,Report_Date,Canada_prince edward island_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,0,71.2025014752032,16.815124019656725,True,38,0.1560113724663638,32.09413560267743
38,2020-02-29,0,71.2025014752032,16.815124019656725,True,39,0.18324202201358034,32.09413560267743
39,2020-03-01,0,71.2025014752032,16.815124019656725,True,40,0.2151950283128973,32.09413560267743
40,2020-03-02,0,71.2025014752032,16.815124019656725,True,41,0.2526777784135877,32.09413560267743
41,2020-03-03,0,71.2025014752032,16.815124019656725,True,42,0.29663133092265226,32.09413560267743
42,2020-03-04,0,71.2025014752032,16.815124019656725,True,43,0.3481508973371266,32.09413560267743
43,2020-03-05,0,71.2025014752032,16.815124019656725,True,44,0.4085088331244772,32.09413560267743
44,2020-03-06,0,71.2025014752032,16.815124019656725,True,45,0.47918019638846604,32.09413560267743
45,2020-03-07,0,71.2025014752032,16.815124019656725,True,46,0.5618708147305309,32.09413560267743
46,2020-03-08,0,71.2025014752032,16.815124019656725,True,47,0.6585476253168007,32.09413560267743
47,2020-03-09,0,71.2025014752032,16.815124019656725,True,48,0.7714708005513967,32.09413560267743
48,2020-03-10,0,71.2025014752032,16.815124019656725,True,49,0.9032268201897403,32.09413560267743
49,2020-03-11,0,71.2025014752032,16.815124019656725,True,50,1.0567611758301168,32.09413560267743
50,2020-03-12,0,71.2025014752032,16.815124019656725,True,51,1.235408770857091,32.09413560267743
51,2020-03-13,0,71.2025014752032,16.815124019656725,True,52,1.4429192873036358,32.09413560267743
52,2020-03-14,0,71.2025014752032,16.815124019656725,True,53,1.6834738208800124,32.09413560267743
53,2020-03-15,1,71.2025014752032,16.815124019656725,True,54,1.961687948565605,32.09413560267743
54,2020-03-16,1,71.2025014752032,16.815124019656725,True,55,2.2825951392195427,32.09413560267743
55,2020-03-17,1,71.2025014752032,16.815124019656725,True,56,2.651603154404449,32.09413560267743
56,2020-03-18,1,71.2025014752032,16.815124019656725,True,57,3.0744150041995484,32.09413560267743
57,2020-03-19,2,71.2025014752032,16.815124019656725,True,58,3.556905417087461,32.09413560267743
58,2020-03-20,2,71.2025014752032,16.815124019656725,True,59,4.104944069170207,32.09413560267743
59,2020-03-21,2,71.2025014752032,16.815124019656725,True,60,4.724158519331445,32.09413560267743
60,2020-03-22,3,71.2025014752032,16.815124019656725,True,61,5.419633488946984,32.09413560267743
61,2020-03-23,3,71.2025014752032,16.815124019656725,True,62,6.195549311683741,32.09413560267743
62,2020-03-24,3,71.2025014752032,16.815124019656725,True,63,7.054771289880112,32.09413560267743
63,2020-03-25,5,71.2025014752032,16.815124019656725,True,64,7.99841300921563,32.09413560267743
64,2020-03-26,5,71.2025014752032,16.815124019656725,True,65,9.025409229369973,32.09413560267743
65,2020-03-27,9,71.2025014752032,16.815124019656725,True,66,10.132145620222936,32.09413560267743
66,2020-03-28,11,71.2025014752032,16.815124019656725,True,67,11.3122002709534,32.09413560267743
67,2020-03-29,11,71.2025014752032,16.815124019656725,True,68,12.556252095579728,32.09413560267743
68,2020-03-30,18,71.2025014752032,16.815124019656725,True,69,13.852201135323732,32.09413560267743
69,2020-03-31,21,71.2025014752032,16.815124019656725,True,70,15.185524341455793,32.09413560267743
70,2020-04-01,21,71.2025014752032,16.815124019656725,True,71,16.539859704541808,32.09413560267743
71,2020-04-02,22,71.2025014752032,16.815124019656725,True,72,17.897776820665435,32.09413560267743
72,2020-04-03,22,71.2025014752032,16.815124019656725,True,73,19.241660689803666,32.09413560267743
73,2020-04-04,22,71.2025014752032,16.815124019656725,True,74,20.554615433319743,32.09413560267743
74,2020-04-05,22,71.2025014752032,16.815124019656725,True,75,21.821291000494043,32.09413560267743
75,2020-04-06,22,71.2025014752032,16.815124019656725,True,76,23.028549787664993,32.09413560267743
76,2020-04-07,22,71.2025014752032,16.815124019656725,True,77,24.165917707333968,32.09413560267743
77,2020-04-08,25,71.2025014752032,16.815124019656725,True,78,25.225798585679026,32.09413560267743
78,2020-04-09,25,71.2025014752032,16.815124019656725,True,79,26.203463925248688,32.09413560267743
79,2020-04-10,25,71.2025014752032,16.815124019656725,True,80,27.096855682619157,32.09413560267743
