,Report_Date,Canada_prince edward island_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.2025014752032,16.815124019656725,True,1,0.0003953185714848215,32.09413560267743
1,2020-01-23,0,71.2025014752032,16.815124019656725,True,2,0.0004646956139408678,32.09413560267743
2,2020-01-24,0,71.2025014752032,16.815124019656725,True,3,0.0005462478897074645,32.09413560267743
3,2020-01-25,0,71.2025014752032,16.815124019656725,True,4,0.0006421119999228959,32.09413560267743
4,2020-01-26,0,71.2025014752032,16.815124019656725,True,5,0.0007547994636704334,32.09413560267743
5,2020-01-27,0,71.2025014752032,16.815124019656725,True,6,0.0008872624953236172,32.09413560267743
6,2020-01-28,0,71.2025014752032,16.815124019656725,True,7,0.0010429713179725645,32.09413560267743
7,2020-01-29,0,71.2025014752032,16.815124019656725,True,8,0.0012260050345336427,32.09413560267743
8,2020-01-30,0,71.2025014752032,16.815124019656725,True,9,0.0014411584318011538,32.09413560267743
9,2020-01-31,0,71.2025014752032,16.815124019656725,True,10,0.001694067507990016,32.09413560267743
10,2020-02-01,0,71.2025014752032,16.815124019656725,True,11,0.001991357001894601,32.09413560267743
11,2020-02-02,0,71.2025014752032,16.815124019656725,True,12,0.00234081377410919,32.09413560267743
12,2020-02-03,0,71.2025014752032,16.815124019656725,True,13,0.002751590562377857,32.09413560267743
13,2020-02-04,0,71.2025014752032,16.815124019656725,True,14,0.003234445421058824,32.09413560267743
14,2020-02-05,0,71.2025014752032,16.815124019656725,True,15,0.003802023078710154,32.09413560267743
15,2020-02-06,0,71.2025014752032,16.815124019656725,True,16,0.004469185530987624,32.09413560267743
16,2020-02-07,0,71.2025014752032,16.815124019656725,True,17,0.005253400455180693,32.09413560267743
17,2020-02-08,0,71.2025014752032,16.815124019656725,True,18,0.0061751975188538985,32.09413560267743
18,2020-02-09,0,71.2025014752032,16.815124019656725,True,19,0.007258704394113567,32.09413560267743
19,2020-02-10,0,71.2025014752032,16.815124019656725,True,20,0.008532276322361804,32.09413560267743
20,2020-02-11,0,71.2025014752032,16.815124019656725,True,21,0.010029235449530131,32.09413560267743
21,2020-02-12,0,71.2025014752032,16.815124019656725,True,22,0.011788738922964804,32.09413560267743
22,2020-02-13,0,71.2025014752032,16.815124019656725,True,23,0.013856797969982853,32.09413560267743
23,2020-02-14,0,71.2025014752032,16.815124019656725,True,24,0.01628747393407903,32.09413560267743
24,2020-02-15,0,71.2025014752032,16.815124019656725,True,25,0.019144281605370808,32.09413560267743
25,2020-02-16,0,71.2025014752032,16.815124019656725,True,26,0.022501835232616157,32.09413560267743
26,2020-02-17,0,71.2025014752032,16.815124019656725,True,27,0.026447778437774995,32.09413560267743
27,2020-02-18,0,71.2025014752032,16.815124019656725,True,28,0.031085045969002738,32.09413560267743
28,2020-02-19,0,71.2025014752032,16.815124019656725,True,29,0.03653451292525055,32.09413560267743
29,2020-02-20,0,71.2025014752032,16.815124019656725,True,30,0.04293809586419492,32.09413560267743
30,2020-02-21,0,71.2025014752032,16.815124019656725,True,31,0.05046238015404938,32.09413560267743
31,2020-02-22,0,71.2025014752032,16.815124019656725,True,32,0.05930285911645965,32.09413560267743
32,2020-02-23,0,71.2025014752032,16.815124019656725,True,33,0.06968888296110602,32.09413560267743
33,2020-02-24,0,71.2025014752032,16.815124019656725,True,34,0.08188942919851029,32.09413560267743
34,2020-02-25,0,71.2025014752032,16.815124019656725,True,35,0.09621982100325235,32.09413560267743
35,2020-02-26,0,71.2025014752032,16.815124019656725,True,36,0.11304953560539895,32.09413560267743
36,2020-02-27,0,71.2025014752032,16.815124019656725,True,37,0.1328112607185337,32.09413560267743
