,Report_Date,Canada_yukon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.23511647666469,5.361486363063013,True,1,0.00012548256197507217,10.005746320730115
1,2020-01-23,0,73.23511647666469,5.361486363063013,True,2,0.00014684385251756836,10.005746320730115
2,2020-01-24,0,73.23511647666469,5.361486363063013,True,3,0.00017184148434797888,10.005746320730115
3,2020-01-25,0,73.23511647666469,5.361486363063013,True,4,0.0002010944518119158,10.005746320730115
4,2020-01-26,0,73.23511647666469,5.361486363063013,True,5,0.00023532710929859458,10.005746320730115
5,2020-01-27,0,73.23511647666469,5.361486363063013,True,6,0.0002753871018082867,10.005746320730115
6,2020-01-28,0,73.23511647666469,5.361486363063013,True,7,0.0003222663459253802,10.005746320730115
7,2020-01-29,0,73.23511647666469,5.361486363063013,True,8,0.0003771255797407186,10.005746320730115
8,2020-01-30,0,73.23511647666469,5.361486363063013,True,9,0.00044132308826678876,10.005746320730115
9,2020-01-31,0,73.23511647666469,5.361486363063013,True,10,0.0005164483137685168,10.005746320730115
10,2020-02-01,0,73.23511647666469,5.361486363063013,True,11,0.0006043611806864638,10.005746320730115
11,2020-02-02,0,73.23511647666469,5.361486363063013,True,12,0.0007072381053646457,10.005746320730115
12,2020-02-03,0,73.23511647666469,5.361486363063013,True,13,0.0008276258249944996,10.005746320730115
13,2020-02-04,0,73.23511647666469,5.361486363063013,True,14,0.0009685043719820822,10.005746320730115
14,2020-02-05,0,73.23511647666469,5.361486363063013,True,15,0.00113336074390385,10.005746320730115
15,2020-02-06,0,73.23511647666469,5.361486363063013,True,16,0.0013262750806327037,10.005746320730115
16,2020-02-07,0,73.23511647666469,5.361486363063013,True,17,0.0015520214652209332,10.005746320730115
17,2020-02-08,0,73.23511647666469,5.361486363063013,True,18,0.001816185820803868,10.005746320730115
18,2020-02-09,0,73.23511647666469,5.361486363063013,True,19,0.0021253037903029588,10.005746320730115
19,2020-02-10,0,73.23511647666469,5.361486363063013,True,20,0.002487021968445821,10.005746320730115
20,2020-02-11,0,73.23511647666469,5.361486363063013,True,21,0.0029102864173360804,10.005746320730115
21,2020-02-12,0,73.23511647666469,5.361486363063013,True,22,0.0034055630497642,10.005746320730115
22,2020-02-13,0,73.23511647666469,5.361486363063013,True,23,0.003985095222574924,10.005746320730115
23,2020-02-14,0,73.23511647666469,5.361486363063013,True,24,0.0046632047614009395,10.005746320730115
24,2020-02-15,0,73.23511647666469,5.361486363063013,True,25,0.005456643655508298,10.005746320730115
25,2020-02-16,0,73.23511647666469,5.361486363063013,True,26,0.006385004836844553,10.005746320730115
26,2020-02-17,0,73.23511647666469,5.361486363063013,True,27,0.007471201811922921,10.005746320730115
27,2020-02-18,0,73.23511647666469,5.361486363063013,True,28,0.00874202847179406,10.005746320730115
28,2020-02-19,0,73.23511647666469,5.361486363063013,True,29,0.010228812188060776,10.005746320730115
29,2020-02-20,0,73.23511647666469,5.361486363063013,True,30,0.011968175336024942,10.005746320730115
30,2020-02-21,0,73.23511647666469,5.361486363063013,True,31,0.014002922693021759,10.005746320730115
31,2020-02-22,0,73.23511647666469,5.361486363063013,True,32,0.016383074761295982,10.005746320730115
32,2020-02-23,0,73.23511647666469,5.361486363063013,True,33,0.01916706997510143,10.005746320730115
33,2020-02-24,0,73.23511647666469,5.361486363063013,True,34,0.022423161975733907,10.005746320730115
34,2020-02-25,0,73.23511647666469,5.361486363063013,True,35,0.026231041664588364,10.005746320730115
35,2020-02-26,0,73.23511647666469,5.361486363063013,True,36,0.03068371753727899,10.005746320730115
36,2020-02-27,0,73.23511647666469,5.361486363063013,True,37,0.03588969178951508,10.005746320730115
37,2020-02-28,0,73.23511647666469,5.361486363063013,True,38,0.04197547374394321,10.005746320730115
38,2020-02-29,0,73.23511647666469,5.361486363063013,True,39,0.04908847607928789,10.005746320730115
39,2020-03-01,0,73.23511647666469,5.361486363063013,True,40,0.057400342849587484,10.005746320730115
40,2020-03-02,0,73.23511647666469,5.361486363063013,True,41,0.0671107609233957,10.005746320730115
41,2020-03-03,0,73.23511647666469,5.361486363063013,True,42,0.07845180762385032,10.005746320730115
42,2020-03-04,0,73.23511647666469,5.361486363063013,True,43,0.09169288613461427,10.005746320730115
43,2020-03-05,0,73.23511647666469,5.361486363063013,True,44,0.10714629545297812,10.005746320730115
44,2020-03-06,0,73.23511647666469,5.361486363063013,True,45,0.1251734717033872,10.005746320730115
45,2020-03-07,0,73.23511647666469,5.361486363063013,True,46,0.14619192033675274,10.005746320730115
46,2020-03-08,0,73.23511647666469,5.361486363063013,True,47,0.17068283136851373,10.005746320730115
47,2020-03-09,0,73.23511647666469,5.361486363063013,True,48,0.19919932885491343,10.005746320730115
48,2020-03-10,0,73.23511647666469,5.361486363063013,True,49,0.2323752469730672,10.005746320730115
49,2020-03-11,0,73.23511647666469,5.361486363063013,True,50,0.27093424325868637,10.005746320730115
50,2020-03-12,0,73.23511647666469,5.361486363063013,True,51,0.3156989490175107,10.005746320730115
51,2020-03-13,0,73.23511647666469,5.361486363063013,True,52,0.3675997116552203,10.005746320730115
52,2020-03-14,0,73.23511647666469,5.361486363063013,True,53,0.4276822981775926,10.005746320730115
53,2020-03-15,0,73.23511647666469,5.361486363063013,True,54,0.49711369977829806,10.005746320730115
54,2020-03-16,0,73.23511647666469,5.361486363063013,True,55,0.5771849046423458,10.005746320730115
55,2020-03-17,0,73.23511647666469,5.361486363063013,True,56,0.6693091973742795,10.005746320730115
56,2020-03-18,0,73.23511647666469,5.361486363063013,True,57,0.7750142177242724,10.005746320730115
57,2020-03-19,0,73.23511647666469,5.361486363063013,True,58,0.8959257040668283,10.005746320730115
58,2020-03-20,0,73.23511647666469,5.361486363063013,True,59,1.0337406161593101,10.005746320730115
59,2020-03-21,0,73.23511647666469,5.361486363063013,True,60,1.190187261677947,10.005746320730115
60,2020-03-22,0,73.23511647666469,5.361486363063013,True,61,1.3669702543841529,10.005746320730115
61,2020-03-23,0,73.23511647666469,5.361486363063013,True,62,1.565698742571571,10.005746320730115
62,2020-03-24,0,73.23511647666469,5.361486363063013,True,63,1.7877975018817993,10.005746320730115
63,2020-03-25,0,73.23511647666469,5.361486363063013,True,64,2.0344022919939224,10.005746320730115
64,2020-03-26,3,73.23511647666469,5.361486363063013,True,65,2.3062433525104242,10.005746320730115
65,2020-03-27,3,73.23511647666469,5.361486363063013,True,66,2.603523929400047,10.005746320730115
66,2020-03-28,4,73.23511647666469,5.361486363063013,True,67,2.925803937139092,10.005746320730115
67,2020-03-29,4,73.23511647666469,5.361486363063013,True,68,3.2719016902359668,10.005746320730115
68,2020-03-30,4,73.23511647666469,5.361486363063013,True,69,3.6398283004857452,10.005746320730115
69,2020-03-31,5,73.23511647666469,5.361486363063013,True,70,4.026768999312955,10.005746320730115
70,2020-04-01,5,73.23511647666469,5.361486363063013,True,71,4.429122667241352,10.005746320730115
71,2020-04-02,6,73.23511647666469,5.361486363063013,True,72,4.842605081883419,10.005746320730115
72,2020-04-03,6,73.23511647666469,5.361486363063013,True,73,5.262413399837646,10.005746320730115
73,2020-04-04,6,73.23511647666469,5.361486363063013,True,74,5.68344049448637,10.005746320730115
74,2020-04-05,6,73.23511647666469,5.361486363063013,True,75,6.100519825275806,10.005746320730115
75,2020-04-06,6,73.23511647666469,5.361486363063013,True,76,6.50867637576059,10.005746320730115
76,2020-04-07,7,73.23511647666469,5.361486363063013,True,77,6.9033581534986,10.005746320730115
77,2020-04-08,7,73.23511647666469,5.361486363063013,True,78,7.280626063057111,10.005746320730115
78,2020-04-09,7,73.23511647666469,5.361486363063013,True,79,7.637286799354628,10.005746320730115
79,2020-04-10,8,73.23511647666469,5.361486363063013,True,80,7.97096210122821,10.005746320730115
