,Report_Date,Bolivia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,183.73542576589347,65095.013345134335,True,1,20.902230257320475,109841.48224531769
1,2020-01-23,0,183.73542576589347,65095.013345134335,True,2,21.92568630962568,109841.48224531769
2,2020-01-24,0,183.73542576589347,65095.013345134335,True,3,22.999245973110366,109841.48224531769
3,2020-01-25,0,183.73542576589347,65095.013345134335,True,4,24.12536119744574,109841.48224531769
4,2020-01-26,0,183.73542576589347,65095.013345134335,True,5,25.306603835681297,109841.48224531769
5,2020-01-27,0,183.73542576589347,65095.013345134335,True,6,26.545671498727994,109841.48224531769
6,2020-01-28,0,183.73542576589347,65095.013345134335,True,7,27.845393694799128,109841.48224531769
7,2020-01-29,0,183.73542576589347,65095.013345134335,True,8,29.20873826758867,109841.48224531769
8,2020-01-30,0,183.73542576589347,65095.013345134335,True,9,30.63881814762402,109841.48224531769
9,2020-01-31,0,183.73542576589347,65095.013345134335,True,10,32.13889843191798,109841.48224531769
10,2020-02-01,0,183.73542576589347,65095.013345134335,True,11,33.712403807764176,109841.48224531769
11,2020-02-02,0,183.73542576589347,65095.013345134335,True,12,35.362926337272555,109841.48224531769
12,2020-02-03,0,183.73542576589347,65095.013345134335,True,13,37.094233620029044,109841.48224531769
13,2020-02-04,0,183.73542576589347,65095.013345134335,True,14,38.91027735208614,109841.48224531769
14,2020-02-05,0,183.73542576589347,65095.013345134335,True,15,40.81520230035203,109841.48224531769
15,2020-02-06,0,183.73542576589347,65095.013345134335,True,16,42.813355712345334,109841.48224531769
16,2020-02-07,0,183.73542576589347,65095.013345134335,True,17,44.90929718222287,109841.48224531769
17,2020-02-08,0,183.73542576589347,65095.013345134335,True,18,47.107808994970284,109841.48224531769
18,2020-02-09,0,183.73542576589347,65095.013345134335,True,19,49.413906971672034,109841.48224531769
19,2020-02-10,0,183.73542576589347,65095.013345134335,True,20,51.83285183984938,109841.48224531769
20,2020-02-11,0,183.73542576589347,65095.013345134335,True,21,54.37016115397503,109841.48224531769
21,2020-02-12,0,183.73542576589347,65095.013345134335,True,22,57.03162179244184,109841.48224531769
22,2020-02-13,0,183.73542576589347,65095.013345134335,True,23,59.8233030584838,109841.48224531769
23,2020-02-14,0,183.73542576589347,65095.013345134335,True,24,62.75157041382101,109841.48224531769
24,2020-02-15,0,183.73542576589347,65095.013345134335,True,25,65.82309987512818,109841.48224531769
25,2020-02-16,0,183.73542576589347,65095.013345134335,True,26,69.04489310481345,109841.48224531769
26,2020-02-17,0,183.73542576589347,65095.013345134335,True,27,72.42429322903699,109841.48224531769
27,2020-02-18,0,183.73542576589347,65095.013345134335,True,28,75.96900141740672,109841.48224531769
28,2020-02-19,0,183.73542576589347,65095.013345134335,True,29,79.68709426035555,109841.48224531769
29,2020-02-20,0,183.73542576589347,65095.013345134335,True,30,83.58704198184047,109841.48224531769
30,2020-02-21,0,183.73542576589347,65095.013345134335,True,31,87.67772752670274,109841.48224531769
31,2020-02-22,0,183.73542576589347,65095.013345134335,True,32,91.96846656380175,109841.48224531769
32,2020-02-23,0,183.73542576589347,65095.013345134335,True,33,96.469028447874,109841.48224531769
33,2020-02-24,0,183.73542576589347,65095.013345134335,True,34,101.1896581849856,109841.48224531769
34,2020-02-25,0,183.73542576589347,65095.013345134335,True,35,106.14109944843568,109841.48224531769
35,2020-02-26,0,183.73542576589347,65095.013345134335,True,36,111.33461869403423,109841.48224531769
36,2020-02-27,0,183.73542576589347,65095.013345134335,True,37,116.78203042582557,109841.48224531769
37,2020-02-28,0,183.73542576589347,65095.013345134335,True,38,122.49572366555147,109841.48224531769
38,2020-02-29,0,183.73542576589347,65095.013345134335,True,39,128.48868968145814,109841.48224531769
39,2020-03-01,0,183.73542576589347,65095.013345134335,True,40,134.77455103443987,109841.48224531769
40,2020-03-02,0,183.73542576589347,65095.013345134335,True,41,141.36759200198878,109841.48224531769
41,2020-03-03,0,183.73542576589347,65095.013345134335,True,42,148.28279044297832,109841.48224531769
42,2020-03-04,0,183.73542576589347,65095.013345134335,True,43,155.5358511689562,109841.48224531769
43,2020-03-05,0,183.73542576589347,65095.013345134335,True,44,163.14324089035205,109841.48224531769
44,2020-03-06,0,183.73542576589347,65095.013345134335,True,45,171.12222480882542,109841.48224531769
45,2020-03-07,0,183.73542576589347,65095.013345134335,True,46,179.49090492988321,109841.48224531769
46,2020-03-08,0,183.73542576589347,65095.013345134335,True,47,188.26826017288212,109841.48224531769
47,2020-03-09,0,183.73542576589347,65095.013345134335,True,48,197.474188358608,109841.48224531769
48,2020-03-10,0,183.73542576589347,65095.013345134335,True,49,207.12955015777402,109841.48224531769
49,2020-03-11,2,183.73542576589347,65095.013345134335,True,50,217.25621508701354,109841.48224531769
50,2020-03-12,2,183.73542576589347,65095.013345134335,True,51,227.87710964225167,109841.48224531769
51,2020-03-13,3,183.73542576589347,65095.013345134335,True,52,239.01626766271582,109841.48224531769
52,2020-03-14,10,183.73542576589347,65095.013345134335,True,53,250.6988830222938,109841.48224531769
53,2020-03-15,10,183.73542576589347,65095.013345134335,True,54,262.95136474844804,109841.48224531769
54,2020-03-16,11,183.73542576589347,65095.013345134335,True,55,275.8013946724519,109841.48224531769
55,2020-03-17,11,183.73542576589347,65095.013345134335,True,56,289.27798771831203,109841.48224531769
56,2020-03-18,12,183.73542576589347,65095.013345134335,True,57,303.41155494137325,109841.48224531769
57,2020-03-19,12,183.73542576589347,65095.013345134335,True,58,318.2339694312503,109841.48224531769
58,2020-03-20,15,183.73542576589347,65095.013345134335,True,59,333.7786351973945,109841.48224531769
59,2020-03-21,19,183.73542576589347,65095.013345134335,True,60,350.0805591592466,109841.48224531769
60,2020-03-22,24,183.73542576589347,65095.013345134335,True,61,367.17642636655245,109841.48224531769
61,2020-03-23,27,183.73542576589347,65095.013345134335,True,62,385.1046785789901,109841.48224531769
62,2020-03-24,29,183.73542576589347,65095.013345134335,True,63,403.9055963377599,109841.48224531769
63,2020-03-25,32,183.73542576589347,65095.013345134335,True,64,423.62138466518894,109841.48224531769
64,2020-03-26,43,183.73542576589347,65095.013345134335,True,65,444.29626253168453,109841.48224531769
65,2020-03-27,61,183.73542576589347,65095.013345134335,True,66,465.9765562324789,109841.48224531769
66,2020-03-28,74,183.73542576589347,65095.013345134335,True,67,488.71079681953034,109841.48224531769
67,2020-03-29,81,183.73542576589347,65095.013345134335,True,68,512.5498217366181,109841.48224531769
68,2020-03-30,97,183.73542576589347,65095.013345134335,True,69,537.5468808080566,109841.48224531769
69,2020-03-31,107,183.73542576589347,65095.013345134335,True,70,563.7577467335137,109841.48224531769
70,2020-04-01,115,183.73542576589347,65095.013345134335,True,71,591.2408302430615,109841.48224531769
71,2020-04-02,123,183.73542576589347,65095.013345134335,True,72,620.0573000677903,109841.48224531769
72,2020-04-03,132,183.73542576589347,65095.013345134335,True,73,650.2712078819764,109841.48224531769
73,2020-04-04,139,183.73542576589347,65095.013345134335,True,74,681.9496183728545,109841.48224531769
74,2020-04-05,157,183.73542576589347,65095.013345134335,True,75,715.1627445934056,109841.48224531769
75,2020-04-06,183,183.73542576589347,65095.013345134335,True,76,749.9840887521426,109841.48224531769
76,2020-04-07,194,183.73542576589347,65095.013345134335,True,77,786.4905885915616,109841.48224531769
77,2020-04-08,210,183.73542576589347,65095.013345134335,True,78,824.7627695036017,109841.48224531769
78,2020-04-09,264,183.73542576589347,65095.013345134335,True,79,864.8849025260006,109841.48224531769
79,2020-04-10,268,183.73542576589347,65095.013345134335,True,80,906.9451683577164,109841.48224531769
80,2020-04-11,275,183.73542576589347,65095.013345134335,True,81,951.0358275244452,109841.48224531769
81,2020-04-12,300,183.73542576589347,65095.013345134335,True,82,997.2533968165629,109841.48224531769
82,2020-04-13,330,183.73542576589347,65095.013345134335,True,83,1045.6988321113477,109841.48224531769
83,2020-04-14,354,183.73542576589347,65095.013345134335,True,84,1096.4777176789398,109841.48224531769
84,2020-04-15,397,183.73542576589347,65095.013345134335,True,85,1149.7004620569458,109841.48224531769
85,2020-04-16,441,183.73542576589347,65095.013345134335,True,86,1205.4825005616494,109841.48224531769
86,2020-04-17,465,183.73542576589347,65095.013345134335,True,87,1263.9445044842848,109841.48224531769
87,2020-04-18,493,183.73542576589347,65095.013345134335,True,88,1325.2125969983772,109841.48224531769
88,2020-04-19,520,183.73542576589347,65095.013345134335,True,89,1389.4185757786297,109841.48224531769
89,2020-04-20,564,183.73542576589347,65095.013345134335,True,90,1456.7001423027903,109841.48224531769
90,2020-04-21,598,183.73542576589347,65095.013345134335,True,91,1527.201137775187,109841.48224531769
91,2020-04-22,609,183.73542576589347,65095.013345134335,True,92,1601.0717855736818,109841.48224531769
92,2020-04-23,703,183.73542576589347,65095.013345134335,True,93,1678.4689400804966,109841.48224531769
93,2020-04-24,807,183.73542576589347,65095.013345134335,True,94,1759.5563417110925,109841.48224531769
94,2020-04-25,866,183.73542576589347,65095.013345134335,True,95,1844.504877903858,109841.48224531769
95,2020-04-26,950,183.73542576589347,65095.013345134335,True,96,1933.4928497761878,109841.48224531769
96,2020-04-27,1014,183.73542576589347,65095.013345134335,True,97,2026.706244089269,109841.48224531769
97,2020-04-28,1053,183.73542576589347,65095.013345134335,True,98,2124.3390100940196,109841.48224531769
98,2020-04-29,1110,183.73542576589347,65095.013345134335,True,99,2226.593340753695,109841.48224531769
99,2020-04-30,1167,183.73542576589347,65095.013345134335,True,100,2333.6799577541715,109841.48224531769
100,2020-05-01,1229,183.73542576589347,65095.013345134335,True,101,2445.818399620327,109841.48224531769
101,2020-05-02,1470,183.73542576589347,65095.013345134335,True,102,2563.2373121558126,109841.48224531769
102,2020-05-03,1594,183.73542576589347,65095.013345134335,True,103,2686.1747403132226,109841.48224531769
103,2020-05-04,1681,183.73542576589347,65095.013345134335,True,104,2814.8784204817694,109841.48224531769
104,2020-05-05,1802,183.73542576589347,65095.013345134335,True,105,2949.6060720496102,109841.48224531769
105,2020-05-06,1886,183.73542576589347,65095.013345134335,True,106,3090.6256869573217,109841.48224531769
106,2020-05-07,2081,183.73542576589347,65095.013345134335,True,107,3238.215815807352,109841.48224531769
107,2020-05-08,2266,183.73542576589347,65095.013345134335,True,108,3392.6658489311403,109841.48224531769
108,2020-05-09,2437,183.73542576589347,65095.013345134335,True,109,3554.276290640512,109841.48224531769
109,2020-05-10,2556,183.73542576589347,65095.013345134335,True,110,3723.359024702915,109841.48224531769
110,2020-05-11,2831,183.73542576589347,65095.013345134335,True,111,3900.2375688804427,109841.48224531769
111,2020-05-12,2964,183.73542576589347,65095.013345134335,True,112,4085.247316160663,109841.48224531769
112,2020-05-13,3148,183.73542576589347,65095.013345134335,True,113,4278.735760082889,109841.48224531769
113,2020-05-14,3372,183.73542576589347,65095.013345134335,True,114,4481.062701326792,109841.48224531769
114,2020-05-15,3577,183.73542576589347,65095.013345134335,True,115,4692.600432481746,109841.48224531769
115,2020-05-16,3826,183.73542576589347,65095.013345134335,True,116,4913.733897655335,109841.48224531769
116,2020-05-17,4088,183.73542576589347,65095.013345134335,True,117,5144.860823309091,109841.48224531769
117,2020-05-18,4263,183.73542576589347,65095.013345134335,True,118,5386.3918164295565,109841.48224531769
118,2020-05-19,4481,183.73542576589347,65095.013345134335,True,119,5638.750425855087,109841.48224531769
119,2020-05-20,4919,183.73542576589347,65095.013345134335,True,120,5902.373162284543,109841.48224531769
120,2020-05-21,5187,183.73542576589347,65095.013345134335,True,121,6177.709472196015,109841.48224531769
121,2020-05-22,5579,183.73542576589347,65095.013345134335,True,122,6465.221660604124,109841.48224531769
122,2020-05-23,5915,183.73542576589347,65095.013345134335,True,123,6765.384757286687,109841.48224531769
123,2020-05-24,6263,183.73542576589347,65095.013345134335,True,124,7078.686320819123,109841.48224531769
124,2020-05-25,6660,183.73542576589347,65095.013345134335,True,125,7405.626174472325,109841.48224531769
125,2020-05-26,7136,183.73542576589347,65095.013345134335,True,126,7746.7160677615775,109841.48224531769
126,2020-05-27,7768,183.73542576589347,65095.013345134335,True,127,8102.479257186373,109841.48224531769
127,2020-05-28,8387,183.73542576589347,65095.013345134335,True,128,8473.44999947947,109841.48224531769
128,2020-05-29,8731,183.73542576589347,65095.013345134335,True,129,8860.172950495898,109841.48224531769
129,2020-05-30,9592,183.73542576589347,65095.013345134335,True,130,9263.20246272616,109841.48224531769
130,2020-05-31,9982,183.73542576589347,65095.013345134335,True,131,9683.101774321514,109841.48224531769
131,2020-06-01,10531,183.73542576589347,65095.013345134335,True,132,10120.442082482192,109841.48224531769
132,2020-06-02,10991,183.73542576589347,65095.013345134335,True,133,10575.80149409168,109841.48224531769
133,2020-06-03,11638,183.73542576589347,65095.013345134335,True,134,11049.763846592881,109841.48224531769
134,2020-06-04,12245,183.73542576589347,65095.013345134335,True,135,11542.917392305739,109841.48224531769
135,2020-06-05,12728,183.73542576589347,65095.013345134335,True,136,12055.853339693776,109841.48224531769
136,2020-06-06,13358,183.73542576589347,65095.013345134335,True,137,12589.164245509593,109841.48224531769
137,2020-06-07,13643,183.73542576589347,65095.013345134335,True,138,13143.442252300654,109841.48224531769
138,2020-06-08,13949,183.73542576589347,65095.013345134335,True,139,13719.277166447653,109841.48224531769
139,2020-06-09,14644,183.73542576589347,65095.013345134335,True,140,14317.254372751266,109841.48224531769
