,Report_Date,China_anhui_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,14.327216557347228,495.6556378266267,True,1,22.375945061143362,991.3112751474483
1,2020-01-23,9,14.327216557347228,495.6556378266267,True,2,29.47030996239829,991.3112751474483
2,2020-01-24,15,14.327216557347228,495.6556378266267,True,3,38.724071687621155,991.3112751474483
3,2020-01-25,39,14.327216557347228,495.6556378266267,True,4,50.730285634364826,991.3112751474483
4,2020-01-26,60,14.327216557347228,495.6556378266267,True,5,66.20027511609324,991.3112751474483
5,2020-01-27,70,14.327216557347228,495.6556378266267,True,6,85.9566556224247,991.3112751474483
6,2020-01-28,106,14.327216557347228,495.6556378266267,True,7,110.90219443296465,991.3112751474483
7,2020-01-29,152,14.327216557347228,495.6556378266267,True,8,141.95210720367086,991.3112751474483
8,2020-01-30,200,14.327216557347228,495.6556378266267,True,9,179.91870956771737,991.3112751474483
9,2020-01-31,237,14.327216557347228,495.6556378266267,True,10,225.34574734866158,991.3112751474483
10,2020-02-01,297,14.327216557347228,495.6556378266267,True,11,278.3083755840037,991.3112751474483
11,2020-02-02,340,14.327216557347228,495.6556378266267,True,12,338.222265586809,991.3112751474483
12,2020-02-03,408,14.327216557347228,495.6556378266267,True,13,403.7308723475064,991.3112751474483
13,2020-02-04,480,14.327216557347228,495.6556378266267,True,14,472.74318979122216,991.3112751474483
14,2020-02-05,530,14.327216557347228,495.6556378266267,True,15,542.6574159600284,991.3112751474483
15,2020-02-06,591,14.327216557347228,495.6556378266267,True,16,610.7339608380263,991.3112751474483
16,2020-02-07,665,14.327216557347228,495.6556378266267,True,17,674.511260792628,991.3112751474483
17,2020-02-08,733,14.327216557347228,495.6556378266267,True,18,732.1362894318042,991.3112751474483
18,2020-02-09,779,14.327216557347228,495.6556378266267,True,19,782.5240187733084,991.3112751474483
19,2020-02-10,830,14.327216557347228,495.6556378266267,True,20,825.3363616188694,991.3112751474483
20,2020-02-11,860,14.327216557347228,495.6556378266267,True,21,860.8336956874895,991.3112751474483
21,2020-02-12,889,14.327216557347228,495.6556378266267,True,22,889.6740672863451,991.3112751474483
22,2020-02-13,910,14.327216557347228,495.6556378266267,True,23,912.721635028621,991.3112751474483
23,2020-02-14,934,14.327216557347228,495.6556378266267,True,24,930.8977606463536,991.3112751474483
24,2020-02-15,950,14.327216557347228,495.6556378266267,True,25,945.083046918038,991.3112751474483
25,2020-02-16,962,14.327216557347228,495.6556378266267,True,26,956.0636984365024,991.3112751474483
26,2020-02-17,973,14.327216557347228,495.6556378266267,True,27,964.510067674546,991.3112751474483
27,2020-02-18,982,14.327216557347228,495.6556378266267,True,28,970.9754864747404,991.3112751474483
28,2020-02-19,986,14.327216557347228,495.6556378266267,True,29,975.9061242812968,991.3112751474483
29,2020-02-20,987,14.327216557347228,495.6556378266267,True,30,979.6556249346846,991.3112751474483
30,2020-02-21,988,14.327216557347228,495.6556378266267,True,31,982.5007636692451,991.3112751474483
