,Report_Date,China_anhui_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,989,14.327216557347228,495.6556378266267,True,32,984.6561233744508,991.3112751474483
32,2020-02-23,989,14.327216557347228,495.6556378266267,True,33,986.2869030508455,991.3112751474483
33,2020-02-24,989,14.327216557347228,495.6556378266267,True,34,987.5196149738935,991.3112751474483
34,2020-02-25,989,14.327216557347228,495.6556378266267,True,35,988.4507625835596,991.3112751474483
35,2020-02-26,989,14.327216557347228,495.6556378266267,True,36,989.1537406278899,991.3112751474483
36,2020-02-27,989,14.327216557347228,495.6556378266267,True,37,989.6842444758163,991.3112751474483
37,2020-02-28,990,14.327216557347228,495.6556378266267,True,38,990.084467573933,991.3112751474483
38,2020-02-29,990,14.327216557347228,495.6556378266267,True,39,990.386334334152,991.3112751474483
39,2020-03-01,990,14.327216557347228,495.6556378266267,True,40,990.6139764737939,991.3112751474483
40,2020-03-02,990,14.327216557347228,495.6556378266267,True,41,990.785622153559,991.3112751474483
41,2020-03-03,990,14.327216557347228,495.6556378266267,True,42,990.9150327993026,991.3112751474483
42,2020-03-04,990,14.327216557347228,495.6556378266267,True,43,991.0125934399448,991.3112751474483
43,2020-03-05,990,14.327216557347228,495.6556378266267,True,44,991.0861387173062,991.3112751474483
44,2020-03-06,990,14.327216557347228,495.6556378266267,True,45,991.1415778558443,991.3112751474483
45,2020-03-07,990,14.327216557347228,495.6556378266267,True,46,991.1833670732516,991.3112751474483
46,2020-03-08,990,14.327216557347228,495.6556378266267,True,47,991.214866417424,991.3112751474483
47,2020-03-09,990,14.327216557347228,495.6556378266267,True,48,991.2386091596421,991.3112751474483
48,2020-03-10,990,14.327216557347228,495.6556378266267,True,49,991.2565050900437,991.3112751474483
49,2020-03-11,990,14.327216557347228,495.6556378266267,True,50,991.2699938862756,991.3112751474483
50,2020-03-12,990,14.327216557347228,495.6556378266267,True,51,991.2801607902004,991.3112751474483
51,2020-03-13,990,14.327216557347228,495.6556378266267,True,52,991.2878238407894,991.3112751474483
52,2020-03-14,990,14.327216557347228,495.6556378266267,True,53,991.2935996487087,991.3112751474483
53,2020-03-15,990,14.327216557347228,495.6556378266267,True,54,991.29795298624,991.3112751474483
54,2020-03-16,990,14.327216557347228,495.6556378266267,True,55,991.3012341722203,991.3112751474483
55,2020-03-17,990,14.327216557347228,495.6556378266267,True,56,991.3037072542954,991.3112751474483
56,2020-03-18,990,14.327216557347228,495.6556378266267,True,57,991.3055712529361,991.3112751474483
57,2020-03-19,990,14.327216557347228,495.6556378266267,True,58,991.3069761748445,991.3112751474483
58,2020-03-20,990,14.327216557347228,495.6556378266267,True,59,991.3080350833233,991.3112751474483
59,2020-03-21,990,14.327216557347228,495.6556378266267,True,60,991.3088331963528,991.3112751474483
60,2020-03-22,990,14.327216557347228,495.6556378266267,True,61,991.3094347441983,991.3112751474483
61,2020-03-23,990,14.327216557347228,495.6556378266267,True,62,991.3098881382301,991.3112751474483
62,2020-03-24,990,14.327216557347228,495.6556378266267,True,63,991.3102298668158,991.3112751474483
63,2020-03-25,990,14.327216557347228,495.6556378266267,True,64,991.3104874317481,991.3112751474483
64,2020-03-26,990,14.327216557347228,495.6556378266267,True,65,991.3106815614967,991.3112751474483
65,2020-03-27,990,14.327216557347228,495.6556378266267,True,66,991.3108278793779,991.3112751474483
66,2020-03-28,990,14.327216557347228,495.6556378266267,True,67,991.3109381608809,991.3112751474483
67,2020-03-29,990,14.327216557347228,495.6556378266267,True,68,991.3110212813382,991.3112751474483
68,2020-03-30,990,14.327216557347228,495.6556378266267,True,69,991.3110839301947,991.3112751474483
69,2020-03-31,990,14.327216557347228,495.6556378266267,True,70,991.3111311493657,991.3112751474483
70,2020-04-01,990,14.327216557347228,495.6556378266267,True,71,991.3111667390024,991.3112751474483
71,2020-04-02,990,14.327216557347228,495.6556378266267,True,72,991.311193563324,991.3112751474483
72,2020-04-03,990,14.327216557347228,495.6556378266267,True,73,991.3112137811254,991.3112751474483
73,2020-04-04,990,14.327216557347228,495.6556378266267,True,74,991.3112290195161,991.3112751474483
74,2020-04-05,990,14.327216557347228,495.6556378266267,True,75,991.3112405048673,991.3112751474483
75,2020-04-06,990,14.327216557347228,495.6556378266267,True,76,991.3112491615091,991.3112751474483
76,2020-04-07,990,14.327216557347228,495.6556378266267,True,77,991.31125568612,991.3112751474483
77,2020-04-08,990,14.327216557347228,495.6556378266267,True,78,991.3112606037944,991.3112751474483
78,2020-04-09,991,14.327216557347228,495.6556378266267,True,79,991.3112643103025,991.3112751474483
79,2020-04-10,991,14.327216557347228,495.6556378266267,True,80,991.3112671039405,991.3112751474483
