,Report_Date,Ghana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,172.80341175162485,25005.901195799543,True,1,36.91151807161577,49973.9394225275
1,2020-01-23,0,172.80341175162485,25005.901195799543,True,2,38.492482369557365,49973.9394225275
2,2020-01-24,0,172.80341175162485,25005.901195799543,True,3,40.14110686196872,49973.9394225275
3,2020-01-25,0,172.80341175162485,25005.901195799543,True,4,41.8602824293109,49973.9394225275
4,2020-01-26,0,172.80341175162485,25005.901195799543,True,5,43.65302305283239,49973.9394225275
5,2020-01-27,0,172.80341175162485,25005.901195799543,True,6,45.5224710200727,49973.9394225275
6,2020-01-28,0,172.80341175162485,25005.901195799543,True,7,47.47190234729641,49973.9394225275
7,2020-01-29,0,172.80341175162485,25005.901195799543,True,8,49.50473242761677,49973.9394225275
8,2020-01-30,0,172.80341175162485,25005.901195799543,True,9,51.624521913897425,49973.9394225275
9,2020-01-31,0,172.80341175162485,25005.901195799543,True,10,53.834982845858775,49973.9394225275
10,2020-02-01,0,172.80341175162485,25005.901195799543,True,11,56.139985031165196,49973.9394225275
11,2020-02-02,0,172.80341175162485,25005.901195799543,True,12,58.543562690628065,49973.9394225275
12,2020-02-03,0,172.80341175162485,25005.901195799543,True,13,61.049921378029104,49973.9394225275
13,2020-02-04,0,172.80341175162485,25005.901195799543,True,14,63.663445185448424,49973.9394225275
14,2020-02-05,0,172.80341175162485,25005.901195799543,True,15,66.38870424537114,49973.9394225275
15,2020-02-06,0,172.80341175162485,25005.901195799543,True,16,69.230462541247,49973.9394225275
16,2020-02-07,0,172.80341175162485,25005.901195799543,True,17,72.19368603858699,49973.9394225275
17,2020-02-08,0,172.80341175162485,25005.901195799543,True,18,75.28355114910127,49973.9394225275
18,2020-02-09,0,172.80341175162485,25005.901195799543,True,19,78.5054535408121,49973.9394225275
19,2020-02-10,0,172.80341175162485,25005.901195799543,True,20,81.86501730751385,49973.9394225275
20,2020-02-11,0,172.80341175162485,25005.901195799543,True,21,85.36810451140121,49973.9394225275
21,2020-02-12,0,172.80341175162485,25005.901195799543,True,22,89.02082511314131,49973.9394225275
22,2020-02-13,0,172.80341175162485,25005.901195799543,True,23,92.82954730413137,49973.9394225275
23,2020-02-14,0,172.80341175162485,25005.901195799543,True,24,96.8009082561537,49973.9394225275
24,2020-02-15,0,172.80341175162485,25005.901195799543,True,25,100.94182530411965,49973.9394225275
25,2020-02-16,0,172.80341175162485,25005.901195799543,True,26,105.25950757807621,49973.9394225275
26,2020-02-17,0,172.80341175162485,25005.901195799543,True,27,109.76146810113993,49973.9394225275
27,2020-02-18,0,172.80341175162485,25005.901195799543,True,28,114.45553637051302,49973.9394225275
28,2020-02-19,0,172.80341175162485,25005.901195799543,True,29,119.34987143923328,49973.9394225275
29,2020-02-20,0,172.80341175162485,25005.901195799543,True,30,124.45297551680403,49973.9394225275
30,2020-02-21,0,172.80341175162485,25005.901195799543,True,31,129.77370810734575,49973.9394225275
31,2020-02-22,0,172.80341175162485,25005.901195799543,True,32,135.3213007044038,49973.9394225275
32,2020-02-23,0,172.80341175162485,25005.901195799543,True,33,141.10537206203398,49973.9394225275
33,2020-02-24,0,172.80341175162485,25005.901195799543,True,34,147.13594406227028,49973.9394225275
34,2020-02-25,0,172.80341175162485,25005.901195799543,True,35,153.4234581995485,49973.9394225275
35,2020-02-26,0,172.80341175162485,25005.901195799543,True,36,159.9787927031214,49973.9394225275
