,Report_Date,UK_falkland islands (malvinas)_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,91.56398875665894,8.072096098711567,False,1,0.0004215983107059572,0.0030816441363883266
1,2020-01-23,0,91.56398875665894,8.072096098711567,False,2,0.0004737003824433854,0.0030816441363883266
2,2020-01-24,0,91.56398875665894,8.072096098711567,False,3,0.0005322411336355855,0.0030816441363883266
3,2020-01-25,0,91.56398875665894,8.072096098711567,False,4,0.0005980161888924063,0.0030816441363883266
4,2020-01-26,0,91.56398875665894,8.072096098711567,False,5,0.0006719194731645587,0.0030816441363883266
5,2020-01-27,0,91.56398875665894,8.072096098711567,False,6,0.0007549553530276121,0.0030816441363883266
6,2020-01-28,0,91.56398875665894,8.072096098711567,False,7,0.0008482522765548244,0.0030816441363883266
7,2020-01-29,0,91.56398875665894,8.072096098711567,False,8,0.0009530780964841036,0.0030816441363883266
8,2020-01-30,0,91.56398875665894,8.072096098711567,False,9,0.001070857284080439,0.0030816441363883266
9,2020-01-31,0,91.56398875665894,8.072096098711567,False,10,0.0012031902665617649,0.0030816441363883266
10,2020-02-01,0,91.56398875665894,8.072096098711567,False,11,0.0013518751495268312,0.0030816441363883266
11,2020-02-02,0,91.56398875665894,8.072096098711567,False,12,0.0015189321178705082,0.0030816441363883266
12,2020-02-03,0,91.56398875665894,8.072096098711567,False,13,0.0017066308446103367,0.0030816441363883266
13,2020-02-04,0,91.56398875665894,8.072096098711567,False,14,0.0019175212773409132,0.0030816441363883266
14,2020-02-05,0,91.56398875665894,8.072096098711567,False,15,0.0021544682171952033,0.0030816441363883266
15,2020-02-06,0,91.56398875665894,8.072096098711567,False,16,0.002420690155797194,0.0030816441363883266
16,2020-02-07,0,91.56398875665894,8.072096098711567,False,17,0.002719802892374734,0.0030816441363883266
17,2020-02-08,0,91.56398875665894,8.072096098711567,False,18,0.00305586851667057,0.0030816441363883266
18,2020-02-09,0,91.56398875665894,8.072096098711567,False,19,0.0034334504143241867,0.0030816441363883266
19,2020-02-10,0,91.56398875665894,8.072096098711567,False,20,0.0038576750308592814,0.0030816441363883266
20,2020-02-11,0,91.56398875665894,8.072096098711567,False,21,0.004334301219251429,0.0030816441363883266
21,2020-02-12,0,91.56398875665894,8.072096098711567,False,22,0.004869798095310736,0.0030816441363883266
22,2020-02-13,0,91.56398875665894,8.072096098711567,False,23,0.005471432435937418,0.0030816441363883266
23,2020-02-14,0,91.56398875665894,8.072096098711567,False,24,0.006147366778939109,0.0030816441363883266
24,2020-02-15,0,91.56398875665894,8.072096098711567,False,25,0.0069067695208892095,0.0030816441363883266
25,2020-02-16,0,91.56398875665894,8.072096098711567,False,26,0.007759938462913655,0.0030816441363883266
26,2020-02-17,0,91.56398875665894,8.072096098711567,False,27,0.008718439424882643,0.0030816441363883266
27,2020-02-18,0,91.56398875665894,8.072096098711567,False,28,0.009795261737914947,0.0030816441363883266
28,2020-02-19,0,91.56398875665894,8.072096098711567,False,29,0.011004992635123511,0.0030816441363883266
29,2020-02-20,0,91.56398875665894,8.072096098711567,False,30,0.012364012792954477,0.0030816441363883266
30,2020-02-21,0,91.56398875665894,8.072096098711567,False,31,0.013890715532148839,0.0030816441363883266
31,2020-02-22,0,91.56398875665894,8.072096098711567,False,32,0.015605752470127325,0.0030816441363883266
32,2020-02-23,0,91.56398875665894,8.072096098711567,False,33,0.017532308727241926,0.0030816441363883266
33,2020-02-24,0,91.56398875665894,8.072096098711567,False,34,0.019696411129475132,0.0030816441363883266
34,2020-02-25,0,91.56398875665894,8.072096098711567,False,35,0.022127273221165637,0.0030816441363883266
35,2020-02-26,0,91.56398875665894,8.072096098711567,False,36,0.024857681304152918,0.0030816441363883266
36,2020-02-27,0,91.56398875665894,8.072096098711567,False,37,0.02792442615471819,0.0030816441363883266
37,2020-02-28,0,91.56398875665894,8.072096098711567,False,38,0.031368785536360876,0.0030816441363883266
38,2020-02-29,0,91.56398875665894,8.072096098711567,False,39,0.035237063123122435,0.0030816441363883266
39,2020-03-01,0,91.56398875665894,8.072096098711567,False,40,0.03958118997160047,0.0030816441363883266
40,2020-03-02,0,91.56398875665894,8.072096098711567,False,41,0.04445939522463494,0.0030816441363883266
41,2020-03-03,0,91.56398875665894,8.072096098711567,False,42,0.049936953287776725,0.0030816441363883266
42,2020-03-04,0,91.56398875665894,8.072096098711567,False,43,0.056087015279374645,0.0030816441363883266
43,2020-03-05,0,91.56398875665894,8.072096098711567,False,44,0.0629915331001384,0.0030816441363883266
44,2020-03-06,0,91.56398875665894,8.072096098711567,False,45,0.07074228497619607,0.0030816441363883266
45,2020-03-07,0,91.56398875665894,8.072096098711567,False,46,0.07944201177140703,0.0030816441363883266
46,2020-03-08,0,91.56398875665894,8.072096098711567,False,47,0.08920567370118952,0.0030816441363883266
47,2020-03-09,0,91.56398875665894,8.072096098711567,False,48,0.10016183726103814,0.0030816441363883266
48,2020-03-10,0,91.56398875665894,8.072096098711567,False,49,0.1124542021437337,0.0030816441363883266
49,2020-03-11,0,91.56398875665894,8.072096098711567,False,50,0.1262432775781764,0.0030816441363883266
50,2020-03-12,0,91.56398875665894,8.072096098711567,False,51,0.1417082167771261,0.0030816441363883266
51,2020-03-13,0,91.56398875665894,8.072096098711567,False,52,0.15904881690328043,0.0030816441363883266
